mode,family,layer,D,eta,mu_cf,base_mu,delta_mu_cf,delta_log_mu_cf,acceptance_mismatch_cf
release_fullsumanchor,width_anchor,1,5.6,4.0,29.049486609854057,13.352583282173429,15.696903327680628,0.7772909400939693,0.0
release_fullsumanchor,partial_anchor,1,5.6,4.0,2.505010073007061,13.352583282173429,-10.847573209166368,-1.6734171147201269,0.0
tailm2_detlin,current,1,5.6,4.0,33.1501544164893,13.352583282173427,19.797571134315874,0.9093375043259568,0.0
tailm2_detlin,width_anchor,1,5.6,4.0,29.049486609854053,13.352583282173427,15.696903327680626,0.7772909400939693,0.0
tailm2_detlin,partial_anchor,1,5.6,4.0,15.237453370791481,13.352583282173427,1.8848700886180545,0.13204656423198763,0.0
release_tuned,current,2,5.6,4.0,57.01674072485325,58.03132782719763,-1.0145871023443789,-0.017638078036425392,0.0
release_tuned,width_anchor,2,5.6,4.0,58.131212804737295,58.03132782719763,0.09988497753966641,0.0017197454810126587,0.0
release_tuned,partial_anchor,2,5.6,4.0,56.91877070854176,58.03132782719763,-1.1125571186558716,-0.01935782351743796,0.0
release_fullsumanchor,current,2,5.6,4.0,8.785164768439573,58.03132782719761,-49.246163058758036,-1.8879185225583663,0.0
release_fullsumanchor,width_anchor,2,5.6,4.0,46.82801298175643,58.03132782719761,-11.203314845441177,-0.2145014078382392,0.0
release_fullsumanchor,partial_anchor,2,5.6,4.0,10.886961547821404,58.03132782719761,-47.1443662793762,-1.6734171147201264,0.0
tailm2_detlin,current,2,5.6,4.0,53.43832344479392,58.031327827197636,-4.593004382403713,-0.08245484360625221,0.0
tailm2_detlin,width_anchor,2,5.6,4.0,46.82801298175642,58.031327827197636,-11.203314845441213,-0.2145014078382399,0.0
tailm2_detlin,partial_anchor,2,5.6,4.0,66.22311451841452,58.031327827197636,8.191786691216883,0.13204656423198763,0.0
release_tuned,current,3,5.6,4.0,14.723951859272598,14.701840599422273,0.022111259850325027,0.0015028491785216765,0.0
release_tuned,width_anchor,3,5.6,4.0,15.011752127125568,14.701840599422273,0.3099115277032958,0.020860672695959717,0.0
release_tuned,partial_anchor,3,5.6,4.0,14.419981851248576,14.701840599422273,-0.28185874817369694,-0.019357823517438186,0.0
release_fullsumanchor,current,3,5.6,4.0,15.660637025120604,14.70184059942227,0.958796425698333,0.06317767143169606,0.0
release_fullsumanchor,width_anchor,3,5.6,4.0,83.47669431875462,14.70184059942227,68.77485371933236,1.7365947861518232,0.0
release_fullsumanchor,partial_anchor,3,5.6,4.0,2.7581373592677823,14.70184059942227,-11.943703240154488,-1.6734171147201269,0.0
tailm2_detlin,current,3,5.6,4.0,95.26038597549912,14.701840599422273,80.55854537607685,1.8686413503838104,0.0
tailm2_detlin,width_anchor,3,5.6,4.0,83.47669431875461,14.701840599422273,68.77485371933234,1.7365947861518227,0.0
tailm2_detlin,partial_anchor,3,5.6,4.0,16.777173814567064,14.701840599422273,2.0753332151447914,0.13204656423198763,0.0
release_tuned,current,1,6.4,0.2,22.460436504423086,22.607340422276774,-0.14690391785368817,-0.006519267120155026,0.0
release_tuned,width_anchor,1,6.4,0.2,22.537057063319228,22.607340422276774,-0.07028335895754623,-0.0031137159717057133,0.0
release_tuned,partial_anchor,1,6.4,0.2,22.53048091690996,22.607340422276774,-0.07685950536681574,-0.0034055511484498103,0.0
release_fullsumanchor,current,1,6.4,0.2,9.720813207644712,22.60734042227677,-12.886527214632059,-0.844005372678144,0.0
release_fullsumanchor,width_anchor,1,6.4,0.2,114.16766218195917,22.60734042227677,91.56032175968241,1.6193934378492878,0.0
release_fullsumanchor,partial_anchor,1,6.4,0.2,1.9249035074076786,22.60734042227677,-20.682436914869093,-2.4633988105274316,0.0
tailm2_detlin,current,1,6.4,0.2,81.37117138391956,22.607340422276767,58.763830961642796,1.280746399387514,0.0
tailm2_detlin,width_anchor,1,6.4,0.2,114.16766218195919,22.607340422276767,91.56032175968242,1.619393437849288,0.0
tailm2_detlin,partial_anchor,1,6.4,0.2,16.113019544043773,22.607340422276767,-6.494320878232994,-0.33864703846177385,0.0
release_tuned,current,2,6.4,0.2,60.187922691470845,59.87715710517649,0.3107655862943588,0.005176630554011068,0.0
release_tuned,width_anchor,2,6.4,0.2,60.393245160360095,59.87715710517649,0.5160880551836087,0.00858218170246043,0.0
release_tuned,partial_anchor,2,6.4,0.2,59.673589211213184,59.87715710517649,-0.203567893963303,-0.0034055511484493645,0.0
release_fullsumanchor,current,2,6.4,0.2,8.097559480210986,59.87715710517649,-51.779597624965504,-2.0007323643514985,0.0
release_fullsumanchor,width_anchor,2,6.4,0.2,95.10309636523135,59.87715710517649,35.225939260054865,0.46266644617593317,0.0
release_fullsumanchor,partial_anchor,2,6.4,0.2,5.098244533522501,59.87715710517649,-54.77891257165398,-2.4633988105274316,0.0
tailm2_detlin,current,2,6.4,0.2,67.78320765772432,59.877157105176494,7.906050552547825,0.12401940771415913,0.0
tailm2_detlin,width_anchor,2,6.4,0.2,95.10309636523137,59.877157105176494,35.22593926005487,0.46266644617593317,0.0
tailm2_detlin,partial_anchor,2,6.4,0.2,42.676484038201764,59.877157105176494,-17.20067306697473,-0.3386470384617742,0.0
release_tuned,current,3,6.4,0.2,11.929782574512895,11.918133006149645,0.01164956836325004,0.0009769884710032026,0.0
release_tuned,width_anchor,3,6.4,0.2,11.970479317347285,11.918133006149645,0.052346311197640105,0.004382539619452544,0.0
release_tuned,partial_anchor,3,6.4,0.2,11.8776142281493,11.918133006149645,-0.040518778000345534,-0.0034055511484493645,0.0
release_fullsumanchor,current,3,6.4,0.2,15.525802690708709,11.918133006149645,3.6076696845590632,0.26444230721916845,0.0
release_fullsumanchor,width_anchor,3,6.4,0.2,182.34529959927707,11.918133006149645,170.42716659312742,2.7278411177466,0.0
release_fullsumanchor,partial_anchor,3,6.4,0.2,1.014770229349175,11.918133006149645,-10.90336277680047,-2.4633988105274316,0.0
tailm2_detlin,current,3,6.4,0.2,129.96368972762926,11.918133006149642,118.04555672147961,2.3891940792848265,0.0
tailm2_detlin,width_anchor,3,6.4,0.2,182.3452995992771,11.918133006149642,170.42716659312745,2.7278411177466007,0.0
tailm2_detlin,partial_anchor,3,6.4,0.2,8.49445828078801,11.918133006149642,-3.423674725361632,-0.33864703846177374,0.0
release_tuned,current,1,6.4,0.6,22.460983357208594,22.60789065881675,-0.1469073016081559,-0.006519258584592596,0.0
release_tuned,width_anchor,1,6.4,0.6,22.537605589243462,22.60789065881675,-0.07028506957328773,-0.0031137159717059357,0.0
release_tuned,partial_anchor,1,6.4,0.6,22.531029475093426,22.60789065881675,-0.07686118372332373,-0.0034055426128864097,0.0
release_fullsumanchor,current,1,6.4,0.6,9.721074485909945,22.60789065881675,-12.886816172906805,-0.8440028333562948,0.0
release_fullsumanchor,width_anchor,1,6.4,0.6,114.17044089092015,22.60789065881675,91.5625502321034,1.6193934378492871,0.0
release_fullsumanchor,partial_anchor,1,6.4,0.6,1.924955245409266,22.60789065881675,-20.682935413407485,-2.463396271205582,0.0
tailm2_detlin,current,1,6.4,0.6,81.37241163208674,22.607890658816757,58.76452097326998,1.280737302585207,0.0
tailm2_detlin,width_anchor,1,6.4,0.6,114.17044089092016,22.607890658816757,91.5625502321034,1.619393437849287,0.0
tailm2_detlin,partial_anchor,1,6.4,0.6,16.113265136464506,22.607890658816757,-6.494625522352251,-0.33865613526408034,0.0
release_tuned,current,2,6.4,0.6,60.188245660270574,59.877477895317995,0.31076776495257974,0.005176639089574054,0.0
release_tuned,width_anchor,2,6.4,0.6,60.39356871542847,59.877477895317995,0.5160908201104775,0.00858218170246065,0.0
release_tuned,partial_anchor,2,6.4,0.6,59.67390942009597,59.877477895317995,-0.2035684752220277,-0.003405542612886632,0.0
release_fullsumanchor,current,2,6.4,0.6,8.097623425098242,59.877477895317995,-51.77985447021975,-2.000729825029649,0.0
release_fullsumanchor,width_anchor,2,6.4,0.6,95.10360587732603,59.877477895317995,35.22612798200804,0.462666446175933,0.0
release_fullsumanchor,partial_anchor,2,6.4,0.6,5.09828479339002,59.877477895317995,-54.77919310192797,-2.4633962712055824,0.0
tailm2_detlin,current,2,6.4,0.6,67.78295419336493,59.87747789531799,7.905476298046942,0.12401031091185317,0.0
tailm2_detlin,width_anchor,2,6.4,0.6,95.10360587732606,59.87747789531799,35.22612798200807,0.46266644617593344,0.0
tailm2_detlin,partial_anchor,2,6.4,0.6,42.67632445638111,59.87747789531799,-17.201153438936878,-0.33865613526408017,0.0
release_tuned,current,3,6.4,0.6,11.929749493373393,11.91809985558656,0.011649637786833367,0.0009769970065661938,0.0
release_tuned,width_anchor,3,6.4,0.6,11.970446021181724,11.91809985558656,0.05234616559516425,0.0043825396194527655,0.0
release_tuned,partial_anchor,3,6.4,0.6,11.877581291671978,11.91809985558656,-0.04051856391458131,-0.0034055426128862983,0.0
release_fullsumanchor,current,3,6.4,0.6,15.525798930279226,11.918099855586561,3.6076990746926647,0.26444484654101896,0.0
release_fullsumanchor,width_anchor,3,6.4,0.6,182.34479240160167,11.918099855586561,170.4266925460151,2.7278411177466007,0.0
release_fullsumanchor,partial_anchor,3,6.4,0.6,1.0147699835665909,11.918099855586561,-10.90332987201997,-2.4633962712055824,0.0
tailm2_detlin,current,3,6.4,0.6,129.96214598528866,11.918099855586561,118.0440461297021,2.389184982482521,0.0
tailm2_detlin,width_anchor,3,6.4,0.6,182.3447924016017,11.918099855586561,170.42669254601515,2.727841117746601,0.0
tailm2_detlin,partial_anchor,3,6.4,0.6,8.494357381414215,11.918099855586561,-3.4237424741723466,-0.33865613526408034,0.0
release_tuned,current,1,6.4,1.0,22.461530216834067,22.608440902232097,-0.14691068539802998,-0.006519250049033032,0.0
release_tuned,width_anchor,1,6.4,1.0,22.53815412202169,22.608440902232097,-0.07028678021040591,-0.0031137159717063816,0.0
release_tuned,partial_anchor,1,6.4,1.0,22.531578040138164,22.608440902232097,-0.07686286209393245,-0.0034055340773268693,0.0
release_fullsumanchor,current,1,6.4,1.0,9.721335768427105,22.608440902232093,-12.887105133804988,-0.8440002940312206,0.0
release_fullsumanchor,width_anchor,1,6.4,1.0,114.17321963460203,22.608440902232093,91.56477873236994,1.6193934378492878,0.0
release_fullsumanchor,partial_anchor,1,6.4,1.0,1.9250069842528121,22.608440902232093,-20.683433917979283,-2.4633937318805086,0.0
tailm2_detlin,current,1,6.4,1.0,81.37365188759505,22.608440902232097,58.76521098536295,1.2807282059290526,0.0
tailm2_detlin,width_anchor,1,6.4,1.0,114.17321963460202,22.608440902232097,91.56477873236992,1.6193934378492878,0.0
tailm2_detlin,partial_anchor,1,6.4,1.0,16.113510730338902,22.608440902232097,-6.494930171893195,-0.3386652319202352,0.0
release_tuned,current,2,6.4,1.0,60.18856862438137,59.8777986807895,0.3107699435918647,0.0051766476251336535,0.0
release_tuned,width_anchor,2,6.4,1.0,60.393892265786576,59.8777986807895,0.5160935849970727,0.00858218170246021,0.0
release_tuned,partial_anchor,2,6.4,1.0,59.67422962432991,59.8777986807895,-0.20356905645959245,-0.0034055340773269807,0.0
release_fullsumanchor,current,2,6.4,1.0,8.097687369652585,59.87779868078949,-51.780111311136906,-2.0007272857045755,0.0
release_fullsumanchor,width_anchor,2,6.4,1.0,95.10411538200333,59.87779868078949,35.22631670121384,0.462666446175933,0.0
release_fullsumanchor,partial_anchor,2,6.4,1.0,5.0983250530479385,59.87779868078949,-54.77947362774155,-2.463393731880508,0.0
tailm2_detlin,current,2,6.4,1.0,67.78270073262779,59.87779868078951,7.9049020518382775,0.12400121425569756,0.0
tailm2_detlin,width_anchor,2,6.4,1.0,95.10411538200331,59.87779868078951,35.226316701213804,0.4626664461759326,0.0
tailm2_detlin,partial_anchor,2,6.4,1.0,42.67616487684106,59.87779868078951,-17.201633803948454,-0.33866523192023534,0.0
release_tuned,current,3,6.4,1.0,11.929716412276049,11.91806670506619,0.011649707209858917,0.0009770055421262282,0.0
release_tuned,width_anchor,3,6.4,1.0,11.970412725059068,11.91806670506619,0.05234601999287847,0.004382539619453208,0.0
release_tuned,partial_anchor,3,6.4,1.0,11.877548355236623,11.91806670506619,-0.0405183498295667,-0.003405534077326647,0.0
release_fullsumanchor,current,3,6.4,1.0,15.525795169836217,11.918066705066192,3.607728464770025,0.2644473858660924,0.0
release_fullsumanchor,width_anchor,3,6.4,1.0,182.3442852045797,11.918066705066192,170.4262184995135,2.727841117746601,0.0
release_fullsumanchor,partial_anchor,3,6.4,1.0,1.014769737783124,11.918066705066192,-10.903296967283067,-2.4633937318805086,0.0
tailm2_detlin,current,3,6.4,1.0,129.9606022797391,11.918066705066192,118.04253557467291,2.389175885826366,0.0
tailm2_detlin,width_anchor,3,6.4,1.0,182.34428520457965,11.918066705066192,170.42621849951345,2.7278411177466007,0.0
tailm2_detlin,partial_anchor,3,6.4,1.0,8.494256484445101,11.918066705066192,-3.4238102206210907,-0.33866523192023534,0.0
release_tuned,current,1,6.4,2.0,22.462897396158862,22.609816541188962,-0.1469191450301004,-0.006519228710158913,0.0
release_tuned,width_anchor,1,6.4,2.0,22.53952548429123,22.609816541188962,-0.07029105689773374,-0.0031137159717057133,0.0
release_tuned,partial_anchor,1,6.4,2.0,22.53294948310549,22.609816541188962,-0.07686705808347227,-0.0034055127384532914,0.0
release_fullsumanchor,current,1,6.4,2.0,9.721988993419027,22.609816541188962,-12.887827547769936,-0.8439939457094695,0.0
release_fullsumanchor,width_anchor,1,6.4,2.0,114.18016664742073,22.609816541188962,91.57035010623177,1.6193934378492871,0.0
release_fullsumanchor,partial_anchor,1,6.4,2.0,1.9251363350644397,22.609816541188962,-20.684680206124522,-2.4633873835587567,0.0
tailm2_detlin,current,1,6.4,2.0,81.37675256291938,22.609816541188955,58.76693602173042,1.280705464967588,0.0
tailm2_detlin,width_anchor,1,6.4,2.0,114.18016664742073,22.609816541188955,91.57035010623179,1.6193934378492876,0.0
tailm2_detlin,partial_anchor,1,6.4,2.0,16.114124722263213,22.609816541188955,-6.495691818925742,-0.33868797288169905,0.0
release_tuned,current,2,6.4,2.0,60.18937601188372,59.87860062178878,0.31077539009494615,0.0051766689640070414,0.0
release_tuned,width_anchor,2,6.4,2.0,60.39470111880691,59.87860062178878,0.5161004970181295,0.00858218170246021,0.0
release_tuned,partial_anchor,2,6.4,2.0,59.67503011233475,59.87860062178878,-0.20357050945402477,-0.0034055127384531804,0.0
release_fullsumanchor,current,2,6.4,2.0,8.09784722923711,59.87860062178879,-51.78075339255168,-2.0007209373828236,0.0
release_fullsumanchor,width_anchor,2,6.4,2.0,95.10538910767474,59.87860062178879,35.22678848588595,0.462666446175933,0.0
release_fullsumanchor,partial_anchor,2,6.4,2.0,5.098425701058604,59.87860062178879,-54.78017492073019,-2.4633873835587567,0.0
tailm2_detlin,current,2,6.4,2.0,67.78206709676617,59.878600621788785,7.903466474977385,0.12397847329423362,0.0
tailm2_detlin,width_anchor,2,6.4,2.0,95.10538910767472,59.878600621788785,35.22678848588594,0.462666446175933,0.0
tailm2_detlin,partial_anchor,2,6.4,2.0,42.675765938052685,59.878600621788785,-17.2028346837361,-0.33868797288169933,0.0
release_tuned,current,3,6.4,2.0,11.929633709782957,11.917983829018084,0.011649880764872833,0.0009770268809995981,0.0
release_tuned,width_anchor,3,6.4,2.0,11.970329485006344,11.917983829018084,0.05234565598826002,0.0043825396194527655,0.0
release_tuned,partial_anchor,3,6.4,2.0,11.877466014397426,11.917983829018084,-0.0405178146206584,-0.0034055127384531804,0.0
release_fullsumanchor,current,3,6.4,2.0,15.525785768677279,11.917983829018086,3.6078019396591934,0.264453734187844,0.0
release_fullsumanchor,width_anchor,3,6.4,2.0,182.34301721589273,11.917983829018086,170.42503338687465,2.727841117746601,0.0
release_fullsumanchor,partial_anchor,3,6.4,2.0,1.0147691233210956,11.917983829018086,-10.90321470569699,-2.463387383558757,0.0
tailm2_detlin,current,3,6.4,2.0,129.95674318267464,11.917983829018086,118.03875935365656,2.3891531448649013,0.0
tailm2_detlin,width_anchor,3,6.4,2.0,182.3430172158927,11.917983829018086,170.42503338687462,2.727841117746601,0.0
tailm2_detlin,partial_anchor,3,6.4,2.0,8.494004252925018,11.917983829018086,-3.4239795760930676,-0.33868797288169966,0.0
release_tuned,current,1,6.4,4.0,22.46563188458132,22.61256794955035,-0.14693606496902945,-0.006519186032506804,0.0
release_tuned,width_anchor,1,6.4,4.0,22.542268338872383,22.61256794955035,-0.0702996106779672,-0.003113715971706047,0.0
release_tuned,partial_anchor,1,6.4,4.0,22.535692499217742,22.61256794955035,-0.0768754503326079,-0.0034054700608008564,0.0
release_fullsumanchor,current,1,6.4,4.0,9.723295523640216,22.61256794955035,-12.889272425910134,-0.8439812490207784,0.0
release_fullsumanchor,width_anchor,1,6.4,4.0,114.1940613318224,22.61256794955035,91.58149338227204,1.6193934378492876,0.0
release_fullsumanchor,partial_anchor,1,6.4,4.0,1.9253950525761925,22.61256794955035,-20.687172896974158,-2.463374686870066,0.0
tailm2_detlin,current,1,6.4,4.0,81.38295406723095,22.61256794955035,58.7703861176806,1.2806599859136498,0.0
tailm2_detlin,width_anchor,1,6.4,4.0,114.19406133182241,22.61256794955035,91.58149338227206,1.6193934378492878,0.0
tailm2_detlin,partial_anchor,1,6.4,4.0,16.11535273653995,22.61256794955035,-6.497215213010399,-0.3387334519356377,0.0
release_tuned,current,2,6.4,4.0,60.19099069143501,59.88020440872968,0.3107862827053296,0.0051767116416592315,0.0
release_tuned,width_anchor,2,6.4,4.0,60.3963187289706,59.88020440872968,0.5161143202409164,0.008582181702459989,0.0
release_tuned,partial_anchor,2,6.4,4.0,59.676630993706674,59.88020440872968,-0.2035734150230084,-0.0034054700608009674,0.0
release_fullsumanchor,current,2,6.4,4.0,8.098166941026575,59.880204408729696,-51.78203746770312,-2.000708240694133,0.0
release_fullsumanchor,width_anchor,2,6.4,4.0,95.10793640803708,59.880204408729696,35.22773199930738,0.462666446175933,0.0
release_fullsumanchor,partial_anchor,2,6.4,4.0,5.098626992433729,59.880204408729696,-54.78157741629597,-2.463374686870066,0.0
tailm2_detlin,current,2,6.4,4.0,67.78079989320301,59.88020440872969,7.900595484473321,0.12393299424029557,0.0
tailm2_detlin,width_anchor,2,6.4,4.0,95.10793640803709,59.88020440872969,35.2277319993074,0.4626664461759333,0.0
tailm2_detlin,partial_anchor,2,6.4,4.0,42.6749681033897,59.88020440872969,-17.205236305339987,-0.33873345193563786,0.0
release_tuned,current,3,6.4,4.0,11.929468305786758,11.917818077922611,0.0116502278641466,0.0009770695586515826,0.0
release_tuned,width_anchor,3,6.4,4.0,11.970163005906034,11.917818077922611,0.05234492798342316,0.004382539619452323,0.0
release_tuned,partial_anchor,3,6.4,4.0,11.877301333704686,11.917818077922611,-0.04051674421792484,-0.003405470060800745,0.0
release_fullsumanchor,current,3,6.4,4.0,15.525766966129437,11.917818077922613,3.607948888206824,0.26446643087653476,0.0
release_fullsumanchor,width_anchor,3,6.4,4.0,182.34048125382992,11.917818077922613,170.4226631759073,2.727841117746601,0.0
release_fullsumanchor,partial_anchor,3,6.4,4.0,1.0147678943820084,11.917818077922613,-10.903050183540604,-2.4633746868700666,0.0
tailm2_detlin,current,3,6.4,4.0,129.94902569720531,11.917818077922611,118.0312076192827,2.3891076658109633,0.0
tailm2_detlin,width_anchor,3,6.4,4.0,182.34048125382992,11.917818077922611,170.4226631759073,2.727841117746601,0.0
tailm2_detlin,partial_anchor,3,6.4,4.0,8.493499836203014,11.917818077922611,-3.4243182417195968,-0.3387334519356377,0.0
release_tuned,current,1,7.2,0.2,21.244690334541154,21.982067965763264,-0.7373776312221096,-0.03412003098579102,0.0
release_tuned,width_anchor,1,7.2,0.2,21.31557474531486,21.982067965763264,-0.6664932204484053,-0.030789014311754504,0.0
release_tuned,partial_anchor,1,7.2,0.2,21.908967148452064,21.982067965763264,-0.07310081731120022,-0.0033310166740361993,0.0
release_fullsumanchor,current,1,7.2,0.2,15.603785475003031,21.982067965763274,-6.378282490760244,-0.3427134850518444,0.0
release_fullsumanchor,width_anchor,1,7.2,0.2,21.495674478483068,21.982067965763274,-0.4863934872802069,-0.022375300679037938,0.0
release_fullsumanchor,partial_anchor,1,7.2,0.2,15.956860212879063,21.982067965763274,-6.025207752884212,-0.3203381843728067,0.0
tailm2_detlin,current,1,7.2,0.2,15.601167601924342,21.98206796576327,-6.380900363838929,-0.34288127079267694,0.0
tailm2_detlin,width_anchor,1,7.2,0.2,21.48914135465161,21.98206796576327,-0.4929266111116597,-0.02267927424529068,0.0
tailm2_detlin,partial_anchor,1,7.2,0.2,15.959033490955635,21.98206796576327,-6.023034474807636,-0.3202019965473865,0.0
release_tuned,current,2,7.2,0.2,3.5172372414975093,3.5313944825871544,-0.014157241089645112,-0.004017023638389541,0.0
release_tuned,width_anchor,2,7.2,0.2,3.5289727521351737,3.5313944825871544,-0.002421730451980686,-0.0006860069643527785,0.0
release_tuned,partial_anchor,2,7.2,0.2,3.519650918545434,3.5313944825871544,-0.0117435640417205,-0.0033310166740363107,0.0
release_fullsumanchor,current,2,7.2,0.2,2.130415863336019,3.5313944825871544,-1.4009786192511355,-0.5053756288313966,1.0
release_fullsumanchor,width_anchor,2,7.2,0.2,2.934847186628515,3.5313944825871544,-0.5965472959586395,-0.18503744445859016,0.0
release_fullsumanchor,partial_anchor,2,7.2,0.2,2.5634516371680687,3.5313944825871544,-0.9679428454190857,-0.32033818437280637,0.0
tailm2_detlin,current,2,7.2,0.2,2.4616151337854317,3.531394482587155,-1.069779348801723,-0.36087513754508255,0.0
tailm2_detlin,width_anchor,2,7.2,0.2,3.3906433749317597,3.531394482587155,-0.1407511076553951,-0.04067314099769634,0.0
tailm2_detlin,partial_anchor,2,7.2,0.2,2.563800771845511,3.531394482587155,-0.9675937107416437,-0.3202019965473862,0.0
release_tuned,current,3,7.2,0.2,9.061700953780148,9.038966010428354,0.022734943351794712,0.00251205719130212,0.0
release_tuned,width_anchor,3,7.2,0.2,9.091935959449865,9.038966010428354,0.0529699490215112,0.005843073865338592,0.0
release_tuned,partial_anchor,3,7.2,0.2,9.008907154999484,9.038966010428354,-0.030058855428869435,-0.003331016674036088,0.0
release_fullsumanchor,current,3,7.2,0.2,10.913667331722158,9.038966010428354,1.874701321293804,0.18847109893887667,0.0
release_fullsumanchor,width_anchor,3,7.2,0.2,15.034597899655424,9.038966010428354,5.99563188922707,0.5088092833116831,0.0
release_fullsumanchor,partial_anchor,3,7.2,0.2,6.561417120628135,9.038966010428354,-2.477548889800219,-0.32033818437280637,0.0
tailm2_detlin,current,3,7.2,0.2,10.91183632757619,9.038966010428354,1.8728703171478358,0.18830331319804366,0.0
tailm2_detlin,width_anchor,3,7.2,0.2,15.030028473842197,9.038966010428354,5.991062463413844,0.50850530974543,0.0
tailm2_detlin,partial_anchor,3,7.2,0.2,6.562310766607938,9.038966010428354,-2.4766552438204155,-0.3202019965473862,0.0
release_tuned,current,1,7.2,0.6,21.244730456744673,21.982109448435654,-0.7373789916909814,-0.03412002952439718,0.0
release_tuned,width_anchor,1,7.2,0.6,21.315614970238435,21.982109448435654,-0.6664944781972189,-0.030789014311754504,0.0
release_tuned,partial_anchor,1,7.2,0.6,21.90900852519255,21.982109448435654,-0.07310092324310347,-0.0033310152126424784,0.0
release_fullsumanchor,current,1,7.2,0.6,15.603816801142713,21.982109448435654,-6.378292647292941,-0.342713364567553,0.0
release_fullsumanchor,width_anchor,1,7.2,0.6,21.49571504327541,21.982109448435654,-0.4863944051602438,-0.022375300679037254,0.0
release_fullsumanchor,partial_anchor,1,7.2,0.6,15.956892247851126,21.982109448435654,-6.025217200584528,-0.3203380638885158,0.0
tailm2_detlin,current,1,7.2,0.6,15.601198921424306,21.982109448435658,-6.380910527011352,-0.34288115039710204,0.0
tailm2_detlin,width_anchor,1,7.2,0.6,21.4891819071152,21.982109448435658,-0.4929275413204586,-0.02267927424529045,0.0
tailm2_detlin,partial_anchor,1,7.2,0.6,15.959065528874948,21.982109448435658,-6.02304391956071,-0.3202018761518116,0.0
release_tuned,current,2,7.2,0.6,3.5172378893159073,3.5313951278523286,-0.014157238536421257,-0.004017022176995615,0.0
release_tuned,width_anchor,2,7.2,0.6,3.5289733969578427,3.5313951278523286,-0.0024217308944858296,-0.0006860069643530007,0.0
release_tuned,partial_anchor,2,7.2,0.6,3.5196515668083914,3.5313951278523286,-0.011743561043937145,-0.00333101521264259,0.0
release_fullsumanchor,current,2,7.2,0.6,2.130416509292605,3.5313951278523286,-1.4009786185597237,-0.5053755083471061,1.0
release_fullsumanchor,width_anchor,2,7.2,0.6,2.934847722891084,3.5313951278523286,-0.5965474049612447,-0.18503744445859044,0.0
release_fullsumanchor,partial_anchor,2,7.2,0.6,2.5634524144240487,3.5313951278523286,-0.9679427134282799,-0.3203380638885155,0.0
tailm2_detlin,current,2,7.2,0.6,2.4616158799455063,3.5313951278523286,-1.0697792479068222,-0.3608750171495076,0.0
tailm2_detlin,width_anchor,2,7.2,0.6,3.3906439944785425,3.5313951278523286,-0.14075113337378609,-0.04067314099769599,0.0
tailm2_detlin,partial_anchor,2,7.2,0.6,2.5638015489799,3.5313951278523286,-0.9675935788724286,-0.3202018761518118,0.0
release_tuned,current,3,7.2,0.6,9.061696985740694,9.038962039134852,0.02273494660584241,0.002512058652695577,0.0
release_tuned,width_anchor,3,7.2,0.6,9.091931964883871,9.038962039134852,0.05296992574901971,0.0058430738653379305,0.0
release_tuned,partial_anchor,3,7.2,0.6,9.008903210077971,9.038962039134852,-0.0300588290568804,-0.0033310152126427013,0.0
release_fullsumanchor,current,3,7.2,0.6,10.913663851698667,9.038962039134853,1.8747018125638135,0.18847121942316727,0.0
release_fullsumanchor,width_anchor,3,7.2,0.6,15.034591294165276,9.038962039134853,5.995629255030423,0.508809283311683,0.0
release_fullsumanchor,partial_anchor,3,7.2,0.6,6.561415028399645,9.038962039134853,-2.4775470107352087,-0.32033806388851593,0.0
tailm2_detlin,current,3,7.2,0.6,10.911832847168492,9.038962039134852,1.8728708080336407,0.18830343359361829,0.0
tailm2_detlin,width_anchor,3,7.2,0.6,15.030021870359638,9.038962039134852,5.991059831224787,0.50850530974543,0.0
tailm2_detlin,partial_anchor,3,7.2,0.6,6.56230867351231,9.038962039134852,-2.476653365622542,-0.3202018761518118,0.0
release_tuned,current,1,7.2,1.0,21.244770577801614,21.98215092992318,-0.7373803521215656,-0.034120028063077436,0.0
release_tuned,width_anchor,1,7.2,1.0,21.31565519401306,21.98215092992318,-0.666495735910118,-0.030789014311754962,0.0
release_tuned,partial_anchor,1,7.2,1.0,21.90904990075062,21.98215092992318,-0.0731010291725589,-0.003331013751322502,0.0
release_fullsumanchor,current,1,7.2,1.0,15.603848126353668,21.982150929923176,-6.3783028035695075,-0.342713244089349,0.0
release_fullsumanchor,width_anchor,1,7.2,1.0,21.49575560690909,21.982150929923176,-0.4863953230140865,-0.022375300679037594,0.0
release_fullsumanchor,partial_anchor,1,7.2,1.0,15.956924281873462,21.982150929923176,-6.025226648049713,-0.32033794341031147,0.0
tailm2_detlin,current,1,7.2,1.0,15.601230239995788,21.982150929923176,-6.380920689927388,-0.3428810300076081,0.0
tailm2_detlin,width_anchor,1,7.2,1.0,21.48922245842048,21.982150929923176,-0.49292847150269736,-0.022679274245290794,0.0
tailm2_detlin,partial_anchor,1,7.2,1.0,15.959097565844488,21.982150929923176,-6.023053364078688,-0.32020175576231735,0.0
release_tuned,current,2,7.2,1.0,3.517238537025621,3.531395773008639,-0.01415723598301799,-0.004017020715675261,0.0
release_tuned,width_anchor,2,7.2,1.0,3.5289740416717237,3.531395773008639,-0.002421731336915478,-0.0006860069643528896,0.0
release_tuned,partial_anchor,2,7.2,1.0,3.5196522149625915,3.531395773008639,-0.011743558046047653,-0.0033310137513221675,0.0
