family,peak2,center2_D,sigma2_D,D,eta,target_mu,cur_mu,mu_new,delta_mu,delta_log_mu,beta2
pointamp2,0.5,6.1,0.2,6.711864406779661,1.53,24.022625023057742,21.41952788542647,21.417192522318864,-2.6054325007388783,-0.11480210719358215,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,1.72,24.0226440780572,21.419563148331342,21.417227825706824,-2.605416252350377,-0.11480125203842334,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,1.91,24.022663132903386,21.41959841134778,21.41726312920663,-2.6054000036967544,-0.11480039687374977,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,2.1,24.02268218768798,21.419633672593505,21.417298430936373,-2.605383756751607,-0.11479954179124682,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,2.29,24.02270124244546,21.419668932300887,21.417333731128466,-2.605367511316995,-0.11479868678149749,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,2.4800000000000004,24.022720297033377,21.419704192103506,21.41736903141608,-2.6053512656172977,-0.11479783176231699,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,2.6700000000000004,24.0227393516132,21.41973945205817,21.417404331856222,-2.6053350197569785,-0.11479697673776544,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,2.8600000000000003,24.022758406111414,21.419774712151366,21.41743963243531,-2.605318773676103,-0.11479612170541657,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,3.0500000000000003,24.022777460554764,21.41980997237992,21.417474933150253,-2.605302527404511,-0.11479526666652823,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,3.24,24.022796514904933,21.419845232740684,21.417510233997678,-2.6052862809072543,-0.11479441161966279,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,3.43,24.022815569163555,21.419880493234228,21.417545534978434,-2.6052700341851214,-0.11479355656484891,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,3.62,24.022834623332585,21.419915753857577,21.41758083608935,-2.6052537872432353,-0.1147927015023156,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,3.81,24.022853677482853,21.41995101462513,21.41761613734491,-2.605237540137942,-0.11479184643433539,0.004640779950416601
pointamp2,0.5,6.1,0.2,6.711864406779661,4.0,24.02287273152609,21.41998627553064,21.417651438738865,-2.605221292787224,-0.11479099135752563,0.004640779950416601
pointamp2,0.5,6.17,0.08,5.898305084745763,0.2,90.79702562735869,60.251653720638146,60.25138071293525,-30.54564491442344,-0.41010103915731466,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,0.39,90.79862216474444,60.25448559082204,60.25421257028749,-30.54440959445695,-0.41007162298937977,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,0.5800000000000001,90.80021867571749,60.257317741395916,60.25704470802854,-30.54317396768895,-0.4100422037770315,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,0.77,90.80181516046262,60.26014963122751,60.259876585028486,-30.541938575434138,-0.410012790502717,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,0.96,90.80341161896216,60.26298173779924,60.262708678767574,-30.540702940194585,-0.4099833752421379,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,1.15,90.80500805110192,60.26581328900283,60.265540217141044,-30.539467833960877,-0.40995397080607443,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,1.34,90.8066044569945,60.268644897635,60.26837181294296,-30.538232644051547,-0.4099245670265313,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,1.53,90.80820083658355,60.27147678658714,60.27120368906336,-30.53699714752019,-0.40989516020472194,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,1.72,90.80979718986694,60.27430895591068,60.27403584555401,-30.53576134431293,-0.4098657503402391,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,1.91,90.81139351683984,60.27714140564782,60.27686828245706,-30.534525234382784,-0.40983633743280434,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,2.1,90.81298981754493,60.27997294177464,60.27969980575374,-30.533290011791195,-0.4098069412913366,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,2.29,90.81458609192988,60.28280368338697,60.282530534539745,-30.532055557390137,-0.40977755993731707,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,2.4800000000000004,90.81618234001765,60.28563470510325,60.2853615434282,-30.530820796589445,-0.40974817554352055,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,2.6700000000000004,90.81777856178608,60.288466006961094,60.28819283245717,-30.529585729328915,-0.4097187881095452,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,2.8600000000000003,90.8193747572609,60.291297589012885,60.29102440167863,-30.528350355582276,-0.40968939763528567,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,3.0500000000000003,90.82097092640565,60.29412945129645,60.29385625113077,-30.52711467527488,-0.40966000412018105,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,3.24,90.82256706925467,60.29696159386269,60.29668838086413,-30.52587868839054,-0.409630607564245,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,3.43,90.8241631857692,60.29979401674245,60.29952079090982,-30.524642394859377,-0.40960120796700866,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,3.62,90.82575927598117,60.30262671999676,60.302353481328794,-30.523405794652376,-0.409571805328287,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,3.81,90.82735533987562,60.30545970366357,60.305186452159084,-30.52216888771654,-0.40954239964775857,0.0015645010081218366
pointamp2,0.5,6.17,0.08,5.898305084745763,4.0,90.82895137743073,60.30829296778385,60.3080197034414,-30.520931673989324,-0.4095129909249819,0.0015645010081218366
pointamp2,0.5,6.17,0.08,6.169491525423729,0.2,86.94702113806258,72.06646393780726,63.44501940922605,-23.502001728836532,-0.31512528596077505,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,0.39,86.94756859275853,72.06898766877671,63.447241221586346,-23.500327371172183,-0.3150965634788833,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,0.5800000000000001,86.94811604148249,72.07151158782115,63.44946319952185,-23.49865284196064,-0.3150678395053813,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,0.77,86.94866348396428,72.07403523754775,63.451684940358454,-23.496978543605827,-0.3150391203835046,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,0.96,86.9492109206282,72.07655902161699,63.45390679946623,-23.495304121161972,-0.31501040051721235,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,1.15,86.94975835121514,72.07908228759027,63.4561282024586,-23.493630148756537,-0.3149816889553479,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,1.34,86.95030577588408,72.08160555328314,63.458349605204326,-23.49195617067975,-0.31495297851515325,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,1.53,86.95085319449171,72.08412900692889,63.46057117341769,-23.490282021074023,-0.3149242665836007,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,1.72,86.95140060719876,72.08665264862424,63.462792907183925,-23.48860770001484,-0.31489555316138523,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,1.91,86.95194801392257,72.08917647833813,63.465014806475686,-23.48693320744689,-0.3148668382481773,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,2.1,86.952495414569,72.09169948741895,63.467235983308115,-23.485259431260886,-0.3148381358343165,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,2.29,86.95304280930395,72.0942217766158,63.46945652637772,-23.483586282926233,-0.3148094445229642,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,2.4800000000000004,86.9535901979959,72.09674425360394,63.471677234772855,-23.48191296322304,-0.3147807517217919,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,2.6700000000000004,86.95413758073872,72.09926691843275,63.47389810853697,-23.480239472201745,-0.314752057431384,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,2.8600000000000003,86.95468495748898,72.10178977111475,63.476119147680926,-23.478565809808053,-0.31472336165125975,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,3.0500000000000003,86.9552323282378,72.10431281166733,63.47834035222039,-23.476891976017406,-0.31469466438125965,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,3.24,86.9557796930088,72.10683604012569,63.48056172218583,-23.47521797082296,-0.3146659656213652,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,3.43,86.95632705178399,72.10935945649784,63.48278325758458,-23.473543794199408,-0.31463726537144365,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,3.62,86.95687440455882,72.11188306081768,63.48500495844671,-23.47186944611211,-0.3146085636311585,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,3.81,86.95742175137232,72.11440685309975,63.48722682478469,-23.47019492658763,-0.314579860400952,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.169491525423729,4.0,86.95796909219014,72.11693083336483,63.48944885661694,-23.4685202355732,-0.3145511556803287,0.49998990063345505
pointamp2,0.5,6.17,0.08,6.4406779661016955,0.2,53.17603232822576,58.121276937101605,58.07488489160254,4.898852563376778,0.08812552190320605,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,0.39,53.1761539878905,58.12143315039051,58.07504098020286,4.898886992312356,0.0881259217482857,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,0.5800000000000001,53.17627564694484,58.121589364558325,58.07519706968152,4.898921422736684,0.08812632161797906,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,0.77,53.176397305291836,58.1217455764471,58.075353156882905,4.898955851591069,0.08812672145977218,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,0.96,53.17651896289371,58.121901788668005,58.075509244416295,4.898990281522586,0.08812712131930497,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,1.15,53.17664061967282,58.122057996842834,58.07566532790659,4.899024708233775,0.08812752112270274,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,1.34,53.17676227557025,58.12221420443112,58.07582141081094,4.899059135240691,0.08812792093060225,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,1.53,53.1768839308222,58.122370412752076,58.075977494447365,4.899093563625165,0.08812832076125636,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,1.72,53.17700558523319,58.12252662179833,58.07613357880855,4.899127993575362,0.08812872061821514,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,1.91,53.17712723881674,58.122682831552225,58.07628966387677,4.899162425060034,0.0881291205009188,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,2.1,53.17724889163355,58.1228390351841,58.07644574282788,4.899196851194326,0.08812952029072277,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,2.29,53.17737054371819,58.122995233471165,58.07660181643842,4.899231272720229,0.08812992000034887,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,2.4800000000000004,53.1774921949914,58.123151432434526,58.07675789072477,4.899265695733369,0.08813031973488192,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,2.6700000000000004,53.17761384546962,58.12330763212621,58.076913965738896,4.899300120269274,0.08813071949490718,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,2.8600000000000003,53.177735495178766,58.12346383255956,58.07707004149393,4.899334546315167,0.0881311192801634,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,3.0500000000000003,53.177857144103946,58.12362003370544,58.07722611796112,4.899368973857172,0.08813151909043523,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,3.24,53.17797879225753,58.123776235591045,58.07738219516722,4.899403402909691,0.08813191892595056,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,3.43,53.178100439580184,58.12393243818266,58.07753827307887,4.899437833498688,0.08813231878725035,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,3.62,53.1782220861386,58.124088641509616,58.07769435172542,4.899472265586823,0.088132718673586,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,3.81,53.17834373193131,58.12424484555507,58.07785043108976,4.899506699158451,0.08813311858469032,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.4406779661016955,4.0,53.178465376946676,58.12440105035036,58.07800651120337,4.899541134256694,0.08813351852132367,0.0016333906281385678
pointamp2,0.5,6.17,0.08,6.711864406779661,0.2,24.022491636014024,21.419281039655687,21.419281039628252,-2.6032105963857717,-0.11469904344991218,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,0.39,24.022510691807305,21.41931630433541,21.419316304307987,-2.603194387499318,-0.114698190300093,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,0.5800000000000001,24.02252974733178,21.419351569161954,21.41935156913449,-2.6031781781972896,-0.1146973371343134,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,0.77,24.022548802487066,21.419386833152384,21.41938683312491,-2.603161969362155,-0.11469648399428065,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,0.96,24.022567857789728,21.419422097201007,21.419422097173538,-2.60314576061619,-0.11469563085974667,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,1.15,24.022586912972304,21.419457360064094,21.41945736003662,-2.603129552935684,-0.11469477777764413,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,1.34,24.02260596800885,21.419492622670344,21.41949262264287,-2.60311334536598,-0.11469392470353439,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,1.53,24.022625023057742,21.41952788542647,21.419527885398995,-2.6030971376587466,-0.1146930716250225,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,1.72,24.0226440780572,21.419563148331342,21.419563148303872,-2.603080929753329,-0.11469221853958918,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,1.91,24.022663132903386,21.41959841134778,21.419598411320305,-2.603064721583081,-0.11469136544464852,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,2.1,24.02268218768798,21.419633672593505,21.419633672566032,-2.603048515121948,-0.11469051243189259,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,2.29,24.02270124244546,21.419668932300887,21.419668932273414,-2.603032310172047,-0.11468965949190803,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,2.4800000000000004,24.022720297033377,21.419704192103506,21.419704192076033,-2.6030161049573444,-0.11468880654249947,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,2.6700000000000004,24.0227393516132,21.41973945205817,21.419739452030697,-2.602999899582503,-0.11468795358773615,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,2.8600000000000003,24.022758406111414,21.419774712151366,21.419774712123893,-2.6029836939875217,-0.11468710062518883,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,3.0500000000000003,24.022777460554764,21.41980997237992,21.419809972352446,-2.6029674882023173,-0.11468624765611912,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,3.24,24.022796514904933,21.419845232740684,21.41984523271321,-2.6029512821917216,-0.1146853946790788,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,3.43,24.022815569163555,21.419880493234228,21.419880493206758,-2.602935075956797,-0.11468454169410937,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,3.62,24.022834623332585,21.419915753857577,21.419915753830143,-2.6029188695024423,-0.1146836887014296,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,3.81,24.022853677482853,21.41995101462513,21.419951014597693,-2.6029026628851604,-0.11468283570331925,5.4545927316381355e-11
pointamp2,0.5,6.17,0.08,6.711864406779661,4.0,24.02287273152609,21.41998627553064,21.419986275503206,-2.6028864560228833,-0.11468198269639328,5.4545927316381355e-11
pointamp2,0.5,6.17,0.12,5.898305084745763,0.2,90.79702562735869,60.251653720638146,60.24493026024652,-30.552095367112173,-0.41020810389054674,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,0.39,90.79862216474444,60.25448559082204,60.24776181442306,-30.550860350321386,-0.41017868772260974,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,0.5800000000000001,90.80021867571749,60.257317741395916,60.25059364895815,-30.549625026759337,-0.4101492685102634,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,0.77,90.80181516046262,60.26014963122751,60.25342522278028,-30.548389937682344,-0.410119855235947,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,0.96,90.80341161896216,60.26298173779924,60.256257013318255,-30.547154605643904,-0.4100904399753676,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,1.15,90.80500805110192,60.26581328900283,60.25908824855006,-30.545919802551865,-0.4100610355393043,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,1.34,90.8066044569945,60.268644897635,60.261919541204016,-30.54468491579049,-0.41003163175976326,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,1.53,90.80820083658355,60.27147678658714,60.2647511141467,-30.543449722436854,-0.4100022249379523,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,1.72,90.80979718986694,60.27430895591068,60.267582967429405,-30.542214222437536,-0.40997281507347083,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,1.91,90.81139351683984,60.27714140564782,60.270415101094585,-30.540978415745258,-0.4099434021660361,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,2.1,90.81298981754493,60.27997294177464,60.2732463212513,-30.53974349629363,-0.4099140060245667,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,2.29,90.81458609192988,60.28280368338697,60.27607674698222,-30.538509344947663,-0.40988462467054887,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,2.4800000000000004,90.81618234001765,60.28563470510325,60.278907452785774,-30.537274887231874,-0.4098552402767508,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,2.6700000000000004,90.81777856178608,60.288466006961094,60.28173843869955,-30.536040123086536,-0.4098258528427791,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,2.8600000000000003,90.8193747572609,60.291297589012885,60.28456970477612,-30.534805052484785,-0.4097964623685181,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,3.0500000000000003,90.82097092640565,60.29412945129645,60.2874012510533,-30.533569675352346,-0.40976706885341313,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,3.24,90.82256706925467,60.29696159386269,60.290233077581675,-30.532333991673,-0.4097376722974772,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,3.43,90.8241631857692,60.29979401674245,60.29306518439251,-30.531098001376684,-0.4097082727002387,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,3.62,90.82575927598117,60.30262671999676,60.29589757154646,-30.52986170443471,-0.40967887006151715,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,3.81,90.82735533987562,60.30545970366357,60.29873023908162,-30.528625100794002,-0.4096494643809903,0.03853160021995104
pointamp2,0.5,6.17,0.12,5.898305084745763,4.0,90.82895137743073,60.30829296778385,60.30156318703889,-30.52738819039184,-0.4096200556582138,0.03853160021995104
pointamp2,0.5,6.17,0.12,6.169491525423729,0.2,86.94702113806258,72.06646393780726,63.44492869474893,-23.50209244331365,-0.3151267157742232,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,0.39,86.94756859275853,72.06898766877671,63.447150503932434,-23.500418088826095,-0.3150979932923318,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,0.5800000000000001,86.94811604148249,72.07151158782115,63.449372478690975,-23.498743562791518,-0.31506926931882906,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,0.77,86.94866348396428,72.07403523754775,63.451594216350884,-23.497069267613398,-0.31504055019695265,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,0.96,86.9492109206282,72.07655902161699,63.453816072281825,-23.49539484834638,-0.31501183033066044,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,1.15,86.94975835121514,72.07908228759027,63.456037472098004,-23.493720879117134,-0.3149831187687959,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,1.34,86.95030577588408,72.08160555328314,63.45825887166755,-23.492046904216522,-0.314954408328601,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,1.53,86.95085319449171,72.08412900692889,63.46048043670447,-23.49037275778724,-0.3149256963970487,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,1.72,86.95140060719876,72.08665264862424,63.462702167294026,-23.488698439904738,-0.3148969829748336,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,1.91,86.95194801392257,72.08917647833813,63.46492406340889,-23.487023950513688,-0.31486826806162566,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,2.1,86.952495414569,72.09169948741895,63.46714523706545,-23.48535017750355,-0.31483956564776483,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,2.29,86.95304280930395,72.0942217766158,63.46936577696012,-23.483677032343834,-0.31481087433641236,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,2.4800000000000004,86.9535901979959,72.09674425360394,63.47158648218008,-23.482003715815814,-0.3147821815352395,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,2.6700000000000004,86.95413758073872,72.09926691843275,63.47380735276876,-23.480330227969958,-0.31475348724483176,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,2.8600000000000003,86.95468495748898,72.10178977111475,63.476028388737,-23.47865656875198,-0.31472479146470816,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,3.0500000000000003,86.9552323282378,72.10431281166733,63.47824959010056,-23.476982738137238,-0.3146960941947082,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,3.24,86.9557796930088,72.10683604012569,63.480470956889846,-23.475308736118947,-0.3146673954348138,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,3.43,86.95632705178399,72.10935945649784,63.48269248911224,-23.473634562671748,-0.3146386951848918,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,3.62,86.95687440455882,72.11188306081768,63.484914186797745,-23.471960217761072,-0.3146099934446069,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,3.81,86.95742175137232,72.11440685309975,63.48713604995888,-23.470285701413445,-0.3145812902144003,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.169491525423729,4.0,86.95796909219014,72.11693083336483,63.48935807861404,-23.4686110135761,-0.31455258549377696,0.49999551136746195
pointamp2,0.5,6.17,0.12,6.4406779661016955,0.2,53.17603232822576,58.121276937101605,57.01593022486534,3.8398978966395845,0.06972293173039454,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,0.39,53.1761539878905,58.12143315039051,57.016083467300014,3.8399294794095127,0.06972333157547703,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,0.5800000000000001,53.17627564694484,58.121589364558325,57.016236710596765,3.839961063651927,0.06972373144516888,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,0.77,53.176397305291836,58.1217455764471,57.01638995165795,3.839992646366113,0.0697241312869636,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,0.96,53.17651896289371,58.121901788668005,57.01654319304477,3.8400242301510588,0.06972453114649248,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,1.15,53.17664061967282,58.122057996842834,57.01669643046255,3.8400558107897353,0.06972493094989249,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,1.34,53.17676227557025,58.12221420443112,57.01684966730505,3.840087391734805,0.06972533075779365,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,1.53,53.1768839308222,58.122370412752076,57.01700290486609,3.8401189740438895,0.06972573058844612,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,1.72,53.17700558523319,58.12252662179833,57.01715614313875,3.8401505579055595,0.06972613044540481,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,1.91,53.17712723881674,58.122682831552225,57.01730938210567,3.840182143288935,0.06972653032811031,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,2.1,53.17724889163355,58.1228390351841,57.01746261506682,3.8402137234332656,0.0697269301179125,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,2.29,53.17737054371819,58.122995233471165,57.01761584278489,3.8402452990667015,0.06972732982753901,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,2.4800000000000004,53.1774921949914,58.123151432434526,57.0177690711665,3.8402768761750963,0.06972772956207289,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,2.6700000000000004,53.17761384546962,58.12330763212621,57.01792230026249,3.8403084547928685,0.06972812932209727,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,2.8600000000000003,53.177735495178766,58.12346383255956,57.01807553008592,3.8403400349071575,0.06972852910735304,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,3.0500000000000003,53.177857144103946,58.12362003370544,57.01822876060844,3.840371616504491,0.06972892891762296,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,3.24,53.17797879225753,58.123776235591045,57.01838199185661,3.8404031995990806,0.06972932875314038,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,3.43,53.178100439580184,58.12393243818266,57.01853522379747,3.840434784217287,0.06972972861444222,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,3.62,53.1782220861386,58.124088641509616,57.01868845645948,3.8404663703208826,0.06973012850077387,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,3.81,53.17834373193131,58.12424484555507,57.018841689826424,3.840497957895117,0.06973052841187806,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.4406779661016955,4.0,53.178465376946676,58.12440105035036,57.01899492392895,3.8405295469822747,0.06973092834851105,0.03927665312816951
pointamp2,0.5,6.17,0.12,6.711864406779661,0.2,24.022491636014024,21.419281039655687,21.419271638919472,-2.603219997094552,-0.11469948234003297,1.867764638390886e-05
pointamp2,0.5,6.17,0.12,6.711864406779661,0.39,24.022510691807305,21.41931630433541,21.419306903762134,-2.603203788045171,-0.11469862918188468,1.867764638390886e-05
pointamp2,0.5,6.17,0.12,6.711864406779661,0.5800000000000001,24.02252974733178,21.419351569161954,21.41934216875161,-2.6031875785801724,-0.11469777600777399,1.867764638390886e-05
pointamp2,0.5,6.17,0.12,6.711864406779661,0.77,24.022548802487066,21.419386833152384,21.419377432904966,-2.6031713695820997,-0.11469692285941167,1.867764638390886e-05
pointamp2,0.5,6.17,0.12,6.711864406779661,0.96,24.022567857789728,21.419422097201007,21.419412697116517,-2.603155160673211,-0.11469606971654875,1.867764638390886e-05
