D,eta,mu_mumu_uv_rge,chi2_uv_rge,mu_mumu_release_bridge,mu_mumu_direct_y2,delta_mu_mumu_direct_minus_release,abs_delta_mu_mumu_direct_minus_release,chi2_release_bridge,chi2_direct_y2,accept_release,accept_direct_y2,acceptance_flip,acceptance_gain,acceptance_loss
7.2,3.24,3.531496829228195,28.395492081311556,3.531496829223196,3.2084868331035508,-0.3230099961196453,0.3230099961196453,28.395492081178364,20.44140390943069,False,False,False,False,False
7.2,3.43,3.531497135699873,28.395500246854755,3.5314971356979603,3.2084870304429707,-0.32301010525498963,0.32301010525498963,28.395500246803802,20.441408370502714,False,False,False,False,False
7.2,3.62,3.5314974421699814,28.395508412357326,3.5314974421670904,3.208487227777221,-0.32301021438986943,0.32301021438986943,28.395508412280304,20.44141283145836,False,False,False,False,False
7.2,3.81,3.5314977486276353,28.395516577529232,3.5314977486247794,3.2084874251019926,-0.3230103235227868,0.3230103235227868,28.395516577453147,20.44141729220022,False,False,False,False,False
7.2,4.0,3.5314980550961725,28.395524742992286,3.5314980550918915,3.2084876224345065,-0.32301043265738505,0.32301043265738505,28.395524742878223,20.441421753117584,False,False,False,False,False
8.0,0.2,2.324652153604843,5.343635032287963,2.3246521536048403,2.05459625920971,-0.27005589439513056,0.27005589439513056,5.343635032287933,2.6781016410709104,False,True,True,True,False
8.0,0.39,2.324652150822692,5.343635000131441,2.3246521508226894,2.0545962518101093,-0.2700558990125801,0.2700558990125801,5.34363500013141,2.678101580524026,False,True,True,True,False
8.0,0.5800000000000001,2.324652148280022,5.343634970742874,2.3246521482800184,2.054596244661584,-0.27005590361843446,0.27005590361843446,5.3436349707428334,2.6781015220315525,False,True,True,True,False
8.0,0.77,2.3246521452663034,5.343634935909856,2.324652145266301,2.0545962371079343,-0.2700559081583669,0.2700559081583669,5.343634935909831,2.678101460224169,False,True,True,True,False
8.0,0.96,2.3246521425688287,5.343634904732036,2.324652142568826,2.0545962298122586,-0.2700559127565674,0.2700559127565674,5.343634904732005,2.6781014005276464,False,True,True,True,False
8.0,1.15,2.3246521394301185,5.3436348684543455,2.3246521394301163,2.0545962221497858,-0.2700559172803305,0.2700559172803305,5.343634868454321,2.6781013378298235,False,True,True,True,False
8.0,1.34,2.324652136700264,5.343634836902273,2.3246521367002617,2.0545962148194077,-0.27005592188085403,0.27005592188085403,5.343634836902248,2.6781012778493514,False,True,True,True,False
8.0,1.53,2.3246521335216923,5.34363480016386,2.324652133521689,2.0545962071233643,-0.2700559263983249,0.2700559263983249,5.343634800163824,2.6781012148768415,False,True,True,True,False
8.0,1.72,2.324652130737945,5.343634767988886,2.324652130737942,2.054596199758533,-0.2700559309794093,0.2700559309794093,5.3436347679888545,2.678101154614458,False,True,True,True,False
8.0,1.91,2.324652127806064,5.34363473410176,2.3246521278060612,2.0545961922674367,-0.2700559355386245,0.2700559355386245,5.3436347341017285,2.6781010933189195,False,True,True,True,False
8.0,2.1,2.3246521249152052,5.343634700688778,2.3246521249152026,2.054596184811897,-0.2700559401033056,0.2700559401033056,5.343634700688747,2.678101032314321,False,True,True,True,False
8.0,2.29,2.3246521219185827,5.343634666053361,2.3246521219185805,2.0545961772661103,-0.2700559446524702,0.2700559446524702,5.343634666053334,2.6781009705712817,False,True,True,True,False
8.0,2.4800000000000004,2.324652119046735,5.343634632860111,2.3246521190467324,2.0545961698237765,-0.27005594922295595,0.27005594922295595,5.34363463286008,2.6781009096747406,False,True,True,True,False
8.0,2.6700000000000004,2.324652116121986,5.343634599055419,2.3246521161219835,2.0545961623400006,-0.2700559537819829,0.2700559537819829,5.343634599055388,2.6781008484391036,False,True,True,True,False
8.0,2.8600000000000003,2.324652113186516,5.343634565126812,2.3246521131865143,2.0545961548440377,-0.27005595834247664,0.27005595834247664,5.343634565126791,2.6781007871037468,False,True,True,True,False
8.0,3.0500000000000003,2.3246521102147737,5.343634530778963,2.324652110214771,2.0545961473205105,-0.2700559628942605,0.2700559628942605,5.343634530778932,2.6781007255428477,False,True,True,True,False
8.0,3.24,2.3246521073336437,5.343634497478426,2.324652107333641,2.054596139871654,-0.2700559674619871,0.2700559674619871,5.343634497478395,2.6781006645929373,False,True,True,True,False
8.0,3.43,2.3246521043825243,5.343634463368942,2.324652104382522,2.0545961323634434,-0.2700559720190787,0.2700559720190787,5.343634463368917,2.6781006031573678,False,True,True,True,False
8.0,3.62,2.3246521014889914,5.343634429925051,2.3246521014889883,2.0545961249082847,-0.27005597658070357,0.27005597658070357,5.3436344299250145,2.6781005421558923,False,True,True,True,False
8.0,3.81,2.3246520985005623,5.343634395384336,2.32465209850056,2.054596117368384,-0.2700559811321761,0.2700559811321761,5.343634395384309,2.6781004804610204,False,True,True,True,False
8.0,4.0,2.3246520956144283,5.343634362025963,2.3246520956144257,2.054596109916038,-0.2700559856983875,0.2700559856983875,5.343634362025932,2.6781004194825626,False,True,True,True,False
8.8,0.2,1.58370004028358,0.2109106550011807,1.583700040283578,1.3275105294002574,-0.25618951088332054,0.25618951088332054,0.21091065500117614,0.03284202092394336,True,True,False,False,False
8.8,0.39,1.5837000387135487,0.2109106513959957,1.5837000387135465,1.3275105279402128,-0.25618951077333363,0.25618951077333363,0.21091065139599066,0.032842022246916555,True,True,False,False,False
8.8,0.5800000000000001,1.58370003727443,0.210910648091419,1.5837000372744279,1.3275105266189198,-0.2561895106555081,0.2561895106555081,0.21091064809141388,0.032842023444164536,True,True,False,False,False
8.8,0.77,1.5837000336960363,0.2109106398745306,1.583700033696034,1.3275105234549143,-0.2561895102411198,0.2561895102411198,0.21091063987452555,0.03284202631112826,True,True,False,False,False
8.8,0.96,1.583700032064814,0.2109106361288358,1.5837000320648118,1.327510521850716,-0.25618951021409586,0.25618951021409586,0.21091063612883074,0.03284202776472199,True,True,False,False,False
8.8,1.15,1.5837000293677872,0.2109106299357869,1.5837000293677848,1.3275105194209382,-0.2561895099468465,0.2561895099468465,0.21091062993578133,0.032842029966388506,True,True,False,False,False
8.8,1.34,1.5837000263683558,0.2109106230483416,1.5837000263683536,1.3275105167376562,-0.2561895096306974,0.2561895096306974,0.21091062304833652,0.03284203239776007,True,True,False,False,False
8.8,1.53,1.5837000235755976,0.2109106166354696,1.583700023575595,1.3275105142000918,-0.2561895093755031,0.2561895093755031,0.2109106166354635,0.03284203469709424,True,True,False,False,False
8.8,1.72,1.5837000214519683,0.2109106117590853,1.583700021451966,1.32751051222041,-0.25618950923155603,0.25618950923155603,0.2109106117590802,0.03284203649092067,True,True,False,False,False
8.8,1.91,1.5837000189827817,0.2109106060892143,1.5837000189827792,1.3275105099565738,-0.2561895090262054,0.2561895090262054,0.21091060608920928,0.03284203854222481,True,True,False,False,False
8.8,2.1,1.5837000160794863,0.2109105994225222,1.583700016079484,1.3275105073581888,-0.2561895087212953,0.2561895087212953,0.21091059942251714,0.032842040896669956,True,True,False,False,False
8.8,2.29,1.5837000138984771,0.2109105944143795,1.5837000138984747,1.3275105053354748,-0.25618950856299993,0.25618950856299993,0.21091059441437393,0.032842042729488874,True,True,False,False,False
8.8,2.4800000000000004,1.5837000112891737,0.2109105884227661,1.5837000112891717,1.3275105029781786,-0.2561895083109931,0.2561895083109931,0.21091058842276153,0.032842044865478974,True,True,False,False,False
8.8,2.6700000000000004,1.583700008175128,0.2109105812721383,1.5837000081751258,1.327510500188056,-0.25618950798706974,0.25618950798706974,0.21091058127213322,0.032842047393661304,True,True,False,False,False
8.8,2.8600000000000003,1.5837000060374655,0.2109105763635311,1.5837000060374633,1.3275104982068782,-0.25618950783058514,0.25618950783058514,0.21091057636352553,0.03284204918884376,True,True,False,False,False
8.8,3.0500000000000003,1.5837000032005055,0.2109105698491616,1.5837000032005035,1.3275104956472048,-0.2561895075532987,0.2561895075532987,0.2109105698491565,0.03284205150821188,True,True,False,False,False
8.8,3.24,1.583700000299672,0.2109105631881219,1.5837000002996697,1.327510493038182,-0.2561895072614877,0.2561895072614877,0.21091056318811682,0.03284205387229652,True,True,False,False,False
8.8,3.43,1.5836999981471271,0.2109105582453409,1.5836999981471251,1.3275104910456532,-0.2561895071014719,0.2561895071014719,0.21091055824533633,0.03284205567776444,True,True,False,False,False
8.8,3.62,1.583699995445753,0.2109105520423104,1.5836999954457505,1.3275104886018272,-0.2561895068439233,0.2561895068439233,0.21091055204230483,0.03284205789216133,True,True,False,False,False
8.8,3.81,1.5836999926396758,0.210910545598856,1.5836999926396729,1.3275104860713025,-0.25618950656837036,0.25618950656837036,0.21091054559884936,0.032842060185117594,True,True,False,False,False
8.8,4.0,1.5836999898941446,0.2109105392944304,1.5836999898941426,1.3275104835818843,-0.25618950631225834,0.25618950631225834,0.21091053929442585,0.032842062440826596,True,True,False,False,False
9.6,0.2,1.0000000014340196,0.9999999928299016,1.000000001434018,0.820042671694541,-0.17995732973947698,0.17995732973947698,0.9999999928299095,2.102190641595036,True,True,False,False,False
9.6,0.39,1.0000000045309456,0.9999999773452716,1.0000000045309438,0.8200426743306519,-0.17995733020029192,0.17995733020029192,0.9999999773452805,2.1021906224846383,True,True,False,False,False
9.6,0.5800000000000001,0.9999999954198696,1.0000000229006525,0.9999999954198678,0.8200426669657976,-0.1799573284540702,0.1799573284540702,1.0000000229006603,2.102190675875904,True,True,False,False,False
