n_points,hk_abs_diag_p50,hk_abs_diag_p90,hk_abs_diag_max,hk_abs_diag_geom_p50,hk_abs_diag_geom_p90,hk_abs_diag_geom_max,hk_barrier_ratio_p50,hk_barrier_ratio_p90,hk_barrier_ratio_max,hk_barrier_ratio_geom_p50,hk_barrier_ratio_geom_p90,hk_barrier_ratio_geom_max,max_eta_spread_hk_diag_density,max_eta_spread_hk_diag_density_geom,corr_hk_abs_diag_action_abs_diag,corr_hk_abs_diag_geom_action_abs_diag
3600.0,0.9184230308411643,0.9305753088095307,0.9319226237083965,0.9149541067630709,0.928078747250942,0.9295237030136058,0.04441531701259435,0.055387498792138765,0.056421822541586696,5.8983041681874826e-08,2.2250509790779946e-06,1.605673940063792e-05,0.0,0.0,-0.10716218829349716,-0.10713380792844329
