mode,p95_abs_delta_mu,max_abs_delta_mu,acceptance_mismatch,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu
base_mode,31.28593012120719,31.28639526077564,0.0,10.272608773798765,1.3721439395038004,,31.28639526077564,7.462495924022775
pointamp3_mode,10.452680093637614,10.465686611932242,0.0,10.272225409110696,1.3772517909103215,,0.9396701969215542,9.921742395338722
