D,chi_LR,chi_LR_hybrid,Gamma_ref
4.0,0.0005265818146994,0.06223098601910542,475.00298312929175
4.271186440677966,0.0005545392792601,0.051584826756927125,436.7346243522315
4.5423728813559325,0.0002987362172957,0.042718821368283616,900.9161781550856
4.813559322033898,0.0003168070925051,0.03535061426455148,822.4301606590963
5.084745762711864,0.0003352973412873,0.029236663499466676,752.8353988922023
5.3559322033898304,0.0003562601642523,0.02416939930347242,684.522182708282
5.627118644067797,0.0003755509545519,0.019973388769155918,630.0032417656539
5.898305084745763,0.0003951816269869,0.016501235915744362,581.2264547971614
6.169491525423728,0.0004151101866571,0.013629627919805508,537.4768866906845
6.4406779661016955,0.0004352867950354,0.011255720116317668,498.1429699797479
6.711864406779661,0.0004556548742646,0.0092939332657627,462.6992213591115
6.983050847457627,0.0002660908289981,0.007673177508572147,869.0684970886253
7.254237288135593,0.0002800378040885,0.006334475585256676,802.8696914499284
7.525423728813559,0.0002942616753821,0.005228948810735068,743.2632127224117
7.796610169491526,0.0003087495484808,0.004316121725691145,689.46749047106
8.067796610169491,0.0003234846098595,0.0035624983324509295,640.8088100401516
8.338983050847457,0.0003384459717582,0.0029403733192238128,596.7044427348526
8.610169491525424,0.0003536087540587,0.002426842457128169,556.6486221464644
8.881355932203391,0.0003689443806368,0.0020029756941603825,520.2008769791978
9.152542372881356,0.0002278064099031,0.0016531317046629462,915.1281080866288
9.423728813559322,0.0002386824312014,0.0013643943763978767,851.5839511332177
9.694915254237287,0.0002497582928068,0.0011260952014697585,793.8080390959134
9.966101694915254,0.0002610264722,0.0009294253165665809,741.1757841425482
10.23728813559322,0.0002724774999322,0.0007671136934874892,693.1411824543379
10.508474576271189,0.0002840998307725,0.0006331577346456628,649.2256775203106
10.779661016949152,0.0002958798168546,0.0005226021078945962,609.008715350539
11.050847457627118,0.000307801776907,0.0004313595293355115,572.1197297408
11.322033898305085,0.0001988552454682,0.0003560545987414789,954.347401366052
11.593220338983052,0.0002075706298638,0.0002939025195988361,893.4714808708621
11.864406779661016,0.0002164349082562,0.0002426040783569965,837.6716787074375
12.135593220338984,0.0002264335514812,0.00020026438138040351,781.0290905631346
12.40677966101695,0.0002355888831283,0.00016531736143159456,734.3615668439957
12.677966101694915,0.0002448748321312,0.00013647211957448907,691.3795417692852
12.94915254237288,0.0002542833982262,0.00011266166433134907,651.7355491995509
13.220338983050848,0.0002638054232259,9.300802843026532e-05,615.1202735904993
13.491525423728811,0.0002734306360434,7.678450479233532e-05,581.2577786054004
13.76271186440678,0.0001841868776016,6.339147664706457e-05,923.6433100988309
14.033898305084746,0.0001914474437139,5.233615372958971e-05,870.3331041863188
14.305084745762713,0.0001988180161377,4.320970306888095e-05,821.0588914532594
14.576271186440678,0.0002062948280526,3.567514440827169e-05,775.4553567638923
14.847457627118644,0.0002138734793154,2.9455467099539933e-05,733.1955579662647
15.11864406779661,0.0002215489027338,2.431999267701735e-05,693.9863998061678
15.389830508474576,0.0002293153528695,2.0080769866131092e-05,657.5646798360726
15.66101694915254,0.0002371664164434,1.6580732275083063e-05,623.6936322490993
15.932203389830509,0.0001647673453818,1.3690339222314936e-05,955.7172711791736
16.203389830508474,0.0001708158275858,1.130476791714488e-05,904.3401938927497
16.474576271186443,0.0001769506419963,9.334842414113983e-06,856.5844952978221
16.74576271186441,0.0001831691771835,7.708276599346168e-06,812.1448682182797
17.016949152542374,0.0001894684456044,6.365105154253292e-06,770.7458304946038
17.28813559322034,0.0001958450599695,5.256078565458717e-06,732.138463150389
17.559322033898304,0.0002022952212735,4.3401210879700316e-06,696.0975301624264
17.83050847457627,0.0002088147182516,3.5842307595021358e-06,662.4189339518297
18.101694915254235,0.0002153989376593,2.960024192551685e-06,630.917466327669
18.372881355932204,0.0001540631133934,2.4441594001904566e-06,934.5329976203382
18.64406779661017,0.0001592476306438,2.01827887356944e-06,888.297212582619
18.915254237288135,0.0001650771711136,1.6665677881714656e-06,840.4484226263239
19.186440677966104,0.0001703980429068,1.3766787179467214e-06,800.2890098304026
19.45762711864407,0.0001757812622456,1.1368392597552608e-06,762.6663746396812
19.728813559322035,0.0001812242422591,9.386950949034904e-07,727.3885907453518
20.0,0.0001867241336039,7.74905015114746e-07,694.2806102678403
