case,case_label,target_D,eval_D,eta,abs_delta_mu_mumu,acceptance_mismatch
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.2,0.6484756105946914,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.39,0.6527761126153411,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.5800000000000001,0.6569751720737771,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.77,0.6610705073311636,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,0.96,0.6650598906450627,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.15,0.6689411501974163,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.34,0.6727121720520703,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.53,0.6763709020389097,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.72,0.67991534756159,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,1.91,0.6833435793262481,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.1,0.6866537329885247,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.29,0.6898440107166399,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.4800000000000004,0.6929126826682217,1.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.6700000000000004,0.6958580883790106,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,2.8600000000000003,0.6986786380614807,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.0500000000000003,0.7013728138119038,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.24,0.7039391707243738,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.43,0.7063763379105996,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.62,0.7086830194244151,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,3.81,0.7108579950902412,0.0
D21E21_holdout,D21 x E21 holdout,4.0,4.0,4.0,0.7129001212349291,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.2,1.6138157737590095,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.39,1.6193185340525282,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.5800000000000001,1.6248282563567518,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.77,1.6303449365752876,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,0.96,1.6358685705861138,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.15,1.6413991542419595,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.34,1.6469366833702583,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.53,1.6524811537735289,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.72,1.6580325612285591,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,1.91,1.6635909014874013,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.1,1.6691561702763273,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.29,1.6747283632968362,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.4800000000000004,1.6803074762250034,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.6700000000000004,1.6858935047118884,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,2.8600000000000003,1.6914864443833277,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.0500000000000003,1.6970862908399855,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.24,1.702693039657511,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.43,1.7083066863863223,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.62,1.7139272265519736,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,3.81,1.7195546556547594,0.0
D21E21_holdout,D21 x E21 holdout,4.8,4.8,4.0,1.7251889691700004,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.2,3.87965930595265,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.39,3.8798774244530847,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.5800000000000001,3.880095541852654,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.77,3.8803136574271804,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,0.96,3.880531771179953,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.15,3.8807498834258425,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.34,3.8809679942185227,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.53,3.8811861032474013,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.72,3.8814042107172924,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,1.91,3.8816223164695813,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.1,3.8818404207223693,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.29,3.882058523281124,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.4800000000000004,3.882276624305341,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.6700000000000004,3.882494723652947,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,2.8600000000000003,3.882712821366603,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.0500000000000003,3.8829309174995075,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.24,3.8831490120447256,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.43,3.8833671048867515,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.62,3.8835851962114347,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,3.81,3.8838032858389298,0.0
D21E21_holdout,D21 x E21 holdout,6.4,6.4,4.0,3.8840213738806213,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.2,0.005549271998353422,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.39,0.005550427312428496,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.5800000000000001,0.005551582547170586,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.77,0.0055527377284283475,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,0.96,0.005553892886072109,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,1.15,0.005555048116746342,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,1.34,0.005556203328641374,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,1.53,0.005557358476982355,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,1.72,0.005558513676968246,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,1.91,0.005559668850509514,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,2.1,0.005560824049895885,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,2.29,0.005561979216420543,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,2.4800000000000004,0.005563134400736303,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,2.6700000000000004,0.00556428957421895,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,2.8600000000000003,0.005565444759283444,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,3.0500000000000003,0.005566599925920457,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,3.24,0.00556775509127494,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,3.43,0.00556891026275208,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,3.62,0.005570065433145199,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,3.81,0.005571220588302506,0.0
D21E21_holdout,D21 x E21 holdout,7.2,7.2,4.0,0.0055723757538665986,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,0.2,0.01847265046677027,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,0.39,0.018472699683412586,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,0.5800000000000001,0.018472748508952197,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,0.77,0.01847279721954509,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,0.96,0.018472846146938338,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,1.15,0.018472894840219745,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,1.34,0.018472943828012234,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,1.53,0.018472992504466212,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,1.72,0.018473041360548947,0.0
D21E21_holdout,D21 x E21 holdout,8.0,8.0,1.91,0.018473090169147888,0.0
