n_points,n_lambda_scan_points,max_abs_canonical_action_split_residual,p95_abs_canonical_action_split_residual,"corr(split_action, response_action)",canonical_coeff_share_p50,canonical_tree_share_p50,canonical_xi_cross_p50,canonical_xi_cross_p90,lambda0_max_abs_det_split_residual,lambda0_max_abs_action_split_residual,scan_max_abs_det_split_residual,scan_max_abs_action_split_residual,scan_p95_abs_action_split_residual
441,9,7.771561172376096e-16,4.440892098500626e-16,1.0,0.44486833754752036,0.5418029481762547,0.12831275132780257,0.14352258500110132,0.0,2.220446049250313e-16,4.440892098500626e-16,3.3306690738754696e-16,3.3306690738754696e-16
