family,peak,center_D,sigma_D,p95_abs_delta_mu,max_abs_delta_mu,D4p814_max_abs_delta_mu,D5p356_max_abs_delta_mu,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu,hotspot_objective,guard_objective,joint_objective
pointamp3,0.25,6.31,0.05,30.97115177667758,30.971798559723887,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395039283,25.765633139690138,30.971798559723887,7.462495924022775,30.971798559723887,10.272608773798765,30.971798559723887
partial2,0.25,6.31,0.05,30.980714381251286,30.98136135242418,8.958857939127423,3.0827241868456454,10.272608773798773,1.3721439395037436,25.775113313413755,30.98136135242418,7.462495924022772,30.98136135242418,10.272608773798773,30.98136135242418
pointamp3,0.25,6.17,0.1,31.040135767345326,31.040783907524137,8.95885793912742,3.0827241868456987,10.272608770640929,1.3735212147944793,19.608164346504253,31.040783907524137,7.462495851716351,31.040783907524137,10.272608770640929,31.040783907524137
partial2,0.25,6.17,0.1,31.047604661598843,31.04825294871423,8.958857939127423,3.0827241868456454,10.272610352299083,1.3259752605484039,20.07110952759956,31.04825294871423,7.462495897433126,31.04825294871423,10.272610352299083,31.04825294871423
pointamp3,1.0,6.17,0.08,31.160509851595027,31.1611603599113,8.95885793912742,3.082724186845642,10.272608773795646,1.3728348611604844,2.993294104665111,31.1611603599113,7.462495923947792,31.1611603599113,10.272608773795646,31.1611603599113
partial2,1.0,6.17,0.08,31.164321010625986,31.16497159391971,8.958857939127423,3.0827241868456454,10.272608775385237,1.348986633835736,4.534070183169121,31.16497159391971,7.462495923995206,31.16497159391971,10.272608775385237,31.16497159391971
pointamp3,1.0,6.1,0.1,31.170029806452437,31.170680502056236,8.95885793912742,3.0827241868456987,10.272608331771373,1.4010220967778082,7.425529807116405,31.170680502056236,7.462495918923196,31.170680502056236,10.272608331771373,31.170680502056236
partial2,1.0,6.1,0.1,31.173551455177883,31.174202220063627,8.958857939127423,3.0827241868420394,10.272829724795933,0.398045713386054,8.7011509132479,31.174202220063627,7.462495922147465,31.174202220063627,10.272829724795933,31.174202220063627
pointamp3,0.75,6.17,0.08,31.19179921343896,31.1924503373156,8.95885793912742,3.082724186845642,10.272608773796378,1.3726621313331435,8.182748082690694,31.1924503373156,7.4624959239665465,31.1924503373156,10.272608773796378,31.1924503373156
partial2,0.75,6.17,0.08,31.19465870677617,31.195309886908042,8.958857939127423,3.0827241868456454,10.272608774988612,1.3547766195762136,9.411362574014163,31.195309886908042,7.462495924002116,31.195309886908042,10.272608774988612,31.195309886908042
pointamp3,0.75,6.1,0.1,31.19894192235141,31.199593186747627,8.95885793912742,3.082724186845642,10.272608442278226,1.3938035830756519,11.70127548002614,31.199593186747627,7.4624959201981085,31.199593186747627,10.272608442278226,31.199593186747627
partial2,0.75,6.1,0.1,31.201584118540246,31.202235434916766,8.958857939127423,3.082724186842963,10.272774486968501,0.6427308666361711,12.70517315288022,31.202235434916766,7.4624959226162915,31.202235434916766,10.272774486968501,31.202235434916766
pointamp3,0.5,6.17,0.08,31.22310107025146,31.223752809934275,8.95885793912742,3.082724186845642,10.272608773797224,1.3724894011146205,13.713567821647032,31.223752809934275,7.4624959239853155,31.223752809934275,10.272608773797224,31.223752809934275
partial2,0.5,6.17,0.08,31.225008148813586,31.22565992601468,8.958857939127423,3.0827241868456454,10.27260877459203,1.3605661657454817,14.584411219296257,31.22565992601468,7.4624959240089765,31.22565992601468,10.27260877459203,31.22565992601468
pointamp3,0.5,6.1,0.1,31.227864705408617,31.228516538807177,8.95885793912742,3.0827241868456987,10.272608552784973,1.386584385672478,16.19643370865552,31.228516538807177,7.462495921472957,31.228516538807177,10.272608552784973,31.228516538807177
partial2,0.5,6.1,0.1,31.229626809530306,31.23027867759499,8.958857939127423,3.08272418684383,10.272719249193138,0.8866406520261165,16.898705458225095,31.23027867759499,7.462495923085118,31.23027867759499,10.272719249193138,31.23027867759499
pointamp3,0.25,6.17,0.08,31.25441542702201,31.255067782756846,8.95885793912742,3.082724186845642,10.272608773798034,1.372316670505029,19.6082085900902,31.255067782756846,7.462495924004074,31.255067782756846,10.272608773798034,31.255067782756846
partial2,0.25,6.17,0.08,31.255369341286062,31.256021715787334,8.958857939127423,3.0827241868456454,10.272608774195398,1.3663552723768504,20.0711506111534,31.256021715787334,7.462495924015887,31.256021715787334,10.272608774195398,31.256021715787334
pointamp3,0.25,6.1,0.1,31.25679815956019,31.257450562170867,8.95885793912742,3.0827241868456987,10.272608663291905,1.379364504503485,20.92226378513483,31.257450562170867,7.462495922747873,31.257450562170867,10.272608663291905,31.257450562170867
partial2,0.25,6.1,0.1,31.25767953173508,31.258331951685072,8.958857939127423,3.08272418684475,10.2726640114699,1.1297775265719991,21.290717326167382,31.258331951685072,7.4624959235539485,31.258331951685072,10.2726640114699,31.258331951685072
pointamp3,1.0,6.24,0.05,31.273553541840307,31.274206274082182,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395198018,16.73204286260173,31.274206274082182,7.462495924022775,31.274206274082182,10.272608773798765,31.274206274082182
partial2,1.0,6.24,0.05,31.273924737483544,31.274577477027982,8.958857939127423,3.0827241868456454,10.272608773798773,1.3721439389693444,17.397324827416924,31.274577477027982,7.462495924022772,31.274577477027982,10.272608773798773,31.274577477027982
pointamp3,0.75,6.24,0.05,31.27660055107937,31.277253343265492,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395157375,18.941374963001124,31.277253343265492,7.462495924022775,31.277253343265492,10.272608773798765,31.277253343265492
partial2,0.75,6.24,0.05,31.27687895845775,31.27753175612103,8.958857939127423,3.0827241868456454,10.272608773798773,1.3721439391029406,19.451780095903388,31.27753175612103,7.462495924022772,31.27753175612103,10.272608773798773,31.27753175612103
pointamp3,0.5,6.24,0.05,31.279647678639655,31.2803005307724,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395118011,21.203402742179463,31.2803005307724,7.462495924022775,31.2803005307724,10.272608773798765,31.2803005307724
partial2,0.5,6.24,0.05,31.279833290656207,31.280486146440502,8.958857939127423,3.0827241868456454,10.272608773798773,1.372143939236551,21.551477003036922,31.280486146440502,7.462495924022772,31.280486146440502,10.272608773798773,31.280486146440502
pointamp3,1.0,6.1,0.08,31.281315878361816,31.28196876331328,8.95885793912742,3.082724186845642,10.272608772978167,1.3813426747304902,9.57083631614448,31.28196876331328,7.46249592402263,31.28196876331328,10.272608772978167,31.28196876331328
partial2,1.0,6.1,0.08,31.28145068656294,31.282103574166506,8.958857939127423,3.0827241868456454,10.272609183928097,1.063239644915413,10.712024111896312,31.282103574166506,7.462495924022743,31.282103574166506,10.272609183928097,31.282103574166506
pointamp3,0.75,6.1,0.08,31.282422457550684,31.2830753642722,8.95885793912742,3.082724186845642,10.272608773183435,1.3790430949770638,13.387434704956334,31.2830753642722,7.462495924022722,31.2830753642722,10.272608773183435,31.2830753642722
partial2,0.75,6.1,0.08,31.282523565105603,31.28317647381609,8.958857939127423,3.0827241868456454,10.2726090813958,1.1405828553170778,14.280061637016061,31.28317647381609,7.462495924022718,31.28317647381609,10.2726090813958,31.28317647381609
pointamp3,0.25,6.24,0.05,31.282694924525924,31.283347836607554,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395077226,23.51938306621085,31.283347836607554,7.462495924022775,31.283347836607554,10.272608773798765,31.283347836607554
partial2,0.25,6.24,0.05,31.28278773408315,31.28344064799071,8.958857939127423,3.0827241868456454,10.272608773798773,1.3721439393701473,23.6974118254939,31.28344064799071,7.462495924022772,31.28344064799071,10.272608773798773,31.28344064799071
pointamp3,1.0,6.31,0.03,31.28283323223751,31.2834861470401,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,25.890155523625026,31.2834861470401,7.462495924022775,31.2834861470401,10.272608773798765,31.2834861470401
partial2,1.0,6.31,0.03,31.28292182961475,31.283574746160333,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,25.89018947154709,31.283574746160333,7.462495924022772,31.283574746160333,10.272608773798773,31.283574746160333
pointamp3,0.5,6.1,0.08,31.28352905234368,31.28418198083522,8.95885793912742,3.082724186845642,10.272608773388612,1.3767434458562349,17.374464804965527,31.28418198083522,7.462495924022722,31.28418198083522,10.272608773388612,31.28418198083522
pointamp3,0.75,6.31,0.03,31.28356048625431,31.284213415364285,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,25.890267337332475,31.284213415364285,7.462495924022775,31.284213415364285,10.272608773798765,31.284213415364285
partial2,0.5,6.1,0.08,31.28359645831629,31.28424938813395,8.958857939127423,3.0827241868456454,10.272608978863389,1.2178479219271452,17.995091896141062,31.28424938813395,7.462495924022743,31.28424938813395,10.272608978863389,31.28424938813395
partial2,0.75,6.31,0.03,31.283626934893682,31.28427986531087,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,25.89029279830106,31.28427986531087,7.462495924022772,31.28427986531087,10.272608773798773,31.28427986531087
pointamp3,0.5,6.31,0.03,31.284287747010712,31.284940690428364,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,25.890379151162975,31.284940690428364,7.462495924022775,31.284940690428364,10.272608773798765,31.284940690428364
partial2,0.5,6.31,0.03,31.284332046507878,31.284984990796893,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,25.890396125159924,31.284984990796893,7.462495924022772,31.284984990796893,10.272608773798773,31.284984990796893
pointamp3,0.25,6.1,0.08,31.28463566274097,31.28528861300311,8.95885793912742,3.082724186845642,10.27260877359359,1.3744437273657581,21.539537311671438,31.28528861300311,7.462495924022775,31.28528861300311,10.27260877359359,31.28528861300311
partial2,0.25,6.1,0.08,31.284669366195317,31.285322317120468,8.958857939127423,3.0827241868456454,10.272608876331077,1.2950349236984806,21.86317056096712,31.285322317120468,7.462495924022743,31.285322317120468,10.272608876331077,31.285322317120468
pointamp3,0.25,6.31,0.03,31.285015014506975,31.285667972231984,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,25.890490965116257,31.285667972231984,7.462495924022775,31.285667972231984,10.272608773798765,31.285667972231984
partial2,0.25,6.31,0.03,31.28503716445758,31.285690122618483,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,25.890499452123763,31.285690122618483,7.462495924022772,31.285690122618483,10.272608773798773,31.285690122618483
pointamp3,1.0,6.17,0.05,31.285725689402884,31.286378661109246,8.95885793912742,3.082724186845642,10.272608773798765,1.372144025062454,2.9939275692084664,31.286378661109246,7.462495924022775,31.286378661109246,10.272608773798765,31.286378661109246
partial2,1.0,6.17,0.05,31.28572619495664,31.28637916667295,8.958857939127423,3.0827241868456454,10.272608773798773,1.3721410723221652,4.5346669986311525,31.28637916667295,7.462495924022772,31.28637916667295,10.272608773798773,31.28637916667295
pointamp3,0.75,6.17,0.05,31.285729839237543,31.28638281102554,8.95885793912742,3.082724186845642,10.272608773798765,1.3721440036727017,8.183254432881654,31.28638281102554,7.462495924022775,31.28638281102554,10.272608773798765,31.28638281102554
partial2,0.75,6.17,0.05,31.285730218402822,31.286383190198315,8.958857939127423,3.0827241868456454,10.272608773798773,1.3721417891176344,9.411837328084601,31.286383190198315,7.462495924022772,31.286383190198315,10.272608773798773,31.286383190198315
pointamp3,0.5,6.17,0.05,31.285733989072334,31.28638696094206,8.95885793912742,3.082724186845642,10.272608773798765,1.37214398228312,13.713927593449853,31.28638696094206,7.462495924022775,31.28638696094206,10.272608773798765,31.28638696094206
partial2,0.5,6.17,0.05,31.285734241849227,31.28638721372389,8.958857939127423,3.0827241868456454,10.272608773798773,1.3721425059130326,14.584746914244278,31.28638721372389,7.462495924022772,31.28638721372389,10.272608773798773,31.28638721372389
pointamp3,0.25,6.17,0.05,31.285738138907423,31.28639111085868,8.95885793912742,3.082724186845642,10.272608773798765,1.372143960893382,19.608400308814325,31.28639111085868,7.462495924022775,31.28639111085868,10.272608773798765,31.28639111085868
partial2,0.25,6.17,0.05,31.28573826529594,31.28639123724968,8.958857939127423,3.0827241868456454,10.272608773798773,1.3721432227083739,20.07132863663834,31.28639123724968,7.462495924022772,31.28639123724968,10.272608773798773,31.28639123724968
pointamp3,1.0,6.24,0.03,31.28574228137358,31.286395253406347,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,24.265130794001337,31.286395253406347,7.462495924022775,31.286395253406347,10.272608773798765,31.286395253406347
partial2,1.0,6.24,0.03,31.28574228159811,31.28639525363088,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,24.38759320756823,31.28639525363088,7.462495924022772,31.28639525363088,10.272608773798773,31.28639525363088
pointamp3,0.75,6.24,0.03,31.285742283215992,31.286395255248628,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,24.66904892760381,31.286395255248628,7.462495924022775,31.286395255248628,10.272608773798765,31.286395255248628
partial2,0.75,6.24,0.03,31.285742283384323,31.286395255417055,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,24.761252036922997,31.286395255417055,7.462495924022772,31.286395255417055,10.272608773798773,31.286395255417055
pointamp3,0.5,6.24,0.03,31.285742285058245,31.286395257091193,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,25.07459591951688,31.286395257091193,7.462495924022775,31.286395257091193,10.272608773798765,31.286395257091193
partial2,0.5,6.24,0.03,31.28574228517042,31.286395257203232,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,25.136303113760988,31.286395257203232,7.462495924022772,31.286395257203232,10.272608773798773,31.286395257203232
pointamp3,1.0,6.1,0.05,31.285742285558705,31.286395257591685,8.95885793912742,3.082724186845642,10.272608773798765,1.3722085840633298,16.4801265086561,31.286395257591685,7.462495924022775,31.286395257591685,10.272608773798765,31.286395257591685
partial2,1.0,6.1,0.05,31.285742285655743,31.28639525768859,8.958857939127423,3.0827241868456454,10.272608773798773,1.3699775844180806,17.16283344309359,31.28639525768859,7.462495924022772,31.28639525768859,10.272608773798773,31.28639525768859
pointamp3,0.75,6.1,0.05,31.285742286354754,31.286395258387564,8.95885793912742,3.082724186845642,10.272608773798765,1.3721924229285634,18.74786544148529,31.286395258387564,7.462495924022775,31.286395258387564,10.272608773798765,31.286395258387564
partial2,0.75,6.1,0.05,31.285742286427492,31.286395258460367,8.958857939127423,3.0827241868456454,10.272608773798773,1.370519178960322,19.271982184758002,31.286395258460367,7.462495924022772,31.286395258460367,10.272608773798773,31.286395258460367
pointamp3,0.25,6.24,0.03,31.285742286900597,31.28639525893336,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,25.481778338348093,31.28639525893336,7.462495924022775,31.28639525893336,10.272608773798765,31.28639525893336
partial2,0.25,6.24,0.03,31.285742286956534,31.28639525898948,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,25.5127516255765,31.28639525898948,7.462495924022772,31.28639525898948,10.272608773798773,31.28639525898948
pointamp3,0.5,6.1,0.05,31.285742287150846,31.28639525918357,8.95885793912742,3.082724186845642,10.272608773798765,1.3721762617905142,21.071274453378948,31.28639525918357,7.462495924022775,31.28639525918357,10.272608773798765,31.28639525918357
partial2,0.5,6.1,0.05,31.28574228719919,31.286395259232116,8.958857939127423,3.0827241868456454,10.272608773798773,1.3710607696553012,21.428933614504885,31.286395259232116,7.462495924022772,31.286395259232116,10.272608773798773,31.286395259232116
pointamp3,0.25,6.1,0.05,31.285742287946746,31.286395259979635,8.95885793912742,3.082724186845642,10.272608773798765,1.372160100648884,23.45172017329861,31.286395259979635,7.462495924022775,31.286395259979635,10.272608773798765,31.286395259979635
partial2,0.25,6.1,0.05,31.28574228797099,31.286395260003893,8.958857939127423,3.0827241868456454,10.272608773798773,1.371602356503118,23.634771153783916,31.286395260003893,7.462495924022772,31.286395260003893,10.272608773798773,31.286395260003893
pointamp3,0.25,6.1,0.03,31.28574228874274,31.28639526077564,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395123411,25.44820193496254,31.28639526077564,7.462495924022775,31.28639526077564,10.272608773798765,31.28639526077564
pointamp3,0.25,6.17,0.03,31.28574228874274,31.28639526077564,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,19.608959592657698,31.28639526077564,7.462495924022775,31.28639526077564,10.272608773798765,31.28639526077564
pointamp3,0.5,6.1,0.03,31.28574228874274,31.28639526077564,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395207256,25.007723904249247,31.28639526077564,7.462495924022775,31.28639526077564,10.272608773798765,31.28639526077564
pointamp3,0.5,6.17,0.03,31.28574228874274,31.28639526077564,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,13.714977127598203,31.28639526077564,7.462495924022775,31.28639526077564,10.272608773798765,31.28639526077564
pointamp3,0.75,6.1,0.03,31.28574228874274,31.28639526077564,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395291242,24.569160329898608,31.28639526077564,7.462495924022775,31.28639526077564,10.272608773798765,31.28639526077564
pointamp3,0.75,6.17,0.03,31.28574228874274,31.28639526077564,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,8.184731574507794,31.28639526077564,7.462495924022775,31.28639526077564,10.272608773798765,31.28639526077564
pointamp3,1.0,6.1,0.03,31.28574228874274,31.28639526077564,8.95885793912742,3.082724186845642,10.272608773798765,1.372143939537665,24.13250289108028,31.28639526077564,7.462495924022775,31.28639526077564,10.272608773798765,31.28639526077564
pointamp3,1.0,6.17,0.03,31.28574228874274,31.28639526077564,8.95885793912742,3.082724186845642,10.272608773798765,1.3721439395038004,2.99577554031886,31.28639526077564,7.462495924022775,31.28639526077564,10.272608773798765,31.28639526077564
partial2,0.25,6.1,0.03,31.285742288742753,31.286395260775656,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439392207628,25.48171389849813,31.286395260775656,7.462495924022772,31.286395260775656,10.272608773798773,31.286395260775656
partial2,0.25,6.17,0.03,31.285742288742753,31.286395260775656,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,20.071847974267797,31.286395260775656,7.462495924022772,31.286395260775656,10.272608773798773,31.286395260775656
partial2,0.5,6.1,0.03,31.285742288742753,31.286395260775656,8.95885793912742,3.0827241868456454,10.272608773798773,1.37214393893764,25.074467557496774,31.286395260775656,7.462495924022772,31.286395260775656,10.272608773798773,31.286395260775656
partial2,0.5,6.17,0.03,31.285742288742753,31.286395260775656,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,14.58572621028192,31.286395260775656,7.462495924022772,31.286395260775656,10.272608773798773,31.286395260775656
partial2,0.75,6.1,0.03,31.285742288742753,31.286395260775656,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439386545882,24.66885715797339,31.286395260775656,7.462495924022772,31.286395260775656,10.272608773798773,31.286395260775656
partial2,0.75,6.17,0.03,31.285742288742753,31.286395260775656,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,9.413222295216599,31.286395260775656,7.462495924022772,31.286395260775656,10.272608773798773,31.286395260775656
partial2,1.0,6.1,0.03,31.285742288742753,31.286395260775656,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439383715364,24.2648761282189,31.286395260775656,7.462495924022772,31.286395260775656,10.272608773798773,31.286395260775656
partial2,1.0,6.17,0.03,31.285742288742753,31.286395260775656,8.95885793912742,3.0827241868456454,10.272608773798773,1.3721439395038146,4.536408053323257,31.286395260775656,7.462495924022772,31.286395260775656,10.272608773798773,31.286395260775656
