combo_id,placement,peak,center_D,width_D,acceptance_flip_fraction_vs_base_D21_guard,acceptance_flip_fraction_vs_base_D60_hotspot,acceptance_flip_fraction_vs_runtime_D21_guard,acceptance_flip_fraction_vs_runtime_D60_hotspot,improved_fraction_vs_base_D21_guard,improved_fraction_vs_base_D60_hotspot,improved_fraction_vs_runtime_D21_guard,improved_fraction_vs_runtime_D60_hotspot,mean_abs_improvement_vs_base_D21_guard,mean_abs_improvement_vs_base_D60_hotspot,mean_abs_improvement_vs_runtime_D21_guard,mean_abs_improvement_vs_runtime_D60_hotspot,p95_abs_delta_base_D21_guard,p95_abs_delta_base_D60_hotspot,p95_abs_delta_guard_D21_guard,p95_abs_delta_guard_D60_hotspot,p95_abs_delta_runtime_D21_guard,p95_abs_delta_runtime_D60_hotspot,both_better_than_base,both_better_than_runtime
61,mu_linear_blend,0.93,8.0,0.01,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.555841613923921,8.085907734362603,0.45083639426854905,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
62,mu_linear_blend,0.93,8.0,0.02,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.555841613923921,8.085907734362603,0.45083639426854905,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
63,mu_linear_blend,0.93,8.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.555841613923921,8.085907734362603,0.45083639426854905,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
64,mu_linear_blend,0.93,8.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.555841613923921,8.085907734362603,0.45083639426854905,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
65,mu_linear_blend,0.93,8.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5558416139239138,8.085907733147529,0.450836394268542,-1.2150746356166477e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
70,mu_linear_blend,0.93,8.05,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5028669411697725,8.085907734362603,0.3978617215144005,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
71,mu_linear_blend,0.93,8.05,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5419708362919295,8.085907734127256,0.4369656166365577,-2.3534836724961464e-10,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
76,mu_linear_blend,0.97,7.95,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5199792732779207,8.085907734362603,0.41497405362254874,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
77,mu_linear_blend,0.97,7.95,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5607650563622677,8.085907728215755,0.4557598367068956,-6.146847991452714e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
79,mu_linear_blend,0.97,8.0,0.01,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5752324265806328,8.085907734362603,0.4702272069252608,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
80,mu_linear_blend,0.97,8.0,0.02,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5752324265806328,8.085907734362603,0.4702272069252608,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
81,mu_linear_blend,0.97,8.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5752324265806328,8.085907734362603,0.4702272069252608,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
82,mu_linear_blend,0.97,8.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5752324265806328,8.085907734362603,0.4702272069252608,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
83,mu_linear_blend,0.97,8.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5752324265806257,8.085907733095267,0.4702272069252536,-1.2673360688928543e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
88,mu_linear_blend,0.97,8.05,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5199792732779186,8.085907734362603,0.41497405362254686,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
89,mu_linear_blend,0.97,8.05,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5607650563623193,8.08590773411713,0.45575983670694725,-2.4547106358156834e-10,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
94,mu_linear_blend,0.99,7.95,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5285354393319938,8.085907734362603,0.42353021967662186,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
95,mu_linear_blend,0.99,7.95,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5701621663974625,8.085907728089015,0.46515694674209046,-6.2735876684070844e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
97,mu_linear_blend,0.99,8.0,0.01,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5849278329089886,8.085907734362603,0.4799226132536167,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
98,mu_linear_blend,0.99,8.0,0.02,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5849278329089886,8.085907734362603,0.4799226132536167,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
99,mu_linear_blend,0.99,8.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5849278329089886,8.085907734362603,0.4799226132536167,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
100,mu_linear_blend,0.99,8.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5849278329089886,8.085907734362603,0.4799226132536167,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
101,mu_linear_blend,0.99,8.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5849278329089816,8.085907733069137,0.4799226132536096,-1.2934663118358004e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
106,mu_linear_blend,0.99,8.05,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5285354393319919,8.085907734362603,0.4235302196766199,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
107,mu_linear_blend,0.99,8.05,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5701621663975142,8.08590773411207,0.4651569467421421,-2.505327670189131e-10,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
112,mu_linear_blend,1.0,7.95,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5328135223590302,8.085907734362603,0.42780830270365844,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
113,mu_linear_blend,1.0,7.95,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5748607214150575,8.085907728025648,0.4698555017596856,-6.3369566440823765e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
115,mu_linear_blend,1.0,8.0,0.01,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5897755360731666,8.085907734362603,0.4847703164177946,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
116,mu_linear_blend,1.0,8.0,0.02,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5897755360731666,8.085907734362603,0.4847703164177946,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
117,mu_linear_blend,1.0,8.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5897755360731666,8.085907734362603,0.4847703164177946,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
118,mu_linear_blend,1.0,8.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5897755360731666,8.085907734362603,0.4847703164177946,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
119,mu_linear_blend,1.0,8.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5897755360731596,8.08590773305607,0.4847703164177875,-1.306531940837799e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
124,mu_linear_blend,1.0,8.05,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5328135223590285,8.085907734362603,0.4278083027036564,0.0,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
125,mu_linear_blend,1.0,8.05,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.5748607214151115,8.08590773410954,0.4698555017597395,-2.5306304353632316e-10,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798115,1.776970060893698,18.575780513798115,True,False
166,mu_log_blend,0.85,7.95,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.4051364636935497,8.085907734362602,0.3001312440381778,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
167,mu_log_blend,0.85,7.95,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2,0.4535423243415457,8.08590772964096,0.3485371046861738,-4.7216439435531006e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
169,mu_log_blend,0.85,8.0,0.01,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.4718549089623916,8.085907734362602,0.3668496893070196,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
170,mu_log_blend,0.85,8.0,0.02,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.4718549089623916,8.085907734362602,0.3668496893070196,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
171,mu_log_blend,0.85,8.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.4718549089623916,8.085907734362602,0.3668496893070196,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
172,mu_log_blend,0.85,8.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.4718549089623916,8.085907734362602,0.3668496893070196,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
173,mu_log_blend,0.85,8.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2,0.47185490896237386,8.085907733389101,0.36684968930700196,-9.735025230384053e-10,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
178,mu_log_blend,0.85,8.05,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.40513646369354767,8.085907734362602,0.3001312440381757,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
179,mu_log_blend,0.85,8.05,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.2,0.4535423243415978,8.085907734174041,0.3485371046862259,-1.8856054918528354e-10,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
184,mu_log_blend,0.93,7.95,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.45139452491964005,8.085907734362602,0.34638930526426825,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
185,mu_log_blend,0.93,7.95,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2,0.5096981105684552,8.085907729196563,0.40469289091308314,-5.166039228145434e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
187,mu_log_blend,0.93,8.0,0.01,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.531888485672095,8.085907734362602,0.426883266016723,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
188,mu_log_blend,0.93,8.0,0.02,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.531888485672095,8.085907734362602,0.426883266016723,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
189,mu_log_blend,0.93,8.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.531888485672095,8.085907734362602,0.426883266016723,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
190,mu_log_blend,0.93,8.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.531888485672095,8.085907734362602,0.426883266016723,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
191,mu_log_blend,0.93,8.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.2,0.531888485672095,8.085907733297478,0.426883266016723,-1.0651227117228874e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
196,mu_log_blend,0.93,8.05,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.45139452491963744,8.085907734362602,0.34638930526426565,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
197,mu_log_blend,0.93,8.05,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.2,0.509698110568507,8.085907734156294,0.4046928909131352,-2.063086209805728e-10,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
202,mu_log_blend,0.97,7.95,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.47616043744743586,8.085907734362602,0.37115521779206384,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
203,mu_log_blend,0.97,7.95,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2,0.5399650088256207,8.08590772897437,0.43495978917024875,-5.388232776362028e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
205,mu_log_blend,0.97,8.0,0.01,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.5643223037959677,8.085907734362602,0.45931708414059597,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
206,mu_log_blend,0.97,8.0,0.02,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.5643223037959677,8.085907734362602,0.45931708414059597,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
207,mu_log_blend,0.97,8.0,0.05,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.5643223037959677,8.085907734362602,0.45931708414059597,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
208,mu_log_blend,0.97,8.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.5643223037959677,8.085907734362602,0.45931708414059597,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
209,mu_log_blend,0.97,8.0,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2,0.5643223037959502,8.085907733251666,0.45931708414057826,-1.110937255416069e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
214,mu_log_blend,0.97,8.05,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.4761604374474331,8.085907734362602,0.3711552177920611,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
215,mu_log_blend,0.97,8.05,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.2,0.5399650088256726,8.08590773414742,0.43495978917030065,-2.1518072826222037e-10,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
220,mu_log_blend,0.99,7.95,0.1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.4634146341463415,0.3142857142857143,0.488974923907285,8.085907734362602,0.38396970425191307,-1.048896419455386e-15,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
221,mu_log_blend,0.99,7.95,0.2,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.3333333333333333,0.2,0.555678543787056,8.08590772886327,0.45067332413168393,-5.49933215579369e-09,2.102217055050133,31.28593012120719,0.8910235355256485,18.575780513798147,1.776970060893698,18.575780513798115,True,False
