beta_peak,sigma_D,beta_eff,D,eta,base_mu,cur_mu,mu_cf,delta_mu_cf,delta_log_mu_cf,acceptance_mismatch_cf
0.75,0.4,0.10150146242745961,4.8,1.0,13.790954693731495,13.676073627145422,13.974802297643652,0.1838476039121577,0.013242951800620737,0.0
1.0,0.4,0.1353352832366128,4.8,1.0,13.790954693731495,13.676073627145422,14.075821585540213,0.2848668918087185,0.02044562401527066,0.0
0.0,0.6,0.0,4.8,1.0,13.790954693731495,13.676073627145422,13.676073627145447,-0.11488106658604735,-0.008365064843331403,0.0
0.25,0.6,0.1027780726267969,4.8,1.0,13.790954693731495,13.676073627145422,13.978600740558282,0.18764604682678687,0.013514721426152052,0.0
0.5,0.6,0.2055561452535938,4.8,1.0,13.790954693731495,13.676073627145422,14.28782002723998,0.4968653335084845,0.03539450769563917,0.0
0.75,0.6,0.3083342178803907,4.8,1.0,13.790954693731495,13.676073627145422,14.603879524113708,0.8129248303822134,0.05727429396512603,0.0
1.0,0.6,0.4111122905071876,4.8,1.0,13.790954693731495,13.676073627145422,14.926930542813226,1.1359758490817313,0.07915408023460975,0.0
0.0,0.8,0.0,4.8,1.0,13.790954693731495,13.676073627145422,13.676073627145447,-0.11488106658604735,-0.008365064843331403,0.0
0.25,0.8,0.15163266492815838,4.8,1.0,13.790954693731495,13.676073627145422,14.124741737289346,0.3337870435578516,0.023915072498294807,0.0
0.5,0.8,0.30326532985631677,4.8,1.0,13.790954693731495,13.676073627145422,14.588129209038645,0.7971745153071499,0.056195209839920685,0.0
0.75,0.8,0.4548979947844751,4.8,1.0,13.790954693731495,13.676073627145422,15.06671893743575,1.2757642437042556,0.08847534718154693,0.0
1.0,0.8,0.6065306597126335,4.8,1.0,13.790954693731495,13.676073627145422,15.561009659760531,1.7700549660290363,0.12075548452317324,0.0
0.0,0.2,0.0,4.8,2.0,13.855641930084026,13.7401353724059,13.740135372405916,-0.1155065576781098,-0.00837137008085856,0.0
0.25,0.2,8.386565697562826e-05,4.8,2.0,13.855641930084026,13.7401353724059,13.740380686018453,-0.11526124406557336,-0.008353516441427488,0.0
0.5,0.2,0.00016773131395125652,4.8,2.0,13.855641930084026,13.7401353724059,13.740626004010768,-0.11501592607325861,-0.008335662801996655,0.0
0.75,0.2,0.00025159697092688477,4.8,2.0,13.855641930084026,13.7401353724059,13.740871326382889,-0.11477060370113712,-0.008317809162569401,0.0
1.0,0.2,0.00033546262790251305,4.8,2.0,13.855641930084026,13.7401353724059,13.741116653134997,-0.11452527694902948,-0.008299955523138655,0.0
0.0,0.3,0.0,4.8,2.0,13.855641930084026,13.7401353724059,13.740135372405916,-0.1155065576781098,-0.00837137008085856,0.0
0.25,0.3,0.007141375196137604,4.8,2.0,13.855641930084026,13.7401353724059,13.761040154048871,-0.09460177603515518,-0.006851087018833741,0.0
0.5,0.3,0.014282750392275207,4.8,2.0,13.855641930084026,13.7401353724059,13.781976741047616,-0.07366518903640973,-0.005330803956816271,0.0
0.75,0.3,0.02142412558841281,4.8,2.0,13.855641930084026,13.7401353724059,13.802945181792225,-0.05269674829180104,-0.003810520894795052,0.0
1.0,0.3,0.028565500784550415,4.8,2.0,13.855641930084026,13.7401353724059,13.823945524746179,-0.03169640533784701,-0.0022902378327741856,0.0
0.0,0.4,0.0,4.8,2.0,13.855641930084026,13.7401353724059,13.740135372405916,-0.1155065576781098,-0.00837137008085856,0.0
0.25,0.4,0.0338338208091532,4.8,2.0,13.855641930084026,13.7401353724059,13.839458329637075,-0.016183600446950663,-0.0011686978662088315,0.0
0.5,0.4,0.0676676416183064,4.8,2.0,13.855641930084026,13.7401353724059,13.939499260131658,0.08385733004763196,0.0060339743484411415,0.0
0.75,0.4,0.10150146242745961,4.8,2.0,13.855641930084026,13.7401353724059,14.040263353884251,0.18462142380022506,0.01323664656309409,0.0
1.0,0.4,0.1353352832366128,4.8,2.0,13.855641930084026,13.7401353724059,14.141755838406104,0.2861139083220774,0.020439318777743753,0.0
0.0,0.6,0.0,4.8,2.0,13.855641930084026,13.7401353724059,13.740135372405916,-0.1155065576781098,-0.00837137008085856,0.0
0.25,0.6,0.1027780726267969,4.8,2.0,13.855641930084026,13.7401353724059,14.044079589543275,0.1884376594592485,0.013508416188625243,0.0
0.5,0.6,0.2055561452535938,4.8,2.0,13.855641930084026,13.7401353724059,14.354747327565105,0.4991053974810793,0.03538820245811204,0.0
0.75,0.6,0.3083342178803907,4.8,2.0,13.855641930084026,13.7401353724059,14.672287316832188,0.8166453867481618,0.05726798872759933,0.0
1.0,0.6,0.4111122905071876,4.8,2.0,13.855641930084026,13.7401353724059,14.996851577755335,1.1412096476713085,0.07914777499708277,0.0
0.0,0.8,0.0,4.8,2.0,13.855641930084026,13.7401353724059,13.740135372405916,-0.1155065576781098,-0.00837137008085856,0.0
0.25,0.8,0.15163266492815838,4.8,2.0,13.855641930084026,13.7401353724059,14.190905142935845,0.33526321285181915,0.023908767260767967,0.0
0.5,0.8,0.30326532985631677,4.8,2.0,13.855641930084026,13.7401353724059,14.65646322380743,0.8008212937234038,0.05618890460239417,0.0
0.75,0.8,0.4548979947844751,4.8,2.0,13.855641930084026,13.7401353724059,15.137294772049962,1.2816528419659363,0.08846904194402029,0.0
1.0,0.8,0.6065306597126335,4.8,2.0,13.855641930084026,13.7401353724059,15.633900861138725,1.7782589310546992,0.12074917928564606,0.0
0.0,0.2,0.0,4.8,4.0,13.985185434428539,13.868423494374237,13.868423494374253,-0.11676194005428542,-0.008384021209074598,0.0
0.25,0.2,8.386565697562826e-05,4.8,4.0,13.985185434428539,13.868423494374237,13.86867109841711,-0.11651433601142891,-0.008366167569643474,0.0
0.5,0.2,0.00016773131395125652,4.8,4.0,13.985185434428539,13.868423494374237,13.868918706880638,-0.11626672754790057,-0.00834831393021236,0.0
0.75,0.2,0.00025159697092688477,4.8,4.0,13.985185434428539,13.868423494374237,13.869166319764863,-0.11601911466367554,-0.008330460290785385,0.0
1.0,0.2,0.00033546262790251305,4.8,4.0,13.985185434428539,13.868423494374237,13.86941393706997,-0.11577149735856906,-0.00831260665135458,0.0
0.0,0.3,0.0,4.8,4.0,13.985185434428539,13.868423494374237,13.868423494374253,-0.11676194005428542,-0.008384021209074598,0.0
0.25,0.3,0.007141375196137604,4.8,4.0,13.985185434428539,13.868423494374237,13.889523458604891,-0.09566197582364744,-0.006863738147049875,0.0
0.5,0.3,0.014282750392275207,4.8,4.0,13.985185434428539,13.868423494374237,13.910655525149778,-0.0745299092787608,-0.005343455085032259,0.0
0.75,0.3,0.02142412558841281,4.8,4.0,13.985185434428539,13.868423494374237,13.931819742850791,-0.0533656915777474,-0.0038231720230106556,0.0
1.0,0.3,0.028565500784550415,4.8,4.0,13.985185434428539,13.868423494374237,13.953016160623898,-0.03216927380464085,-0.00230288896098966,0.0
0.0,0.4,0.0,4.8,4.0,13.985185434428539,13.868423494374237,13.868423494374253,-0.11676194005428542,-0.008384021209074598,0.0
0.25,0.4,0.0338338208091532,4.8,4.0,13.985185434428539,13.868423494374237,13.968673804597666,-0.016511629830873176,-0.0011813489944246562,0.0
0.5,0.4,0.0676676416183064,4.8,4.0,13.985185434428539,13.868423494374237,14.069648791616814,0.08446335718827491,0.006021323220224849,0.0
0.75,0.4,0.10150146242745961,4.8,4.0,13.985185434428539,13.868423494374237,14.171353693883956,0.18616825945541748,0.013223995434877997,0.0
1.0,0.4,0.1353352832366128,4.8,4.0,13.985185434428539,13.868423494374237,14.273793787718258,0.28860835328971923,0.020426667649527826,0.0
0.0,0.6,0.0,4.8,4.0,13.985185434428539,13.868423494374237,13.868423494374253,-0.11676194005428542,-0.008384021209074598,0.0
0.25,0.6,0.1027780726267969,4.8,4.0,13.985185434428539,13.868423494374237,14.175205560757117,0.19002012632857834,0.013495765060409342,0.0
0.5,0.6,0.2055561452535938,4.8,4.0,13.985185434428539,13.868423494374237,14.488773923815511,0.5035884893869724,0.035375551329896254,0.0
0.75,0.6,0.3083342178803907,4.8,4.0,13.985185434428539,13.868423494374237,14.809278702567473,0.8240932681389346,0.0572553375993834,0.0
1.0,0.6,0.4111122905071876,4.8,4.0,13.985185434428539,13.868423494374237,15.136873336799422,1.1516879023708828,0.07913512386886695,0.0
0.0,0.8,0.0,4.8,4.0,13.985185434428539,13.868423494374237,13.868423494374253,-0.11676194005428542,-0.008384021209074598,0.0
0.25,0.8,0.15163266492815838,4.8,4.0,13.985185434428539,13.868423494374237,14.323401986705965,0.33821655227742653,0.023896116132551548,0.0
0.5,0.8,0.30326532985631677,4.8,4.0,13.985185434428539,13.868423494374237,14.793306864042323,0.8081214296137844,0.05617625347417814,0.0
0.75,0.8,0.4548979947844751,4.8,4.0,13.985185434428539,13.868423494374237,15.278627813199424,1.2934423787708855,0.08845639081580438,0.0
1.0,0.8,0.6065306597126335,4.8,4.0,13.985185434428539,13.868423494374237,15.779870586047155,1.7946851516186157,0.12073652815743023,0.0
0.0,0.2,0.0,5.6,0.2,57.97139610037368,35.49252324766416,35.49252324766421,-22.478872852709472,-0.4906276566570094,0.0
0.25,0.2,0.25,5.6,0.2,57.97139610037368,35.49252324766416,37.43263848493659,-20.538757615437092,-0.4374067076007487,0.0
0.5,0.2,0.5,5.6,0.2,57.97139610037368,35.49252324766416,39.47880555480569,-18.492590545567992,-0.38418575854448805,0.0
0.75,0.2,0.75,5.6,0.2,57.97139610037368,35.49252324766416,41.63682153106437,-16.33457456930931,-0.33096480948822715,0.0
1.0,0.2,1.0,5.6,0.2,57.97139610037368,35.49252324766416,43.912800370898616,-14.058595729475066,-0.2777438604319664,0.0
0.0,0.3,0.0,5.6,0.2,57.97139610037368,35.49252324766416,35.49252324766421,-22.478872852709472,-0.4906276566570094,0.0
0.25,0.3,0.25,5.6,0.2,57.97139610037368,35.49252324766416,37.43263848493659,-20.538757615437092,-0.4374067076007487,0.0
0.5,0.3,0.5,5.6,0.2,57.97139610037368,35.49252324766416,39.47880555480569,-18.492590545567992,-0.38418575854448805,0.0
0.75,0.3,0.75,5.6,0.2,57.97139610037368,35.49252324766416,41.63682153106437,-16.33457456930931,-0.33096480948822715,0.0
1.0,0.3,1.0,5.6,0.2,57.97139610037368,35.49252324766416,43.912800370898616,-14.058595729475066,-0.2777438604319664,0.0
0.0,0.4,0.0,5.6,0.2,57.97139610037368,35.49252324766416,35.49252324766421,-22.478872852709472,-0.4906276566570094,0.0
0.25,0.4,0.25,5.6,0.2,57.97139610037368,35.49252324766416,37.43263848493659,-20.538757615437092,-0.4374067076007487,0.0
0.5,0.4,0.5,5.6,0.2,57.97139610037368,35.49252324766416,39.47880555480569,-18.492590545567992,-0.38418575854448805,0.0
0.75,0.4,0.75,5.6,0.2,57.97139610037368,35.49252324766416,41.63682153106437,-16.33457456930931,-0.33096480948822715,0.0
1.0,0.4,1.0,5.6,0.2,57.97139610037368,35.49252324766416,43.912800370898616,-14.058595729475066,-0.2777438604319664,0.0
0.0,0.6,0.0,5.6,0.2,57.97139610037368,35.49252324766416,35.49252324766421,-22.478872852709472,-0.4906276566570094,0.0
0.25,0.6,0.25,5.6,0.2,57.97139610037368,35.49252324766416,37.43263848493659,-20.538757615437092,-0.4374067076007487,0.0
0.5,0.6,0.5,5.6,0.2,57.97139610037368,35.49252324766416,39.47880555480569,-18.492590545567992,-0.38418575854448805,0.0
0.75,0.6,0.75,5.6,0.2,57.97139610037368,35.49252324766416,41.63682153106437,-16.33457456930931,-0.33096480948822715,0.0
1.0,0.6,1.0,5.6,0.2,57.97139610037368,35.49252324766416,43.912800370898616,-14.058595729475066,-0.2777438604319664,0.0
0.0,0.8,0.0,5.6,0.2,57.97139610037368,35.49252324766416,35.49252324766421,-22.478872852709472,-0.4906276566570094,0.0
0.25,0.8,0.25,5.6,0.2,57.97139610037368,35.49252324766416,37.43263848493659,-20.538757615437092,-0.4374067076007487,0.0
0.5,0.8,0.5,5.6,0.2,57.97139610037368,35.49252324766416,39.47880555480569,-18.492590545567992,-0.38418575854448805,0.0
0.75,0.8,0.75,5.6,0.2,57.97139610037368,35.49252324766416,41.63682153106437,-16.33457456930931,-0.33096480948822715,0.0
1.0,0.8,1.0,5.6,0.2,57.97139610037368,35.49252324766416,43.912800370898616,-14.058595729475066,-0.2777438604319664,0.0
0.0,0.2,0.0,5.6,0.6,57.97770588386644,35.49643277828066,35.49643277828072,-22.48127310558572,-0.4906263490267895,0.0
0.25,0.2,0.25,5.6,0.6,57.97770588386644,35.49643277828066,37.43676172084158,-20.54094416302486,-0.43740539997052885,0.0
0.5,0.2,0.5,5.6,0.6,57.97770588386644,35.49643277828066,39.48315417769572,-18.494551706170725,-0.3841844509142681,0.0
0.75,0.2,0.75,5.6,0.6,57.97770588386644,35.49643277828066,41.64140786118843,-16.336298022678008,-0.3309635018580073,0.0
1.0,0.2,1.0,5.6,0.6,57.97770588386644,35.49643277828066,43.91763740196313,-14.060068481903315,-0.2777425528017464,0.0
0.0,0.3,0.0,5.6,0.6,57.97770588386644,35.49643277828066,35.49643277828072,-22.48127310558572,-0.4906263490267895,0.0
0.25,0.3,0.25,5.6,0.6,57.97770588386644,35.49643277828066,37.43676172084158,-20.54094416302486,-0.43740539997052885,0.0
0.5,0.3,0.5,5.6,0.6,57.97770588386644,35.49643277828066,39.48315417769572,-18.494551706170725,-0.3841844509142681,0.0
0.75,0.3,0.75,5.6,0.6,57.97770588386644,35.49643277828066,41.64140786118843,-16.336298022678008,-0.3309635018580073,0.0
1.0,0.3,1.0,5.6,0.6,57.97770588386644,35.49643277828066,43.91763740196313,-14.060068481903315,-0.2777425528017464,0.0
0.0,0.4,0.0,5.6,0.6,57.97770588386644,35.49643277828066,35.49643277828072,-22.48127310558572,-0.4906263490267895,0.0
0.25,0.4,0.25,5.6,0.6,57.97770588386644,35.49643277828066,37.43676172084158,-20.54094416302486,-0.43740539997052885,0.0
0.5,0.4,0.5,5.6,0.6,57.97770588386644,35.49643277828066,39.48315417769572,-18.494551706170725,-0.3841844509142681,0.0
0.75,0.4,0.75,5.6,0.6,57.97770588386644,35.49643277828066,41.64140786118843,-16.336298022678008,-0.3309635018580073,0.0
1.0,0.4,1.0,5.6,0.6,57.97770588386644,35.49643277828066,43.91763740196313,-14.060068481903315,-0.2777425528017464,0.0
0.0,0.6,0.0,5.6,0.6,57.97770588386644,35.49643277828066,35.49643277828072,-22.48127310558572,-0.4906263490267895,0.0
0.25,0.6,0.25,5.6,0.6,57.97770588386644,35.49643277828066,37.43676172084158,-20.54094416302486,-0.43740539997052885,0.0
0.5,0.6,0.5,5.6,0.6,57.97770588386644,35.49643277828066,39.48315417769572,-18.494551706170725,-0.3841844509142681,0.0
0.75,0.6,0.75,5.6,0.6,57.97770588386644,35.49643277828066,41.64140786118843,-16.336298022678008,-0.3309635018580073,0.0
1.0,0.6,1.0,5.6,0.6,57.97770588386644,35.49643277828066,43.91763740196313,-14.060068481903315,-0.2777425528017464,0.0
0.0,0.8,0.0,5.6,0.6,57.97770588386644,35.49643277828066,35.49643277828072,-22.48127310558572,-0.4906263490267895,0.0
0.25,0.8,0.25,5.6,0.6,57.97770588386644,35.49643277828066,37.43676172084158,-20.54094416302486,-0.43740539997052885,0.0
0.5,0.8,0.5,5.6,0.6,57.97770588386644,35.49643277828066,39.48315417769572,-18.494551706170725,-0.3841844509142681,0.0
0.75,0.8,0.75,5.6,0.6,57.97770588386644,35.49643277828066,41.64140786118843,-16.336298022678008,-0.3309635018580073,0.0
1.0,0.8,1.0,5.6,0.6,57.97770588386644,35.49643277828066,43.91763740196313,-14.060068481903315,-0.2777425528017464,0.0
0.0,0.2,0.0,5.6,1.0,57.984015390166256,35.50034215146722,35.50034215146727,-22.483673238698984,-0.49062504133696777,0.0
0.25,0.2,0.25,5.6,1.0,57.984015390166256,35.50034215146722,37.44088479071109,-20.543130599455168,-0.4374040922807068,0.0
0.5,0.2,0.5,5.6,1.0,57.984015390166256,35.50034215146722,39.48750262547432,-18.496512764691936,-0.384183143224446,0.0
0.75,0.2,0.75,5.6,1.0,57.984015390166256,35.50034215146722,41.64599400662902,-16.33802138353724,-0.33096219416818534,0.0
1.0,0.2,1.0,5.6,1.0,57.984015390166256,35.50034215146722,43.92247423824886,-14.061541151917396,-0.27774124511192455,0.0
0.0,0.3,0.0,5.6,1.0,57.984015390166256,35.50034215146722,35.50034215146727,-22.483673238698984,-0.49062504133696777,0.0
0.25,0.3,0.25,5.6,1.0,57.984015390166256,35.50034215146722,37.44088479071109,-20.543130599455168,-0.4374040922807068,0.0
0.5,0.3,0.5,5.6,1.0,57.984015390166256,35.50034215146722,39.48750262547432,-18.496512764691936,-0.384183143224446,0.0
0.75,0.3,0.75,5.6,1.0,57.984015390166256,35.50034215146722,41.64599400662902,-16.33802138353724,-0.33096219416818534,0.0
1.0,0.3,1.0,5.6,1.0,57.984015390166256,35.50034215146722,43.92247423824886,-14.061541151917396,-0.27774124511192455,0.0
0.0,0.4,0.0,5.6,1.0,57.984015390166256,35.50034215146722,35.50034215146727,-22.483673238698984,-0.49062504133696777,0.0
0.25,0.4,0.25,5.6,1.0,57.984015390166256,35.50034215146722,37.44088479071109,-20.543130599455168,-0.4374040922807068,0.0
0.5,0.4,0.5,5.6,1.0,57.984015390166256,35.50034215146722,39.48750262547432,-18.496512764691936,-0.384183143224446,0.0
0.75,0.4,0.75,5.6,1.0,57.984015390166256,35.50034215146722,41.64599400662902,-16.33802138353724,-0.33096219416818534,0.0
1.0,0.4,1.0,5.6,1.0,57.984015390166256,35.50034215146722,43.92247423824886,-14.061541151917396,-0.27774124511192455,0.0
0.0,0.6,0.0,5.6,1.0,57.984015390166256,35.50034215146722,35.50034215146727,-22.483673238698984,-0.49062504133696777,0.0
0.25,0.6,0.25,5.6,1.0,57.984015390166256,35.50034215146722,37.44088479071109,-20.543130599455168,-0.4374040922807068,0.0
0.5,0.6,0.5,5.6,1.0,57.984015390166256,35.50034215146722,39.48750262547432,-18.496512764691936,-0.384183143224446,0.0
0.75,0.6,0.75,5.6,1.0,57.984015390166256,35.50034215146722,41.64599400662902,-16.33802138353724,-0.33096219416818534,0.0
1.0,0.6,1.0,5.6,1.0,57.984015390166256,35.50034215146722,43.92247423824886,-14.061541151917396,-0.27774124511192455,0.0
0.0,0.8,0.0,5.6,1.0,57.984015390166256,35.50034215146722,35.50034215146727,-22.483673238698984,-0.49062504133696777,0.0
0.25,0.8,0.25,5.6,1.0,57.984015390166256,35.50034215146722,37.44088479071109,-20.543130599455168,-0.4374040922807068,0.0
0.5,0.8,0.5,5.6,1.0,57.984015390166256,35.50034215146722,39.48750262547432,-18.496512764691936,-0.384183143224446,0.0
0.75,0.8,0.75,5.6,1.0,57.984015390166256,35.50034215146722,41.64599400662902,-16.33802138353724,-0.33096219416818534,0.0
1.0,0.8,1.0,5.6,1.0,57.984015390166256,35.50034215146722,43.92247423824886,-14.061541151917396,-0.27774124511192455,0.0
0.0,0.2,0.0,5.6,2.0,57.999787941433695,35.51011489458962,35.51011489458968,-22.48967304684402,-0.4906217718519051,0.0
0.25,0.2,0.25,5.6,2.0,57.999787941433695,35.51011489458962,37.451191737832154,-20.54859620360154,-0.4374008227956443,0.0
0.5,0.2,0.5,5.6,2.0,57.999787941433695,35.51011489458962,39.49837297759818,-18.501414963835515,-0.3841798737393836,0.0
0.75,0.2,0.75,5.6,2.0,57.999787941433695,35.51011489458962,41.65745856096393,-16.342329380469764,-0.33095892468312305,0.0
1.0,0.2,1.0,5.6,2.0,57.999787941433695,35.51011489458962,43.934565475460026,-14.065222465973669,-0.27773797562686175,0.0
0.0,0.3,0.0,5.6,2.0,57.999787941433695,35.51011489458962,35.51011489458968,-22.48967304684402,-0.4906217718519051,0.0
0.25,0.3,0.25,5.6,2.0,57.999787941433695,35.51011489458962,37.451191737832154,-20.54859620360154,-0.4374008227956443,0.0
0.5,0.3,0.5,5.6,2.0,57.999787941433695,35.51011489458962,39.49837297759818,-18.501414963835515,-0.3841798737393836,0.0
0.75,0.3,0.75,5.6,2.0,57.999787941433695,35.51011489458962,41.65745856096393,-16.342329380469764,-0.33095892468312305,0.0
1.0,0.3,1.0,5.6,2.0,57.999787941433695,35.51011489458962,43.934565475460026,-14.065222465973669,-0.27773797562686175,0.0
0.0,0.4,0.0,5.6,2.0,57.999787941433695,35.51011489458962,35.51011489458968,-22.48967304684402,-0.4906217718519051,0.0
0.25,0.4,0.25,5.6,2.0,57.999787941433695,35.51011489458962,37.451191737832154,-20.54859620360154,-0.4374008227956443,0.0
0.5,0.4,0.5,5.6,2.0,57.999787941433695,35.51011489458962,39.49837297759818,-18.501414963835515,-0.3841798737393836,0.0
0.75,0.4,0.75,5.6,2.0,57.999787941433695,35.51011489458962,41.65745856096393,-16.342329380469764,-0.33095892468312305,0.0
1.0,0.4,1.0,5.6,2.0,57.999787941433695,35.51011489458962,43.934565475460026,-14.065222465973669,-0.27773797562686175,0.0
0.0,0.6,0.0,5.6,2.0,57.999787941433695,35.51011489458962,35.51011489458968,-22.48967304684402,-0.4906217718519051,0.0
0.25,0.6,0.25,5.6,2.0,57.999787941433695,35.51011489458962,37.451191737832154,-20.54859620360154,-0.4374008227956443,0.0
0.5,0.6,0.5,5.6,2.0,57.999787941433695,35.51011489458962,39.49837297759818,-18.501414963835515,-0.3841798737393836,0.0
0.75,0.6,0.75,5.6,2.0,57.999787941433695,35.51011489458962,41.65745856096393,-16.342329380469764,-0.33095892468312305,0.0
1.0,0.6,1.0,5.6,2.0,57.999787941433695,35.51011489458962,43.934565475460026,-14.065222465973669,-0.27773797562686175,0.0
0.0,0.8,0.0,5.6,2.0,57.999787941433695,35.51011489458962,35.51011489458968,-22.48967304684402,-0.4906217718519051,0.0
0.25,0.8,0.25,5.6,2.0,57.999787941433695,35.51011489458962,37.451191737832154,-20.54859620360154,-0.4374008227956443,0.0
0.5,0.8,0.5,5.6,2.0,57.999787941433695,35.51011489458962,39.49837297759818,-18.501414963835515,-0.3841798737393836,0.0
0.75,0.8,0.75,5.6,2.0,57.999787941433695,35.51011489458962,41.65745856096393,-16.342329380469764,-0.33095892468312305,0.0
1.0,0.8,1.0,5.6,2.0,57.999787941433695,35.51011489458962,43.934565475460026,-14.065222465973669,-0.27773797562686175,0.0
0.0,0.2,0.0,5.6,4.0,58.031327827197636,35.52965741704732,35.52965741704737,-22.50167041015027,-0.4906152317670599,0.0
0.25,0.2,0.25,5.6,4.0,58.031327827197636,35.52965741704732,37.471802506278735,-20.5595253209189,-0.43739428271079916,0.0
0.5,0.2,0.5,5.6,4.0,58.031327827197636,35.52965741704732,39.520110385186086,-18.51121744201155,-0.3841733336545384,0.0
0.75,0.2,0.75,5.6,4.0,58.031327827197636,35.52965741704732,41.68038419276982,-16.350943634427814,-0.33095238459827764,0.0
1.0,0.2,1.0,5.6,4.0,58.031327827197636,35.52965741704732,43.9587442829638,-14.072583544233837,-0.27773143554201657,0.0
0.0,0.3,0.0,5.6,4.0,58.031327827197636,35.52965741704732,35.52965741704737,-22.50167041015027,-0.4906152317670599,0.0
0.25,0.3,0.25,5.6,4.0,58.031327827197636,35.52965741704732,37.471802506278735,-20.5595253209189,-0.43739428271079916,0.0
0.5,0.3,0.5,5.6,4.0,58.031327827197636,35.52965741704732,39.520110385186086,-18.51121744201155,-0.3841733336545384,0.0
0.75,0.3,0.75,5.6,4.0,58.031327827197636,35.52965741704732,41.68038419276982,-16.350943634427814,-0.33095238459827764,0.0
1.0,0.3,1.0,5.6,4.0,58.031327827197636,35.52965741704732,43.9587442829638,-14.072583544233837,-0.27773143554201657,0.0
0.0,0.4,0.0,5.6,4.0,58.031327827197636,35.52965741704732,35.52965741704737,-22.50167041015027,-0.4906152317670599,0.0
0.25,0.4,0.25,5.6,4.0,58.031327827197636,35.52965741704732,37.471802506278735,-20.5595253209189,-0.43739428271079916,0.0
0.5,0.4,0.5,5.6,4.0,58.031327827197636,35.52965741704732,39.520110385186086,-18.51121744201155,-0.3841733336545384,0.0
0.75,0.4,0.75,5.6,4.0,58.031327827197636,35.52965741704732,41.68038419276982,-16.350943634427814,-0.33095238459827764,0.0
1.0,0.4,1.0,5.6,4.0,58.031327827197636,35.52965741704732,43.9587442829638,-14.072583544233837,-0.27773143554201657,0.0
0.0,0.6,0.0,5.6,4.0,58.031327827197636,35.52965741704732,35.52965741704737,-22.50167041015027,-0.4906152317670599,0.0
0.25,0.6,0.25,5.6,4.0,58.031327827197636,35.52965741704732,37.471802506278735,-20.5595253209189,-0.43739428271079916,0.0
0.5,0.6,0.5,5.6,4.0,58.031327827197636,35.52965741704732,39.520110385186086,-18.51121744201155,-0.3841733336545384,0.0
0.75,0.6,0.75,5.6,4.0,58.031327827197636,35.52965741704732,41.68038419276982,-16.350943634427814,-0.33095238459827764,0.0
1.0,0.6,1.0,5.6,4.0,58.031327827197636,35.52965741704732,43.9587442829638,-14.072583544233837,-0.27773143554201657,0.0
0.0,0.8,0.0,5.6,4.0,58.031327827197636,35.52965741704732,35.52965741704737,-22.50167041015027,-0.4906152317670599,0.0
0.25,0.8,0.25,5.6,4.0,58.031327827197636,35.52965741704732,37.471802506278735,-20.5595253209189,-0.43739428271079916,0.0
0.5,0.8,0.5,5.6,4.0,58.031327827197636,35.52965741704732,39.520110385186086,-18.51121744201155,-0.3841733336545384,0.0
0.75,0.8,0.75,5.6,4.0,58.031327827197636,35.52965741704732,41.68038419276982,-16.350943634427814,-0.33095238459827764,0.0
1.0,0.8,1.0,5.6,4.0,58.031327827197636,35.52965741704732,43.9587442829638,-14.072583544233837,-0.27773143554201657,0.0
0.0,0.2,0.0,6.4,0.2,59.87715710517649,60.29400915410132,60.29400915410141,0.4168520489249232,0.00693766622835982,0.0
0.25,0.2,8.386565697562677e-05,6.4,0.2,59.87715710517649,60.29400915410132,60.2950856312102,0.41792852603371244,0.006955519867791056,0.0
0.5,0.2,0.00016773131395125354,6.4,0.2,59.87715710517649,60.29400915410132,60.29616212753816,0.4190050223616737,0.006973373507221618,0.0
0.75,0.2,0.0002515969709268803,6.4,0.2,59.87715710517649,60.29400915410132,60.297238643085464,0.4200815379089775,0.0069912271466489005,0.0
1.0,0.2,0.0003354626279025071,6.4,0.2,59.87715710517649,60.29400915410132,60.29831517785289,0.4211580726764055,0.007009080786080003,0.0
0.0,0.3,0.0,6.4,0.2,59.87715710517649,60.29400915410132,60.29400915410141,0.4168520489249232,0.00693766622835982,0.0
0.25,0.3,0.007141375196137544,6.4,0.2,59.87715710517649,60.29400915410132,60.385742827866615,0.5085857226901283,0.0084579492903813,0.0
0.5,0.3,0.014282750392275088,6.4,0.2,59.87715710517649,60.29400915410132,60.47761606884616,0.6004589636696736,0.009978232352402023,0.0
0.75,0.3,0.021424125588412633,6.4,0.2,59.87715710517649,60.29400915410132,60.56962908938319,0.6924719842067049,0.011498515414423422,0.0
1.0,0.3,0.028565500784550175,6.4,0.2,59.87715710517649,60.29400915410132,60.66178210214375,0.784624996967267,0.01301879847644448,0.0
0.0,0.4,0.0,6.4,0.2,59.87715710517649,60.29400915410132,60.29400915410141,0.4168520489249232,0.00693766622835982,0.0
0.25,0.4,0.03383382080915305,6.4,0.2,59.87715710517649,60.29400915410132,60.72985488125012,0.852697776073633,0.014140338443009551,0.0
0.5,0.4,0.0676676416183061,6.4,0.2,59.87715710517649,60.29400915410132,61.168851195008344,1.2916940898318572,0.02134301065765971,0.0
0.75,0.4,0.10150146242745915,6.4,0.2,59.87715710517649,60.29400915410132,61.61102086993905,1.7338637647625603,0.028545682872309023,0.0
1.0,0.4,0.1353352832366122,6.4,0.2,59.87715710517649,60.29400915410132,62.056386845235444,2.1792297400589575,0.035748355086962245,0.0
0.0,0.6,0.0,6.4,0.2,59.87715710517649,60.29400915410132,60.29400915410141,0.4168520489249232,0.00693766622835982,0.0
