n_points,eymh_loop_prefactor_diag_p50,eymh_loop_prefactor_diag_p90,eymh_loop_prefactor_diag_max,eymh_loop_prefactor_diag_mean,eymh_loop_prefactor_diag_std,hk_loop_local_prefactor_diag_p50,hk_loop_local_prefactor_diag_p90,hk_loop_local_prefactor_diag_max,hk_loop_local_prefactor_diag_mean,hk_loop_local_prefactor_diag_std,shell_access_p50,shell_access_p90,shell_access_max,shell_access_mean,shell_access_std,align_access_p50,align_access_p90,align_access_max,align_access_mean,align_access_std,diag_dispersion_screen_p50,diag_dispersion_screen_p90,diag_dispersion_screen_max,diag_dispersion_screen_mean,diag_dispersion_screen_std,abs_mu_diff_vs_const_p50,abs_mu_diff_vs_const_p90,abs_mu_diff_vs_const_max,abs_mu_diff_vs_const_mean,abs_mu_diff_vs_const_std,abs_mu_diff_vs_loop_abs_p50,abs_mu_diff_vs_loop_abs_p90,abs_mu_diff_vs_loop_abs_max,abs_mu_diff_vs_loop_abs_mean,abs_mu_diff_vs_loop_abs_std,max_abs_prefactor_recon_residual,max_abs_log10_prefactor_residual,"corr(hk_loop_local_prefactor_diag, eymh_loop_prefactor_diag)","corr(shell_access, eymh_loop_prefactor_diag)","corr(align_access, eymh_loop_prefactor_diag)","corr(diag_dispersion_screen, eymh_loop_prefactor_diag)","corr(eymh_loop_prefactor_diag, abs_mu_diff_vs_const)","corr(hk_loop_local_prefactor_diag, abs_mu_diff_vs_const)","corr(shell_access, abs_mu_diff_vs_const)","corr(align_access, abs_mu_diff_vs_const)","corr(diag_dispersion_screen, abs_mu_diff_vs_const)"
441,0.0378415295702462,0.04383639273056,0.0460056557608796,0.0362070684788798,0.011422854967179196,0.2100711557195202,0.2385972532567175,0.2594822797956052,0.21410014675838113,0.017268371578196655,0.3209732984685203,0.35120411348378744,0.3633075560105363,0.3193179543216735,0.026357247845649415,0.815798562159714,0.8476975469254783,0.8531111027479399,0.7517242062329517,0.22794598885875716,0.692907936156278,0.7631803861321128,0.9117401859103199,0.7148616908267856,0.05679230961242498,3.864719610004522e-08,7.07084413460457e-05,0.0006464360367814947,4.173570150171025e-05,0.0001373228146224381,2.9663920869974977e-07,0.0004116796496012043,0.004679579417476987,0.00029506346748348994,0.0009949003647051248,9.71445146547012e-17,1.4849232954361469e-15,0.46745354789143473,0.2497839351900831,0.9655117644633748,-0.8774055779008394,0.21617824745162845,0.33791341825204335,0.2464637934189049,0.1178586460412202,-0.2696006548690373
