n_points,best_alpha,best_beta,best_lambda,canonical_rmse_weight_residual,canonical_rmse_prefactor_residual,runner_up_alpha,runner_up_beta,runner_up_lambda,runner_up_rmse_prefactor_residual,selection_gap_rmse_prefactor,selection_gap_rmse_weight,grad_alpha_at_canonical,grad_beta_at_canonical,grad_lambda_at_canonical,hessian_eig1,hessian_eig2,hessian_eig3,"corr(response_action, prefactor)","corr(response_action, abs_mu_diff_vs_const)",canonical_participation_share_p50,canonical_schur_share_p50
441,1.0,1.0,0.0,7.363627314880441e-17,4.5448550948578294e-17,1.0,1.0,-0.1,2.6713097506418782e-05,2.6713097506373333e-05,0.00038734078954368115,-2.997113476575428e-09,-6.3353230406952915e-09,0.0,2.9948232122876406e-09,0.001332201207411895,0.0758583425753901,-0.7611635467912896,0.11852982506463954,0.44486833754752036,0.5418029481762547
