ref_D,ref_bucket,D,eta,mu_full,mu_current,delta_mu,abs_delta_mu
9.423728813559322,neighbor_ref,5.627118644067797,0.2,65.57655333711647,58.11608169618028,-7.460471640936184,7.460471640936184
9.423728813559322,neighbor_ref,5.627118644067797,0.39,65.57954151677552,58.11907268142024,-7.460468835355279,7.460468835355279
9.423728813559322,neighbor_ref,5.627118644067797,0.5800000000000001,65.58252962761077,58.12206393713059,-7.460465690480177,7.460465690480177
9.423728813559322,neighbor_ref,5.627118644067797,0.77,65.58551766956946,58.125054867046565,-7.4604628025228905,7.4604628025228905
9.423728813559322,neighbor_ref,5.627118644067797,0.96,65.58850564268974,58.128045997295,-7.460459645394742,7.460459645394742
9.423728813559322,neighbor_ref,5.627118644067797,1.15,65.59149354690335,58.13103647723421,-7.46045706966914,7.46045706966914
9.423728813559322,neighbor_ref,5.627118644067797,1.34,65.59448138222545,58.13402698197358,-7.4604544002518765,7.4604544002518765
9.423728813559322,neighbor_ref,5.627118644067797,1.53,65.5974691486311,58.137017757085374,-7.460451391545732,7.460451391545732
9.423728813559322,neighbor_ref,5.627118644067797,1.72,65.6004568460852,58.140008802634924,-7.4604480434502705,7.4604480434502705
9.423728813559322,neighbor_ref,5.627118644067797,1.91,65.60344447458391,58.14300011867662,-7.460444355907292,7.460444355907292
9.423728813559322,neighbor_ref,5.627118644067797,2.1,65.60643203409313,58.145990389651494,-7.460441644441637,7.460441644441637
9.423728813559322,neighbor_ref,5.627118644067797,2.29,65.609419524602,58.14897974676148,-7.46043977784052,7.46043977784052
9.423728813559322,neighbor_ref,5.627118644067797,2.4800000000000004,65.61240694608675,58.15196937398351,-7.460437572103238,7.460437572103238
9.423728813559322,neighbor_ref,5.627118644067797,2.6700000000000004,65.61539429853083,58.154959271384755,-7.460435027146076,7.460435027146076
9.423728813559322,neighbor_ref,5.627118644067797,2.8600000000000003,65.61838158190761,58.15794943901707,-7.4604321428905465,7.4604321428905465
9.423728813559322,neighbor_ref,5.627118644067797,3.0500000000000003,65.621368796204,58.160939876943424,-7.460428919260572,7.460428919260572
9.423728813559322,neighbor_ref,5.627118644067797,3.24,65.62435594139592,58.163930585214906,-7.4604253561810125,7.4604253561810125
9.423728813559322,neighbor_ref,5.627118644067797,3.43,65.62734301746644,58.16692156389638,-7.4604214535700635,7.4604214535700635
9.423728813559322,neighbor_ref,5.627118644067797,3.62,65.63033002438964,58.16991281304256,-7.460417211347078,7.460417211347078
9.423728813559322,neighbor_ref,5.627118644067797,3.81,65.63331696214662,58.17290433271047,-7.460412629436149,7.460412629436149
9.423728813559322,neighbor_ref,5.627118644067797,4.0,65.63630383072451,58.17589612296358,-7.460407707760936,7.460407707760936
9.423728813559322,neighbor_ref,5.898305084745763,0.2,101.14738070788785,48.073471926212655,-53.07390878167519,53.07390878167519
9.423728813559322,neighbor_ref,5.898305084745763,0.39,101.14905499320376,48.0757314132703,-53.073323579933465,53.073323579933465
9.423728813559322,neighbor_ref,5.898305084745763,0.5800000000000001,101.15072924513196,48.07799112404495,-53.072738121087006,53.072738121087006
9.423728813559322,neighbor_ref,5.898305084745763,0.77,101.1524034638751,48.08025062677909,-53.07215283709601,53.07215283709601
9.423728813559322,neighbor_ref,5.898305084745763,0.96,101.15407764941213,48.08251030244541,-53.071567346966724,53.071567346966724
9.423728813559322,neighbor_ref,5.898305084745763,1.15,101.15575180161981,48.084769534995665,-53.07098226662415,53.07098226662415
9.423728813559322,neighbor_ref,5.898305084745763,1.34,101.15742592061925,48.087028813366956,-53.07039710725229,53.07039710725229
9.423728813559322,neighbor_ref,5.898305084745763,1.53,101.15910000634999,48.08928831539938,-53.06981169095061,53.06981169095061
9.423728813559322,neighbor_ref,5.898305084745763,1.72,101.16077405881033,48.091548041134004,-53.06922601767633,53.06922601767633
9.423728813559322,neighbor_ref,5.898305084745763,1.91,101.16244807799512,48.09380799060446,-53.06864008739066,53.06864008739066
9.423728813559322,neighbor_ref,5.898305084745763,2.1,101.16412206395033,48.09606721112531,-53.06805485282502,53.06805485282502
9.423728813559322,neighbor_ref,5.898305084745763,2.29,101.16579601661935,48.09832579772049,-53.06747021889886,53.06747021889886
9.423728813559322,neighbor_ref,5.898305084745763,2.4800000000000004,101.16746993602744,48.10058460780446,-53.06688532822299,53.06688532822299
9.423728813559322,neighbor_ref,5.898305084745763,2.6700000000000004,101.16914382215079,48.10284364140724,-53.066300180743546,53.066300180743546
9.423728813559322,neighbor_ref,5.898305084745763,2.8600000000000003,101.17081767501716,48.10510289857061,-53.065714776446555,53.065714776446555
9.423728813559322,neighbor_ref,5.898305084745763,3.0500000000000003,101.1724914945877,48.10736237932476,-53.06512911526294,53.06512911526294
9.423728813559322,neighbor_ref,5.898305084745763,3.24,101.1741652808991,48.10962208371031,-53.06454319718879,53.06454319718879
9.423728813559322,neighbor_ref,5.898305084745763,3.43,101.17583903390955,48.111882011751874,-53.06395702215768,53.06395702215768
9.423728813559322,neighbor_ref,5.898305084745763,3.62,101.17751275365416,48.11414216349812,-53.06337059015603,53.06337059015603
9.423728813559322,neighbor_ref,5.898305084745763,3.81,101.17918644011651,48.11640253897936,-53.06278390113715,53.06278390113715
9.423728813559322,neighbor_ref,5.898305084745763,4.0,101.18086009327342,48.11866313822826,-53.06219695504517,53.06219695504517
9.423728813559322,neighbor_ref,6.169491525423729,0.2,94.66912582342725,51.780714104248716,-42.888411719178535,42.888411719178535
9.423728813559322,neighbor_ref,6.169491525423729,0.39,94.66966479365918,51.78252743856074,-42.88713735509844,42.88713735509844
9.423728813559322,neighbor_ref,6.169491525423729,0.5800000000000001,94.67020375671139,51.78434090800715,-42.885862848704235,42.885862848704235
9.423728813559322,neighbor_ref,6.169491525423729,0.77,94.67074271229757,51.786154183945115,-42.88458852835245,42.88458852835245
9.423728813559322,neighbor_ref,6.169491525423729,0.96,94.6712816608683,51.78796755641007,-42.883314104458236,42.883314104458236
9.423728813559322,neighbor_ref,6.169491525423729,1.15,94.6718206021487,51.78978055661613,-42.88204004553257,42.88204004553257
9.423728813559322,neighbor_ref,6.169491525423729,1.34,94.67235953630824,51.79159355662077,-42.88076597968747,42.88076597968747
9.423728813559322,neighbor_ref,6.169491525423729,1.53,94.67289846319554,51.793406691672025,-42.87949177152351,42.87949177152351
9.423728813559322,neighbor_ref,6.169491525423729,1.72,94.67343738298004,51.79521996183941,-42.87821742114063,42.87821742114063
9.423728813559322,neighbor_ref,6.169491525423729,1.91,94.67397629557347,51.79703336710063,-42.876942928472836,42.876942928472836
9.423728813559322,neighbor_ref,6.169491525423729,2.1,94.67451520087802,51.798846182726066,-42.87566901815195,42.87566901815195
9.423728813559322,neighbor_ref,6.169491525423729,2.29,94.67505409906852,51.80065848110527,-42.874395617963245,42.874395617963245
9.423728813559322,neighbor_ref,6.169491525423729,2.4800000000000004,94.67559299000622,51.802470914415075,-42.87312207559115,42.87312207559115
9.423728813559322,neighbor_ref,6.169491525423729,2.6700000000000004,94.67613187378893,51.804283482690835,-42.8718483910981,42.8718483910981
9.423728813559322,neighbor_ref,6.169491525423729,2.8600000000000003,94.67667075037163,51.806096185941634,-42.870574564429994,42.870574564429994
9.423728813559322,neighbor_ref,6.169491525423729,3.0500000000000003,94.67720961974513,51.80790902417993,-42.8693005955652,42.8693005955652
9.423728813559322,neighbor_ref,6.169491525423729,3.24,94.67774848193456,51.80972199743107,-42.86802648450349,42.86802648450349
9.423728813559322,neighbor_ref,6.169491525423729,3.43,94.67828733692058,51.81153510570074,-42.866752231219834,42.866752231219834
9.423728813559322,neighbor_ref,6.169491525423729,3.62,94.67882618469967,51.81334834901335,-42.86547783568632,42.86547783568632
9.423728813559322,neighbor_ref,6.169491525423729,3.81,94.6793650253108,51.81516172737932,-42.86420329793148,42.86420329793148
9.423728813559322,neighbor_ref,6.169491525423729,4.0,94.67990385871913,51.81697524081358,-42.862928617905546,42.862928617905546
9.423728813559322,neighbor_ref,6.4406779661016955,0.2,56.87028304250315,43.53714701638286,-13.333136026120286,13.333136026120286
9.423728813559322,neighbor_ref,6.4406779661016955,0.39,56.87039563378095,43.53726362083838,-13.33313201294257,13.33313201294257
9.423728813559322,neighbor_ref,6.4406779661016955,0.5800000000000001,56.87050822434055,43.53738022594942,-13.333127998391127,13.333127998391127
9.423728813559322,neighbor_ref,6.4406779661016955,0.77,56.8706208140796,43.537496829350445,-13.333123984729156,13.333123984729156
9.423728813559322,neighbor_ref,6.4406779661016955,0.96,56.87073340295254,43.537613432997276,-13.333119969955263,13.333119969955263
9.423728813559322,neighbor_ref,6.4406779661016955,1.15,56.87084599089311,43.53773003361073,-13.33311595728238,13.33311595728238
9.423728813559322,neighbor_ref,6.4406779661016955,1.34,56.87095857783774,43.53784663378225,-13.333111944055489,13.333111944055489
9.423728813559322,neighbor_ref,6.4406779661016955,1.53,56.87107116401557,43.53796323449946,-13.33310792951611,13.33310792951611
9.423728813559322,neighbor_ref,6.4406779661016955,1.72,56.87118374923924,43.53807983575733,-13.333103913481914,13.333103913481914
9.423728813559322,neighbor_ref,6.4406779661016955,1.91,56.871296333519844,43.5381964375426,-13.333099895977242,13.333099895977242
9.423728813559322,neighbor_ref,6.4406779661016955,2.1,56.87140891691508,43.53831303473912,-13.33309588217596,13.33309588217596
9.423728813559322,neighbor_ref,6.4406779661016955,2.29,56.8715214994677,43.53842962792927,-13.333091871538429,13.333091871538429
9.423728813559322,neighbor_ref,6.4406779661016955,2.4800000000000004,56.8716340810893,43.53854622162317,-13.333087859466126,13.333087859466126
9.423728813559322,neighbor_ref,6.4406779661016955,2.6700000000000004,56.87174666180095,43.53866281585992,-13.333083845941026,13.333083845941026
9.423728813559322,neighbor_ref,6.4406779661016955,2.8600000000000003,56.87185924162872,43.53877941064942,-13.333079830979301,13.333079830979301
9.423728813559322,neighbor_ref,6.4406779661016955,3.0500000000000003,56.871971820555466,43.538896005969875,-13.333075814585591,13.333075814585591
9.423728813559322,neighbor_ref,6.4406779661016955,3.24,56.87208439859576,43.53901260184165,-13.333071796754112,13.333071796754112
9.423728813559322,neighbor_ref,6.4406779661016955,3.43,56.872196975689505,43.5391291982396,-13.333067777449905,13.333067777449905
9.423728813559322,neighbor_ref,6.4406779661016955,3.62,56.87230955190335,43.53924579518555,-13.333063756717799,13.333063756717799
9.423728813559322,neighbor_ref,6.4406779661016955,3.81,56.87242212723419,43.53936239266686,-13.333059734567328,13.333059734567328
9.423728813559322,neighbor_ref,6.4406779661016955,4.0,56.87253470167413,43.539478990707124,-13.333055710967002,13.333055710967002
9.423728813559322,neighbor_ref,6.711864406779661,0.2,25.12018280650927,15.826666493019488,-9.293516313489782,9.293516313489782
9.423728813559322,neighbor_ref,6.711864406779661,0.39,25.12019883826612,15.826692160228058,-9.293506678038062,9.293506678038062
9.423728813559322,neighbor_ref,6.711864406779661,0.5800000000000001,25.120214869765753,15.826717827546824,-9.29349704221893,9.29349704221893
9.423728813559322,neighbor_ref,6.711864406779661,0.77,25.120230900885893,15.826743494247754,-9.293487406638139,9.293487406638139
9.423728813559322,neighbor_ref,6.711864406779661,0.96,25.120246932138574,15.82676916098885,-9.293477771149725,9.293477771149725
9.423728813559322,neighbor_ref,6.711864406779661,1.15,25.12026296327889,15.826794826854607,-9.293468136424282,9.293468136424282
9.423728813559322,neighbor_ref,6.711864406779661,1.34,25.120278994257493,15.826820492529007,-9.293458501728486,9.293458501728486
9.423728813559322,neighbor_ref,6.711864406779661,1.53,25.120295025243028,15.826846158312868,-9.29344886693016,9.29344886693016
9.423728813559322,neighbor_ref,6.711864406779661,1.72,25.120311056175428,15.826871824205824,-9.293439231969604,9.293439231969604
9.423728813559322,neighbor_ref,6.711864406779661,1.91,25.120327086947242,15.826897490180505,-9.293429596766737,9.293429596766737
9.423728813559322,neighbor_ref,6.711864406779661,2.1,25.120343117650087,15.82692315484567,-9.293419962804418,9.293419962804418
9.423728813559322,neighbor_ref,6.711864406779661,2.29,25.120359148323615,15.826948818373394,-9.293410329950222,9.293410329950222
9.423728813559322,neighbor_ref,6.711864406779661,2.4800000000000004,25.12037517881925,15.82697448197074,-9.293400696848508,9.293400696848508
9.423728813559322,neighbor_ref,6.711864406779661,2.6700000000000004,25.12039120929994,15.827000145679115,-9.293391063620824,9.293391063620824
9.423728813559322,neighbor_ref,6.711864406779661,2.8600000000000003,25.12040723969383,15.82702580948902,-9.293381430204809,9.293381430204809
9.423728813559322,neighbor_ref,6.711864406779661,3.0500000000000003,25.120423270026272,15.827051473397859,-9.293371796628414,9.293371796628414
9.423728813559322,neighbor_ref,6.711864406779661,3.24,25.120439300258294,15.827077137403412,-9.293362162854882,9.293362162854882
9.423728813559322,neighbor_ref,6.711864406779661,3.43,25.12045533039575,15.827102801506516,-9.293352528889233,9.293352528889233
9.423728813559322,neighbor_ref,6.711864406779661,3.62,25.1204713604354,15.827128465704435,-9.293342894730964,9.293342894730964
9.423728813559322,neighbor_ref,6.711864406779661,3.81,25.120487390449288,15.82715413000762,-9.293333260441667,9.293333260441667
9.423728813559322,neighbor_ref,6.711864406779661,4.0,25.12050342035287,15.827179794412226,-9.293323625940642,9.293323625940642
9.694915254237287,candidate_ref,5.627118644067797,0.2,57.5547616979981,58.29525916150112,0.7404974635030186,0.7404974635030186
9.694915254237287,candidate_ref,5.627118644067797,0.39,57.55746140292994,58.29825936823605,0.7407979653061147,0.7407979653061147
9.694915254237287,candidate_ref,5.627118644067797,0.5800000000000001,57.56016105602808,58.301259846275244,0.7410987902471646,0.7410987902471646
9.694915254237287,candidate_ref,5.627118644067797,0.77,57.562860657245224,58.304259997515594,0.7413993402703696,0.7413993402703696
9.694915254237287,candidate_ref,5.627118644067797,0.96,57.56556020661473,58.30726034970606,0.7417001430913359,0.7417001430913359
9.694915254237287,candidate_ref,5.627118644067797,1.15,57.56825970407602,58.31026004958234,0.7420003455063195,0.7420003455063195
9.694915254237287,candidate_ref,5.627118644067797,1.34,57.57095914964238,58.313259774335215,0.7423006246928381,0.7423006246928381
9.694915254237287,candidate_ref,5.627118644067797,1.53,57.573658543291614,58.31625977029414,0.742601227002524,0.742601227002524
9.694915254237287,candidate_ref,5.627118644067797,1.72,57.57635788499197,58.31926003752456,0.7429021525325865,0.7429021525325865
9.694915254237287,candidate_ref,5.627118644067797,1.91,57.579057174740214,58.322260576081106,0.7432034013408924,0.7432034013408924
9.694915254237287,candidate_ref,5.627118644067797,2.1,57.58175641250567,58.3252600663488,0.7435036538431277,0.7435036538431277
9.694915254237287,candidate_ref,5.627118644067797,2.29,57.584455598278616,58.32825863993406,0.7438030416554469,0.7438030416554469
9.694915254237287,candidate_ref,5.627118644067797,2.4800000000000004,57.58715473203782,58.33125748446414,0.744102752426322,0.744102752426322
9.694915254237287,candidate_ref,5.627118644067797,2.6700000000000004,57.589853813768215,58.33425660000641,0.7444027862381972,0.7444027862381972
9.694915254237287,candidate_ref,5.627118644067797,2.8600000000000003,57.59255284344607,58.33725598661293,0.7447031431668591,0.7447031431668591
9.694915254237287,candidate_ref,5.627118644067797,3.0500000000000003,57.595251821059506,58.34025564434683,0.7450038232873268,0.7450038232873268
9.694915254237287,candidate_ref,5.627118644067797,3.24,57.5979507465871,58.343255573259334,0.745304826672232,0.745304826672232
9.694915254237287,candidate_ref,5.627118644067797,3.43,57.60064962001352,58.34625577341555,0.7456061534020293,0.7456061534020293
9.694915254237287,candidate_ref,5.627118644067797,3.62,57.603348441315504,58.34925624487031,0.7459078035548075,0.7459078035548075
9.694915254237287,candidate_ref,5.627118644067797,3.81,57.60604721047624,58.3522569876809,0.7462097772046619,0.7462097772046619
9.694915254237287,candidate_ref,5.627118644067797,4.0,57.608745927483945,58.35525800191087,0.7465120744269242,0.7465120744269242
9.694915254237287,candidate_ref,5.898305084745763,0.2,90.79702562735869,60.251653720638146,-30.545371906720547,30.545371906720547
