n_points,max_abs_coeff_participation_parented_recon_residual,max_abs_tree_diag_parented_recon_residual,h_part_neff_p50,h_part_neff_p90,h_part_susceptibility_p50,h_part_susceptibility_p90,coeff_participation_access_parented_p50,coeff_participation_access_parented_p90,h_tree_pressure_fraction_p50,h_tree_pressure_fraction_p90,tree_diag_compressibility_parented_p50,tree_diag_compressibility_parented_p90,"corr(h_part_neff, coeff_participation_access_parented)","corr(h_part_susceptibility, coeff_participation_access_parented)","corr(h_part_response, coeff_participation_access_parented)","corr(h_tree_pressure_fraction, tree_diag_compressibility_parented)","corr(h_tree_pressure_fraction, eymh_parented_prefactor_diag)","corr(tree_diag_compressibility_parented, eymh_parented_prefactor_diag)","corr(coeff_participation_access_parented, eymh_parented_prefactor_diag)","corr(h_part_response, abs_mu_diff_vs_const)","corr(h_tree_pressure_fraction, abs_mu_diff_vs_const)"
441,0.1591035847462855,1.1102230246251565e-16,1.9230319294369516,1.951555387179109,0.9230319294369516,0.9515553871791089,0.8164448504092193,0.8531000011091132,0.3905411316343833,0.4584919900244405,0.7806784666977927,0.8602919879262766,0.972676981095804,0.9726769810958041,-0.970734992120254,-0.9984173564878887,-0.7212520350729404,0.7066075653587666,0.7128685566117684,-0.12284621856973385,0.17996386323813948
