n_scan_points,best_m,best_s,best_a,canonical_max_abs_det_ratio_residual,canonical_max_abs_schur_residual,canonical_max_abs_weight_residual,canonical_max_abs_xi_residual,canonical_corr_xi,runner_up_m,runner_up_s,runner_up_a,runner_up_max_abs_det_ratio_residual,runner_up_max_abs_schur_residual,runner_up_max_abs_weight_residual,runner_up_max_abs_xi_residual,selection_gap_det_ratio_residual,selection_gap_schur_residual,selection_gap_weight_residual,selection_gap_xi_residual,canonical_log_sum_p50,canonical_abs_log_diff_p90
175,0.0,1.0,0.0,4.440892098500626e-16,4.440892098500626e-16,1.1102230246251565e-16,8.326672684688674e-17,1.0,0.05,1.125,0.0,0.0006609429764634633,0.0004724492932390856,0.00010905050627962876,0.007733287930013655,0.0006609429764630192,0.0004724492932386415,0.00010905050627951773,0.0077332879300135715,-0.9215016166625015,0.9661067906626924
