n_points,mean_abs_delta_mu_between_constant_and_input_tied,p95_abs_delta_mu_between_constant_and_input_tied,max_abs_delta_mu_between_constant_and_input_tied,acceptance_mismatch_fraction_between_constant_and_input_tied
441,0.480135674495674,2.277607148176971,5.023944210536079,0.02947845804988662
