g_beta,g_center,g_half_width,worst_score,mean_score,worst_p95
0.25,0.06,0.04,7.3569264720389995,7.3569264720389995,7.3569264720389995
0.35,0.06,0.04,9.771754590562928,9.771754590562928,9.771754590562928
0.45,0.06,0.04,13.007125649973645,13.007125649973645,13.007125649973645
