case,g_mode_requested,g_mode_active,g_fp_blend,f_R3_gt_0p90,f_R3_gt_0p95,f_hmumu_chi2_le_4,best_chi2,f_winner_gt_3,mean_tail_prob,max_tail_prob,f_tail_gt_0p10,g1_D12,g2_D12,g3_D12
baseline_fp_2d_full,fp_2d_full,fp_2d_full,0.01,0.9269444444444445,0.21666666666666667,0.1613888888888889,6.392023399609519e-05,0.0002777777777777778,0.12670915945907923,1.0,0.07305555555555555,29.997742106255217,26.871381411441558,8.378771647580486
legacy_cardy,cardy,cardy,0.01,0.8769444444444444,0.7766666666666666,0.15916666666666668,5.963054606141829e-05,0.0002777777777777778,0.11250300539577751,1.0,0.12305555555555556,6.133707406236226,0.3943027583836226,0.08446071282223085
first_principles_fp_1d,fp_1d,fp_1d,0.01,0.8602777777777778,0.7594444444444445,0.1597222222222222,2.141571513966128e-05,0.0002777777777777778,0.11372218160983645,1.0,0.13972222222222222,5.876185226714984,0.38827511623878097,0.08446071282223085
first_principles_fp_2d,fp_2d,fp_2d,0.01,0.8602777777777778,0.7594444444444445,0.1597222222222222,1.9018482482537384e-07,0.0002777777777777778,0.11435223143122832,1.0,0.13972222222222222,5.752817124184272,0.3857025682399265,0.08446071282223085
