u,v,kappa,mean_objective,max_objective,max_abs_det_ratio_residual,max_abs_schur_residual,max_abs_weight_residual,mean_abs_xi_residual,max_abs_xi_residual,"corr(xi_gen, xi_target)"
0.625,0.375,1.0,0.0002573469160461006,0.0008520080545108851,0.004958071007317599,0.0035029349914763586,0.0004585013351181555,0.013768540753865154,0.03949756083862749,0.9712470298575063
0.625,0.5,1.2,0.0002570795003809967,0.0008746705461769074,0.005054082296758189,0.0031834990986507883,0.0005237315036135115,0.023412358056010284,0.04391695340358348,0.9935923026764046
0.625,0.625,1.2,0.00025646871808783267,0.0008668193447836891,0.005103125993211499,0.0033190923223869184,0.0005151638815763526,0.016267511230239423,0.04357409952926186,0.9916625692347342
0.375,0.5,1.0,0.0002579779023595383,0.0008807927872796209,0.005130956923491858,0.0038548584722728485,0.0005108791060128848,0.023051548104626274,0.043465695881706595,0.9929720792074727
0.25,0.375,0.9,0.0002591129060602132,0.0008904099598909824,0.005228391709920732,0.003928060667800715,0.0006721158375647684,0.026710608388113777,0.05097406994854316,0.9763507358594041
0.375,0.5,0.8,0.00025748045560085303,0.0008447499822104792,0.005262824597530358,0.0033780870581705535,0.0005357265870332695,0.026880028711002535,0.04504364143423033,0.9929720792074734
0.375,0.375,0.8,0.00025791693669529865,0.0008505327679524662,0.005284262278527407,0.0036106200561354385,0.0005311019857325849,0.021910483718145773,0.045042582845726487,0.9889246802532532
0.625,0.25,1.1,0.0002581447682451315,0.0008753096191832759,0.0053845538997499,0.0033474662744710226,0.0008230251322415283,0.018894218978447223,0.06075992157386843,0.9207720191991319
0.375,0.625,0.8,0.00025708971378942666,0.0008396115767868414,0.0055584288611982835,0.003486800566981474,0.0006044609309732163,0.03131475492100827,0.04867645686567107,0.9738032949179171
0.75,0.375,1.1,0.00025701760793536157,0.0008505516018784539,0.0055616137970355695,0.004178408508333398,0.000552247873053191,0.013479745023734717,0.04711390438821593,0.9465444505907037
0.75,0.75,1.0,0.0002560760563276083,0.0008254691183485961,0.005639230790548844,0.004236589098143284,0.0007015417442914895,0.04294592577455242,0.05396942666019447,0.9714298280106362
0.25,0.25,0.9,0.000259956005674898,0.0009008085602518665,0.005744558904379193,0.004268609885800911,0.000927798783070477,0.03502980364550346,0.0656492534728599,0.9505900320196681
0.5,0.25,0.9,0.00025815642281805623,0.000858869792114374,0.005767548167099346,0.004066338582029871,0.0005214460734911386,0.013842594504941937,0.045850252980718695,0.942428757301817
0.625,0.375,1.2,0.0002577716836829299,0.0008835332364889025,0.005817183080361499,0.003639423415763954,0.0007713573902136117,0.0314710924983309,0.05752000749781691,0.9712470298575063
0.5,0.625,1.1,0.00025689772750860584,0.0008703568302834831,0.005829983742303035,0.004110358012988868,0.0005285603434154185,0.017188633112826045,0.046346596805710905,0.9891101924916051
0.625,0.25,1.0,0.00025784769429190973,0.0008588247371172722,0.005871284170244184,0.004139476369476647,0.0005312621389057526,0.013218741662239894,0.04667492264095999,0.9207720191991315
0.375,0.75,0.8,0.00025673711740827125,0.0008350325554742551,0.00597320026428827,0.0037370329605557195,0.0007337405684063603,0.03527342647798551,0.0571399041825211,0.9405695224082647
0.375,0.25,0.8,0.0002584084149928911,0.0008570606577821693,0.006024792266435597,0.004247357849636035,0.0005482294972940505,0.017443577353272878,0.047894957157975385,0.9534142017071559
0.75,0.25,1.2,0.0002577109210569579,0.0008718936430488819,0.006129285215054736,0.0038104503968217074,0.0009370945422053634,0.021026601339540634,0.06916355484674415,0.8919743766535069
0.625,0.75,0.9,0.0002563317627798469,0.0008256165307109709,0.006245918883609036,0.003965288497476571,0.0007535196380977771,0.045096735352855015,0.058682920249312695,0.9721167239578734
0.375,0.25,1.0,0.0002595665673114312,0.0009005367870135291,0.006250265734915494,0.003885661494647197,0.0009825444834544728,0.03952285904482762,0.07052871285900474,0.9534142017071562
0.625,0.625,0.9,0.0002566083566677508,0.0008294504365518751,0.006264417440474457,0.004416379847416163,0.0006302250485730188,0.04147625416674648,0.05118249438202886,0.9916625692347342
0.75,0.25,1.1,0.0002575036289899787,0.0008572876888540146,0.006284291808009268,0.004648344126503723,0.0006142598621933226,0.014643870857424293,0.052412692608405934,0.8919743766535069
0.625,0.75,1.2,0.0002559250012488189,0.0008598419976897117,0.0062869365713145164,0.004432164332885069,0.0005748984666748003,0.01334858137656593,0.04997891120919193,0.9721167239578732
0.75,0.625,1.0,0.0002563473057926788,0.0008293333149529279,0.006371778931357763,0.004703077089690311,0.0006443756577684256,0.039143333952079785,0.05302983753076346,0.9827937253979423
0.375,0.625,1.0,0.000257318124527369,0.0008725841687993079,0.006553198601210397,0.004860410398322301,0.0006443642665105997,0.01639627868443163,0.054803859014106115,0.9738032949179161
0.25,0.5,0.9,0.00025836872126881743,0.0008812197492438566,0.006572955332719399,0.0049382235964978705,0.0006546976394138371,0.019295126585643713,0.05568124655811252,0.9714730619912545
0.625,0.5,0.9,0.000256915616943041,0.0008337537899344474,0.007099933425593452,0.0050056681301300365,0.000641697264696317,0.03742623201115801,0.05644194724151738,0.9935923026764044
0.75,0.5,1.0,0.00025664954764244806,0.0008336725106368375,0.007194129989358089,0.005147897265972645,0.0006793703837673082,0.03489230894774314,0.0580454350276392,0.9761565989271702
0.5,0.625,0.8,0.00025686232860156665,0.0008284415554675804,0.007282949083434964,0.004674758884346986,0.0007505536653923395,0.04539905944786484,0.06268805161157001,0.9891101924916049
0.5,0.25,1.1,0.00025909076186075256,0.0008979394933687518,0.007310779054386263,0.0045449607860375,0.0011181811065316127,0.041195989720587634,0.08249566635576448,0.9424287573018169
0.5,0.5,0.8,0.0002571657102758482,0.000832603030677672,0.007333882687303284,0.005170240370571122,0.0007179140278436025,0.04163301949796336,0.061382295945567655,1.0
0.5,0.75,1.1,0.00025632522816126143,0.0008631592073592523,0.0074802591878251334,0.005273864328095179,0.0006784475167614934,0.01447337794751544,0.05946578445232037,0.9619673117722816
0.5,0.75,0.8,0.00025658837976834484,0.0008247321356398772,0.007534426014312867,0.004726342920744253,0.0008473281167397095,0.04876334852069099,0.0670332044732518,0.9619673117722813
0.625,0.375,0.9,0.0002572597738265478,0.0008385974366192312,0.007886155857374177,0.005560036760450693,0.0007126283619143248,0.03289319388735266,0.06269253946912975,0.9712470298575062
0.75,0.375,1.0,0.00025698920279390385,0.0008385585523730354,0.007974840259093785,0.005628170645409547,0.0007338136089291014,0.030136805366625104,0.06346078731639913,0.946544450590704
0.25,0.625,0.9,0.00025770638406822857,0.0008730692042648433,0.008002212951101928,0.006012016637725548,0.0007973503235140234,0.014653596023563746,0.06778886661876987,0.9457960117941079
0.5,0.375,0.8,0.0002575043860609086,0.0008372845311245478,0.00810605955175081,0.005714609590533382,0.0007324551660318201,0.0374154194611424,0.06444029234235792,0.9864653589028208
0.625,0.25,1.2,0.0002585631180310763,0.0008935720518400585,0.008184206935184068,0.005120312348415146,0.0012475056301434195,0.040551416373948705,0.09201033606451654,0.9207720191991315
0.375,0.75,1.0,0.00025672775667361444,0.0008652843214955422,0.008249029314648215,0.005929301990074798,0.0007863580241446178,0.015189243688787114,0.0668562124770973,0.9405695224082649
0.75,0.75,0.9,0.00025629076948902166,0.0008172587010703008,0.008310923422572003,0.005859288700537313,0.0008709271729777646,0.05675918239020146,0.0692258227018279,0.9714298280106353
0.375,0.375,1.1,0.00025938878615807873,0.0009135813645509309,0.008460709510413,0.006062614624864349,0.000992236885228981,0.061573847249196255,0.07569358903675188,0.9889246802532532
0.625,0.25,0.9,0.00025764843251730205,0.0008440651275800071,0.008625858519344831,0.006081554983871307,0.0007793331490889566,0.027932380934579757,0.0685729505553034,0.9207720191991318
0.75,0.25,1.0,0.0002573741407028199,0.0008440764081520516,0.008709287719880443,0.006140375711012336,0.0007910127002024314,0.025399391187589798,0.06923618731375238,0.8919743766535063
0.5,0.25,0.8,0.0002578854784573283,0.0008425663454220619,0.008832504211488956,0.006226934520832561,0.000797957140807215,0.03268885464236851,0.07021526919087623,0.9424287573018166
0.5,0.5,1.2,0.0002578790297637268,0.0008973536800581024,0.008963634395593445,0.006319182675142088,0.0008810741781009046,0.050884801608621875,0.07502280615569382,0.9999999999999998
0.75,0.625,0.9,0.00025650411688028096,0.000820370523559837,0.009025235011624666,0.006363074051895179,0.0008287576164786037,0.05367908301399861,0.07174741055066372,0.9827937253979429
0.625,0.75,0.8,0.0002565209806915108,0.0008165182618935293,0.009031359882132328,0.006008915189351427,0.0009533011782290046,0.059903639025897,0.07776270695151792,0.9721167239578727
0.5,0.375,1.2,0.00025878285726511674,0.0009083670350584684,0.009176024375206815,0.005756117023904217,0.0010742637659222343,0.06037440169146902,0.08330432893901735,0.9864653589028212
0.625,0.625,0.8,0.00025673332552437686,0.0008195282498144894,0.0092252463481719,0.006503613860683988,0.0008950085371418615,0.05704301191588532,0.07605986002812024,0.9916625692347336
0.25,0.25,1.0,0.0002610321770168247,0.0009298684345603624,0.009484765105294723,0.007047845233530081,0.0014396219219257045,0.07037381007199686,0.10175386588086092,0.9505900320196675
0.25,0.75,0.9,0.0002571120621264268,0.0008658172520086043,0.009521499435629632,0.007153447849099326,0.000949103302548493,0.016079089805977196,0.08065914506357838,0.908678251360932
0.75,0.5,0.9,0.00025674105421125625,0.0008238626527975892,0.009697363632827027,0.006837006426592573,0.0008759172805757887,0.050235752760485926,0.07709109017025362,0.9761565989271699
0.625,0.5,0.8,0.00025696840941083656,0.0008229044840643211,0.009885407126537071,0.006969120830442765,0.0008928547390139041,0.05384299441023517,0.07858547313777324,0.993592302676405
0.375,0.25,1.1,0.0002604662728715725,0.0009264681589817483,0.009997705529233958,0.006254897448533692,0.001457577790888842,0.07210858748472007,0.10710507347268196,0.9534142017071563
0.25,0.375,1.0,0.00025993401857848903,0.0009168043320318298,0.010235404198194242,0.007689800397640667,0.0011684031296121944,0.06010319864312069,0.08981476320570349,0.9763507358594038
0.375,0.5,1.1,0.00025844533781532855,0.000902216426127219,0.010276507755472064,0.007252819849968173,0.0009562569406451615,0.052178301247076446,0.08177962022498139,0.9929720792074728
0.75,0.375,0.9,0.0002570063873759454,0.0008277919639121145,0.010329738951313061,0.007282854832427965,0.000932895562519187,0.04638379485978032,0.08211828153325422,0.9465444505907044
0.625,0.375,0.8,0.0002572307692191976,0.0008267015559768549,0.010506469857231249,0.00740714048896729,0.0009488083848855355,0.05026133465809267,0.08352270110573473,0.9712470298575063
0.5,0.625,1.2,0.0002570827382856275,0.0008876070750264509,0.010810407552347634,0.007621431713835669,0.0009812646460476415,0.042411211721343524,0.0859388977549333,0.9891101924916048
0.75,0.75,0.8,0.0002565077032206834,0.0008099526082905735,0.010842238729088738,0.007643586466319796,0.0010591588750347158,0.06911841199367691,0.08876324128980669,0.9714298280106355
0.75,0.25,0.9,0.0002573059667508009,0.0008322255031247022,0.010924641394550516,0.007702283450515601,0.0009864817263927073,0.042070896011463445,0.08684757494026524,0.8919743766535069
0.5,0.25,1.2,0.00025981790412640197,0.0009208576179270979,0.011064146062127467,0.0069220981526056935,0.001599473955018249,0.07100917253371024,0.1178776686975168,0.9424287573018166
0.625,0.25,0.8,0.0002575259024884756,0.0008309837753726969,0.01109075012364169,0.007819204270435698,0.001001432996490248,0.046249340851466154,0.08816752155603796,0.9207720191991314
0.75,0.625,0.8,0.00025667178495396856,0.0008123985063645645,0.01140663307105605,0.008041639089614527,0.0010386595810757404,0.06668475322729442,0.09067867871537033,0.982793725397943
0.25,0.5,1.0,0.0002589696871116819,0.0009052788511709444,0.011895359288069507,0.008936915124427625,0.0011864516103434752,0.050948282837602096,0.10076874098310834,0.971473061991255
0.75,0.5,0.8,0.0002568534391365472,0.0008151417618990779,0.011937601136257747,0.008416104175795525,0.0010776805712062743,0.06396409722451896,0.09489968611453849,0.9761565989271701
0.375,0.625,1.1,0.0002576120283322151,0.000892156280290338,0.012206869526958819,0.008606302554425405,0.0011181554206320943,0.04379389700628434,0.09704089843694405,0.9738032949179173
0.75,0.375,0.8,0.0002570561851685749,0.0008182263834029041,0.01243712259722951,0.008768379459418885,0.0011226413000170465,0.06092057493260342,0.09887070418697984,0.9465444505907039
0.5,0.75,1.2,0.0002563750331276323,0.0008789521495297751,0.012773928370255483,0.009006100386358629,0.0011600523818292574,0.03494795991298065,0.1015488436966672,0.9619673117722816
0.75,0.25,0.8,0.00025728427736118446,0.0008217040948951423,0.012907059880324478,0.009099779849018663,0.0011649294247617625,0.05751285238578515,0.10260653856025365,0.891974376653507
0.25,0.625,1.0,0.0002581156330998847,0.0008950726831280232,0.013659874866319477,0.010262585545695924,0.001363062569700757,0.042784099490941634,0.11571642007033961,0.9457960117941084
0.375,0.375,1.2,0.0002602883543745238,0.0009397540993984699,0.013941287484568132,0.009828603036571515,0.0014688891739222942,0.0952605071132114,0.11513082797143384,0.988924680253253
0.25,0.25,1.1,0.00026244940673704627,0.0009626036754334119,0.013957376718055414,0.010486096978510329,0.002006622606674502,0.10943823822759485,0.14575754693754928,0.9505900320196682
0.375,0.75,1.1,0.000256869690222591,0.0008832204623978072,0.014258824690218663,0.010053008192109747,0.0012973232777493404,0.03651979594573177,0.11335331761659315,0.9405695224082651
0.375,0.25,1.2,0.00026164264263519796,0.0009553548746998598,0.014381265685537326,0.00910417328718749,0.0019986415489828824,0.10779771863317363,0.14716489700194751,0.953414201707156
0.25,0.75,1.0,0.0002573529176202402,0.0008860034969552791,0.01553553719289713,0.011671759880726107,0.0015509737755778907,0.03603811216332234,0.13160565271825142,0.9086782513609326
0.25,0.375,1.1,0.0002610435176010379,0.0009464915160784796,0.015769470632602367,0.0118475127306219,0.0017182436954809033,0.09701079839865469,0.13411715005630992,0.9763507358594041
0.375,0.5,1.2,0.00025910823782017596,0.000926019566863533,0.016101695260678284,0.011352301320703972,0.0014634339434713706,0.08407903087928371,0.12800357790367753,0.9929720792074728
0.25,0.5,1.1,0.0002598153603378353,0.000932304198256705,0.01781870076485248,0.01335652155003375,0.0017758719366766096,0.08593335027397721,0.15060228745284066,0.9714730619912542
0.375,0.625,1.2,0.0002580707158245463,0.0009138799159230518,0.018398985302778836,0.012971977283809721,0.0016731547308582728,0.07410089690677078,0.1462663347196904,0.9738032949179175
0.25,0.25,1.2,0.0002642780699545925,0.000999204511866229,0.019763591280677062,0.014711769458784829,0.0026291975884857877,0.15222308811229732,0.19438590484045065,0.9505900320196676
0.25,0.625,1.1,0.0002587330849920825,0.0009197614634552078,0.02013589964544593,0.014960582759768748,0.0019902385396932676,0.07605468842451803,0.16868897914839048,0.9457960117941079
0.375,0.75,1.2,0.00025715062570133736,0.0009031107235813164,0.02084098153012892,0.014693676555103341,0.0018963410905380451,0.06519388590357202,0.16567946167728928,0.9405695224082649
0.25,0.375,1.2,0.00026250371631876513,0.0009796299257411852,0.02229154397055977,0.016401197666743972,0.002322037920333697,0.13743340765471565,0.18493272191602533,0.9763507358594038
0.25,0.75,1.1,0.0002577712589997369,0.0009086316558820181,0.02268730402066943,0.016665683705154866,0.002218366461463561,0.06724363533284144,0.18791495065236374,0.9086782513609324
0.25,0.5,1.2,0.0002609616777942638,0.0009624291052545125,0.024978732274380633,0.018197042873317137,0.002423476589684115,0.1242503288947689,0.20518188596730919,0.9714730619912538
0.25,0.625,1.2,0.0002596096194075939,0.0009472488536145647,0.027835186435523518,0.020106008279943577,0.0026794651485388954,0.1124939048755778,0.22670654385292222,0.9457960117941084
0.25,0.75,1.2,0.00025841395615151244,0.0009337989334854929,0.030871568501904978,0.02213521932238649,0.0029519465136015333,0.10200802351027677,0.2495870388659152,0.9086782513609318
