n_scan_points,best_kappa,best_delta,best_nu,canonical_max_abs_det_ratio_residual,canonical_max_abs_schur_residual,canonical_max_abs_weight_residual,canonical_max_abs_xi_residual,canonical_corr_xi,runner_up_kappa,runner_up_delta,runner_up_nu,runner_up_max_abs_det_ratio_residual,runner_up_max_abs_schur_residual,runner_up_max_abs_weight_residual,runner_up_max_abs_xi_residual,selection_gap_det_ratio_residual,selection_gap_schur_residual,selection_gap_weight_residual,selection_gap_xi_residual,canonical_log_ratio_p50,canonical_log_ratio_p90
105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.05,0.000717730490718882,0.0005392267961337183,7.135618990017356e-05,0.006080085196541324,0.000717730490718882,0.0005392267961337183,7.135618990017356e-05,0.006080085196541324,-0.20396671389319285,0.4830533953313462
