candidate_mode,parent_mode,decision,go_flag,n_gates,n_passed,n_failed,tol_preserve,tol_parent_regression,min_drift_improvement,d60e21_drift_parent,d60e21_drift_candidate,d100e41_drift_parent,d100e41_drift_candidate,d21e41_complement_parent,d21e41_complement_candidate
cell_direct_runtime_release_fullwidthrefamp_pointamp2_widthboost_twolobe_d8compd60snapmaplate,cell_direct_runtime_release_fullwidthrefamp_pointamp2_widthboost_twolobe_d8compmaplate,GO_promotion_gate_closed,1,20,20,0,1e-09,1e-09,1e-06,1.205126924785977,1.202815230757238,1.041924642067773,0.934938912855249,0.7569947064696276,0.7569947064696276
