target_D,eval_D,case,case_label,d40_beta,mismatch,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,score
4.0,4.0,D60E21_release,D60 x E21 release,1.295,0.09523809523809523,0.1188339682073889,0.12764584348899222,2.49978634915977
4.0,4.0,D60E21_release,D60 x E21 release,1.3,0.047619047619047616,0.0821204198493577,0.09041949503064872,1.2725966103255482
4.0,4.0,D60E21_release,D60 x E21 release,1.305,0.0,0.06487492660017757,0.06941783324265405,0.06487492660017757
4.0,4.0,D60E21_release,D60 x E21 release,1.31,0.047619047619047616,0.0920392207971219,0.09614217318339113,1.2825154112733124
