channel,layer_N,mu_ref,mu_min,mu_p10,mu_p50,mu_p90,mu_max,mu_mean,mu_std,f_mu_gt_0p8,f_mu_gt_1p0,f_mu_gt_1p2,obs_mu,obs_sigma,f_chi2_le_1,f_chi2_le_4,best_chi2,best_D,best_eta,obs_source
ee,1,1.0,1.3635939989109081e-06,1.3635939990679895e-06,0.08887279609551649,20.963241873903414,23.9543216273589,4.306746836007409,7.77916831370701,0.37472222222222223,0.35,0.3333333333333333,nan,nan,nan,nan,nan,nan,nan,
mumu,2,1.0,7.407618517495128e-08,7.407618517495128e-08,0.05318259450883554,17.625792407064143,71.5832626532033,5.716780495320452,15.149295217565344,0.38333333333333336,0.38333333333333336,0.36666666666666664,1.4,0.4,0.08194444444444444,0.15,2.2079807637329057e-05,4.0,0.26440677966101694,"ATLAS Collaboration, arXiv:2507.03595"
tautau,3,1.0,1.2615405602193815e-05,1.2615405620964206e-05,0.030535432022651805,15.198343929718398,15.853767347763162,4.0282414975869285,5.976092253441025,0.38333333333333336,0.38333333333333336,0.36666666666666664,nan,nan,nan,nan,nan,nan,nan,
