section,policy,verdict,release_subset_direct,n_accept_release,n_accept_direct,n_acceptance_gains,n_acceptance_losses,acceptance_fraction_release,acceptance_fraction_direct,delta_acceptance_fraction,accepted_component_count_release,accepted_component_count_direct,gain_component_count,release_full_slab_D_values,direct_full_slab_D_values,gain_full_slab_D_values,gain_eta_min,gain_eta_max,s_cross_min,s_cross_max,n_upper_gain_crossings,n_lower_loss_crossings,max_abs_mu_cross_validation_error,best_chi2_release,best_chi2_direct,best_mu_release,best_mu_direct,y2_over_release_direct,amp_over_release_direct
explicit_topology_policy,monotone_acceptance_enlargement,adoption_safe_under_explicit_monotone_topology_expansion,True,42,63,21,0,0.0952380952380952,0.1428571428571428,0.04761904761904759,1,1,1,8.8;9.6,8;8.8;9.6,8,0.2,4.0,0.4570843082747914,0.4570846900113364,21,0,4.440892098500626e-16,0.2109105392944258,0.0328420209239433,1.5836999898941426,1.3275105294002574,1.1109719014522044,0.8102030058333926
