pair,layer,p95_abs_delta_log_amp_point,p95_abs_delta_log_amp_ref,p95_abs_delta_log_partial,p95_abs_delta_log_width,p95_abs_delta_log_mu,p95_abs_delta_mu,max_abs_delta_mu,p95_abs_path_closure_residual,max_abs_path_closure_residual,max_abs_mu_identity_residual_lhs,max_abs_mu_identity_residual_rhs,acceptance_mismatch,hotspot_p95_abs_delta_log_partial,hotspot_p95_abs_delta_log_width,hotspot_p95_abs_delta_mu,hotspot_max_abs_delta_mu
uniform_vs_runtime,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_vs_runtime,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_vs_uniform,1,0.01465308421278838,0.001377594761116924,0.032061357947809586,0.01690897379573777,0.04860154138665043,1.0396909522253537,3.802426265491505,2.069308266405834e-16,3.621235256101585e-16,0.0,0.0,0.0,0.028799343621468205,0.019790732356515482,3.8020666093030484,3.802426265491505
hybrid_vs_uniform,2,0.011196667469648211,0.0013775947611182583,0.025148524461532897,0.01690897379573777,0.03920381728829424,0.6331194232780984,1.8541474631300972,2.2213134109883017e-16,3.5128150388530344e-16,0.0,0.0,0.016666666666666666,0.02150119206287989,0.019790732356515482,1.8541133908476102,1.8541474631300972
hybrid_vs_uniform,3,0.059275582282284404,0.006851617265968702,0.1322543990965036,0.01690897379573777,0.12766326430101374,2.10010118104414,11.186642699973959,2.0157486790850506e-16,3.157196726277789e-16,0.0,0.0,0.0,0.1179273269763635,0.019790732356515482,11.18663987375648,11.186642699973959
hybrid_vs_runtime,1,0.01465308421278838,0.001377594761116924,0.032061357947809586,0.01690897379573777,0.04860154138665043,1.0396909522253537,3.802426265491505,2.069308266405834e-16,3.621235256101585e-16,0.0,0.0,0.0,0.028799343621468205,0.019790732356515482,3.8020666093030484,3.802426265491505
hybrid_vs_runtime,2,0.011196667469648211,0.0013775947611182583,0.025148524461532897,0.01690897379573777,0.03920381728829424,0.6331194232780984,1.8541474631300972,2.2213134109883017e-16,3.5128150388530344e-16,0.0,0.0,0.016666666666666666,0.02150119206287989,0.019790732356515482,1.8541133908476102,1.8541474631300972
hybrid_vs_runtime,3,0.059275582282284404,0.006851617265968702,0.1322543990965036,0.01690897379573777,0.12766326430101374,2.10010118104414,11.186642699973959,2.0157486790850506e-16,3.157196726277789e-16,0.0,0.0,0.0,0.1179273269763635,0.019790732356515482,11.18663987375648,11.186642699973959
