alpha_center,taper,taper_center_D,taper_sigma_D,p95_abs_delta_mu,max_abs_delta_mu,acceptance_mismatch,hotspot_max_abs_delta_mu,guard_max_abs_delta_mu,D4p814_max_abs_delta_mu,D5p627_max_abs_delta_mu,D5p898_max_abs_delta_mu,D6p169_max_abs_delta_mu,D6p441_max_abs_delta_mu,D6p712_max_abs_delta_mu,D7p254_max_abs_delta_mu
0.8,0.01,5.9,0.4,43.50611785947923,43.50745048642561,0.0,43.50745048642561,1.4208418102181284,1.4208418102181284,10.262445837108054,43.50745048642561,33.7205621370631,18.755509370501926,20.807201913371696,0.12598752984688444
0.8,0.01,6.0,0.4,43.276982499792624,43.278367477652225,0.0,43.278367477652225,1.4227567272789905,1.4227567272789905,10.208515946752314,43.278367477652225,33.52975590386569,18.625465669284807,20.806598311735872,0.1259411559089516
0.8,0.02,5.9,0.4,43.50211396947603,43.50344751044307,0.0,43.50344751044307,1.4167089895438636,1.4167089895438636,9.798522789260794,43.50344751044307,34.39985791931537,17.555562705791218,20.805735217973595,0.1259450886742184
0.8,0.02,6.0,0.4,43.0426942817097,43.04413287833242,0.0,43.04413287833242,1.4205380168709567,1.4205380168709567,9.689544112891518,43.04413287833242,34.02244045977044,17.300045053245412,20.804527350734546,0.12585233896114145
0.825,0.01,5.9,0.4,42.051439183278035,42.053105639834904,0.0,42.053105639834904,1.328846700962183,1.328846700962183,8.949583364941624,42.053105639834904,31.75440300626908,22.22068448938181,20.815783611835037,0.13184287687572116
0.825,0.01,6.0,0.4,41.81525642124264,41.81697740614127,0.0,41.81697740614127,1.330749931950054,1.330749931950054,8.894158056167946,41.81697740614127,31.556548484971074,22.084376374173885,20.815181621037986,0.13179658489549384
0.825,0.02,5.9,0.4,42.04731214762047,42.04897955622298,0.0,42.04897955622298,1.3247391014555046,1.3247391014555046,8.47279622510981,42.04897955622298,32.45879163951788,20.96293446622839,20.814320830624162,0.13180051071029597
0.825,0.02,6.0,0.4,41.57376231690678,41.575539149749105,0.0,41.575539149749105,1.3285447615601775,1.3285447615601775,8.360795686119836,41.575539149749105,32.06743256525476,20.695108117893895,20.813116186834595,0.1317079249158768
