D,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,delta_p95_abs_delta_mu_mumu,delta_max_abs_delta_mu_mumu
4.0,106.57226942269449,107.51502749723593,0.6097560975609756,0.06427128740894861,0.0688045636278487,0.0,-106.50799813528555,-107.44622293360808
4.8,0.11516031117373515,0.11908823079260422,0.0,0.11516031117373515,0.11908823079260422,0.0,0.0,0.0
6.4,0.8396709108690743,0.839887784811225,0.0,0.8396709108690743,0.839887784811225,0.0,0.0,0.0
7.2,1.4086274638246463,1.4086288805670142,0.0,0.06770591096698997,0.06770706988021713,0.0,-1.3409215528576564,-1.340921810686797
8.0,1.729344945573399,1.7293449547896227,0.0,0.04173137806443883,0.04173142711906941,0.0,-1.68761356750896,-1.6876135276705533
