D,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,delta_p95_abs_delta_mu_mumu,delta_max_abs_delta_mu_mumu
4.0,106.57226942269449,107.51502749723593,0.6097560975609756,3.5970611630562255,3.651318932672604,0.6097560975609756,-102.97520825963826,-103.86370856456332
4.8,21.053102724778597,21.07507653870279,0.0,21.053102724778597,21.07507653870279,0.0,0.0,0.0
6.4,0.8396709108690743,0.839887784811225,0.0,0.8396709108690743,0.839887784811225,0.0,0.0,0.0
7.2,1.4086274638246463,1.4086288805670142,0.0,1.4086274638246463,1.4086288805670142,0.0,0.0,0.0
8.0,1.729344945573399,1.7293449547896227,0.0,1.729344945573399,1.7293449547896227,0.0,0.0,0.0
