n_points,max_abs_delta_mu_mumu_uv_tree,max_abs_delta_mu_mumu_uv_rge,max_abs_delta_C_uv_mumu,max_abs_delta_C_ir_mumu,max_abs_delta_chi2_uv_tree,max_abs_delta_chi2_uv_rge,delta_f_chi2_le_4_uv_tree,delta_f_chi2_le_4_uv_rge
441,6.394884621840902e-14,5.684341886080802e-14,1.3552527156068805e-20,1.3552527156068805e-20,3.637978807091713e-11,3.637978807091713e-11,0.0,0.0
