beta_peak,sigma_D,beta_eff,D,eta,effective_ref_amp,effective_ref_vs_raw_ratio,base_mu,cur_mu,mu_cf,delta_mu_cf,delta_log_mu_cf,acceptance_mismatch_cf
0.5,0.15,0.0007243604308505339,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.011101996845625,-41.80986892956001,-0.6168433724685684,0.0
0.75,0.15,0.0010865406462758009,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.011050586672845,-41.80992033973279,-0.6168444214186564,0.0
1.0,0.15,0.0014487208617010678,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.0109991765541,-41.809971749851535,-0.6168454703687418,0.0
0.0,0.2,0.0,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.01120481735304,-41.809766109052596,-0.6168412745683912,0.0
0.25,0.2,0.006324029837561282,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.010307150037086,-41.81066377636855,-0.6168595902890521,0.0
0.5,0.2,0.012648059675122563,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.00940949916241,-41.81156142724323,-0.616877906009713,0.0
0.75,0.2,0.018972089512683844,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.008511864728696,-41.81245906167694,-0.6168962217303741,0.0
1.0,0.2,0.025296119350245127,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.00761424673564,-41.813356679669994,-0.6169145374510353,0.0
0.0,0.3,0.0,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.01120481735304,-41.809766109052596,-0.6168412745683912,0.0
0.25,0.3,0.04877375441437493,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,49.004282029974,-41.816688896431636,-0.6169825336206741,0.0
0.5,0.3,0.09754750882874987,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,48.99736022043238,-41.82361070597326,-0.6171237926729551,0.0
0.75,0.3,0.1463212632431248,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,48.99043938858985,-41.83053153781579,-0.6172650517252382,0.0
1.0,0.3,0.19509501765749973,5.898305084745763,3.0500000000000003,4.519295341068792e-05,0.9850124022214801,90.82097092640564,49.01120481735303,48.98351953430853,-41.83745139209711,-0.6174063107775191,0.0
0.0,0.05,0.0,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328217579913,-41.80928489345555,-0.6168164645408736,0.0
0.25,0.05,7.027525579117002e-27,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328217579913,-41.80928489345555,-0.6168164645408736,0.0
0.5,0.05,1.4055051158234003e-26,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328217579913,-41.80928489345555,-0.6168164645408736,0.0
0.75,0.05,2.1082576737351005e-26,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328217579913,-41.80928489345555,-0.6168164645408736,0.0
1.0,0.05,2.8110102316468006e-26,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328217579913,-41.80928489345555,-0.6168164645408736,0.0
0.0,0.1,0.0,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328217579913,-41.80928489345555,-0.6168164645408736,0.0
0.25,0.1,1.0236597216554897e-07,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.013282161267966,-41.80928490798671,-0.6168164648373474,0.0
0.5,0.1,2.0473194433109794e-07,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328214673689,-41.80928492251778,-0.6168164651338197,0.0
0.75,0.1,3.070979164966469e-07,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328213220574,-41.809284937048936,-0.6168164654302933,0.0
1.0,0.1,4.094638886621959e-07,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328211767466,-41.80928495158001,-0.6168164657267656,0.0
0.0,0.15,0.0,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328217579913,-41.80928489345555,-0.6168164645408736,0.0
0.25,0.15,0.00036218021542526696,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01323076333937,-41.8093363059153,-0.6168175134909629,0.0
0.5,0.15,0.0007243604308505339,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01317935093363,-41.80938771832104,-0.6168185624410505,0.0
0.75,0.15,0.0010865406462758009,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01312793858181,-41.809439130672864,-0.6168196113911383,0.0
1.0,0.15,0.0014487208617010678,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01307652628404,-41.809490542970636,-0.6168206603412237,0.0
0.0,0.2,0.0,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328217579913,-41.80928489345555,-0.6168164645408736,0.0
0.25,0.2,0.006324029837561282,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.012384470435194,-41.81018259881948,-0.6168347802615347,0.0
0.5,0.2,0.012648059675122563,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.011486781513256,-41.81108028774142,-0.6168530959821953,0.0
0.75,0.2,0.018972089512683844,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01058910903296,-41.81197796022171,-0.6168714117028563,0.0
1.0,0.2,0.025296119350245127,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.00969145299395,-41.812875616260726,-0.6168897274235194,0.0
0.0,0.3,0.0,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.01328217579913,-41.80928489345555,-0.6168164645408736,0.0
0.25,0.3,0.04877375441437493,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,49.00635909499513,-41.81620797425954,-0.6169577235931563,0.0
0.5,0.3,0.09754750882874987,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,48.999436992069896,-41.82313007718478,-0.6170989826454393,0.0
0.75,0.3,0.1463212632431248,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,48.9925158668853,-41.830051202369376,-0.6172402416977221,0.0
1.0,0.3,0.19509501765749973,5.898305084745763,3.24,4.5192953410690136e-05,0.9850124022215284,90.82256706925467,49.013282175799105,48.985595719303255,-41.83697134995142,-0.6173815007500049,0.0
0.0,0.05,0.0,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015359716658324,-41.80880346911087,-0.6167916519893671,0.0
0.25,0.05,7.027525579117002e-27,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015359716658324,-41.80880346911087,-0.6167916519893671,0.0
0.5,0.05,1.4055051158234003e-26,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015359716658324,-41.80880346911087,-0.6167916519893671,0.0
0.75,0.05,2.1082576737351005e-26,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015359716658324,-41.80880346911087,-0.6167916519893671,0.0
1.0,0.05,2.8110102316468006e-26,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015359716658324,-41.80880346911087,-0.6167916519893671,0.0
0.0,0.1,0.0,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015359716658324,-41.80880346911087,-0.6167916519893671,0.0
0.25,0.1,1.0236597216554897e-07,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.01535970212654,-41.808803483642656,-0.6167916522858413,0.0
0.5,0.1,2.0473194433109794e-07,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.01535968759486,-41.808803498174335,-0.6167916525823134,0.0
0.75,0.1,3.070979164966469e-07,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.01535967306308,-41.80880351270611,-0.6167916528787872,0.0
1.0,0.1,4.094638886621959e-07,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.01535965853131,-41.808803527237885,-0.616791653175261,0.0
0.0,0.15,0.0,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015359716658324,-41.80880346911087,-0.6167916519893671,0.0
0.25,0.15,0.00036218021542526696,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015308302019335,-41.80885488374986,-0.6167927009394565,0.0
0.5,0.15,0.0007243604308505339,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015256887434454,-41.80890629833474,-0.6167937498895423,0.0
0.75,0.15,0.0010865406462758009,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015205472903304,-41.80895771286589,-0.6167947988396321,0.0
1.0,0.15,0.0014487208617010678,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015154058426205,-41.80900912734299,-0.6167958477897195,0.0
0.0,0.2,0.0,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015359716658324,-41.80880346911087,-0.6167916519893671,0.0
0.25,0.2,0.006324029837561282,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.014461973242994,-41.8097012125262,-0.61680996771003,0.0
0.5,0.2,0.012648059675122563,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.013564246270526,-41.81059893949867,-0.6168282834306892,0.0
0.75,0.2,0.018972089512683844,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.01266653574023,-41.811496650028964,-0.616846599151352,0.0
1.0,0.2,0.025296119350245127,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.01176884165209,-41.8123943441171,-0.616864914872013,0.0
0.0,0.3,0.0,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.015359716658324,-41.80880346911087,-0.6167916519893671,0.0
0.25,0.3,0.04877375441437493,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.00843634240359,-41.8157268433656,-0.6169329110416504,0.0
0.5,0.3,0.09754750882874987,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,49.00151394606918,-41.82264923970001,-0.6170741700939311,0.0
0.75,0.3,0.1463212632431248,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,48.99459252751666,-41.829570658252536,-0.6172154291462161,0.0
1.0,0.3,0.19509501765749973,5.898305084745763,3.43,4.519295341068843e-05,0.9850124022214911,90.8241631857692,49.01535971665828,48.98767208660821,-41.83649109916099,-0.6173566881984989,0.0
0.0,0.05,0.0,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174374399724,-41.80832183600876,-0.6167668369137194,0.0
0.25,0.05,7.027525579117002e-27,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174374399724,-41.80832183600876,-0.6167668369137194,0.0
0.5,0.05,1.4055051158234003e-26,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174374399724,-41.80832183600876,-0.6167668369137194,0.0
0.75,0.05,2.1082576737351005e-26,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174374399724,-41.80832183600876,-0.6167668369137194,0.0
1.0,0.05,2.8110102316468006e-26,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174374399724,-41.80832183600876,-0.6167668369137194,0.0
0.0,0.1,0.0,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174374399724,-41.80832183600876,-0.6167668369137194,0.0
0.25,0.1,1.0236597216554897e-07,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.01743742544001,-41.80832185054115,-0.6167668372101932,0.0
0.5,0.1,2.0473194433109794e-07,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.01743741090769,-41.80832186507347,-0.6167668375066657,0.0
0.75,0.1,3.070979164966469e-07,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174373963753,-41.808321879605856,-0.6167668378031395,0.0
1.0,0.1,4.094638886621959e-07,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174373818429,-41.80832189413825,-0.6167668380996134,0.0
0.0,0.15,0.0,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174374399724,-41.80832183600876,-0.6167668369137194,0.0
0.25,0.15,0.00036218021542526696,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.01738602315397,-41.80837325282719,-0.616767885863809,0.0
0.5,0.15,0.0007243604308505339,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.01733460638967,-41.80842466959149,-0.6167689348138947,0.0
0.75,0.15,0.0010865406462758009,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.01728318967912,-41.808476086302036,-0.616769983763984,0.0
1.0,0.15,0.0014487208617010678,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.01723177302257,-41.80852750295858,-0.616771032714072,0.0
0.0,0.2,0.0,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174374399724,-41.80832183600876,-0.6167668369137194,0.0
0.25,0.2,0.006324029837561282,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0165396585025,-41.809219617478654,-0.6167851526343804,0.0
0.5,0.2,0.012648059675122563,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.01564189347598,-41.810117382505176,-0.6168034683550415,0.0
0.75,0.2,0.018972089512683844,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.01474414489251,-41.811015131088645,-0.6168217840757028,0.0
1.0,0.2,0.025296119350245127,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.01384641275174,-41.811912863229416,-0.6168400997963651,0.0
0.0,0.3,0.0,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.0174374399724,-41.80832183600876,-0.6167668369137194,0.0
0.25,0.3,0.04877375441437493,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.010513772241254,-41.8152455037399,-0.6169080959660006,0.0
0.5,0.3,0.09754750882874987,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,49.00359108247171,-41.82216819350945,-0.6170493550182834,0.0
0.75,0.3,0.1463212632431248,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,48.99666937052577,-41.82908990545538,-0.6171906140705644,0.0
1.0,0.3,0.19509501765749973,5.898305084745763,3.62,4.519295341068794e-05,0.9850124022214806,90.82575927598116,49.0174374399724,48.98974863626525,-41.83601063971591,-0.6173318731228457,0.0
0.0,0.05,0.0,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515345763416,-41.80783999411221,-0.6167420193136625,0.0
0.25,0.05,7.027525579117002e-27,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515345763416,-41.80783999411221,-0.6167420193136625,0.0
0.5,0.05,1.4055051158234003e-26,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515345763416,-41.80783999411221,-0.6167420193136625,0.0
0.75,0.05,2.1082576737351005e-26,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515345763416,-41.80783999411221,-0.6167420193136625,0.0
1.0,0.05,2.8110102316468006e-26,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515345763416,-41.80783999411221,-0.6167420193136625,0.0
0.0,0.1,0.0,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515345763416,-41.80783999411221,-0.6167420193136625,0.0
0.25,0.1,1.0236597216554897e-07,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515331230416,-41.80784000864521,-0.616742019610136,0.0
0.5,0.1,2.0473194433109794e-07,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.01951531669741,-41.807840023178215,-0.61674201990661,0.0
0.75,0.1,3.070979164966469e-07,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.01951530216457,-41.80784003771105,-0.6167420202030803,0.0
1.0,0.1,4.094638886621959e-07,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.01951528763148,-41.807840052244146,-0.6167420204995561,0.0
0.0,0.15,0.0,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515345763416,-41.80783999411221,-0.6167420193136625,0.0
0.25,0.15,0.00036218021542526696,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.01946392676538,-41.80789141311024,-0.6167430682637517,0.0
0.5,0.15,0.0007243604308505339,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.01941250782146,-41.80794283205417,-0.6167441172138375,0.0
0.75,0.15,0.0010865406462758009,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.01936108893129,-41.80799425094433,-0.616745166163927,0.0
1.0,0.15,0.0014487208617010678,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.01930967009515,-41.808045669780476,-0.6167462151140147,0.0
0.0,0.2,0.0,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515345763416,-41.80783999411221,-0.6167420193136625,0.0
0.25,0.2,0.006324029837561282,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.01861752623544,-41.808737813640185,-0.6167603350343254,0.0
0.5,0.2,0.012648059675122563,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.017719723151735,-41.80963561672389,-0.616778650754984,0.0
0.75,0.2,0.018972089512683844,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.016821936511484,-41.81053340336414,-0.616796966475649,0.0
1.0,0.2,0.025296119350245127,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.015924166314804,-41.81143117356082,-0.6168152821963115,0.0
0.0,0.3,0.0,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.019515345763416,-41.80783999411221,-0.6167420193136625,0.0
0.25,0.3,0.04877375441437493,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.01259138452958,-41.814763955346045,-0.6168832783659521,0.0
0.5,0.3,0.09754750882874987,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,49.005668401299026,-41.8216869385766,-0.6170245374182389,0.0
0.75,0.3,0.1463212632431248,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,48.99874639593331,-41.828608943942314,-0.6171657964705285,0.0
1.0,0.3,0.19509501765749973,5.898305084745763,3.81,4.519295341069075e-05,0.9850124022215418,90.82735533987562,49.01951534576344,48.9918253682946,-41.835529971581025,-0.6173070555228152,0.0
0.0,0.05,0.0,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159343405452,-41.8073579433762,-0.6167171991888305,0.0
0.25,0.05,7.027525579117002e-27,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159343405452,-41.8073579433762,-0.6167171991888305,0.0
0.5,0.05,1.4055051158234003e-26,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159343405452,-41.8073579433762,-0.6167171991888305,0.0
0.75,0.05,2.1082576737351005e-26,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159343405452,-41.8073579433762,-0.6167171991888305,0.0
1.0,0.05,2.8110102316468006e-26,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159343405452,-41.8073579433762,-0.6167171991888305,0.0
0.0,0.1,0.0,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159343405452,-41.8073579433762,-0.6167171991888305,0.0
0.25,0.1,1.0236597216554897e-07,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.021593419520904,-41.80735795790982,-0.6167171994853043,0.0
0.5,0.1,2.0473194433109794e-07,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159340498728,-41.80735797244345,-0.6167171997817784,0.0
0.75,0.1,3.070979164966469e-07,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.021593390453816,-41.80735798697691,-0.616717200078249,0.0
1.0,0.1,4.094638886621959e-07,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159337592021,-41.807358001510515,-0.6167172003747224,0.0
0.0,0.15,0.0,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159343405452,-41.8073579433762,-0.6167171991888305,0.0
0.25,0.15,0.00036218021542526696,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02154201287678,-41.80740936455395,-0.616718248138918,0.0
0.5,0.15,0.0007243604308505339,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02149059175293,-41.8074607856778,-0.616719297089006,0.0
0.75,0.15,0.0010865406462758009,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.021439170683074,-41.80751220674765,-0.6167203460390932,0.0
1.0,0.15,0.0014487208617010678,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02138774966703,-41.8075636277637,-0.6167213949891829,0.0
0.0,0.2,0.0,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159343405452,-41.8073579433762,-0.6167171991888305,0.0
0.25,0.2,0.006324029837561282,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02069557646523,-41.8082558009655,-0.6167355149094932,0.0
0.5,0.2,0.012648059675122563,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.019797735320864,-41.80915364210986,-0.6167538306301522,0.0
0.75,0.2,0.018972089512683844,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.01889991062068,-41.810051466810044,-0.616772146350817,0.0
1.0,0.2,0.025296119350245127,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.01800210236483,-41.810949275065894,-0.616790462071478,0.0
0.0,0.3,0.0,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.02159343405452,-41.8073579433762,-0.6167171991888305,0.0
0.25,0.3,0.04877375441437493,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.01466917929281,-41.81428219813792,-0.6168584582411168,0.0
0.5,0.3,0.09754750882874987,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.00774590257578,-41.82120547485495,-0.6169997172934012,0.0
0.75,0.3,0.1463212632431248,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,49.00082360376508,-41.82812777366565,-0.6171409763456877,0.0
1.0,0.3,0.19509501765749973,5.898305084745763,4.0,4.519295341069009e-05,0.9850124022215273,90.82895137743073,49.02159343405454,48.99390228272277,-41.835049094707955,-0.6172822353979726,0.0
0.0,0.05,0.0,6.169491525423728,0.2,4.584404170927067e-05,0.9992033324582639,86.94702113806264,55.39047265309157,55.39047265309156,-31.55654848497108,-0.45089137553853864,0.0
0.25,0.05,1.0236597216553915e-07,6.169491525423728,0.2,4.584404170927067e-05,0.9992033324582639,86.94702113806264,55.39047265309157,55.39047120814927,-31.556549929913366,-0.45089140162501595,0.0
0.5,0.05,2.047319443310783e-07,6.169491525423728,0.2,4.584404170927067e-05,0.9992033324582639,86.94702113806264,55.39047265309157,55.39046976320693,-31.556551374855708,-0.45089142771149493,0.0
0.75,0.05,3.070979164966175e-07,6.169491525423728,0.2,4.584404170927067e-05,0.9992033324582639,86.94702113806264,55.39047265309157,55.39046831826484,-31.5565528197978,-0.45089145379797013,0.0
1.0,0.05,4.094638886621566e-07,6.169491525423728,0.2,4.584404170927067e-05,0.9992033324582639,86.94702113806264,55.39047265309157,55.39046687332279,-31.55655426473985,-0.45089147988444506,0.0
0.0,0.1,0.0,6.169491525423728,0.2,4.584404170927067e-05,0.9992033324582639,86.94702113806264,55.39047265309157,55.39047265309156,-31.55654848497108,-0.45089137553853864,0.0
