d4p0_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
1.5,106.57226942269449,107.51502749723593,0.6097560975609756,0.9953103726612587,1.0026230597947898,0.3902439024390244,0.9991205566419756,1.4317566957694496,9.026867783862014e-05,1.0044020506689961
