mode,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
full_direct,5.898305084745763,0.2,90.79702562735869,90.79702562735869,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,0.2,48.98004822121742,90.79702562735869,-41.81697740614127,-0.6172134916309128,0.0
fullwidthrefamp_pointamp,5.898305084745763,0.2,48.98004822121742,90.79702562735869,-41.81697740614127,-0.6172134916309128,0.0
full_direct,5.898305084745763,0.39,90.79862216474444,90.79862216474444,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,0.39,48.98212549346682,90.79862216474444,-41.816496671277626,-0.6171886653825593,0.0
fullwidthrefamp_pointamp,5.898305084745763,0.39,48.982125493466796,90.79862216474444,-41.81649667127765,-0.6171886653825598,0.0
full_direct,5.898305084745763,0.5800000000000001,90.80021867571749,90.80021867571749,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,0.5800000000000001,48.98420294818252,90.80021867571749,-41.81601572753497,-0.6171638366076475,0.0
fullwidthrefamp_pointamp,5.898305084745763,0.5800000000000001,48.98420294818251,90.80021867571749,-41.81601572753498,-0.6171638366076477,0.0
full_direct,5.898305084745763,0.77,90.80181516046262,90.80181516046262,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,0.77,48.98628022068269,90.80181516046262,-41.81553493977994,-0.6171390127531313,0.0
fullwidthrefamp_pointamp,5.898305084745763,0.77,48.9862802206827,90.80181516046262,-41.81553493977992,-0.6171390127531311,0.0
full_direct,5.898305084745763,0.96,90.80341161896216,90.80341161896216,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,0.96,48.98835763276785,90.80341161896216,-41.81505398619431,-0.6171141872492978,0.0
fullwidthrefamp_pointamp,5.898305084745763,0.96,48.98835763276781,90.80341161896216,-41.81505398619435,-0.6171141872492986,0.0
full_direct,5.898305084745763,1.15,90.80500805110192,90.80500805110192,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,1.15,48.99043466406522,90.80500805110192,-41.8145733870367,-0.617089370717052,0.0
fullwidthrefamp_pointamp,5.898305084745763,1.15,48.99043466406524,90.80500805110192,-41.81457338703668,-0.6170893707170514,0.0
full_direct,5.898305084745763,1.34,90.8066044569945,90.8066044569945,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,1.34,48.992511727581984,90.8066044569945,-41.81409272941252,-0.6170645547265123,0.0
fullwidthrefamp_pointamp,5.898305084745763,1.34,48.992511727581984,90.8066044569945,-41.81409272941252,-0.6170645547265123,0.0
full_direct,5.898305084745763,1.53,90.80820083658355,90.80820083658355,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,1.53,48.99458897352774,90.80820083658355,-41.81361186305581,-0.617039736211175,0.0
fullwidthrefamp_pointamp,5.898305084745763,1.53,48.994588973527776,90.80820083658355,-41.813611863055776,-0.6170397362111741,0.0
full_direct,5.898305084745763,1.72,90.80979718986694,90.80979718986694,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,1.72,48.99666640193459,90.80979718986694,-41.81313078793235,-0.6170149151707088,0.0
fullwidthrefamp_pointamp,5.898305084745763,1.72,48.9966664019346,90.80979718986694,-41.813130787932344,-0.6170149151707088,0.0
full_direct,5.898305084745763,1.91,90.81139351683984,90.81139351683984,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,1.91,48.998744012828276,90.81139351683984,-41.81264950401157,-0.6169900916048829,0.0
fullwidthrefamp_pointamp,5.898305084745763,1.91,48.99874401282824,90.81139351683984,-41.8126495040116,-0.6169900916048835,0.0
full_direct,5.898305084745763,2.1,90.81298981754493,90.81298981754493,0.0,0.0,0.0
fullwidthrefamp,5.898305084745763,2.1,49.000821001521096,90.81298981754493,-41.812168816023835,-0.616965281936437,0.0
fullwidthrefamp_pointamp,5.898305084745763,2.1,49.00082100152108,90.81298981754493,-41.81216881602385,-0.6169652819364372,0.0
full_direct,5.898305084745763,2.29,90.81458609192988,90.81458609192988,0.0,0.0,0.0
