d_num,eta_num,n_points,observable_mode,ref_mode,ref_D_input,ref_D_effective,ref_D_snapped_to_grid,ref_eta,full_direct_tag,cell_direct_tag,cell_chain_mode,frac_acceptance_mismatch,n_acceptance_mismatch,max_abs_delta_mu_ee,p99_abs_delta_mu_ee,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,max_abs_delta_mu_tautau,p99_abs_delta_mu_tautau,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_chi2_le_4_mumu_full_direct,f_chi2_le_4_mumu_cell_direct,delta_f_chi2_le_4_mumu,best_chi2_mumu_full_direct,best_chi2_mumu_cell_direct,delta_best_chi2_mumu
21,41,861,eft_wilson_uv_rge,fixed,10.0,9.600000000000001,True,1.0,full_direct_map_full_release_D21E41,full_direct_map_cell_direct_runtime_release_D21E41,cell_direct_runtime,0.029036004645760744,25,0.679511434830804,0.6790679616247491,5.02344235688318,5.022398532094959,0.09312478896435294,0.09312369053039796,3398.334054714378,3396.8518712638033,0.1242740998838559,0.0952380952380952,-0.0290360046457607,0.2110735142651695,0.2108887153960863,-0.00018479886908318033
