D,chi_LR,uniform_aux_best_proxy_for_chi_LR,uniform_aux_chi_LR_proxy_value,lorentz_boosted_aux_best_proxy_for_chi_LR,lorentz_boosted_aux_chi_LR_proxy_value,lorentz_contract_aux_best_proxy_for_chi_LR,lorentz_contract_aux_chi_LR_proxy_value,Gamma_ref,uniform_aux_best_proxy_for_Gamma_ref,uniform_aux_Gamma_ref_proxy_value,lorentz_boosted_aux_best_proxy_for_Gamma_ref,lorentz_boosted_aux_Gamma_ref_proxy_value,lorentz_contract_aux_best_proxy_for_Gamma_ref,lorentz_contract_aux_Gamma_ref_proxy_value,g2_raw,uniform_aux_best_proxy_for_g2_raw,uniform_aux_g2_raw_proxy_value,lorentz_boosted_aux_best_proxy_for_g2_raw,lorentz_boosted_aux_g2_raw_proxy_value,lorentz_contract_aux_best_proxy_for_g2_raw,lorentz_contract_aux_g2_raw_proxy_value,g3_raw,uniform_aux_best_proxy_for_g3_raw,uniform_aux_g3_raw_proxy_value,lorentz_boosted_aux_best_proxy_for_g3_raw,lorentz_boosted_aux_g3_raw_proxy_value,lorentz_contract_aux_best_proxy_for_g3_raw,lorentz_contract_aux_g3_raw_proxy_value
5.627118644067797,0.0003755509545519,delta_omega12,0.020406030304682132,delta_omega12,0.019190609539738168,omega2,0.8143475610330092,630.0032417656539,omega1,0.564452932818613,omega1,0.8238421677688366,omega3,1.0028194170346554,4.443211433572337,omega3,1.002821283817521,omega3,1.0028254383670554,omega3,1.0028194170346554,10.326051200528257,omega3,1.002821283817521,omega3,1.0028254383670554,omega2,0.8143475610330092
6.169492525423729,0.0004151101866571,delta_omega12,0.013363080474890876,delta_omega12,0.006672790213973934,omega2,0.6884926440782989,537.4768866906845,omega1,0.5977334613416575,omega1,0.5713722577297272,omega3,1.002821549903645,4.417780578430168,omega3,1.0028241470753387,omega3,1.0028286500859551,omega3,1.002821549903645,10.04212282638029,omega3,1.0028241470753387,omega3,1.0028286500859551,omega2,0.6884926440782989
6.4406779661016955,0.0004352867950354,delta_omega12,0.010965377166660684,delta_omega12,0.009850358428169281,omega2,0.6142676480244329,498.1429699797479,omega1,0.6153728202229675,omega1,0.8058430412920399,omega3,1.0028227285355569,4.40746144215754,omega3,1.002825667663224,omega3,1.0028313314446187,omega3,1.0028227285355569,9.911468615992211,omega3,1.002825667663224,omega3,1.0028313314446187,omega2,0.6142676480244329
6.711864406779661,0.0004556548742646,delta_omega12,0.009090586516665278,delta_omega12,0.007249025582965585,omega2,0.5532924631097086,462.6992213591115,omega1,0.633307998114131,omega1,0.792036259666551,omega3,1.0028239943293598,4.3984867032246875,omega3,1.0028272475106024,omega3,1.0028335058280269,omega3,1.0028239943293598,9.787964214925456,omega3,1.0028272475106024,omega3,1.0028335058280269,omega2,0.5532924631097086
