beta_d21_d48,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v25,delta_max_vs_v25
0.692,0.10229214667021935,0.10644598961546237,0.06533306188391276,0.024646328785436822,0.10644598961546237,-0.08219839536869955,-0.08227673570213584
0.693,0.06137209066542759,0.06548689548755249,0.024763870249560376,-0.01553345307920928,0.06548689548755249,-0.12311845137349131,-0.12323582983004572
0.694,0.051647647032895705,0.05559594147188385,-0.015687147702341992,-0.05559594147188385,0.024646854103878013,-0.1328428950060232,-0.13312678384571436
0.695,0.09163189858563037,0.09554147879759256,-0.056020336199591604,-0.09554147879759256,-0.016074480577293215,-0.09285864345328854,-0.09318124652000565
0.696,0.13149945271035435,0.13537040646179221,-0.09623603846727119,-0.13537040646179221,-0.056677453591895244,-0.052991089328564556,-0.05335231885580599
