section,verdict,accept_lower,accept_upper,mu_obs,sigma_obs,n_points,n_accept_release,n_accept_direct,n_gains,n_losses,pointwise_direct_le_release,max_direct_minus_release_mu,max_release_minus_direct_mu,release_uniform_mu_set_invariance_radius,direct_uniform_mu_set_invariance_radius,direct_over_release_radius_factor,direct_accepted_margin_min,direct_accepted_margin_worst_D,direct_accepted_margin_worst_eta,direct_accepted_margin_worst_mu,direct_rejected_margin_min,direct_rejected_margin_worst_D,direct_rejected_margin_worst_eta,direct_rejected_margin_worst_mu,gain_direct_upper_margin_min,gain_direct_upper_margin_max,gain_direct_sigma_slack_min,gain_direct_sigma_slack_max,gain_release_upper_excess_min,gain_release_upper_excess_max,gain_release_sigma_excess_min,gain_release_sigma_excess_max,release_best_chi2,direct_best_chi2,best_chi2_improvement_factor,direct_best_mu,release_best_mu,first_cross_s,direct_endpoint_s,cross_validation_error,topology_policy_verdict
margin_robust_topology_branch,margin_robust_explicit_topology_branch,0.5999999999999999,2.2,1.4,0.4,441,42,63,21,0,True,-1.0667757876168576e-52,3.137008780667415,0.10493685123702917,0.1454037407902904,1.3856308730081432,0.1454037407902904,8.0,0.2,2.05459625920971,0.19745651771351785,10.4,3.43,0.402543482286482,0.1454037407902904,0.14540389008396204,0.3635093519757253,0.36350972520990443,0.12465209561442547,0.12465215360484017,0.31163023903606435,0.31163038401210086,0.2109105392944258,0.0328420209239433,6.421972015146686,1.3275105294002574,1.5836999898941426,0.4570843082747914,1.0,4.440892098500626e-16,adoption_safe_under_explicit_monotone_topology_expansion
