alpha,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v21,delta_max_vs_v21
0.04,0.8051758981279065,0.8053401132288371,0.8036980219865396,0.8020559922218595,0.8053401132288371,0.5686603092708324,0.5686614407795716
0.045,0.2829570395090073,0.28312069436466913,0.28148420547221775,0.2798477779593611,0.28312069436466913,0.04644145065193331,0.04644202191540364
0.05,0.23651558885707402,0.23667867244926555,-0.23504777518084316,-0.23667867244926555,-0.23341681663126224,2.7755575615628914e-17,5.551115123125783e-17
0.055,0.7474226404134754,0.747585178101474,-0.7459597399738291,-0.747585178101474,-0.7443342406638607,0.5109070515564014,0.5109065056522084
0.06,1.2527708866815956,1.252932885486544,-1.2513128362886012,-1.252932885486544,-1.2496927260075736,1.0162552978245216,1.0162542130372785
