profile,model,scale,f_r3_ge_90,f_r3_ge_95,f_hmumu_chi2_le_4,best_chi2,best_D,best_eta,chi_at_D6,chi_at_D12,chi_at_D18
linear_interp,linear_interp,1.0,0.9833333333333333,0.21666666666666667,0.0961111111111111,7.283863987103455e-08,11.050847457627118,3.1627118644067798,0.0004018269779724134,0.00022141391849283962,0.0002131865283264496
exp_fit,exp_fit,1.0,0.9833333333333333,0.21666666666666667,0.0961111111111111,7.283863987103455e-08,11.050847457627118,3.1627118644067798,0.0003661347268253904,0.0002666866374027715,0.00019425025095506823
linear_interp_x0.8,linear_interp,0.8,0.9833333333333333,0.21666666666666667,0.0961111111111111,7.283863987103455e-08,11.050847457627118,3.1627118644067798,0.0003214615823779307,0.00017713113479427171,0.00017054922266115968
linear_interp_x1.2,linear_interp,1.2,0.9833333333333333,0.21666666666666667,0.0961111111111111,7.283863987103455e-08,11.050847457627118,3.1627118644067798,0.00048219237356689605,0.00026569670219140756,0.0002558238339917395
exp_fit_x0.8,exp_fit,0.8,0.9833333333333333,0.21666666666666667,0.0961111111111111,7.283863987103455e-08,11.050847457627118,3.1627118644067798,0.00029290778146031233,0.0002133493099222172,0.0001554002007640546
exp_fit_x1.2,exp_fit,1.2,0.9833333333333333,0.21666666666666667,0.0961111111111111,7.283863987103455e-08,11.050847457627118,3.1627118644067798,0.00043936167219046847,0.00032002396488332575,0.00023310030114608187
