beta_peak,center_D,sigma_D,D,eta,ref_D_eff,mu_mumu,target_mu,chi2_mumu,target_chi2,abs_delta_mu,abs_delta_chi2
0.5,5.56,0.03,6.4406779661016955,1.72,9.966101694915254,78.4777099890408,45.73881700115645,37131.083607216744,12287.066831637749,32.738892987884356,24844.016775578995
0.5,5.56,0.03,6.4406779661016955,1.91,9.966101694915254,78.47792149517807,45.73893606924289,37131.287387605196,12287.132823452552,32.73898542593518,24844.154564152646
0.5,5.56,0.03,6.4406779661016955,2.1,9.966101694915254,78.47813299305346,45.73905513674126,37131.49116059272,12287.198815118632,32.73907785631221,24844.29234547409
0.5,5.56,0.03,6.4406779661016955,2.29,9.966101694915254,78.47834448371623,45.73917420367656,37131.69492719016,12287.264806649857,32.739170280039666,24844.430120540303
0.5,5.56,0.03,6.4406779661016955,2.4800000000000004,9.966101694915254,78.47855597529635,45.739293269983506,37131.898695230564,12287.330798010027,32.73926270531284,24844.567897220535
0.5,5.56,0.03,6.4406779661016955,2.6700000000000004,9.966101694915254,78.4787674678638,45.73941233567354,37132.10246478136,12287.396789205492,32.73935513219026,24844.705675575868
0.5,5.56,0.03,6.4406779661016955,2.8600000000000003,9.966101694915254,78.47897896143671,45.73953140077024,37132.30623586001,12287.462780249312,32.73944756066647,24844.843455610695
0.5,5.56,0.03,6.4406779661016955,3.0500000000000003,9.966101694915254,78.47919045597585,45.73965046526172,37132.51000842873,12287.528771134896,32.739539990714135,24844.98123729384
0.5,5.56,0.03,6.4406779661016955,3.24,9.966101694915254,78.47940195151779,45.739769529157535,37132.71378252276,12287.594761867544,32.73963242236025,24845.11902065522
0.5,5.56,0.03,6.4406779661016955,3.43,9.966101694915254,78.47961344801698,45.739888592403986,37132.91755809824,12287.66075241748,32.73972485561299,24845.25680568076
0.5,5.56,0.03,6.4406779661016955,3.62,9.966101694915254,78.47982494551316,45.74000765506223,37133.12133519344,12287.726742818604,32.73981729045093,24845.39459237484
0.5,5.56,0.03,6.4406779661016955,3.81,9.966101694915254,78.4800364439836,45.74012671713229,37133.32511378648,12287.79273307093,32.7399097268513,24845.53238071555
0.5,5.56,0.03,6.4406779661016955,4.0,9.966101694915254,78.48024794347046,45.74024577860031,37133.52889391801,12287.858723166766,32.74000216487015,24845.670170751244
0.5,5.56,0.03,6.711864406779661,0.2,9.966101694915254,29.2526486083096,21.2976797472918,4848.5627156123155,2474.485370786164,7.9549688610178,2374.0773448261516
0.5,5.56,0.03,6.711864406779661,0.39,9.966101694915254,29.25269744966551,21.297700117949084,4848.579720141272,2474.490437398944,7.954997331716427,2374.0892827423286
0.5,5.56,0.03,6.711864406779661,0.5800000000000001,9.966101694915254,29.252746291219154,21.297720488349047,4848.5967247688895,2474.4955039529086,7.955025802870107,2374.101220815981
0.5,5.56,0.03,6.711864406779661,0.77,9.966101694915254,29.252795131631164,21.297740858418138,4848.613729028855,2474.500570429766,7.955054273213026,2374.1131585990893
0.5,5.56,0.03,6.711864406779661,0.96,9.966101694915254,29.2528439721278,21.29776122863928,4848.6307333481,2474.505636949629,7.955082743488518,2374.1250963984708
0.5,5.56,0.03,6.711864406779661,1.15,9.966101694915254,29.252892811004433,21.297781598744447,4848.647737133139,2474.510703445832,7.955111212259986,2374.1370336873074
0.5,5.56,0.03,6.711864406779661,1.34,9.966101694915254,29.252941649533273,21.29780196873038,4848.664740826908,2474.515769917566,7.955139680802894,2374.148970909342
0.5,5.56,0.03,6.711864406779661,1.53,9.966101694915254,29.252990488269216,21.297822338734797,4848.681744622597,2474.5208363990846,7.955168149534419,2374.1609082235123
0.5,5.56,0.03,6.711864406779661,1.72,9.966101694915254,29.253039327209965,21.297842708698894,4848.698748519407,2474.525902875761,7.955196618511071,2374.172845643646
0.5,5.56,0.03,6.711864406779661,1.91,9.966101694915254,29.253088166304526,21.29786307852958,4848.715752499582,2474.530969324442,7.955225087774945,2374.1847831751397
0.5,5.56,0.03,6.711864406779661,2.1,9.966101694915254,29.253137002982985,21.29788344831199,4848.732755668376,2474.5360357663017,7.955253554670996,2374.196719902074
0.5,5.56,0.03,6.711864406779661,2.29,9.966101694915254,29.253185837562075,21.29790381807337,4848.749758136053,2474.541102208117,7.955282019488706,2374.208655927936
0.5,5.56,0.03,6.711864406779661,2.4800000000000004,9.966101694915254,29.253234672272725,21.297924187687222,4848.766760679347,2474.546168618427,7.955310484585503,2374.2205920609194
0.5,5.56,0.03,6.711864406779661,2.6700000000000004,9.966101694915254,29.25328350719355,21.29794455730186,4848.783763325626,2474.5512350341173,7.95533894989169,2374.2325282915085
0.5,5.56,0.03,6.711864406779661,2.8600000000000003,9.966101694915254,29.253332342305214,21.297964926847666,4848.800766068161,2474.556301437874,7.955367415457548,2374.2444646302865
0.5,5.56,0.03,6.711864406779661,3.0500000000000003,9.966101694915254,29.25338117760384,21.29798529635069,4848.817768905598,2474.561367836176,7.95539588125315,2374.2564010694223
0.5,5.56,0.03,6.711864406779661,3.24,9.966101694915254,29.25343001308495,21.298005665775957,4848.834771836384,2474.566434220326,7.955424347308995,2374.268337616058
0.5,5.56,0.03,6.711864406779661,3.43,9.966101694915254,29.25347884874859,21.298026035121268,4848.851774860532,2474.5715005897737,7.955452813627321,2374.280274270758
0.5,5.56,0.03,6.711864406779661,3.62,9.966101694915254,29.25352768459161,21.29804640439307,4848.868777976945,2474.5765669461252,7.955481280198541,2374.29221103082
0.5,5.56,0.03,6.711864406779661,3.81,9.966101694915254,29.253576520634038,21.298066773655847,4848.885781192599,2474.5816333054177,7.955509746978191,2374.3041478871814
0.5,5.56,0.03,6.711864406779661,4.0,9.966101694915254,29.253625356866003,21.298087142824578,4848.902784504055,2474.586699646504,7.955538214041425,2374.316084857551
0.5,5.56,0.05,5.627118644067797,0.2,9.911027740902503,58.443725079438934,44.29403558125418,20337.416068366314,11499.364302786871,14.149689498184756,8838.051765579443
0.5,5.56,0.05,5.627118644067797,0.39,9.911027740902503,58.44673292707732,44.296173235880694,20339.56086033305,11500.510489266797,14.150559691196626,8839.050371066254
0.5,5.56,0.05,5.627118644067797,0.5800000000000001,9.911027740902503,58.449741046710905,44.29831085750326,20341.70595935482,11501.656715168638,14.151430189207645,8840.04924418618
0.5,5.56,0.05,5.627118644067797,0.77,9.911027740902503,58.45274883871338,44.30044844608468,20343.85093783319,11502.802980469807,14.152300392628703,8841.047957363384
0.5,5.56,0.05,5.627118644067797,0.96,9.911027740902503,58.455756832177734,44.30258600165074,20345.996173078725,11503.949285181485,14.153170830526996,8842.04688789724
0.5,5.56,0.05,5.627118644067797,1.15,9.911027740902503,58.45876417166661,44.30472352415427,20348.141054986656,11505.09562927573,14.154040647512339,8843.045425710927
0.5,5.56,0.05,5.627118644067797,1.34,9.911027740902503,58.46177153609542,44.30686101360546,20350.286067734683,11506.242012755354,14.154910522489956,8844.04405497933
0.5,5.56,0.05,5.627118644067797,1.53,9.911027740902503,58.46477917242099,44.30899846998715,20352.43138748233,11507.3884356085,14.155780702433837,8845.042951873831
0.5,5.56,0.05,5.627118644067797,1.72,9.911027740902503,58.467787080708945,44.31113589327407,20354.577014307066,11508.534897818963,14.156651187434875,8846.042116488103
0.5,5.56,0.05,5.627118644067797,1.91,9.911027740902503,58.47079526101401,44.313273283464014,20356.722948278617,11509.681399382916,14.157521977549997,8847.0415488957
0.5,5.56,0.05,5.627118644067797,2.1,9.911027740902503,58.473802390360476,44.31541064053281,20358.86824558698,11510.82794028473,14.158391749827665,8848.04030530225
0.5,5.56,0.05,5.627118644067797,2.29,9.911027740902503,58.47680860068988,44.31754796447279,20361.013000248662,11511.97452051764,14.159260636217091,8849.038479731022
0.5,5.56,0.05,5.627118644067797,2.4800000000000004,9.911027740902503,58.47981508265416,44.319685255267416,20363.158061687456,11513.12114007012,14.160129827386747,8850.036921617337
0.5,5.56,0.05,5.627118644067797,2.6700000000000004,9.911027740902503,58.482821836320845,44.32182251290478,20365.30342998217,11514.267798933124,14.160999323416064,8851.035631049046
0.5,5.56,0.05,5.627118644067797,2.8600000000000003,9.911027740902503,58.48582886174212,44.32395973736624,20367.449105200685,11515.414497093989,14.161869124375883,8852.034608106696
0.5,5.56,0.05,5.627118644067797,3.0500000000000003,9.911027740902503,58.48883615898127,44.32609692864255,20369.595087418795,11516.561234545095,14.162739230338723,8853.0338528737
0.5,5.56,0.05,5.627118644067797,3.24,9.911027740902503,58.49184372808968,44.32823408671694,20371.74137670383,11517.70801127479,14.163609641372737,8854.03336542904
0.5,5.56,0.05,5.627118644067797,3.43,9.911027740902503,58.494851569132585,44.33037121157733,20373.88797313301,11518.854827273924,14.164480357555256,8855.033145859084
0.5,5.56,0.05,5.627118644067797,3.62,9.911027740902503,58.49785968216499,44.33250830320546,20376.034876776266,11520.001682530035,14.165351378959535,8856.03319424623
0.5,5.56,0.05,5.627118644067797,3.81,9.911027740902503,58.5008680672443,44.334645361588194,20378.18208770525,11521.148577033417,14.166222705656104,8857.033510671832
0.5,5.56,0.05,5.627118644067797,4.0,9.911027740902503,58.50387672443425,44.33678238671618,20380.329605996147,11522.29551077638,14.16709433771807,8858.034095219768
0.5,5.56,0.05,5.898305084745763,0.2,9.966101694899724,76.24192697421263,73.28983990446632,35008.21270758359,32300.931759311225,2.9520870697463124,2707.280948272364
0.5,5.56,0.05,5.898305084745763,0.39,9.966101694899724,76.2455103985077,73.29120449498502,35011.56516758202,32302.15802337346,2.9543059035226804,2709.4071442085587
0.5,5.56,0.05,5.898305084745763,0.5800000000000001,9.966101694899724,76.24909417760587,73.29256906733613,35014.918120050694,32303.384294385596,2.9565251102697374,2711.5338256650975
0.5,5.56,0.05,5.898305084745763,0.77,9.966101694899724,76.25267762676299,73.2939336216711,35018.27092435064,32304.610572482805,2.958744005091887,2713.660351867835
0.5,5.56,0.05,5.898305084745763,0.96,9.966101694899724,76.25626135018118,73.29529815797706,35021.62414579142,32305.83685765261,2.960963192204119,2715.7872881388103
0.5,5.56,0.05,5.898305084745763,1.15,9.966101694899724,76.25984437084131,73.29666267615853,35024.97687016612,32307.063149808284,2.963181694682774,2717.9137203578393
0.5,5.56,0.05,5.898305084745763,1.34,9.966101694899724,76.26342746417106,73.29802717630976,35028.32982302,32308.289449033593,2.9654002878613,2720.0403739864087
0.5,5.56,0.05,5.898305084745763,1.53,9.966101694899724,76.2670109122153,73.29939165838354,35031.68326831102,32309.5157552852,2.9676192538317565,2722.167513025819
0.5,5.56,0.05,5.898305084745763,1.72,9.966101694899724,76.27059471503915,73.30075612237763,35035.0372061478,32310.74206856015,2.9698385926615174,2724.2951375876473
0.5,5.56,0.05,5.898305084745763,1.91,9.966101694899724,76.27417887269594,73.30212056828817,35038.39163662791,32311.96838885405,2.972058304407767,2726.4232477738587
0.5,5.56,0.05,5.898305084745763,2.1,9.966101694899724,76.27776187427803,73.30348499615062,35041.745145631765,32313.19471619785,2.9742768781274123,2728.5504294339153
0.5,5.56,0.05,5.898305084745763,2.29,9.966101694899724,76.28134387048831,73.30484940592164,35045.09787406448,32314.421050551675,2.97649446456667,2730.676823512804
0.5,5.56,0.05,5.898305084745763,2.4800000000000004,9.966101694899724,76.28492622113974,73.30621379761986,35048.451094659635,32315.647391931347,2.9787124235198803,2732.803702728288
0.5,5.56,0.05,5.898305084745763,2.6700000000000004,9.966101694899724,76.28850892627987,73.307578171227,35051.80480750936,32316.8737403195,2.9809307550528814,2734.93106718986
0.5,5.56,0.05,5.898305084745763,2.8600000000000003,9.966101694899724,76.29209198597506,73.30894252676417,35055.15901272342,32318.10009573419,2.9831494592108925,2737.0589169892337
0.5,5.56,0.05,5.898305084745763,3.0500000000000003,9.966101694899724,76.29567540027314,73.31030686420101,35058.51371039423,32319.326458147218,2.98536853607213,2739.187252247015
0.5,5.56,0.05,5.898305084745763,3.24,9.966101694899724,76.2992591692385,73.31167118356616,35061.86890062972,32320.55282758336,2.9875879856723344,2741.3160730463605
0.5,5.56,0.05,5.898305084745763,3.43,9.966101694899724,76.3028432929102,73.31303548482741,35065.22458351413,32321.779204012782,2.9898078080827872,2743.445379501347
0.5,5.56,0.05,5.898305084745763,3.62,9.966101694899724,76.30642777136543,73.31439976801113,35068.58075916741,32323.005587458232,2.9920280033543065,2745.575171709177
0.5,5.56,0.05,5.898305084745763,3.81,9.966101694899724,76.31001260465226,73.3157640331047,35071.93742768224,32324.23197790746,2.9942485715475584,2747.7054497747813
0.5,5.56,0.05,5.898305084745763,4.0,9.966101694899724,76.3135977928225,73.31712828008988,35075.29458915487,32325.458375343136,2.996469512732631,2749.8362138117373
0.5,5.56,0.05,6.169491525423729,0.2,9.966101694915254,101.7163354251856,72.85711943387253,62896.04470711466,31913.24948616701,28.85921599131308,30982.795220947653
0.5,5.56,0.05,6.169491525423729,0.39,9.966101694915254,101.71989747959738,72.8576226618424,62900.51143948078,31913.69897801407,28.86227481775498,30986.812461466714
0.5,5.56,0.05,6.169491525423729,0.5800000000000001,9.966101694915254,101.72345979946273,72.8581258854363,62904.97866334007,31914.14846911787,28.865333914026436,30990.830194222202
0.5,5.56,0.05,6.169491525423729,0.77,9.966101694915254,101.72702173920639,72.85862910442187,62909.44556911994,31914.59795927079,28.868392634784527,30994.84760984915
0.5,5.56,0.05,6.169491525423729,0.96,9.966101694915254,101.73058386856451,72.8591323191635,62913.91287129409,31915.047448798232,28.871451549401,30998.865422495855
0.5,5.56,0.05,6.169491525423729,1.15,9.966101694915254,101.73414526666953,72.85963552943858,62918.37941495713,31915.496937501248,28.87450973723095,31002.882477455885
0.5,5.56,0.05,6.169491525423729,1.34,9.966101694915254,101.73770666437882,72.86013873538302,62922.8461166683,31915.94642550117,28.877567928995802,31006.899691167127
0.5,5.56,0.05,6.169491525423729,1.53,9.966101694915254,101.7412683273693,72.86064193687325,62927.31330965702,31916.39591268754,28.880626390496047,31010.917396969482
0.5,5.56,0.05,6.169491525423729,1.72,9.966101694915254,101.74483025577744,72.86114513404799,62931.78099412991,31916.84539918418,28.883685121729457,31014.93559494573
0.5,5.56,0.05,6.169491525423729,1.91,9.966101694915254,101.74839244955947,72.86164832683708,62936.249170067524,31917.294884928353,28.88674412272239,31018.95428513917
0.5,5.56,0.05,6.169491525423729,2.1,9.966101694915254,101.75195348508036,72.86215151515749,62940.71605169832,31917.744369845783,28.88980196992287,31022.971681852538
0.5,5.56,0.05,6.169491525423729,2.29,9.966101694915254,101.7555135045397,72.8626546991532,62945.18181724905,31918.193854065008,28.89285880538651,31026.987963184045
0.5,5.56,0.05,6.169491525423729,2.4800000000000004,9.966101694915254,101.75907378905225,72.86315787871023,62949.6480737277,31918.64333748414,28.895915910342026,31031.00473624356
0.5,5.56,0.05,6.169491525423729,2.6700000000000004,9.966101694915254,101.76263433868753,72.86366105391085,62954.11482125687,31919.092820176575,28.898973284776687,31035.0220010803
0.5,5.56,0.05,6.169491525423729,2.8600000000000003,9.966101694915254,101.76619515346336,72.86416422471666,62958.5820598943,31919.542302107944,28.902030928746697,31039.03975778636
0.5,5.56,0.05,6.169491525423729,3.0500000000000003,9.966101694915254,101.7697562334042,72.86466739112022,62963.04978970612,31919.991783271504,28.905088842283973,31043.058006434618
0.5,5.56,0.05,6.169491525423729,3.24,9.966101694915254,101.7733175785598,72.86517055314152,62967.51801079012,31920.441263685032,28.908147025418273,31047.076747105086
0.5,5.56,0.05,6.169491525423729,3.43,9.966101694915254,101.77687918894142,72.8656737107654,62971.98672319588,31920.8907433349,28.911205478176015,31051.095979860977
0.5,5.56,0.05,6.169491525423729,3.62,9.966101694915254,101.7804410645969,72.86617686401031,62976.45592701881,31921.340222237504,28.914264200586587,31055.115704781307
0.5,5.56,0.05,6.169491525423729,3.81,9.966101694915254,101.78400320554678,72.86668001284127,62980.92562232016,31921.789700361533,28.91732319270551,31059.135921958627
0.5,5.56,0.05,6.169491525423729,4.0,9.966101694915254,101.78756561182043,72.86718315729819,62985.39580917217,31922.239177742525,28.92038245452224,31063.156631429647
0.5,5.56,0.05,6.4406779661016955,0.2,9.966101694915254,78.47601792974967,45.73786443452171,37129.45337441932,12286.538891337656,32.73815349522796,24842.914483081662
0.5,5.56,0.05,6.4406779661016955,0.39,9.966101694915254,78.4762294406273,45.737983507291375,37129.65715490139,12286.60488433026,32.73824593333593,24843.05227057113
0.5,5.56,0.05,6.4406779661016955,0.5800000000000001,9.966101694915254,78.47644095269585,45.73810257960763,37129.86093709005,12286.670877248802,32.738338373088226,24843.19005984125
0.5,5.56,0.05,6.4406779661016955,0.77,9.966101694915254,78.47665246169137,45.73822165138581,37130.06471687721,12286.736870046356,32.738430810305566,24843.327846830856
0.5,5.56,0.05,6.4406779661016955,0.96,9.966101694915254,78.47686397113964,45.73834072259768,37130.26849765977,12286.802862707273,32.73852324854196,24843.465634952496
0.5,5.56,0.05,6.4406779661016955,1.15,9.966101694915254,78.47707547512859,45.73845979316265,37130.47227374167,12286.868855186878,32.73861568196594,24843.60341855479
0.5,5.56,0.05,6.4406779661016955,1.34,9.966101694915254,78.47728697832942,45.73857886303054,37130.67604962342,12286.934847457364,32.73870811529888,24843.741202166057
0.5,5.56,0.05,6.4406779661016955,1.53,9.966101694915254,78.47749848252408,45.73869793242382,37130.879827021876,12287.000839642023,32.738800550100265,24843.878987379852
0.5,5.56,0.05,6.4406779661016955,1.72,9.966101694915254,78.47770998770189,45.73881700115645,37131.08360592673,12287.066831637749,32.73889298654544,24844.016774288983
0.5,5.56,0.05,6.4406779661016955,1.91,9.966101694915254,78.47792149383915,45.73893606924289,37131.28738631519,12287.132823452552,32.73898542459626,24844.15456286264
0.5,5.56,0.05,6.4406779661016955,2.1,9.966101694915254,78.47813299171455,45.73905513674126,37131.49115930271,12287.198815118632,32.73907785497329,24844.292344184076
0.5,5.56,0.05,6.4406779661016955,2.29,9.966101694915254,78.47834448237731,45.73917420367656,37131.69492590015,12287.264806649857,32.73917027870075,24844.43011925029
0.5,5.56,0.05,6.4406779661016955,2.4800000000000004,9.966101694915254,78.4785559739574,45.739293269983506,37131.89869394051,12287.330798010027,32.73926270397389,24844.56789593048
0.5,5.56,0.05,6.4406779661016955,2.6700000000000004,9.966101694915254,78.47876746652484,45.73941233567354,37132.1024634913,12287.396789205492,32.7393551308513,24844.705674285804
0.5,5.56,0.05,6.4406779661016955,2.8600000000000003,9.966101694915254,78.47897896009776,45.73953140077024,37132.30623456995,12287.462780249312,32.73944755932752,24844.84345432064
0.5,5.56,0.05,6.4406779661016955,3.0500000000000003,9.966101694915254,78.47919045463688,45.73965046526172,37132.51000713864,12287.528771134896,32.73953998937516,24844.981236003747
0.5,5.56,0.05,6.4406779661016955,3.24,9.966101694915254,78.47940195017883,45.739769529157535,37132.71378123269,12287.594761867544,32.73963242102129,24845.11901936515
0.5,5.56,0.05,6.4406779661016955,3.43,9.966101694915254,78.47961344667803,45.739888592403986,37132.91755680817,12287.66075241748,32.739724854274044,24845.25680439069
0.5,5.56,0.05,6.4406779661016955,3.62,9.966101694915254,78.47982494417418,45.74000765506223,37133.12133390334,12287.726742818604,32.739817289111954,24845.39459108474
0.5,5.56,0.05,6.4406779661016955,3.81,9.966101694915254,78.48003644264462,45.74012671713229,37133.32511249638,12287.79273307093,32.73990972551233,24845.53237942545
0.5,5.56,0.05,6.4406779661016955,4.0,9.966101694915254,78.4802479421315,45.74024577860031,37133.5288926279,12287.858723166766,32.74000216353119,24845.670169461137
0.5,5.56,0.05,6.711864406779661,0.2,9.966101694915254,29.252648607803625,21.2976797472918,4848.562715436158,2474.485370786164,7.954968860511826,2374.0773446499943
0.5,5.56,0.05,6.711864406779661,0.39,9.966101694915254,29.252697449159534,21.297700117949084,4848.579719965113,2474.490437398944,7.95499733121045,2374.0892825661695
0.5,5.56,0.05,6.711864406779661,0.5800000000000001,9.966101694915254,29.252746290713176,21.297720488349047,4848.596724592728,2474.4955039529086,7.95502580236413,2374.101220639819
0.5,5.56,0.05,6.711864406779661,0.77,9.966101694915254,29.252795131125186,21.297740858418138,4848.6137288526925,2474.500570429766,7.955054272707049,2374.1131584229265
0.5,5.56,0.05,6.711864406779661,0.96,9.966101694915254,29.25284397162182,21.29776122863928,4848.630733171937,2474.505636949629,7.95508274298254,2374.125096222308
0.5,5.56,0.05,6.711864406779661,1.15,9.966101694915254,29.25289281049845,21.297781598744447,4848.6477369569775,2474.510703445832,7.955111211754005,2374.1370335111455
0.5,5.56,0.05,6.711864406779661,1.34,9.966101694915254,29.252941649027296,21.29780196873038,4848.664740650747,2474.515769917566,7.9551396802969165,2374.148970733181
0.5,5.56,0.05,6.711864406779661,1.53,9.966101694915254,29.252990487763242,21.297822338734797,4848.681744446435,2474.5208363990846,7.955168149028445,2374.1609080473504
0.5,5.56,0.05,6.711864406779661,1.72,9.966101694915254,29.25303932670398,21.297842708698894,4848.698748343241,2474.525902875761,7.955196618005086,2374.1728454674803
0.5,5.56,0.05,6.711864406779661,1.91,9.966101694915254,29.253088165798545,21.29786307852958,4848.715752323418,2474.530969324442,7.955225087268964,2374.184782998976
0.5,5.56,0.05,6.711864406779661,2.1,9.966101694915254,29.25313700247701,21.29788344831199,4848.732755492213,2474.5360357663017,7.955253554165022,2374.1967197259114
0.5,5.56,0.05,6.711864406779661,2.29,9.966101694915254,29.25318583705609,21.29790381807337,4848.749757959887,2474.541102208117,7.955282018982722,2374.2086557517696
0.5,5.56,0.05,6.711864406779661,2.4800000000000004,9.966101694915254,29.253234671766734,21.297924187687222,4848.766760503178,2474.546168618427,7.9553104840795115,2374.2205918847512
0.5,5.56,0.05,6.711864406779661,2.6700000000000004,9.966101694915254,29.253283506687563,21.29794455730186,4848.783763149459,2474.5512350341173,7.955338949385702,2374.232528115342
0.5,5.56,0.05,6.711864406779661,2.8600000000000003,9.966101694915254,29.25333234179922,21.297964926847666,4848.800765891989,2474.556301437874,7.955367414951553,2374.2444644541147
0.5,5.56,0.05,6.711864406779661,3.0500000000000003,9.966101694915254,29.25338117709785,21.29798529635069,4848.81776872943,2474.561367836176,7.955395880747162,2374.256400893254
0.5,5.56,0.05,6.711864406779661,3.24,9.966101694915254,29.253430012578956,21.298005665775957,4848.834771660214,2474.566434220326,7.9554243468029995,2374.268337439888
0.5,5.56,0.05,6.711864406779661,3.43,9.966101694915254,29.253478848242597,21.298026035121268,4848.851774684362,2474.5715005897737,7.95545281312133,2374.280274094588
0.5,5.56,0.05,6.711864406779661,3.62,9.966101694915254,29.253527684085626,21.29804640439307,4848.868777800776,2474.5765669461252,7.955481279692556,2374.292210854651
0.5,5.56,0.05,6.711864406779661,3.81,9.966101694915254,29.25357652012804,21.298066773655847,4848.885781016425,2474.5816333054177,7.955509746472192,2374.3041477110078
0.5,5.56,0.05,6.711864406779661,4.0,9.966101694915254,29.253625356360008,21.298087142824578,4848.902784327883,2474.586699646504,7.95553821353543,2374.316084681379
0.5,5.56,0.08,5.627118644067797,0.2,9.870736555479773,58.415962656544636,44.29403558125418,20317.62498532808,11499.364302786871,14.121927075290458,8818.260682541208
0.5,5.56,0.08,5.627118644067797,0.39,9.870736555479773,58.41896907537028,44.296173235880694,20319.7677151127,11500.510489266797,14.122795839489584,8819.257225845902
0.5,5.56,0.08,5.627118644067797,0.5800000000000001,9.870736555479773,58.421975766061955,44.29831085750326,20321.910751658477,11501.656715168638,14.123664908558695,8820.25403648984
0.5,5.56,0.08,5.627118644067797,0.77,9.870736555479773,58.42498212927813,44.30044844608468,20324.05366777806,11502.802980469807,14.124533683193448,8821.250687308251
0.5,5.56,0.08,5.627118644067797,0.96,9.870736555479773,58.427988693860485,44.30258600165074,20326.196840419245,11503.949285181485,14.125402692209747,8822.24755523776
0.5,5.56,0.08,5.627118644067797,1.15,9.870736555479773,58.43099460477801,44.30472352415427,20328.339660063863,11505.09562927573,14.126271080623738,8823.244030788133
0.5,5.56,0.08,5.627118644067797,1.34,9.870736555479773,58.43400054062364,44.30686101360546,20330.48261042411,11506.242012755354,14.12713952701818,8824.240597668757
0.5,5.56,0.08,5.627118644067797,1.53,9.870736555479773,58.43700674823687,44.30899846998715,20332.62586749011,11507.3884356085,14.128008278249716,8825.237431881611
0.5,5.56,0.08,5.627118644067797,1.72,9.870736555479773,58.44001322768328,44.31113589327407,20334.76943133927,11508.534897818963,14.12887733440921,8826.234533520308
0.5,5.56,0.08,5.627118644067797,1.91,9.870736555479773,58.4430199790176,44.313273283464014,20336.913302041252,11509.681399382916,14.129746695553585,8827.231902658335
0.5,5.56,0.08,5.627118644067797,2.1,9.870736555479773,58.44602567989255,44.31541064053281,20339.056536693497,11510.82794028473,14.13061503935974,8828.228596408768
0.5,5.56,0.08,5.627118644067797,2.29,9.870736555479773,58.44903046218699,44.31754796447279,20341.19922922212,11511.97452051764,14.131482497714202,8829.224708704478
0.5,5.56,0.08,5.627118644067797,2.4800000000000004,9.870736555479773,58.45203551598728,44.319685255267416,20343.34222823421,11513.12114007012,14.132350260719868,8830.221088164091
0.5,5.56,0.08,5.627118644067797,2.6700000000000004,9.870736555479773,58.45504084136092,44.32182251290478,20345.48553380851,11514.267798933124,14.133218328456138,8831.217734875387
0.5,5.56,0.08,5.627118644067797,2.8600000000000003,9.870736555479773,58.45804643836003,44.32395973736624,20347.629146012812,11515.414497093989,14.134086700993791,8832.214648918824
0.5,5.56,0.08,5.627118644067797,3.0500000000000003,9.870736555479773,58.461052307047915,44.32609692864255,20349.773064922858,11516.561234545095,14.134955378405365,8833.211830377762
0.5,5.56,0.08,5.627118644067797,3.24,9.870736555479773,58.46405844747589,44.32823408671694,20351.917290605907,11517.70801127479,14.135824360758953,8834.209279331117
0.5,5.56,0.08,5.627118644067797,3.43,9.870736555479773,58.467064859709225,44.33037121157733,20354.061823139124,11518.854827273924,14.136693648131896,8835.2069958652
0.5,5.56,0.08,5.627118644067797,3.62,9.870736555479773,58.470071543802824,44.33250830320546,20356.206662592325,11520.001682530035,14.137563240597366,8836.20498006229
0.5,5.56,0.08,5.627118644067797,3.81,9.870736555479773,58.4730784998141,44.334645361588194,20358.351809037136,11521.148577033417,14.138433138225906,8837.20323200372
0.5,5.56,0.08,5.627118644067797,4.0,9.870736555479773,58.476085727806776,44.33678238671618,20360.497262549678,11522.29551077638,14.139303341090596,8838.201751773298
0.5,5.56,0.08,5.898305084745763,0.2,9.966083952065643,76.24079070780618,73.28983990446632,35007.149711060294,32300.931759311225,2.9509508033398646,2706.2179517490695
0.5,5.56,0.08,5.898305084745763,0.39,9.966083952065643,76.24437407869596,73.29120449498502,35010.502070198585,32302.15802337346,2.953169583710931,2708.3440468251247
0.5,5.56,0.08,5.898305084745763,0.5800000000000001,9.966083952065643,76.24795780438347,73.29256906733613,35013.8549217923,32303.384294385596,2.9553887370473433,2710.470627406703
0.5,5.56,0.08,5.898305084745763,0.77,9.966083952065643,76.2515412001349,73.2939336216711,35017.20762522182,32304.610572482805,2.9576075784637936,2712.5970527390127
0.5,5.56,0.08,5.898305084745763,0.96,9.966083952065643,76.25512487014335,73.29529815797706,35020.560745779694,32305.83685765261,2.95982671216629,2714.7238881270823
0.5,5.56,0.08,5.898305084745763,1.15,9.966083952065643,76.25870783740415,73.29666267615853,35023.91336928644,32307.063149808284,2.9620451612456122,2716.8502194781577
0.5,5.56,0.08,5.898305084745763,1.34,9.966083952065643,76.26229087733351,73.29802717630976,35027.26622126556,32308.289449033593,2.9642637010237536,2718.9767722319702
0.5,5.56,0.08,5.898305084745763,1.53,9.966083952065643,76.2658742719721,73.29939165838354,35030.619565667075,32309.5157552852,2.9664826135885534,2721.1038103818755
0.5,5.56,0.08,5.898305084745763,1.72,9.966083952065643,76.26945802138499,73.30075612237763,35033.97340259955,32310.74206856015,2.968701899007357,2723.2313340393994
0.5,5.56,0.08,5.898305084745763,1.91,9.966083952065643,76.2730421256255,73.30212056828817,35037.32773216056,32311.96838885405,2.97092155733732,2725.359343306507
