width_power_base,trigger_lo,trigger_hi,turnoff_lo,turnoff_hi,tail_reboost_max,objective_width_focus,d4p0_max_abs_delta_mu,d4p0_acceptance_mismatch,d4p8_max_abs_delta_mu,d6p4_max_abs_delta_mu,d7p2_max_abs_delta_mu,width_focus_acceptance_mismatch
0.8,4.0,8.0,50.0,100.0,0.0,38.99539469763636,0.9786627326303692,0.3902439024390244,38.99539469763636,6.615337374710364,1.022838568768722,0.13008130081300814
0.8,2.0,4.0,50.0,100.0,0.15,38.99539469763636,0.1306880131025432,0.1951219512195122,38.99539469763636,6.615337374710364,0.5134792410126541,0.06504065040650407
0.8,2.0,4.0,50.0,100.0,0.05,38.99539469763636,0.7122486736370541,0.3902439024390244,38.99539469763636,6.615337374710364,0.5134792410126541,0.13008130081300814
0.8,2.0,4.0,50.0,100.0,0.0,38.99539469763636,0.9786627326303692,0.3902439024390244,38.99539469763636,6.615337374710364,0.5134792410126541,0.13008130081300814
0.8,3.0,6.0,50.0,100.0,0.0,38.99539469763636,0.9786627326303692,0.3902439024390244,38.99539469763636,6.615337374710364,1.0201585204067576,0.13008130081300814
0.8,3.5,7.0,50.0,100.0,0.05,38.99539469763636,0.7122486736370541,0.3902439024390244,38.99539469763636,6.615337374710364,1.022838568768722,0.13008130081300814
0.8,2.5,5.0,50.0,100.0,0.0,38.99539469763636,0.9786627326303692,0.3902439024390244,38.99539469763636,6.615337374710364,0.3602270741826179,0.13008130081300814
0.8,2.5,5.0,50.0,100.0,0.15,38.99539469763636,0.1306880131025432,0.1951219512195122,38.99539469763636,6.615337374710364,0.3602270741826179,0.06504065040650407
0.8,4.0,8.0,50.0,100.0,0.15,38.99539469763636,0.1306880131025432,0.1951219512195122,38.99539469763636,6.615337374710364,1.022838568768722,0.06504065040650407
0.8,3.0,6.0,50.0,100.0,0.15,38.99539469763636,0.1306880131025432,0.1951219512195122,38.99539469763636,6.615337374710364,1.0201585204067576,0.06504065040650407
0.8,2.5,5.0,50.0,100.0,0.05,38.99539469763636,0.7122486736370541,0.3902439024390244,38.99539469763636,6.615337374710364,0.3602270741826179,0.13008130081300814
0.8,3.5,7.0,50.0,100.0,0.15,38.99539469763636,0.1306880131025432,0.1951219512195122,38.99539469763636,6.615337374710364,1.022838568768722,0.06504065040650407
0.8,3.0,6.0,50.0,100.0,0.05,38.99539469763636,0.7122486736370541,0.3902439024390244,38.99539469763636,6.615337374710364,1.0201585204067576,0.13008130081300814
0.8,3.5,7.0,50.0,100.0,0.0,38.99539469763636,0.9786627326303692,0.3902439024390244,38.99539469763636,6.615337374710364,1.022838568768722,0.13008130081300814
0.8,3.0,6.0,60.0,120.0,0.15,46.5266068719374,0.1306880131025432,0.1951219512195122,46.5266068719374,6.615337374710364,1.0201585204067576,0.06504065040650407
0.8,3.0,6.0,60.0,120.0,0.05,46.5266068719374,0.7122486736370541,0.3902439024390244,46.5266068719374,6.615337374710364,1.0201585204067576,0.13008130081300814
0.8,3.5,7.0,60.0,120.0,0.15,46.5266068719374,0.1306880131025432,0.1951219512195122,46.5266068719374,6.615337374710364,1.022838568768722,0.06504065040650407
0.8,3.5,7.0,60.0,120.0,0.05,46.5266068719374,0.7122486736370541,0.3902439024390244,46.5266068719374,6.615337374710364,1.022838568768722,0.13008130081300814
0.8,3.5,7.0,60.0,120.0,0.0,46.5266068719374,0.9786627326303692,0.3902439024390244,46.5266068719374,6.615337374710364,1.022838568768722,0.13008130081300814
0.8,3.0,6.0,60.0,120.0,0.0,46.5266068719374,0.9786627326303692,0.3902439024390244,46.5266068719374,6.615337374710364,1.0201585204067576,0.13008130081300814
0.8,4.0,8.0,60.0,120.0,0.0,46.5266068719374,0.9786627326303692,0.3902439024390244,46.5266068719374,6.615337374710364,1.022838568768722,0.13008130081300814
0.8,2.5,5.0,60.0,120.0,0.15,46.5266068719374,0.1306880131025432,0.1951219512195122,46.5266068719374,6.615337374710364,0.3602270741826179,0.06504065040650407
0.8,4.0,8.0,60.0,120.0,0.15,46.5266068719374,0.1306880131025432,0.1951219512195122,46.5266068719374,6.615337374710364,1.022838568768722,0.06504065040650407
0.8,2.5,5.0,60.0,120.0,0.0,46.5266068719374,0.9786627326303692,0.3902439024390244,46.5266068719374,6.615337374710364,0.3602270741826179,0.13008130081300814
0.8,2.0,4.0,60.0,120.0,0.15,46.5266068719374,0.1306880131025432,0.1951219512195122,46.5266068719374,6.615337374710364,0.5134792410126541,0.06504065040650407
0.8,2.0,4.0,60.0,120.0,0.05,46.5266068719374,0.7122486736370541,0.3902439024390244,46.5266068719374,6.615337374710364,0.5134792410126541,0.13008130081300814
0.8,2.0,4.0,60.0,120.0,0.0,46.5266068719374,0.9786627326303692,0.3902439024390244,46.5266068719374,6.615337374710364,0.5134792410126541,0.13008130081300814
0.8,4.0,8.0,60.0,120.0,0.05,46.5266068719374,0.7122486736370541,0.3902439024390244,46.5266068719374,6.615337374710364,1.022838568768722,0.13008130081300814
0.8,2.5,5.0,60.0,120.0,0.05,46.5266068719374,0.7122486736370541,0.3902439024390244,46.5266068719374,6.615337374710364,0.3602270741826179,0.13008130081300814
0.75,3.0,6.0,50.0,100.0,0.0,55.26912999359328,0.9786627326303692,0.3902439024390244,55.26912999359328,9.985699364054348,1.0201585204067576,0.13008130081300814
0.75,3.0,6.0,50.0,100.0,0.05,55.26912999359328,0.7122486736370541,0.3902439024390244,55.26912999359328,9.985699364054348,1.0201585204067576,0.13008130081300814
0.75,3.0,6.0,50.0,100.0,0.15,55.26912999359328,0.1306880131025432,0.1951219512195122,55.26912999359328,9.985699364054348,1.0201585204067576,0.06504065040650407
0.75,2.5,5.0,50.0,100.0,0.0,55.26912999359328,0.9786627326303692,0.3902439024390244,55.26912999359328,9.985699364054348,0.3602270741826179,0.13008130081300814
0.75,3.5,7.0,50.0,100.0,0.0,55.26912999359328,0.9786627326303692,0.3902439024390244,55.26912999359328,9.985699364054348,1.022838568768722,0.13008130081300814
0.75,3.5,7.0,50.0,100.0,0.05,55.26912999359328,0.7122486736370541,0.3902439024390244,55.26912999359328,9.985699364054348,1.022838568768722,0.13008130081300814
0.75,3.5,7.0,50.0,100.0,0.15,55.26912999359328,0.1306880131025432,0.1951219512195122,55.26912999359328,9.985699364054348,1.022838568768722,0.06504065040650407
0.75,2.5,5.0,50.0,100.0,0.15,55.26912999359328,0.1306880131025432,0.1951219512195122,55.26912999359328,9.985699364054348,0.3602270741826179,0.06504065040650407
0.75,2.5,5.0,50.0,100.0,0.05,55.26912999359328,0.7122486736370541,0.3902439024390244,55.26912999359328,9.985699364054348,0.3602270741826179,0.13008130081300814
0.75,2.0,4.0,50.0,100.0,0.15,55.26912999359328,0.1306880131025432,0.1951219512195122,55.26912999359328,9.985699364054348,0.5134792410126541,0.06504065040650407
0.75,4.0,8.0,50.0,100.0,0.0,55.26912999359328,0.9786627326303692,0.3902439024390244,55.26912999359328,9.985699364054348,1.022838568768722,0.13008130081300814
0.75,4.0,8.0,50.0,100.0,0.05,55.26912999359328,0.7122486736370541,0.3902439024390244,55.26912999359328,9.985699364054348,1.022838568768722,0.13008130081300814
0.75,4.0,8.0,50.0,100.0,0.15,55.26912999359328,0.1306880131025432,0.1951219512195122,55.26912999359328,9.985699364054348,1.022838568768722,0.06504065040650407
0.75,2.0,4.0,50.0,100.0,0.05,55.26912999359328,0.7122486736370541,0.3902439024390244,55.26912999359328,9.985699364054348,0.5134792410126541,0.13008130081300814
0.75,2.0,4.0,50.0,100.0,0.0,55.26912999359328,0.9786627326303692,0.3902439024390244,55.26912999359328,9.985699364054348,0.5134792410126541,0.13008130081300814
0.75,2.0,4.0,60.0,120.0,0.15,68.3864102853901,0.1306880131025432,0.1951219512195122,68.3864102853901,9.985699364054348,0.5134792410126541,0.06504065040650407
0.75,2.0,4.0,60.0,120.0,0.05,68.3864102853901,0.7122486736370541,0.3902439024390244,68.3864102853901,9.985699364054348,0.5134792410126541,0.13008130081300814
0.75,2.0,4.0,60.0,120.0,0.0,68.3864102853901,0.9786627326303692,0.3902439024390244,68.3864102853901,9.985699364054348,0.5134792410126541,0.13008130081300814
0.75,3.0,6.0,60.0,120.0,0.05,68.3864102853901,0.7122486736370541,0.3902439024390244,68.3864102853901,9.985699364054348,1.0201585204067576,0.13008130081300814
0.75,2.5,5.0,60.0,120.0,0.05,68.3864102853901,0.7122486736370541,0.3902439024390244,68.3864102853901,9.985699364054348,0.3602270741826179,0.13008130081300814
0.75,2.5,5.0,60.0,120.0,0.15,68.3864102853901,0.1306880131025432,0.1951219512195122,68.3864102853901,9.985699364054348,0.3602270741826179,0.06504065040650407
0.75,3.0,6.0,60.0,120.0,0.0,68.3864102853901,0.9786627326303692,0.3902439024390244,68.3864102853901,9.985699364054348,1.0201585204067576,0.13008130081300814
0.75,3.0,6.0,60.0,120.0,0.15,68.3864102853901,0.1306880131025432,0.1951219512195122,68.3864102853901,9.985699364054348,1.0201585204067576,0.06504065040650407
0.75,3.5,7.0,60.0,120.0,0.0,68.3864102853901,0.9786627326303692,0.3902439024390244,68.3864102853901,9.985699364054348,1.022838568768722,0.13008130081300814
0.75,3.5,7.0,60.0,120.0,0.05,68.3864102853901,0.7122486736370541,0.3902439024390244,68.3864102853901,9.985699364054348,1.022838568768722,0.13008130081300814
0.75,3.5,7.0,60.0,120.0,0.15,68.3864102853901,0.1306880131025432,0.1951219512195122,68.3864102853901,9.985699364054348,1.022838568768722,0.06504065040650407
0.75,4.0,8.0,60.0,120.0,0.0,68.3864102853901,0.9786627326303692,0.3902439024390244,68.3864102853901,9.985699364054348,1.022838568768722,0.13008130081300814
0.75,4.0,8.0,60.0,120.0,0.05,68.3864102853901,0.7122486736370541,0.3902439024390244,68.3864102853901,9.985699364054348,1.022838568768722,0.13008130081300814
0.75,2.5,5.0,60.0,120.0,0.0,68.3864102853901,0.9786627326303692,0.3902439024390244,68.3864102853901,9.985699364054348,0.3602270741826179,0.13008130081300814
0.75,4.0,8.0,60.0,120.0,0.15,68.3864102853901,0.1306880131025432,0.1951219512195122,68.3864102853901,9.985699364054348,1.022838568768722,0.06504065040650407
