n_scan_points,canonical_diag_scale,canonical_offdiag_scale,offdiag_scale_numerically_inactive,conservative_diag_scale_min,conservative_diag_scale_max,extended_diag_scale_min,extended_diag_scale_max,canonical_max_abs_mapdiff,canonical_p95_abs_mapdiff,canonical_rel_match_shift_diag_p90,canonical_kappa_diag_eff_p50,corr_diag_scale__max_abs_mapdiff,corr_diag_scale__rel_match_shift_diag_p90
6,1.0,0.0,True,0.25,1.0,0.25,1.5,0.0078670365203024,0.0010292338449908,0.0015463713619204393,0.1818077804316926,0.999999758471416,1.0
