ref_D,refamp2_peak,center_D,sigma_D,D,eta,target_mu,mu_new,delta_mu,acceptance_mismatch
9.694915254237287,0.0,5.9,0.15,5.627118644067797,3.0500000000000003,44.32609692864255,58.34025564434683,14.014158715704284,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,3.24,44.32823408671694,58.343255573259334,14.015021486542395,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,3.43,44.33037121157733,58.34625577341555,14.01588456183822,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,3.62,44.33250830320546,58.34925624487031,14.016747941664853,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,3.81,44.334645361588194,58.3522569876809,14.017611626092709,0.0
9.694915254237287,0.0,5.9,0.15,5.627118644067797,4.0,44.33678238671618,58.35525800191087,14.018475615194689,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,0.2,73.28983990446632,60.251653720638146,-13.038186183828174,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,0.39,73.29120449498502,60.25448559082204,-13.036718904162981,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,0.5800000000000001,73.29256906733613,60.257317741395916,-13.035251325940216,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,0.77,73.2939336216711,60.26014963122751,-13.033783990443588,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,0.96,73.29529815797706,60.26298173779924,-13.032316420177821,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,1.15,73.29666267615853,60.26581328900283,-13.030849387155705,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,1.34,73.29802717630976,60.268644897635,-13.02938227867476,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,1.53,73.29939165838354,60.27147678658714,-13.027914871796405,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,1.72,73.30075612237763,60.27430895591068,-13.026447166466951,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,1.91,73.30212056828817,60.27714140564782,-13.024979162640356,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,2.1,73.30348499615062,60.27997294177464,-13.023512054375978,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,2.29,73.30484940592164,60.28280368338697,-13.02204572253467,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,2.4800000000000004,73.30621379761986,60.28563470510325,-13.020579092516613,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,2.6700000000000004,73.307578171227,60.288466006961094,-13.019112164265898,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,2.8600000000000003,73.30894252676417,60.291297589012885,-13.017644937751285,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,3.0500000000000003,73.31030686420101,60.29412945129645,-13.016177412904561,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,3.24,73.31167118356616,60.29696159386269,-13.014709589703472,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,3.43,73.31303548482741,60.29979401674245,-13.013241468084956,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,3.62,73.31439976801113,60.30262671999676,-13.01177304801437,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,3.81,73.3157640331047,60.30545970366357,-13.010304329441126,0.0
9.694915254237287,0.0,5.9,0.15,5.898305084745763,4.0,73.31712828008988,60.30829296778385,-13.008835312306026,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,0.2,72.85711943387253,72.06646393780726,-0.7906554960652699,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,0.39,72.8576226618424,72.06898766877671,-0.7886349930656849,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,0.5800000000000001,72.8581258854363,72.07151158782115,-0.7866142976151451,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,0.77,72.85862910442187,72.07403523754775,-0.7845938668741184,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,0.96,72.8591323191635,72.07655902161699,-0.78257329754652,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,1.15,72.85963552943858,72.07908228759027,-0.7805532418483097,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,1.34,72.86013873538302,72.08160555328314,-0.7785331820998778,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,1.53,72.86064193687325,72.08412900692889,-0.77651292994436,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,1.72,72.86114513404799,72.08665264862424,-0.7744924854237496,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,1.91,72.86164832683708,72.08917647833813,-0.7724718484989523,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,2.1,72.86215151515749,72.09169948741895,-0.7704520277385427,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,2.29,72.8626546991532,72.0942217766158,-0.7684329225374,0.0
9.694915254237287,0.0,5.9,0.15,6.169491525423729,2.4800000000000004,72.86315787871023,72.09674425360394,-0.7664136251062814,0.0
