region,D,eta,mu_full,mu_base,mu_cf,chi2_full,chi2_base,chi2_cf,delta_base,delta_cf,abs_delta_base,abs_delta_cf,abs_improvement,cf_shift_vs_base,improved,worsened,obs_acceptance_flip_vs_base
D21_guard,6.4,3.81,59.88005205442383,57.77791538920212,60.220481170224744,21374.47805180075,19865.43339770021,21624.05628185477,-2.102136665221707,0.34042911580091584,2.102136665221707,0.34042911580091584,1.761707549420791,2.4425657810226227,1.0,0.0,0.0
D21_guard,6.4,3.905,59.88012823173209,57.77799409087557,60.22056164090583,21374.53373749893,19865.48886069251,21624.115448447512,-2.1021341408565135,0.3404334091737411,2.1021341408565135,0.3404334091737411,1.7617007316827724,2.4425675500302546,1.0,0.0,0.0
D21_guard,6.4,4.0,59.88020440872968,57.778072792714575,60.22064211175981,21374.589423042544,19865.54432387889,21624.17461524832,-2.1021316160151073,0.3404377030301262,2.1021316160151073,0.3404377030301262,1.7616939129849811,2.4425693190452336,1.0,0.0,0.0
D21_guard,8.0,0.2,2.324543270099281,2.00188417036137,2.0278989583276377,5.3423766142867,2.2641534658224667,2.4641068866808284,-0.32265909973791107,-0.2966443117716433,0.32265909973791107,0.2966443117716433,0.02601478796626777,0.02601478796626777,1.0,0.0,0.0
D21_guard,8.0,0.295,2.324543268592796,2.001884168907774,2.027898956867594,5.3423765968765675,2.264153454886262,2.46410687522133,-0.3226590996850218,-0.2966443117252018,0.3226590996850218,0.2966443117252018,0.02601478795982004,0.02601478795982004,1.0,0.0,0.0
D21_guard,8.0,0.39,2.3245432673167357,2.0018841677091013,2.0278989555910982,5.342376582129407,2.2641534458679855,2.4641068652024503,-0.3226590996076344,-0.29664431172563743,0.3226590996076344,0.29664431172563743,0.02601478788199696,0.02601478788199696,1.0,0.0,0.0
D21_guard,8.0,0.485,2.324543266337917,2.001884166855599,2.0278989540335988,5.342376570817403,2.264153439446617,2.464106852978047,-0.32265909948231775,-0.2966443123043181,0.32265909948231775,0.2966443123043181,0.026014787177999654,0.026014787177999654,1.0,0.0,0.0
D21_guard,8.0,0.5800000000000001,2.324543264773654,2.0018841655361546,2.0278989525834485,5.342376552739542,2.2641534295197077,2.464106841596199,-0.32265909923749936,-0.2966443121902054,0.32265909923749936,0.2966443121902054,0.026014787047293986,0.026014787047293986,1.0,0.0,0.0
D21_guard,8.0,0.675,2.324543263359669,2.001884164325855,2.027898950987571,5.342376536398415,2.264153420413957,2.4641068290705754,-0.32265909903381385,-0.2966443123720981,0.32265909903381385,0.2966443123720981,0.02601478666171575,0.02601478666171575,1.0,0.0,0.0
D21_guard,8.0,0.77,2.3245432617595645,2.0018841630315003,2.0278989495094732,5.342376517906342,2.264153410675811,2.464106817469376,-0.3226590987280642,-0.29664431225009125,0.3226590987280642,0.29664431225009125,0.02601478647797295,0.02601478647797295,1.0,0.0,0.0
D21_guard,8.0,0.865,2.3245432602715232,2.0018841617990786,2.0278989480138865,5.342376500709361,2.2641534014036218,2.464106805730909,-0.32265909847244467,-0.29664431225763677,0.32265909847244467,0.29664431225763677,0.026014786214807906,0.026014786214807906,1.0,0.0,0.0
D21_guard,8.0,0.96,2.3245432590616906,2.001884160649544,2.0278989463091075,5.342376486727577,2.2641533927550377,2.4641067923505475,-0.3226590984121467,-0.2966443127525831,0.3226590984121467,0.2966443127525831,0.02601478565956361,0.02601478565956361,1.0,0.0,0.0
D21_guard,8.0,1.055,2.324543257393939,2.0018841592252654,2.0278989448621445,5.34237646745372,2.264153382039405,2.4641067809937156,-0.32265909816867344,-0.29664431253179435,0.32265909816867344,0.29664431253179435,0.02601478563687909,0.02601478563687909,1.0,0.0,0.0
D21_guard,8.0,1.15,2.3245432559226185,2.0018841579946383,2.027898943397334,5.3423764504499776,2.2641533727807173,2.4641067694968037,-0.3226590979279802,-0.29664431252528445,0.3226590979279802,0.29664431252528445,0.02601478540269575,0.02601478540269575,1.0,0.0,0.0
D21_guard,8.0,1.245,2.324543254410841,2.001884156634085,2.027898941744398,5.342376432978683,2.2641533625445227,2.464106756523344,-0.3226590977767563,-0.2966443126664431,0.3226590977767563,0.2966443126664431,0.026014785110313188,0.026014785110313188,1.0,0.0,0.0
D21_guard,8.0,1.34,2.324543253192366,2.0018841554747437,2.0278989403192735,5.342376418897021,2.26415335382216,2.4641067453379173,-0.32265909771762225,-0.29664431287309245,0.32265909771762225,0.29664431287309245,0.026014784844529792,0.026014784844529792,1.0,0.0,0.0
D21_guard,8.0,1.435,2.324543251501261,2.001884154093091,2.027898938720394,5.342376399353274,2.264153343427225,2.464106732788731,-0.3226590974081698,-0.2966443127808671,0.3226590974081698,0.2966443127808671,0.026014784627302667,0.026014784627302667,1.0,0.0,0.0
D21_guard,8.0,1.53,2.3245432500134355,2.001884152782726,2.027898937140967,5.342376382158788,2.264153333568625,2.464106720392226,-0.3226590972307095,-0.2966443128724685,0.3226590972307095,0.2966443128724685,0.026014784358241005,0.026014784358241005,1.0,0.0,0.0
D21_guard,8.0,1.625,2.324543248761011,2.0018841516272228,2.0278989356757275,5.342376367684781,2.2641533248751364,2.464106708891947,-0.3226590971337884,-0.2966443130852836,0.3226590971337884,0.2966443130852836,0.02601478404850477,0.02601478404850477,1.0,0.0,0.0
D21_guard,8.0,1.72,2.324543247229297,2.001884150307743,2.0278989341314664,5.34237634998308,2.2641533149479627,2.464106696771448,-0.3226590969215537,-0.29664431309783046,0.3226590969215537,0.29664431309783046,0.026014783823723242,0.026014783823723242,1.0,0.0,0.0
D21_guard,8.0,1.815,2.324543245746825,2.001884149021103,2.027898932577944,5.342376332850462,2.264153305267859,2.4641066845782613,-0.3226590967257219,-0.29664431316888074,0.3226590967257219,0.29664431316888074,0.02601478355684117,0.02601478355684117,1.0,0.0,0.0
D21_guard,8.0,1.91,2.3245432442970357,2.001884147737491,2.0278989310319835,5.342376316095553,2.2641532956105386,2.464106672444423,-0.3226590965595446,-0.29664431326505225,0.3226590965595446,0.29664431326505225,0.02601478329449236,0.02601478329449236,1.0,0.0,0.0
D21_guard,8.0,2.005,2.3245432428870116,2.0018841464842425,2.027898929473486,5.3423762998002,2.2641532861816573,2.4641066602121877,-0.32265909640276913,-0.2966443134135255,0.32265909640276913,0.2966443134135255,0.026014782989243646,0.026014782989243646,1.0,0.0,0.0
D21_guard,8.0,2.1,2.3245432414057956,2.001884145194925,2.0278989278601474,5.342376282682096,2.26415327648141,2.4641066475495164,-0.32265909621087063,-0.29664431354564824,0.32265909621087063,0.29664431354564824,0.02601478266522239,0.02601478266522239,1.0,0.0,0.0
