focus_D,p95_abs_delta_log_mu,p95_abs_width_component,p95_abs_uv_component,p95_abs_fin_component,p95_abs_rge_component,p95_abs_uv_g_only,p95_abs_uv_p_only,p95_abs_uv_m2_only,max_abs_identity_residual,dominant_fraction_width,dominant_fraction_uv,dominant_fraction_finite,dominant_fraction_rge,acceptance_mismatch,max_abs_mu_delta,worst_D,worst_eta,worst_mu_full,worst_mu_detlin,worst_abs_width_component,worst_abs_uv_component,worst_abs_fin_component,worst_abs_rge_component
"4.0,4.8,6.4,7.2",1.7560538702789927,1.855480582498935,0.4654560679850608,0.0,0.0031171918948010345,0.30518435089756757,0.0,0.24140524976338895,3.9968028886505635e-15,0.75,0.25,0.0,0.0,0.04878048780487805,68.38641028538888,4.8,0.2,11.49929856244426,79.88570884783314,1.8597671829421998,0.10254390411474112,0.0,0.0031171918948010345
