D,eta,gap_cv,c_tree_diag_cv,tree_diag_gap_headroom,tree_diag_susceptibility,tree_diag_compressibility,tree_diag_pressure_fraction,tree_diag_screen,diag_dispersion_screen,eymh_loop_prefactor_diag,tree_diag_recon_residual,abs_mu_diff_vs_const
11.2,1.34,0.263616892757297,0.9184678186239548,0.7913791005262146,0.7268562361648998,0.7609776616977001,0.42091299839710067,0.7609776616977001,0.6769618530278683,0.0408548876513424,0.0,3.4440515233047364e-06
12.0,1.34,0.324701506182844,0.8771176603749923,0.754887040841013,0.6621247551098706,0.7756542762029849,0.3983604438080236,0.7756542762029849,0.6739212893407222,0.0397447063905391,0.0,1.0299371245026112e-06
12.8,1.34,0.1142870052001219,0.7916617090311255,0.897434857746011,0.710464813227312,0.7646152008811201,0.4153635945815244,0.7646152008811201,0.7243432123861373,0.0372231526160822,0.0,3.8647150099949124e-08
13.6,1.34,0.1152775579450587,0.6820527031709029,0.8966377857029043,0.6115542255038386,0.7877302773088651,0.3794810102108984,0.7877302773088651,0.7459093597690696,0.0375173168029891,0.0,3.422214100019501e-09
14.4,1.34,0.1959995823623919,0.695825588940341,0.8361206933072295,0.5817941738457092,0.7951059697510154,0.3678064968662973,0.7951059697510154,0.7270420002616614,0.036287940382091,0.0,6.079361173949886e-10
15.2,1.34,0.2635129579283289,0.8191942230531922,0.791444198276852,0.6483465150973624,0.7788893091693274,0.39333144406172793,0.7788893091693274,0.6929244611603355,0.0371178368410239,0.0,4.0154060240740167e-11
16.0,1.34,0.3217878591111364,0.7866056950592111,0.7565510555320659,0.5951073688845805,0.7917809331843314,0.3730829538457493,0.7917809331843314,0.6886906076018776,0.0378361587404274,0.0,7.63565278844864e-12
16.8,1.34,0.3729068193667717,0.779941435308551,0.7283815521152643,0.5680949532090493,0.7985715271105025,0.3622835160883999,0.7985715271105025,0.6815430451270266,0.036718640725442,0.0,2.993477987843455e-12
17.6,1.34,0.2679119024066777,0.6787167217905432,0.7886983299879569,0.5353027450111022,0.8070547292918159,0.34866266392771367,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
18.4,1.34,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,1.34,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,1.34,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,1.53,0.0529284688818641,0.8850803758025219,0.9497321323849565,0.8405892726430078,0.7370917608723383,0.4566957360541156,0.7370917608723383,0.7183268873786947,0.0422214074296492,0.0,1.3079997618348216e-07
4.8,1.53,0.3330127461264275,1.02936026305976,0.7501803736730036,0.7722058667863121,0.7511780949881144,0.4357314696100273,0.7511780949881144,0.6506175351002048,0.0339696368531941,0.0,3.4918922704463284e-06
5.6,1.53,0.0489632309804584,1.1143287106132855,0.9533222618921611,1.0623143668932327,0.6963419612846935,0.5151078729541865,0.6963419612846935,0.6798959180117323,0.043836360684693,0.0,7.624794303495719e-05
6.4,1.53,0.2368422574530327,1.0740854675977176,0.8085105388129687,0.8684094201386101,0.7315836245890126,0.4647854002332027,0.7315836245890126,0.657819613904922,0.0443922408918542,0.0,0.0006464015327267703
7.2,1.53,0.5397550802947837,0.591936281666024,0.6494539377058276,0.38443534899894516,0.8498918412955827,0.2776838580992041,0.8498918412955827,0.6849168289843325,0.0438341534915192,0.0,6.17620979106448e-05
8.0,1.53,0.5891268740470006,0.558045041471163,0.6292763758083822,0.3511645612348118,0.8602919855538925,0.2598976995917411,0.8602919855538925,0.6824433260926183,0.0460056555072523,0.0,7.070844133671983e-05
8.8,1.53,0.1526414316992487,0.7386124217557754,0.8675724926231209,0.6407998198250578,0.7806784661493319,0.3905411324907263,0.7806784661493319,0.7271518059087009,0.0425742187729944,0.0,6.9446408643702995e-06
9.6,1.53,0.1066533286499557,0.885161524419776,0.9036253487078326,0.7998543911665769,0.745386141667034,0.44439949981073223,0.745386141667034,0.7085581809038501,0.0391067708240366,0.0,3.68594044175552e-14
10.4,1.53,0.1910896609391989,0.9172112553117598,0.8395673581881982,0.7700606305225751,0.7516331546918968,0.43504760076790705,0.7516331546918968,0.688705737833926,0.0406454635790001,0.0,6.191760394291812e-06
11.2,1.53,0.263616892757297,0.9184677763506895,0.7913791005262146,0.7268562027107212,0.7609776690688647,0.4209129871785175,0.7609776690688647,0.6769618595852188,0.0408548878280331,0.0,3.4440506342936494e-06
12.0,1.53,0.324701506182844,0.8771174609399315,0.754887040841013,0.6621246045589276,0.7756543113313621,0.39836038931307044,0.7756543113313621,0.6739213198617443,0.0397447067843084,0.0,1.0299359421012122e-06
12.8,1.53,0.1142870052001219,0.7916629950631761,0.897434857746011,0.7104659673573024,0.7646149429205701,0.41536398906257327,0.7646149429205701,0.7243429680122703,0.0372231482677041,0.0,3.8647176899692104e-08
13.6,1.53,0.1152775579450587,0.6820541640823212,0.8966377857029043,0.6115555354122179,0.7877299571664073,0.3794815145826103,0.7877299571664073,0.7459090566231035,0.0375173184938616,0.0,3.422208800005601e-09
14.4,1.53,0.1959995823623919,0.6958445880980939,0.8361206933072295,0.5818100594346618,0.7951019772494361,0.36781284577403717,0.7951019772494361,0.7270383495327716,0.0362878543424638,0.0,6.079434905118626e-10
15.2,1.53,0.2635129579283289,0.8192355631069402,0.791444198276852,0.6483792334430577,0.7788815791228622,0.39334348570307653,0.7788815791228622,0.6929175842675361,0.0371178356984729,0.0,4.014006405974918e-11
16.0,1.53,0.3217878591111364,0.7845588602554318,0.7565510555320659,0.5935588338532815,0.7921655448993377,0.37247374947433554,0.7921655448993377,0.6890251426539318,0.0378473192295447,0.0,7.465050588487566e-12
16.8,1.53,0.3729068193667717,0.7788930551818256,0.7283815521152643,0.5673313324651383,0.7987660397553616,0.361972813733536,0.7987660397553616,0.6817090524736354,0.0367269304951515,0.0,2.972207660378535e-12
17.6,1.53,0.2679119024066777,0.6787167217905434,0.7886983299879569,0.5353027450111023,0.8070547292918159,0.3486626639277137,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
18.4,1.53,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,1.53,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,1.53,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,1.72,0.0529284688818641,0.8857814836599387,0.9497321323849565,0.841255137303464,0.736958469258853,0.4568922145876482,0.736958469258853,0.7181969891015585,0.0422214292991586,0.0,1.3367154183541174e-07
4.8,1.72,0.3330127461264275,1.0293127753474058,0.7501803736730036,0.7721702424365133,0.7511856450801128,0.4357201266255749,0.7511856450801128,0.6506240744578865,0.0339697581265479,0.0,3.497677790065268e-06
5.6,1.72,0.0489632309804584,1.1143212989839744,0.9533222618921611,1.0623073012220134,0.6963431541522981,0.515106211665229,0.6963431541522981,0.6798970827064658,0.0438363542752391,0.0,7.625417828194259e-05
6.4,1.72,0.2368422574530327,1.0740846335117982,0.8085105388129687,0.868408745771354,0.7315837566147264,0.4647852070574846,0.7315837566147264,0.6578197326187658,0.044392239761568,0.0,0.000646404186980476
7.2,1.72,0.5397550802947837,0.5919362345779086,0.6494539377058276,0.38443531841738315,0.8498918506824495,0.27768384214356095,0.8498918506824495,0.6849168365490869,0.0438341532810265,0.0,6.17621050431616e-05
8.0,1.72,0.5891268740470006,0.5580450395063701,0.6292763758083822,0.35116455999841406,0.8602919859475023,0.25989769891450243,0.8602919859475023,0.6824433264048568,0.0460056554710626,0.0,7.070844134560161e-05
8.8,1.72,0.1526414316992487,0.7386124209402581,0.8675724926231209,0.6407998191175376,0.7806784663176479,0.39054113222792497,0.7806784663176479,0.7271518060654764,0.0425742187774358,0.0,6.9446407777729036e-06
9.6,1.72,0.1066533286499557,0.8851615249535911,0.9036253487078326,0.7998543916489457,0.7453861415671507,0.4443994999596356,0.7453861415671507,0.7085581808089019,0.0391067708220339,0.0,3.1086244689504383e-15
10.4,1.72,0.1910896609391989,0.9172112543057322,0.8395673581881982,0.7700606296779472,0.751633154871227,0.43504760049832614,0.751633154871227,0.6887057379982425,0.04064546358246,0.0,6.191760343776664e-06
11.2,1.72,0.263616892757297,0.9184677489531516,0.7913791005262146,0.7268561810288823,0.7609776738461574,0.42091297990769116,0.7609776738461574,0.6769618638350741,0.0408548879322096,0.0,3.4440500115973105e-06
12.0,1.72,0.324701506182844,0.8771173442640625,0.754887040841013,0.6621245164818262,0.7756543318825849,0.39836035743178083,0.7756543318825849,0.673921337717517,0.039744707694837,0.0,1.029935334399823e-06
12.8,1.72,0.1142870052001219,0.7916633816583125,0.897434857746011,0.7104663143012536,0.7646148653748913,0.4153641076477369,0.7646148653748913,0.7243428945508925,0.0372231442872028,0.0,3.864720749978054e-08
13.6,1.72,0.1152775579450587,0.6820502890714052,0.8966377857029043,0.6115520609310106,0.7877308063327245,0.3794801767543957,0.7877308063327245,0.7459098607068392,0.0375173331070977,0.0,3.4222037999904423e-09
14.4,1.72,0.1959995823623919,0.6958327902085736,0.8361206933072295,0.5818001949750965,0.7951044564623929,0.3678089033136427,0.7951044564623929,0.7270406165160614,0.0362878346309525,0.0,6.079465241976326e-10
15.2,1.72,0.2635129579283289,0.819267767925276,0.791444198276852,0.6484047217596861,0.7788755574047779,0.39335286607739667,0.7788755574047779,0.6929122271574697,0.0371178348372658,0.0,4.0127070238913255e-11
16.0,1.72,0.3217878591111364,0.7848669895243352,0.7565510555320659,0.5937919493769107,0.7921076098473694,0.37256553442188756,0.7921076098473694,0.6889747507785163,0.0378462161725762,0.0,7.491228097676746e-12
16.8,1.72,0.3729068193667717,0.7752129959106623,0.7283815521152643,0.5646508451813322,0.7994499514417417,0.36087977513979685,0.7994499514417417,0.6822927387653569,0.0367275508107574,0.0,2.8909981529967706e-12
17.6,1.72,0.2679119024066777,0.7128011676893717,0.7886983299879569,0.562185090570073,0.8000806290018658,0.3598709870959787,0.8000806290018658,0.7105411201712685,0.0359130233977285,0.0,4.034350757563207e-12
18.4,1.72,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,1.72,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,1.72,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,1.91,0.0529284688818641,0.8864586998918419,0.9497321323849565,0.8418983113194751,0.7368297884513724,0.4570818628507059,0.7368297884513724,0.7180715842485813,0.0422215091831897,0.0,1.3659294184620308e-07
4.8,1.91,0.3330127461264275,1.0292652002783464,0.7501803736730036,0.7721345525534289,0.7511932092892827,0.435708762317668,0.7511932092892827,0.6506306260428674,0.0339698791524471,0.0,3.503470832555422e-06
5.6,1.91,0.0489632309804584,1.1143138871399212,0.9533222618921611,1.062300235346076,0.6963443470605949,0.5151045503167537,0.6963443470605949,0.6798982474409306,0.0438363478656928,0.0,7.626041323760546e-05
6.4,1.91,0.2368422574530327,1.074083799425876,0.8085105388129687,0.8684080714040957,0.7315838886405123,0.46478501388162646,0.7315838886405123,0.6578198513326743,0.0443922386313095,0.0,0.000646406841255498
7.2,1.91,0.5397550802947837,0.591936187487939,0.6494539377058276,0.384435287834617,0.8498918600696863,0.2776838261872889,0.8498918600696863,0.6849168441141393,0.0438341530705308,0.0,6.17621121756784e-05
8.0,1.91,0.5891268740470006,0.5580450375304004,0.6292763758083822,0.351164558754983,0.8602919863433511,0.25989769823341136,0.8602919863433511,0.6824433267188715,0.0460056554348429,0.0,7.070844134382526e-05
8.8,1.91,0.1526414316992487,0.7386124200529219,0.8675724926231209,0.640799818347709,0.7806784665007869,0.39054113194197976,0.7806784665007869,0.7271518062360585,0.042574218782096,0.0,6.944640680961456e-06
9.6,1.91,0.1066533286499557,0.8851615248091295,0.9036253487078326,0.7998543915184064,0.7453861415941813,0.4443994999193392,0.7453861415941813,0.7085581808345969,0.0391067708244339,0.0,2.020605904817785e-14
10.4,1.91,0.1910896609391989,0.9172112592944092,0.8395673581881982,0.7700606338662775,0.7516331539819671,0.4350476018351206,0.7516331539819671,0.6887057371834323,0.0406454635589587,0.0,6.191760614671082e-06
11.2,1.91,0.263616892757297,0.9184677605577248,0.7913791005262146,0.7268561902124989,0.7609776718226748,0.42091298298734153,0.7609776718226748,0.6769618620349942,0.0408548878434448,0.0,3.44405025989869e-06
12.0,1.91,0.324701506182844,0.877117275313428,0.754887040841013,0.6621244644318858,0.7756543440275122,0.3983603385912498,0.7756543440275122,0.6739213482695443,0.039744708266689,0.0,1.0299349046047346e-06
12.8,1.91,0.1142870052001219,0.7916624380790367,0.897434857746011,0.7104654675003205,0.764615054643986,0.4153638182117742,0.764615054643986,0.724343073851257,0.0372231506096805,0.0,3.864715439989494e-08
13.6,1.91,0.1152775579450587,0.6820402128294519,0.8966377857029043,0.6115430261917374,0.7877330144439453,0.3794766979550551,0.7877330144439453,0.7459119515885464,0.0375174053430655,0.0,3.422144500013404e-09
14.4,1.91,0.1959995823623919,0.6958690603131275,0.8361206933072295,0.5818305211600624,0.7950968347228763,0.36782102341366324,0.7950968347228763,0.7270336472252318,0.036287753617275,0.0,6.079531431434754e-10
15.2,1.91,0.2635129579283289,0.8192935642591993,0.791444198276852,0.6484251381185065,0.778870734058019,0.39336037962792264,0.778870734058019,0.692907936156278,0.0371178341656661,0.0,4.011666348370307e-11
16.0,1.91,0.3217878591111364,0.7851133408181694,0.7565510555320659,0.5939783267082926,0.7920612995507557,0.3726388977539682,0.7920612995507557,0.6889344701087294,0.0378453360865357,0.0,7.512197366444685e-12
16.8,1.91,0.3729068193667717,0.7837300268086972,0.7283815521152643,0.5708544933662566,0.7978697883847091,0.36340380078293955,0.7978697883847091,0.6809441442999569,0.0366892642946298,0.0,3.0726768708837073e-12
17.6,1.91,0.2679119024066777,0.7086688811554653,0.7886983299879569,0.5589259630817494,0.8009165260861995,0.35853271824201416,0.8009165260861995,0.711283469415983,0.0359433932492061,0.0,4.034350757563207e-12
18.4,1.91,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,1.91,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,1.91,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,2.1,0.0529284688818641,0.8871122031007128,0.9497321323849565,0.8425189643155566,0.7367056773450904,0.45726474496751157,0.7367056773450904,0.7179506327614026,0.042221644431547,0.0,1.3956454436581112e-07
4.8,2.1,0.3330127461264275,1.0292175379602544,0.7501803736730036,0.7720987972178324,0.7512007875997743,0.43569737670947895,0.7512007875997743,0.6506371898414195,0.0339699999310644,0.0,3.5092714156803595e-06
5.6,2.1,0.0489632309804584,1.1143064750811715,0.9533222618921611,1.0622931692654634,0.6963455400095774,0.5151028889087701,0.6963455400095774,0.6798994122151201,0.0438363414560544,0.0,7.62666480795815e-05
6.4,2.1,0.2368422574530327,1.074082965340543,0.8085105388129687,0.8684073970373137,0.7315840206662764,0.4647848207057654,0.7315840206662764,0.6578199700465632,0.0443922375010827,0.0,0.0006464094954878874
7.2,2.1,0.5397550802947837,0.5919361404002053,0.6494539377058276,0.3844352572533029,0.8498918694564775,0.2776838102317737,0.8498918694564775,0.6849168516788329,0.0438341528600381,0.0,6.176211930730702e-05
8.0,2.1,0.5891268740470006,0.5580450355574684,0.6292763758083822,0.35116455751346354,0.8602919867385913,0.2598976975533673,0.8602919867385913,0.6824433270324035,0.0460056553986334,0.0,7.070844134515752e-05
8.8,2.1,0.1526414316992487,0.7386124190983983,0.8675724926231209,0.6407998175195906,0.7806784666977927,0.3905411316343833,0.7806784666977927,0.7271518064195568,0.0425742187867902,0.0,6.944640579709116e-06
9.6,2.1,0.1066533286499557,0.8851615242886848,0.9036253487078326,0.7998543910481194,0.7453861416915628,0.44439949977416543,0.7453861416915628,0.708558180927167,0.0391067708247545,0.0,4.6407322429331543e-14
10.4,2.1,0.1910896609391989,0.91721125811009,0.8395673581881982,0.7700606328719618,0.7516331541930786,0.43504760151776367,0.7516331541930786,0.6887057373768694,0.0406454635636058,0.0,6.191760552609615e-06
11.2,2.1,0.263616892757297,0.9184677700624222,0.7913791005262146,0.7268561977343178,0.7609776701653462,0.42091298550972156,0.7609776701653462,0.6769618605606431,0.0408548877707422,0.0,3.4440504615151912e-06
12.0,2.1,0.324701506182844,0.8771174118893031,0.754887040841013,0.662124567531244,0.7756543199711123,0.39836037591015133,0.7756543199711123,0.6739213273683252,0.0397447076532876,0.0,1.0299356845988594e-06
12.8,2.1,0.1142870052001219,0.7916628051135104,0.897434857746011,0.7104657968898512,0.7646149810218749,0.4153639307969179,0.7646149810218749,0.724343004106794,0.0372231471375511,0.0,3.864718139999848e-08
13.6,2.1,0.1152775579450587,0.6820491768022422,0.8966377857029043,0.6115510636284511,0.78773105007487,0.37947979274794263,0.78773105007487,0.7459100915086161,0.0375173393803101,0.0,3.4221950000092993e-09
14.4,2.1,0.1959995823623919,0.695878968506294,0.8361206933072295,0.5818388056054022,0.7950947526697403,0.3678243342770445,0.7950947526697403,0.7270317434034341,0.0362877078416882,0.0,6.079570061761448e-10
15.2,2.1,0.2635129579283289,0.8193146918614107,0.791444198276852,0.6484418594367002,0.7788667837280973,0.3933665332050495,0.7788667837280973,0.6929044218183609,0.0371178336276974,0.0,4.010985318803528e-11
16.0,2.1,0.3217878591111364,0.7853148004652234,0.7565510555320659,0.5941307412169184,0.7920234342376005,0.3726988796184774,0.7920234342376005,0.6889015348807757,0.0378446175738261,0.0,7.52937204238189e-12
16.8,2.1,0.3729068193667717,0.7826368076195724,0.7283815521152643,0.5700582126764797,0.7980720890912864,0.3630809406134699,0.7980720890912864,0.6811167983890538,0.0366976480036605,0.0,3.0449454083902626e-12
17.6,2.1,0.2679119024066777,0.6787167217905434,0.7886983299879569,0.5353027450111023,0.8070547292918159,0.3486626639277137,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
18.4,2.1,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,2.1,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,2.1,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,2.29,0.0529284688818641,0.8877421752199498,0.9497321323849565,0.8431172690797026,0.7365860945327781,0.45744092534094927,0.7365860945327781,0.7178340942869383,0.0422218324808644,0.0,1.425867068860498e-07
4.8,2.29,0.3330127461264275,1.029169788500792,0.7501803736730036,0.7720629765104903,0.7512083799957394,0.4356859698241767,0.7512083799957394,0.6506437658398163,0.0339701204625736,0.0,3.5150795394400802e-06
5.6,2.29,0.0489632309804584,1.1142990628078095,0.9533222618921611,1.0622861029802562,0.6963467329992324,0.5151012274412956,0.6963467329992324,0.6799005770290216,0.0438363350463245,0.0,7.627288268707844e-05
6.4,2.29,0.2368422574530327,1.074082131255197,0.8085105388129687,0.8684067226705211,0.7315841526921139,0.4647846275297618,0.7315841526921139,0.6578200887605181,0.0443922363708839,0.0,0.0006464121497273823
7.2,2.29,0.5397550802947837,0.5919360933122609,0.6494539377058276,0.3844352266718521,0.8498918788433112,0.2776837942761864,0.8498918788433112,0.6849168592435606,0.043834152649547,0.0,6.176212643804746e-05
8.0,2.29,0.5891268740470006,0.5580450335765653,0.6292763758083822,0.351164556266928,0.8602919871354285,0.25989769687057573,0.8602919871354285,0.6824433273472024,0.0460056553624022,0.0,7.070844134160481e-05
8.8,2.29,0.1526414316992487,0.7386124182733728,0.8675724926231209,0.6407998168038211,0.7806784668680712,0.39054113136851787,0.7806784668680712,0.7271518065781603,0.0425742187912315,0.0,6.944640491113319e-06
9.6,2.29,0.1066533286499557,0.8851615241092997,0.9036253487078326,0.7998543908860225,0.745386141725128,0.44439949972412746,0.745386141725128,0.7085581809590737,0.0391067708254559,0.0,5.762057497804562e-14
10.4,2.29,0.1910896609391989,0.917211258562416,0.8395673581881982,0.77006063325172,0.751633154112449,0.43504760163897155,0.751633154112449,0.6887057373029901,0.040645463573942,0.0,6.191760565710247e-06
11.2,2.29,0.263616892757297,0.9184677846791968,0.7913791005262146,0.7268562093017277,0.7609776676166278,0.4209129893887573,0.7609776676166278,0.6769618582933161,0.0408548877772615,0.0,3.4440507861999148e-06
12.0,2.29,0.324701506182844,0.8771172992589951,0.754887040841013,0.662124482508084,0.775654339809753,0.39836034513429636,0.775654339809753,0.6739213446049764,0.0397447078116053,0.0,1.0299350457973477e-06
12.8,2.29,0.1142870052001219,0.7916631112425582,0.897434857746011,0.7104660716207296,0.764614919616578,0.41536402469973394,0.764614919616578,0.7243429459356904,0.0372231442415939,0.0,3.8647203200268404e-08
13.6,2.29,0.1152775579450587,0.6820504454706652,0.8966377857029043,0.6115522011644967,0.7877307720594817,0.3794802307505728,0.7877307720594817,0.7459098282531768,0.0375173386366805,0.0,3.422197100000487e-09
14.4,2.29,0.1959995823623919,0.695867255817441,0.8361206933072295,0.581829012383878,0.7950972139114211,0.36782042043029606,0.7950972139114211,0.7270339939538548,0.0362877051908171,0.0,6.079576669363825e-10
15.2,2.29,0.2635129579283289,0.8194617171975535,0.791444198276852,0.6485582217859901,0.7788392953546583,0.3934093520114593,0.7788392953546583,0.6928799672955819,0.0371160322824847,0.0,4.008763964396145e-11
16.0,2.29,0.3217878591111364,0.7865284897150572,0.7565510555320659,0.5950489590999681,0.7917954303350677,0.373059996500505,0.7917954303350677,0.6887032172153839,0.0378355621499271,0.0,7.6264657632236e-12
16.8,2.29,0.3729068193667717,0.7741202161518419,0.7283815521152643,0.5638548845644825,0.7996533749609294,0.3605544799135953,0.7996533749609294,0.6824663511219348,0.036743620645097,0.0,2.872420599598863e-12
17.6,2.29,0.2679119024066777,0.6787167217905434,0.7886983299879569,0.5353027450111023,0.8070547292918159,0.3486626639277137,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
18.4,2.29,0.20297833384972,0.5139240325215797,0.8312701666037846,0.42720971613590236,0.837059063454707,0.2993321242883288,0.837059063454707,0.7631803861321128,0.0360817095016701,0.0,4.034350757563207e-12
19.200000000000003,2.29,0.2685122027208125,0.0,0.7883250928569038,0.0,1.0,0.0,1.0,0.8878767329178662,5.1556393066254794e-17,0.0,4.034350757563207e-12
20.0,2.29,0.3261537967964966,0.0,0.7540603528909203,0.0,1.0,0.0,1.0,0.8683664853567993,5.409153402121938e-17,0.0,4.034350757563207e-12
4.0,2.4800000000000004,0.0529284688818641,0.8883488013290995,0.9497321323849565,0.8436934013879057,0.7364709983339134,0.45761046861304894,0.7364709983339134,0.7177219282057684,0.0422220708529422,0.0,1.4565976913516465e-07
4.8,2.4800000000000004,0.3330127461264275,1.029121952007604,0.7501803736730036,0.7720270905121552,0.7512159864613336,0.4356745416849255,0.7512159864613336,0.6506503540243344,0.0339702407471497,0.0,3.5208951949528e-06
5.6,2.4800000000000004,0.0489632309804584,1.1142916503198257,0.9533222618921611,1.0622790364904453,0.6963479260295623,0.5150995659143272,0.6963479260295623,0.6799017418826373,0.0438363286365032,0.0,7.62791170956234e-05
6.4,2.4800000000000004,0.2368422574530327,1.0740812971703386,0.8085105388129687,0.8684060483041229,0.7315842847179457,0.46478443435373173,0.7315842847179457,0.6578202074744681,0.0443922352407161,0.0,0.0006464148039100337
7.2,2.4800000000000004,0.5397550802947837,0.5919360462240219,0.6494539377058276,0.38443519609020976,0.8498918882302039,0.27768377832049856,0.8498918882302039,0.6849168668083359,0.0438341524390533,0.0,6.176213357012017e-05
8.0,2.4800000000000004,0.5891268740470006,0.5580450316041937,0.6292763758083822,0.35116455502576116,0.8602919875305565,0.25989769619072484,0.8602919875305565,0.6824433276606454,0.0460056553261767,0.0,7.070844134338117e-05
8.8,2.4800000000000004,0.1526414316992487,0.7386124173819069,0.8675724926231209,0.6407998160304098,0.7806784670520625,0.3905411310812419,0.7806784670520625,0.7271518067495362,0.0425742187957351,0.0,6.944640396078228e-06
9.6,2.4800000000000004,0.1066533286499557,0.8851615247384971,0.9036253487078326,0.7998543914545813,0.7453861416073974,0.4443994998996369,0.7453861416073974,0.70855818084716,0.039106770824359,0.0,2.3647750424515834e-14
10.4,2.4800000000000004,0.1910896609391989,0.917211257615645,0.8395673581881982,0.770060632456842,0.7516331542812162,0.4350476013852694,0.7516331542812162,0.688705737457628,0.0406454635767291,0.0,6.191760517026967e-06
11.2,2.4800000000000004,0.263616892757297,0.9184677908795132,0.7913791005262146,0.7268562142085286,0.7609776665354822,0.42091299103421254,0.7609776665354822,0.6769618573315345,0.0408548877207694,0.0,3.444050917900121e-06
12.0,2.4800000000000004,0.324701506182844,0.8771174587906886,0.754887040841013,0.6621246029364921,0.7756543117099285,0.3983603887257971,0.7756543117099285,0.6739213201906588,0.0397447076244711,0.0,1.0299359567977895e-06
12.8,2.4800000000000004,0.1142870052001219,0.7916637972139454,0.897434857746011,0.710466687235364,0.7646147820201606,0.41536423511626225,0.7646147820201606,0.7243428155864235,0.0372231422005434,0.0,3.8647216400213014e-08
13.6,2.4800000000000004,0.1152775579450587,0.6820515197401089,0.8966377857029043,0.611553164395072,0.7877305366448225,0.37948060163725994,0.7877305366448225,0.7459096053367764,0.0375173380070046,0.0,3.4221948000011035e-09
14.4,2.4800000000000004,0.1959995823623919,0.6958757842244063,0.8361206933072295,0.5818361431614226,0.7950954217954129,0.3678232702399743,0.7950954217954129,0.72703235524951,0.0362876701387435,0.0,6.079610169245839e-10
15.2,2.4800000000000004,0.2635129579283289,0.8194667197465321,0.791444198276852,0.6485621810243558,0.7788383601117218,0.39341080881848395,0.7788383601117218,0.6928791352740095,0.0371161699073832,0.0,4.0082633945211525e-11
16.0,2.4800000000000004,0.3217878591111364,0.7852718264453679,0.7565510555320659,0.5940982291768363,0.792031510956423,0.37268608565208555,0.792031510956423,0.6889085600062367,0.0378424711989927,0.0,7.522994137975432e-12
16.8,2.4800000000000004,0.3729068193667717,0.780749074955125,0.7283815521152643,0.5686832230283708,0.7984217774440924,0.36252266530301624,0.7984217774440924,0.6814152408663098,0.0367123021995135,0.0,3.0100535913642632e-12
17.6,2.4800000000000004,0.2679119024066777,0.6787167217905434,0.7886983299879569,0.5353027450111023,0.8070547292918159,0.3486626639277137,0.8070547292918159,0.7167347272310843,0.0361985046360608,0.0,4.034350757563207e-12
