scenario,grid,D,eta,mu_mumu_full,mu_mumu_cmp,abs_delta_mu_mumu,chi2_mumu_full,chi2_mumu_cmp,accept_full,accept_cmp,acceptance_mismatch
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,2.6700000000000004,73.307578171227,77.63275478113574,4.325176609908752,32316.8737403195,36321.45563450483,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,2.4800000000000004,73.30621379761986,77.63131767739576,4.325103879775895,32315.647391931347,36320.08621770018,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,2.29,73.30484940592164,77.6298805541792,4.325031148257551,32314.421050551675,36318.716808152654,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,2.1,73.30348499615062,77.62844341150543,4.324958415354814,32313.19471619785,36317.347405881774,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,1.91,73.30212056828817,77.62700624935457,4.324885681066391,32311.96838885405,36315.978010869614,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,1.72,73.30075612237763,77.6255690677727,4.324812945395067,32310.74206856015,36314.608623161155,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,1.53,73.29939165838354,77.62413186672212,4.324740208338582,32309.5157552852,36313.23924272151,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,1.34,73.29802717630976,77.62269464620705,4.3246674698972924,32308.289449033593,36311.86986955575,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,1.15,73.29666267615853,77.62125740622979,4.324594730071254,32307.063149808284,36310.500503667114,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,0.96,73.29529815797706,77.61982014684007,4.324521988863012,32305.83685765261,36309.13114510404,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,0.77,73.2939336216711,77.61838286793862,4.32444924626752,32304.610572482805,36307.76179377299,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,0.5800000000000001,73.29256906733613,77.61694556962594,4.324376502289809,32303.384294385596,36306.39244977076,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,0.39,73.29120449498502,77.61550825191595,4.324303756930931,32302.15802337346,36305.023113111674,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.898305084745763,0.2,73.28983990446632,77.61407091464858,4.32423101018226,32300.931759311225,36303.65378364426,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,4.0,44.33678238671618,48.270211199273135,3.9334288125569543,11522.29551077638,13730.104361652928,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,3.81,44.334645361588194,48.26789340891161,3.933248047323417,11521.148577033417,13728.74645368188,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,3.62,44.33250830320546,48.26557558136332,3.933067278157864,11520.001682530035,13727.388591077988,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,3.43,44.33037121157733,48.263257716638286,3.9328865050609565,11518.854827273924,13726.030773850362,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,3.24,44.32823408671694,48.2609398147509,3.932705728033959,11517.70801127479,13724.67300201066,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,3.0500000000000003,44.32609692864255,48.258621875720806,3.9325249470782566,11516.561234545095,13723.315275573626,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,2.8600000000000003,44.32395973736624,48.25630389956123,3.932344162194994,11515.414497093989,13721.957594550233,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,2.6700000000000004,44.32182251290478,48.25398588629037,3.932163373385592,11514.267798933124,13720.59995895436,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,2.4800000000000004,44.319685255267416,48.25166783591831,3.931982580650896,11513.12114007012,13719.24236879514,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,2.29,44.31754796447279,48.24934974846521,3.9318017839924195,11511.97452051764,13717.884824087603,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,2.1,44.31541064053281,48.24703162394398,3.9316209834111717,11510.82794028473,13716.527324842546,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,1.91,44.313273283464014,48.24471346237261,3.931440178908595,11509.681399382916,13715.16987107371,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,1.72,44.31113589327407,48.2423952637594,3.9312593704853285,11508.534897818963,13713.81246278918,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,1.53,44.30899846998715,48.24007702813058,3.931078558143426,11507.3884356085,13712.455100007535,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,1.34,44.30686101360546,48.23775875548867,3.930897741883207,11506.242012755354,13711.097782733472,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,1.15,44.30472352415427,48.23544044586098,3.9307169217067113,11505.09562927573,13709.74051098619,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,0.96,44.30258600165074,48.233122099266154,3.9305360976154162,11503.949285181485,13708.383284779824,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,0.77,44.30044844608468,48.23080371569314,3.9303552696084623,11502.802980469807,13707.026104111115,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,0.5800000000000001,44.29831085750326,48.22848529519312,3.930174437689857,11501.656715168638,13705.66896901324,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,0.39,44.296173235880694,48.22616683773815,3.929993601857454,11500.510489266797,13704.311879473047,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.627118644067797,0.2,44.29403558125418,48.22384834336856,3.9298127621143806,11499.364302786871,13702.954835517368,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,4.0,45.74024577860031,49.09460703427871,3.3543612556783984,12287.858723166766,14217.347125964176,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,3.81,45.74012671713229,49.094480390817765,3.3543536736854733,12287.79273307093,14217.271623438124,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,3.62,45.74000765506223,49.094353746705,3.3543460916427748,12287.726742818604,14217.196120723958,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,3.43,45.739888592403986,49.09422710195505,3.354338509551063,12287.66075241748,14217.120617830398,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,3.24,45.739769529157535,49.09410045656782,3.354330927410288,12287.594761867544,14217.045114757391,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,3.0500000000000003,45.73965046526172,49.093973810478026,3.354323345216308,12287.528771134896,14216.969611466024,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,2.8600000000000003,45.73953140077024,49.093847163743106,3.354315762972867,12287.462780249312,14216.89410799054,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,2.6700000000000004,45.73941233567354,49.09372051635288,3.3543081806793396,12287.396789205492,14216.818604324872,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,2.4800000000000004,45.739293269983506,49.09359386831986,3.3543005983363514,12287.330798010027,14216.743100476484,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,2.29,45.73917420367656,49.09346721961903,3.354293015942467,12287.264806649857,14216.667596430469,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,2.1,45.73905513674126,49.093340570237885,3.354285433496628,12287.198815118632,14216.592092179368,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,1.91,45.73893606924289,49.09321392024673,3.354277851003843,12287.132823452552,14216.516587765103,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,1.72,45.73881700115645,49.09308726961833,3.3542702684618817,12287.066831637749,14216.441083171438,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,1.53,45.73869793242382,49.09296061829078,3.3542626858669635,12287.000839642023,14216.365578361472,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,1.34,45.73857886303054,49.092833966248755,3.3542551032182146,12286.934847457364,14216.290073326069,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,1.15,45.73845979316265,49.0927073136906,3.354247520527956,12286.868855186878,14216.21456818348,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,0.96,45.73834072259768,49.09258066037899,3.3542399377813155,12286.802862707273,14216.139062792226,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,0.77,45.73822165138581,49.092454006367866,3.3542323549820594,12286.736870046356,14216.063557184463,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,0.5800000000000001,45.73810257960763,49.09232735174255,3.35422477213492,12286.670877248802,14215.988051411065,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,0.39,45.737983507291375,49.09220069653379,3.354217189242412,12286.60488433026,14215.91254549036,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.4406779661016955,0.2,45.73786443452171,49.09207404083224,3.3542096063105262,12286.538891337656,14215.837039476406,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.3559322033898304,4.0,27.811895441709066,31.145841950838527,3.3339465091294613,4359.926380148576,5530.094458526657,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.3559322033898304,3.81,27.80839427270692,31.141931343056353,3.3335370703494327,4358.7705503921225,5528.640500094237,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.3559322033898304,3.62,27.80489306100664,31.138020684413096,3.3331276234064546,4357.614859769979,5527.186713916132,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.3559322033898304,3.43,27.801391806733413,31.134109975048723,3.33271816831531,4356.459308329064,5525.733100051824,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.3559322033898304,3.24,27.797890510010735,31.130199215101506,3.332308705090771,4355.303896115717,5524.279658560138,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.3559322033898304,3.0500000000000003,27.79438917096343,31.126288404710984,3.331899233747553,4354.1486231766985,5522.826389500341,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.3559322033898304,2.8600000000000003,27.790887789715654,31.12237754401608,3.3314897543004243,4352.993489558518,5521.3732929314465,False,False,False
large_full_vs_cell_direct_runtime,D60xE21,5.3559322033898304,2.6700000000000004,27.787386366393104,31.11846663315748,3.3310802667643777,4351.8384953081795,5519.920368913089,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.169491525423728,4.0,72.86718315729819,76.02212889248602,3.1549457351878374,31922.239177742525,34802.88825279247,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.169491525423728,3.81,72.86668001284127,76.02160641012979,3.15492639728852,31921.789700361533,34802.40089517701,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.169491525423728,3.62,72.86617686401031,76.0210839231755,3.1549070591651827,31921.340222237504,34801.913536684995,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.169491525423728,3.43,72.8656737107654,76.02056143158167,3.1548877208162622,31920.8907433349,34801.42617727782,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.169491525423728,3.24,72.86517055314152,76.02003893538479,3.154868382243265,31920.441263685032,34800.93881698963,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.169491525423728,3.0500000000000003,72.86466739112022,76.0195164345656,3.154849043445381,31919.991783271504,34800.45145580253,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.169491525423728,2.8600000000000003,72.86416422471666,76.01899392913987,3.154829704423207,31919.542302107944,34799.964093731316,False,False,False
large_full_vs_cell_direct_runtime_release_tuned,D60xE21,6.169491525423728,2.6700000000000004,72.86366105391085,76.01847141908671,3.1548103651758623,31919.092820176575,34799.476730756614,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,6.4,4.0,57.800486186791545,60.19583392665018,2.395347739858636,19881.3427631654,21605.938044563925,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,6.4,3.905,57.80041174482133,60.19575676167066,2.395345016849326,19881.29028115862,21605.88133235963,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,6.4,3.81,57.80033730255307,60.19567959638002,2.3953422938269497,19881.237799010993,21605.824620001105,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,6.4,3.715,57.8002628600326,60.195602430825886,2.3953395707932827,19881.185316754832,21605.76790752337,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,6.4,3.62,57.80018841724919,60.19552526499719,2.3953368477479984,19881.132834382555,21605.711194918265,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,6.4,3.5250000000000004,57.80011397415054,60.19544809883953,2.3953341246889863,19881.08035185732,21605.65448214583,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,6.4,3.43,57.80003953077853,60.19537093239639,2.3953314016178666,19881.027869208625,21605.59776923802,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,6.4,3.3350000000000004,57.79996508715362,60.19529376568911,2.395328678535485,19880.97538645092,21605.541056210503,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,6.4,3.24,57.79989064329194,60.19521659873438,2.395325955442445,19880.92290359556,21605.48434307557,False,False,False
small_full_vs_cell_direct_runtime,D21xE41,4.8,4.0,11.70548508333282,13.985185434423084,2.2797003510902645,663.7688925174704,989.9180776175932,False,False,False
small_full_vs_cell_direct_runtime,D21xE41,4.8,3.905,11.700322049300237,13.979027194862146,2.2787051455619096,663.1039644956287,988.9495323067588,False,False,False
small_full_vs_cell_direct_runtime,D21xE41,4.8,3.81,11.695159426369685,13.972869435404558,2.277710009034873,662.4394225898034,987.9815364983132,False,False,False
small_full_vs_cell_direct_runtime,D21xE41,4.8,3.715,11.689997215979824,13.966712157770816,2.276714941790992,661.7752669054532,987.0140903516552,False,False,False
small_full_vs_cell_direct_runtime,D21xE41,4.8,3.62,11.684835419569158,13.960555363681197,2.275719944112039,661.1114975476518,986.0471940256276,False,False,False
small_full_vs_cell_direct_runtime,D21xE41,4.8,3.5250000000000004,11.679674038575635,13.954399054855354,2.274725016279719,660.4481146210369,985.0808476784564,False,False,False
small_full_vs_cell_direct_runtime,D21xE41,4.8,3.43,11.674513074436906,13.948243233012658,2.273730158575752,659.7851182298431,984.1150514677996,False,False,False
small_full_vs_cell_direct_runtime,D21xE41,4.8,3.3350000000000004,11.66935252859036,13.942087899872028,2.2727353712816676,659.1225084779073,983.1498055507268,False,False,False
small_full_vs_cell_direct_runtime,D21xE41,4.8,3.24,11.664192402472896,13.935933057151942,2.2717406546790464,658.4602854686394,982.1851100837176,False,False,False
