scenario,grid,D,eta,mu_mumu_full,mu_mumu_cmp,abs_delta_mu_mumu,chi2_mumu_full,chi2_mumu_cmp,accept_full,accept_cmp,acceptance_mismatch
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,4.0,53.00788547030098,58.39518472624097,5.387299255939993,16646.086516973137,20302.819262364577,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.905,53.00650885127799,58.39367915970699,5.387170308428999,16645.198473856457,20301.746650997626,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.81,53.00513221836765,58.39217357721545,5.387041358847803,16644.31044547004,20300.674056596596,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.715,53.0037555715775,58.39066797877469,5.386912407197187,16643.422431819472,20299.601479168337,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.62,53.00237891090342,58.38916236438018,5.38678345347676,16642.534432902812,20298.528918710537,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.5250000000000004,53.001002236358595,58.38765673404627,5.3866544976876725,16641.646448729276,20297.456375234306,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.43,52.999625547933455,58.38615108776256,5.386525539829108,16640.758479293418,20296.383848733138,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.3350000000000004,52.998248845639154,58.38464542554121,5.386396579902055,16639.870524603135,20295.311339216587,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.24,52.99687212947589,58.383139747382536,5.386267617906647,16638.982584659287,20294.238846685792,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.145,52.99549539944356,58.38163405328629,5.386138653842728,16638.094659462513,20293.166371141466,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,3.0500000000000003,52.99411865555172,58.380128343263024,5.386009687711301,16637.20674901969,20292.09391259204,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,2.955,52.992741897793195,58.37862261730488,5.3858807195116825,16636.318853326906,20291.02147103279,False,False,False
small_full_vs_cell_direct_runtime_release_tuned,D21xE41,5.6,2.8600000000000003,52.99136512618419,58.37711687542963,5.385751749245436,16635.430972395337,20289.949046477297,False,False,False
