mode,p95_abs_log_B_sum_ratio,p95_share_l1,p95_abs_delta_log_partial,p95_abs_delta_log_width,p95_abs_delta_mu,max_abs_delta_mu,acceptance_mismatch
release_fullsumanchor,2.2204460492503136e-16,0.4027246627221257,0.5613987451559262,1.6734908320771351,49.24087962881938,51.78203746770311,0.14285714285714285
release_fullwidthrefamp,2.2204460492503136e-16,0.4027246627221257,0.5613987451559262,0.27612598729272747,0.9001093324589834,14.072583544233837,0.08571428571428572
