n_points,d_num,eta_num,frac_winner_mismatch,n_winner_mismatch,max_abs_delta_R3,p99_abs_delta_R3,mean_abs_delta_R3,max_abs_delta_mu_mumu,p99_abs_delta_mu_mumu,mean_abs_delta_mu_mumu,max_abs_delta_chi2_mumu,p99_abs_delta_chi2_mumu,f_R3_gt_0p90_baseline,f_R3_gt_0p90_direct,delta_f_R3_gt_0p90,f_chi2_mumu_le_4_baseline,f_chi2_mumu_le_4_direct,delta_f_chi2_mumu_le_4,best_chi2_mumu_baseline,best_chi2_mumu_direct,frac_underflow_fallback_baseline,frac_underflow_fallback_direct,max_abs_delta_mu_mumu_accept_band,bias_upper_bound_R3_abs,bias_upper_bound_mu_abs
1260,60,21,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15,0.15,0.0,0.0005096471648422107,0.0005096471648422107,0.0,0.0,0.0,0.0,0.0
