d48_center_d21,d48_half_width_d21,d48_beta_d21,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v25,delta_max_vs_v25
4.7,0.35,0.69,8.212555181479397,8.224014291052514,8.109902174712648,7.996272382030387,8.224014291052514,8.028064639440478,8.035291565734916
4.7,0.4,0.69,6.548140943435309,6.5581627270839125,6.458418614989206,6.359151046417981,6.5581627270839125,6.36365040139639,6.369440001766314
4.7,0.45,0.69,5.340416947014267,5.34937761789257,5.260239190912377,5.171571477860841,5.34937761789257,5.155926404975348,5.160654892574971
4.8,0.35,0.69,0.1844905420389189,0.18872272531759826,0.1468273481421972,0.10535914756602871,0.18872272531759826,0.0,5.551115123125783e-17
4.8,0.4,0.69,0.1844905420389189,0.18872272531759826,0.1468273481421972,0.10535914756602871,0.18872272531759826,0.0,5.551115123125783e-17
4.8,0.45,0.69,0.1844905420389189,0.18872272531759826,0.1468273481421972,0.10535914756602871,0.18872272531759826,0.0,5.551115123125783e-17
4.9,0.35,0.69,8.212555181479518,8.224014291052635,8.109902174712769,7.996272382030504,8.224014291052635,8.028064639440599,8.035291565735037
4.9,0.4,0.69,6.548140943435419,6.558162727084005,6.458418614989305,6.359151046418091,6.558162727084005,6.3636504013965,6.369440001766407
4.9,0.45,0.69,5.340416947014356,5.349377617892651,5.260239190912465,5.171571477860926,5.349377617892651,5.155926404975437,5.160654892575053
