combo_id,peak,center_D,width_D,s_min,power,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_hybrid,slice_p95_abs_delta_cloud,slice_mean_cloud_improvement_vs_base,slice_mean_cloud_improvement_vs_hybrid
16,0.75,6.1,0.25,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.556550749520577,-0.6025320229918465,0.007054104577776396
16,0.75,6.1,0.25,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.232161399284337,-0.9600833426585343,-0.0006424656590320004
16,0.75,6.1,0.25,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.088273976726683,-1.2004038464764193,-0.04814844255744179
16,0.75,6.1,0.25,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.199099796841104,-0.9127817518723129,-0.021136923355290566
16,0.75,6.1,0.25,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.642155086925317,-0.17968580392665567,-0.0005793370250381645
16,0.75,6.1,0.25,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8291488984643847,0.0776692546032111,-0.0007751428859448943
16,0.75,6.1,0.25,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3677216939822685,0.7345118234463125,0.02383343819891112
16,0.75,6.1,0.25,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.31255315143094986,0.010105944919004574,0.0008304960737827242
17,1.0,5.9,0.15,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.541843185836166,-0.5879680643110751,0.02161806325854783
17,1.0,5.9,0.15,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.221029962918635,-0.9489613329956654,0.010479544003836898
17,1.0,5.9,0.15,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.237756647354644,-1.3498249593126093,-0.1975695553936317
17,1.0,5.9,0.15,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.24432453189548,-0.9580029308451882,-0.06635810232816584
17,1.0,5.9,0.15,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.641707470247741,-0.1792379882124926,-0.00013152131087510032
17,1.0,5.9,0.15,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8308058314694802,0.07621748576491115,-0.0022269117242448397
17,1.0,5.9,0.15,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.313237533493698,0.7890003253208248,0.07832194007342339
17,1.0,5.9,0.15,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.31105061884687046,0.01160847804139847,0.0023330291961766196
18,1.0,5.9,0.15,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.554047285975868,-0.6000537685700289,0.009532358999594
18,1.0,5.9,0.15,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.233621999388717,-0.9615426699835817,-0.0021017929840794415
18,1.0,5.9,0.15,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.17320525741256,-1.285301811214935,-0.13304640729595751
18,1.0,5.9,0.15,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.220568972288284,-0.9342495915193819,-0.042604763002359616
18,1.0,5.9,0.15,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.643337104436757,-0.18086775191337878,-0.0017612850117612784
18,1.0,5.9,0.15,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8294204950775019,0.07743193923757669,-0.0010124582515793135
18,1.0,5.9,0.15,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3420993150418,0.7601358794131288,0.04945749416572735
18,1.0,5.9,0.15,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3122773403896173,0.010381756099005369,0.0011063072537835187
19,1.0,5.9,0.25,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.542196861923754,-0.5883169284823764,0.02126919908724645
19,1.0,5.9,0.25,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.244304715744377,-0.972216115908193,-0.012775238908690631
19,1.0,5.9,0.25,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.19138057362376,-1.3034667395313515,-0.1512113356123741
19,1.0,5.9,0.25,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.23256998929815,-0.9462490250653843,-0.05460419654836203
19,1.0,5.9,0.25,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.6408334217344205,-0.17836396642672964,0.0007425004748878702
19,1.0,5.9,0.25,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8308058295921836,0.0762174874328289,-0.002226910056327106
19,1.0,5.9,0.25,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3270302188372085,0.7752068368309321,0.06452845158353063
19,1.0,5.9,0.25,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3110522286214019,0.011606868265805762,0.002331419420583913
20,1.0,5.9,0.25,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.554377602182397,-0.6003795894311078,0.009206538138515035
20,1.0,5.9,0.25,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.250073413308783,-0.9779799671442223,-0.018539090144719984
20,1.0,5.9,0.25,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.14656113413396,-1.2586679425861231,-0.10641253866714553
20,1.0,5.9,0.25,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.214291500802666,-0.9279724598825816,-0.03632763136555928
20,1.0,5.9,0.25,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.642896182093764,-0.18042684305377796,-0.0013203761521604445
20,1.0,5.9,0.25,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8294204942270254,0.07743193999319502,-0.0010124574959609815
20,1.0,5.9,0.25,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3495841396609762,0.7526506193177418,0.041972234070340404
20,1.0,5.9,0.25,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3122780853055751,0.010381011186127451,0.0011055623409056009
21,1.0,6.1,0.15,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.54182777791227,-0.5879528660180837,0.021633261551539107
21,1.0,6.1,0.15,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.200420425820482,-0.9283694744860049,0.03107140251349739
21,1.0,6.1,0.15,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.13612378454404,-1.2482312204279977,-0.09597581650902025
21,1.0,6.1,0.15,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.234045702367744,-0.947724658187927,-0.0560798296709046
21,1.0,6.1,0.15,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.64138424935928,-0.17891477720746166,0.00019168969415584938
21,1.0,6.1,0.15,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8308058314691302,0.07621748576522373,-0.002226911723932266
21,1.0,6.1,0.15,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3291178325216748,0.773119101467596,0.062440716220194585
21,1.0,6.1,0.15,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3110506405317879,0.011608456356482028,0.002333007511260177
22,1.0,6.1,0.15,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.554032895865253,-0.6000395742967793,0.00954655327284352
22,1.0,6.1,0.15,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.219074444071197,-0.9470075954910387,0.012433281508463557
22,1.0,6.1,0.15,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.114884719403562,-1.2270037183462346,-0.07474831442725699
