combo_id,peak,center_D,width_D,s_min,power,region,D,slice_p95_abs_delta_base,slice_p95_abs_delta_hybrid,slice_p95_abs_delta_cloud,slice_mean_cloud_improvement_vs_base,slice_mean_cloud_improvement_vs_hybrid
1,0.5,5.9,0.15,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.552710567709058,-0.59872901550567,0.010857112063952795
1,0.5,5.9,0.15,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.226255964744873,-0.9541829412965915,0.005257935702910829
1,0.5,5.9,0.15,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.14030865422542,-1.2524174249980433,-0.10016202107906581
1,0.5,5.9,0.15,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.21175409095729,-0.9254350652016209,-0.03379023668459863
1,0.5,5.9,0.15,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.6417161096349915,-0.17924678318553044,-0.00014031628391295147
1,0.5,5.9,0.15,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8295785046651565,0.07729308607747058,-0.0011513114116854083
1,0.5,5.9,0.15,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3517467096788138,0.7504880452277207,0.03980965998031931
1,0.5,5.9,0.15,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3122045944567158,0.010454501996194349,0.001179053150972499
2,0.5,5.9,0.15,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.558850776895111,-0.6048095976939416,0.004776529875681287
2,0.5,5.9,0.15,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.23257209843782,-0.960493709496137,-0.0010528324966347078
2,0.5,5.9,0.15,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.1071401444609,-1.2192633868934708,-0.06700798297449326
2,0.5,5.9,0.15,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.19945073774942,-0.9131328478482899,-0.021488019331267576
2,0.5,5.9,0.15,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.642478297132961,-0.18000903771943857,-0.0009025708178210747
2,0.5,5.9,0.15,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8288743417690001,0.0779084317055306,-0.0005359657836253936
2,0.5,5.9,0.15,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.366625360375295,0.7356080336232698,0.024929648375868363
2,0.5,5.9,0.15,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3128278002528577,0.00983129614634966,0.0005558473011278093
3,0.5,5.9,0.25,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.55288740051291,-0.5989034419990288,0.010682685570594111
3,0.5,5.9,0.25,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.237940742762916,-0.9658576938165541,-0.006416816817051762
3,0.5,5.9,0.25,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.116716519895945,-1.228834370091241,-0.07657896617226356
3,0.5,5.9,0.25,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.20575831322538,-0.9194396120594761,-0.027794783542453787
3,0.5,5.9,0.25,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.641270109644669,-0.17880079683317027,0.0003056700684472465
3,0.5,5.9,0.25,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8295785037187664,0.07729308691830149,-0.0011513105708545021
3,0.5,5.9,0.25,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3587781377385113,0.7434562082066242,0.03277782295922271
3,0.5,5.9,0.25,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3122054096921034,0.01045368676373553,0.0011782379185136804
4,0.5,5.9,0.25,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.559015940958803,-0.6049725131535282,0.004613614416094657
4,0.5,5.9,0.25,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.24082201947138,-0.9687365519620088,-0.009295674962506459
4,0.5,5.9,0.25,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.0936862996909,-1.2058147190513486,-0.05355931513237116
4,0.5,5.9,0.25,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.19627859703338,-0.909960878792136,-0.018316050275113786
4,0.5,5.9,0.25,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.642255579562455,-0.17978632693779095,-0.0006798600361734535
4,0.5,5.9,0.25,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8288743413421851,0.07790843208473547,-0.0005359654044205309
4,0.5,5.9,0.25,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3704068239821225,0.7318263500879387,0.02114796484053727
4,0.5,5.9,0.25,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.31282817490101955,0.009830921471627571,0.0005554726264057212
5,0.5,6.1,0.15,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.552702864794641,-0.5987214174112445,0.010864710158378341
5,0.5,6.1,0.15,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.215933327534394,-0.9438691597273751,0.015571717272127302
5,0.5,6.1,0.15,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.08867804910487,-1.2008066891804925,-0.04855128526151494
5,0.5,6.1,0.15,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.20651052244862,-0.9201917805613601,-0.02854695204433778
5,0.5,6.1,0.15,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.641551144962598,-0.17908182356006988,2.4643341547624958e-05
5,0.5,6.1,0.15,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8295785046649784,0.07729308607762701,-0.0011513114115289916
5,0.5,6.1,0.15,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3598413599040384,0.7423929242635997,0.031714539016198307
5,0.5,6.1,0.15,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3122046054385157,0.010454491014387838,0.0011790421691659889
6,0.5,6.1,0.15,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.558843582294715,-0.604802501043353,0.004783626526269862
6,0.5,6.1,0.15,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.225288931806993,-0.953216791386051,0.006224085613451298
6,0.5,6.1,0.15,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.077714872872562,-1.1898494376859503,-0.037594033766972804
6,0.5,6.1,0.15,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.196676427326516,-0.9103586875394156,-0.018713859022393347
6,0.5,6.1,0.15,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.64239591020398,-0.17992665329645469,-0.0008201863948371741
6,0.5,6.1,0.15,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8288743417689193,0.07790843170560302,-0.0005359657835529746
6,0.5,6.1,0.15,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3710433335917926,0.7311898035133931,0.020511418265991694
6,0.5,6.1,0.15,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3128278053039999,0.00983129109521273,0.0005558422499908805
7,0.5,6.1,0.25,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.552784867498806,-0.598802304254409,0.010783823315213917
7,0.5,6.1,0.25,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.225370791737681,-0.9532985277083676,0.006142349291134711
7,0.5,6.1,0.25,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.079178675137456,-1.191310970588044,-0.039055566669066455
7,0.5,6.1,0.25,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.19787200885548,-0.9115537345495784,-0.01990890603255615
7,0.5,6.1,0.25,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.640698838076002,-0.17822954271765534,0.0008769241839621667
7,0.5,6.1,0.25,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.829578502558856,0.07729308794883662,-0.0011513095403193816
7,0.5,6.1,0.25,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.368434312279966,0.7337994719616256,0.02312108671422421
7,0.5,6.1,0.25,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.31220641284370254,0.010452683614450006,0.0011772347692281552
8,0.5,6.1,0.25,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.558920172233938,-0.6048780482685998,0.004708079301023037
8,0.5,6.1,0.25,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.231947377072927,-0.9598695241275367,-0.0004286471280343968
8,0.5,6.1,0.25,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.072308223922192,-1.1844448690403855,-0.0321894651214079
8,0.5,6.1,0.25,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.19211001757534,-0.9057925249082068,-0.014147696391184522
8,0.5,6.1,0.25,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.641970419515019,-0.1795011756172845,-0.0003947087156669836
8,0.5,6.1,0.25,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.82887434081906,0.07790843254950726,-0.0005359649396487436
8,0.5,6.1,0.25,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3756084614107138,0.7266244101639383,0.01594602491653687
8,0.5,6.1,0.25,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.31282863591049326,0.009830460461575704,0.0005550116163538537
9,0.75,5.9,0.15,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.547265136548896,-0.5933369062551386,0.016249221314484294
9,0.75,5.9,0.15,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.223638459301611,-0.9515676363466076,0.007873240652894794
9,0.75,5.9,0.15,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.189370077839612,-1.3014584876901105,-0.14920308377113298
9,0.75,5.9,0.15,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.228188494437454,-0.9418681721436557,-0.05022334362663338
9,0.75,5.9,0.15,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.641729872162635,-0.1792604671754845,-0.00015400027386698007
9,0.75,5.9,0.15,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8301940047041989,0.07675373618812552,-0.0016906613010304794
9,0.75,5.9,0.15,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3323336715138439,0.7699026453067664,0.05922426005936504
9,0.75,5.9,0.15,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3116245213460589,0.0110345755826787,0.00175912673745685
10,0.75,5.9,0.15,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.55644665574154,-0.6024293460119955,0.007156781557627413
10,0.75,5.9,0.15,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.233097545218229,-0.961018685388356,-0.0015778083888537118
10,0.75,5.9,0.15,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.14029259981382,-1.252402451833571,-0.10014704791459346
10,0.75,5.9,0.15,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.21005571121433,-0.9237370732690177,-0.03209224475199538
10,0.75,5.9,0.15,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.64291310910593,-0.1804438029291235,-0.001337336027505996
10,0.75,5.9,0.15,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8291488998866434,0.07766925333959235,-0.0007751441495636433
10,0.75,5.9,0.15,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3543127041932692,0.7479215930681697,0.0372432078207683
10,0.75,5.9,0.15,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3125519016471676,0.010107194728780257,0.0008317458835584069
11,0.75,5.9,0.25,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.547530389525066,-0.5935985500760846,0.015987577493538213
11,0.75,5.9,0.25,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.241130000650507,-0.9690441699090704,-0.009603292909568089
11,0.75,5.9,0.25,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.154287479663395,-1.2663893934017543,-0.1141339894827768
11,0.75,5.9,0.25,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.219284556484276,-0.9329647164053282,-0.04131988788830586
11,0.75,5.9,0.25,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.64106766896839,-0.1785982842120084,0.0005081826896090867
11,0.75,5.9,0.25,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8301940032904338,0.0767537374442012,-0.0016906600449547915
11,0.75,5.9,0.25,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3427785567403987,0.7594571523542877,0.04877876710688624
11,0.75,5.9,0.25,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3116257363898334,0.01103336053917237,0.0017579116939505212
12,0.75,5.9,0.25,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.556694396843975,-0.6026737151254842,0.00691241244413867
12,0.75,5.9,0.25,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.245454238694805,-0.973364776132348,-0.013923899132845599
12,0.75,5.9,0.25,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.120211140475064,-1.2323287205419853,-0.08007331662300776
12,0.75,5.9,0.25,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.205322680744594,-0.9190042989870213,-0.02735947046999903
12,0.75,5.9,0.25,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.642580733227039,-0.18011143720961376,-0.0010049703079962416
12,0.75,5.9,0.25,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8291488992476062,0.07766925390735321,-0.000775143581802786
12,0.75,5.9,0.25,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3599554651568084,0.742278503817896,0.03160011857049448
12,0.75,5.9,0.25,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.312552461972182,0.010106634407058347,0.0008311855618364973
13,0.75,6.1,0.15,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.547253581398712,-0.5933255083294251,0.01626061924019781
13,0.75,6.1,0.15,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.208167917412794,-0.9361103656598972,0.023330511339605123
13,0.75,6.1,0.15,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.112539525622168,-1.2246575071547359,-0.07240210323575844
13,0.75,6.1,0.15,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.22040200661939,-0.934082106009894,-0.042437277492871725
13,0.75,6.1,0.15,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.641484965357606,-0.17901556785050216,9.089905111535148e-05
13,0.75,6.1,0.15,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8301940047039267,0.07675373618836713,-0.0016906613007888626
13,0.75,6.1,0.15,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3443586995873105,0.7578769173689945,0.04719853212159317
13,0.75,6.1,0.15,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3116245377136,0.011034559215137784,0.001759110369915934
14,0.75,6.1,0.15,0.7,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.556435863522578,-0.6024187006846294,0.007167426884993436
14,0.75,6.1,0.15,0.7,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.22217984225172,-0.9501103491524014,0.009330527847100914
14,0.75,6.1,0.15,0.7,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.096354320426073,-1.208481080868972,-0.05622567694999451
14,0.75,6.1,0.15,0.7,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.20591638008181,-0.9195979661755134,-0.02795313765849103
14,0.75,6.1,0.15,0.7,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.6427901644050955,-0.18032086198416966,-0.0012143950825521613
14,0.75,6.1,0.15,0.7,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8291488998865222,0.0776692533397017,-0.000775144149454289
14,0.75,6.1,0.15,0.7,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3609055313419276,0.7413283823801263,0.030649997132724902
14,0.75,6.1,0.15,0.7,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.3125519092016531,0.01010718717429341,0.0008317383290715605
15,0.75,6.1,0.25,0.55,2.0,D60_hotspot,4.813559322033898,8.950884564633627,9.563676710179516,9.547376591093526,-0.5934468443254742,0.016139283244148674
15,0.75,6.1,0.25,0.55,2.0,D60_hotspot,5.627118644067797,10.271915904250342,11.231518304440812,11.222312515165981,-0.9502428297516516,0.009198047247850687
15,0.75,6.1,0.25,0.55,2.0,D60_hotspot,6.169491525423728,25.887561191706766,27.040105098342977,27.0983821935733,-1.210505623536766,-0.058250219617788514
15,0.75,6.1,0.25,0.55,2.0,D60_hotspot,6.4406779661016955,31.28630580743782,32.17796120647217,32.20756218738554,-0.9212429820759065,-0.02959815355888414
15,0.75,6.1,0.25,0.55,2.0,D60_hotspot,6.711864406779661,7.462467784829663,7.641575631578675,7.640219138141898,-0.177749779331526,0.0013566875700915051
15,0.75,6.1,0.25,0.55,2.0,D21_guard,4.0,0.9136772062233662,0.8282232896475836,0.8301940015577034,0.0767537389836726,-0.001690658505483401
15,0.75,6.1,0.25,0.55,2.0,D21_guard,6.4,2.1022273869561374,1.3915531838204558,1.3571368612960413,0.7450980121403588,0.034419626892957335
15,0.75,6.1,0.25,0.55,2.0,D21_guard,8.0,0.3226590996076344,0.3133836477991947,0.31162723151049887,0.011031865407006307,0.0017564165617844582
