n_points,max_tree_rebuild_residual,max_match_rebuild_residual,max_ir_rebuild_residual,mean_abs_delta_mu_mumu_ir_recon_vs_native,p95_abs_delta_mu_mumu_ir_recon_vs_native,max_abs_delta_mu_mumu_ir_recon_vs_native,mean_log_ratio,p05_log_ratio,p95_log_ratio,f_chi2_le_4_uv_rge,ref_D,ref_eta,ref_D_snapped_to_grid,chain_mode,uv_match_kappa_diag,uv_match_kappa_offdiag,uv_match_mode,uv_match_input_diag_scale,uv_match_input_offdiag_scale,uv_rge_gamma_diag,uv_rge_gamma_offdiag
441.0,0.0,0.0,0.0,9.032292373700093e-09,5.5421309149153085e-08,5.5421309149153085e-08,0.4092202934146472,0.30769127235057525,0.4596467185984162,0.09523809523809523,9.600000000000001,1.0,True,full_direct,0.0,0.0,action_normalized,1.0,0.0,2.0,1.0
