center_D,sigma_D,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
5.8,0.1,4.813559322033898,1.15,14.789011957499701,13.47894886408298,1.310063093416721,0.09275534472256927,0.0
5.8,0.15,4.813559322033898,1.15,14.789011958051804,13.47894886408298,1.3100630939688234,0.09275534475990121,0.0
5.8,0.2,4.813559322033898,1.15,14.78901904661212,13.47894886408298,1.3100701825291399,0.09275582407242307,0.0
6.0,0.1,4.813559322033898,1.15,14.789011957499701,13.47894886408298,1.310063093416721,0.09275534472256927,0.0
6.0,0.15,4.813559322033898,1.15,14.789011957499753,13.47894886408298,1.3100630934167725,0.09275534472257292,0.0
6.0,0.2,4.813559322033898,1.15,14.789011988503532,13.47894886408298,1.3100631244205516,0.09275534681897928,0.0
6.2,0.1,4.813559322033898,1.15,14.789011957499701,13.47894886408298,1.310063093416721,0.09275534472256927,0.0
6.2,0.15,4.813559322033898,1.15,14.789011957499701,13.47894886408298,1.310063093416721,0.09275534472256927,0.0
6.2,0.2,4.813559322033898,1.15,14.78901195754956,13.47894886408298,1.3100630934665798,0.09275534472594064,0.0
5.8,0.1,4.813559322033898,1.34,14.801974971190253,13.490590632468777,1.311384338721476,0.09276816362025118,0.0
5.8,0.15,4.813559322033898,1.34,14.801974971742842,13.490590632468777,1.3113843392740652,0.09276816365758324,0.0
5.8,0.2,4.813559322033898,1.34,14.801982066516494,13.490590632468777,1.3113914340477173,0.0927686429701051,0.0
6.0,0.1,4.813559322033898,1.34,14.801974971190253,13.490590632468777,1.311384338721476,0.09276816362025118,0.0
6.0,0.15,4.813559322033898,1.34,14.801974971190308,13.490590632468777,1.3113843387215312,0.09276816362025482,0.0
6.0,0.2,4.813559322033898,1.34,14.801975002221264,13.490590632468777,1.3113843697524867,0.09276816571666142,0.0
6.2,0.1,4.813559322033898,1.34,14.801974971190253,13.490590632468777,1.311384338721476,0.09276816362025118,0.0
6.2,0.15,4.813559322033898,1.34,14.801974971190253,13.490590632468777,1.311384338721476,0.09276816362025118,0.0
6.2,0.2,4.813559322033898,1.34,14.801974971240162,13.490590632468777,1.3113843387713846,0.0927681636236229,0.0
5.8,0.1,4.813559322033898,1.53,14.814950453434383,13.502234299583389,1.3127161538509942,0.09278166124555604,0.0
5.8,0.15,4.813559322033898,1.53,14.814950453987455,13.502234299583389,1.3127161544040664,0.092781661282888,0.0
