D,eta,mu_mumu_center,mu_mumu_min,mu_mumu_max,mu_mumu_half_width,mu_mumu_full_span,case_at_min,case_at_max
12.0,0.77,0.03759242626734952,0.037581546525553816,0.03760333756640208,1.0895520424131222e-05,2.1791040848262444e-05,gamma_diag_plus,gamma_diag_minus
12.8,0.77,0.002337937185986657,0.002337654786013145,0.002338218826868568,2.820204277114921e-07,5.640408554229842e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,0.77,0.00017664977589412854,0.0001766246586549159,0.0001766748258864627,2.5083615773390574e-08,5.016723154678115e-08,gamma_diag_minus,gamma_diag_plus
14.4,0.77,4.364196182274102e-05,4.363968876447113e-05,4.364422869333105e-05,2.2699644299588556e-09,4.539928859917711e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,0.77,1.2052656466215711e-05,1.205226237440196e-05,1.2053051650494203e-05,3.946380461212169e-10,7.892760922424338e-10,gamma_diag_plus,gamma_diag_minus
16.0,0.77,1.737781962062896e-06,1.7375843821664381e-06,1.7379800977044526e-06,1.9785776900720725e-10,3.957155380144145e-10,gamma_diag_plus,gamma_diag_minus
16.8,0.77,3.5575048925743943e-07,3.556823622978328e-07,3.558188105040308e-07,6.822410309901362e-11,1.3644820619802724e-10,gamma_diag_plus,gamma_diag_minus
17.6,0.77,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,0.77,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,0.77,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
20.0,0.77,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,0.865,1.94022024946964,1.9402163799655465,1.9402241227382002,3.871386326848025e-06,7.74277265369605e-06,gamma_diag_plus,gamma_diag_minus
4.8,0.865,11.53532985679679,11.535247952323697,11.53541188829018,8.19679832417819e-05,0.0001639359664835638,gamma_diag_plus,gamma_diag_minus
5.6,0.865,52.96244972609507,52.960955793235314,52.963946749078566,0.001495477921626076,0.002990955843252152,gamma_diag_plus,gamma_diag_minus
6.4,0.865,57.79802945652057,57.79414398470147,57.80192445418143,0.0038902347399805137,0.0077804694799610274,gamma_diag_plus,gamma_diag_minus
7.2,0.865,3.484454781536481,3.48411265119463,3.4847978036256264,0.0003425762154982692,0.0006851524309965384,gamma_diag_plus,gamma_diag_minus
8.0,0.865,2.31877069630093,2.3183265237092923,2.3192160353570372,0.00044475582387248913,0.0008895116477449783,gamma_diag_plus,gamma_diag_minus
8.8,0.865,1.583770993370664,1.5837697185564148,1.583772264681756,1.2730626706147774e-06,2.546125341229555e-06,gamma_diag_minus,gamma_diag_plus
9.600000000000001,0.865,1.0000000007307568,1.0000000007307566,1.0000000007307572,3.3306690738754696e-16,6.661338147750939e-16,gamma_diag_minus,gamma_diag_plus
10.4,0.865,0.49393770924665775,0.4938882716747887,0.4939872853930634,4.950685913734931e-05,9.901371827469863e-05,gamma_diag_plus,gamma_diag_minus
11.2,0.865,0.1508634738109669,0.15083345771705872,0.15089357559327993,3.0058938110602562e-05,6.0117876221205124e-05,gamma_diag_plus,gamma_diag_minus
12.0,0.865,0.03759240789956681,0.037581528163093895,0.03760331919328112,1.0895515093613944e-05,2.179103018722789e-05,gamma_diag_plus,gamma_diag_minus
12.8,0.865,0.0023379146349406113,0.002337632237691136,0.0023381962731058074,2.8201770733570115e-07,5.640354146714023e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,0.865,0.00017664631173680483,0.00017662119499022323,0.000176671361237827,2.5083123801882554e-08,5.016624760376511e-08,gamma_diag_minus,gamma_diag_plus
14.4,0.865,4.3657775116621155e-05,4.365550123473184e-05,4.366004280858859e-05,2.270786928373176e-09,4.541573856746352e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,0.865,1.2051047627999047e-05,1.2050653588790597e-05,1.2051442759526418e-05,3.9458536791064127e-10,7.891707358212825e-10,gamma_diag_plus,gamma_diag_minus
16.0,0.865,1.7631512301563384e-06,1.7629507658604158e-06,1.7633522583104869e-06,2.0074622503555242e-10,4.0149245007110484e-10,gamma_diag_plus,gamma_diag_minus
16.8,0.865,3.53956020436143e-07,3.5388823712105314e-07,3.5402399705819983e-07,6.787996857334304e-11,1.3575993714668607e-10,gamma_diag_plus,gamma_diag_minus
17.6,0.865,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,0.865,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,0.865,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
