D,eta,mu_mumu_center,mu_mumu_min,mu_mumu_max,mu_mumu_half_width,mu_mumu_full_span,case_at_min,case_at_max
20.0,0.865,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,0.96,1.954526895696985,1.9545229792373615,1.9545308159668306,3.9183647345675254e-06,7.836729469135051e-06,gamma_diag_plus,gamma_diag_minus
4.8,0.96,11.54047902379086,11.540397050930439,11.540561123778096,8.203642382831333e-05,0.00016407284765662666,gamma_diag_plus,gamma_diag_minus
5.6,0.96,52.96382678807508,52.96233277203408,52.96532389441437,0.0014955611901434906,0.0029911223802869813,gamma_diag_plus,gamma_diag_minus
6.4,0.96,57.79810390731587,57.79421842254562,57.80199891796066,0.0038902477075204445,0.007780495415040889,gamma_diag_plus,gamma_diag_minus
7.2,0.96,3.48445493560703,3.4841128052026122,3.4847979577589165,0.0003425762781521513,0.0006851525563043026,gamma_diag_plus,gamma_diag_minus
8.0,0.96,2.3187706951588005,2.3183265225628005,2.3192160342192834,0.0004447558282414388,0.0008895116564828776,gamma_diag_plus,gamma_diag_minus
8.8,0.96,1.5837709925443557,1.5837697177301067,1.5837722638554477,1.273062670503755e-06,2.54612534100751e-06,gamma_diag_minus,gamma_diag_plus
9.600000000000001,0.96,1.000000002269425,1.0000000022694246,1.000000002269425,2.220446049250313e-16,4.440892098500626e-16,legacy_zero_match,center_nonzero
10.4,0.96,0.493937704174411,0.4938882666030823,0.49398728032027495,4.950685859630988e-05,9.901371719261975e-05,gamma_diag_plus,gamma_diag_minus
11.2,0.96,0.15086344055734863,0.15083342447004336,0.15089354233303995,3.005893149829464e-05,6.011786299658928e-05,gamma_diag_plus,gamma_diag_minus
12.0,0.96,0.037592458831561294,0.03758157908033931,0.03760337014006745,1.0895529864069636e-05,2.1791059728139273e-05,gamma_diag_plus,gamma_diag_minus
12.8,0.96,0.002337945253706287,0.0023376628527576474,0.0023382268955607043,2.820214015284393e-07,5.640428030568786e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,0.96,0.000176635477758691,0.00017661036255257475,0.0001766605257233721,2.5081585398675104e-08,5.016317079735021e-08,gamma_diag_minus,gamma_diag_plus
14.4,0.96,4.364669376353224e-05,4.3644420458800823e-05,4.364896087991289e-05,2.2702105560323436e-09,4.540421112064687e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,0.96,1.2054853795177597e-05,1.2054459631516534e-05,1.2055249051502578e-05,3.9470999302182967e-10,7.894199860436593e-10,gamma_diag_plus,gamma_diag_minus
16.0,0.96,1.7562193530670664e-06,1.7560196769019836e-06,1.7564195908735518e-06,1.999569857841051e-10,3.999139715682102e-10,gamma_diag_plus,gamma_diag_minus
16.8,0.96,3.524978983278653e-07,3.524303942461957e-07,3.525655949201731e-07,6.760033698869894e-11,1.3520067397739788e-10,gamma_diag_plus,gamma_diag_minus
17.6,0.96,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,0.96,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,0.96,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
20.0,0.96,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,1.055,1.9688807199746972,1.96887675612345,1.9688846876823485,3.965779449277562e-06,7.931558898555124e-06,gamma_diag_plus,gamma_diag_minus
4.8,1.055,11.54562864631328,11.545546605026098,11.545710814833843,8.210490387217106e-05,0.00016420980774434213,gamma_diag_plus,gamma_diag_minus
5.6,1.055,52.96520383626278,52.96370973703804,52.96670102596036,0.0014956444611620157,0.0029912889223240313,gamma_diag_plus,gamma_diag_minus
6.4,1.055,57.79817835781036,57.79429286008902,57.802073381439136,0.0038902606750568225,0.007780521350113645,gamma_diag_plus,gamma_diag_minus
7.2,1.055,3.4844550897654267,3.484112959298423,3.4847981119800684,0.00034257634082268673,0.0006851526816453735,gamma_diag_plus,gamma_diag_minus
8.0,1.055,2.318770693561633,2.3183265209613944,2.319216032626366,0.0004447558324858214,0.0008895116649716428,gamma_diag_plus,gamma_diag_minus
8.8,1.055,1.5837709919799037,1.5837697171656548,1.583772263290996,1.2730626706147774e-06,2.546125341229555e-06,gamma_diag_minus,gamma_diag_plus
9.600000000000001,1.055,0.9999999964348512,0.9999999964348507,0.9999999964348512,2.220446049250313e-16,4.440892098500626e-16,gamma_diag_minus,center_nonzero
10.4,1.055,0.4939377041201978,0.4938882665488458,0.493987280266085,4.9506858619596805e-05,9.901371723919361e-05,gamma_diag_plus,gamma_diag_minus
11.2,1.055,0.1508634132929835,0.15083339721109187,0.1508935150632457,3.0058926076909076e-05,6.011785215381815e-05,gamma_diag_plus,gamma_diag_minus
12.0,1.055,0.037592454374233274,0.037581574624280696,0.03760336568146636,1.0895528592833048e-05,2.1791057185666096e-05,gamma_diag_plus,gamma_diag_minus
12.8,1.055,0.0023379260311759647,0.0023376436325493496,0.002338207670714599,2.8201908262468975e-07,5.640381652493795e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,1.055,0.00017664649309059562,0.00017662137631819225,0.00017667154261737022,2.5083149588980705e-08,5.016629917796141e-08,gamma_diag_minus,gamma_diag_plus
14.4,1.055,4.365867043361671e-05,4.3656396505092726e-05,4.366093817209185e-05,2.2708334995625993e-09,4.5416669991251986e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,1.055,1.2054322602848012e-05,1.2053928456555883e-05,1.2054717841755896e-05,3.9469260000663317e-10,7.893852000132663e-10,gamma_diag_plus,gamma_diag_minus
16.0,1.055,1.7628215950039808e-06,1.762621168186454e-06,1.7630225855743167e-06,2.0070869393136071e-10,4.0141738786272143e-10,gamma_diag_plus,gamma_diag_minus
16.8,1.055,3.5128966827880437e-07,3.5122239557570553e-07,3.513571328326875e-07,6.736862849099038e-11,1.3473725698198075e-10,gamma_diag_plus,gamma_diag_minus
17.6,1.055,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,1.055,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,1.055,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
20.0,1.055,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,1.15,1.9832812346403867,1.9832772229599862,1.983285250223803,4.013631908383886e-06,8.027263816767771e-06,gamma_diag_plus,gamma_diag_minus
4.8,1.15,11.55077872293742,11.550696613184057,11.550860960030793,8.217342336802602e-05,0.00016434684673605204,gamma_diag_plus,gamma_diag_minus
5.6,1.15,52.966580870647704,52.96508668823675,52.96807814370608,0.0014957277346638875,0.002991455469327775,gamma_diag_plus,gamma_diag_minus
6.4,1.15,57.79825280797609,57.79436729730362,57.80214784458879,0.0038902736425825424,0.007780547285165085,gamma_diag_plus,gamma_diag_minus
7.2,1.15,3.484455243880286,3.484113113350706,3.48479826615768,0.0003425764034870049,0.0006851528069740098,gamma_diag_plus,gamma_diag_minus
8.0,1.15,2.31877069215909,2.3183265195545872,2.319216031228101,0.0004447558367568494,0.0008895116735136988,gamma_diag_plus,gamma_diag_minus
8.8,1.15,1.5837709898623562,1.5837697150481085,1.5837722611734475,1.2730626695045544e-06,2.5461253390091088e-06,gamma_diag_minus,gamma_diag_plus
9.600000000000001,1.15,1.00000000233947,1.00000000233947,1.00000000233947,0.0,0.0,center_nonzero,center_nonzero
10.4,1.15,0.4939377010128706,0.49388826344185793,0.4939872771584178,4.950685827992407e-05,9.901371655984814e-05,gamma_diag_plus,gamma_diag_minus
11.2,1.15,0.15086344694552767,0.15083343085696196,0.15089354872248306,3.005893276054883e-05,6.011786552109766e-05,gamma_diag_plus,gamma_diag_minus
12.0,1.15,0.03759243847723597,0.03758155873189133,0.03760334977984776,1.0895523978211863e-05,2.1791047956423726e-05,gamma_diag_plus,gamma_diag_minus
12.8,1.15,0.0023379099906298936,0.002337627593940929,0.0023381916282360867,2.820171475788162e-07,5.640342951576324e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,1.15,0.00017663743134926013,0.00017661231586533368,0.00017666247959100752,2.5081862836917298e-08,5.0163725673834595e-08,gamma_diag_minus,gamma_diag_plus
14.4,1.15,4.364653839519247e-05,4.3644265098558886e-05,4.364880550349736e-05,2.2702024692360014e-09,4.540404938472003e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,1.15,1.2053079785196117e-05,1.2052685679541248e-05,1.20534749833541e-05,3.946519064262647e-10,7.893038128525294e-10,gamma_diag_plus,gamma_diag_minus
16.0,1.15,1.757069950990453e-06,1.7568701781152804e-06,1.75727028577905e-06,2.000538318848173e-10,4.001076637696346e-10,gamma_diag_plus,gamma_diag_minus
16.8,1.15,3.4585517558430013e-07,3.457889435978706e-07,3.459215964535599e-07,6.632642784466649e-11,1.3265285568933298e-10,gamma_diag_plus,gamma_diag_minus
17.6,1.15,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,1.15,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,1.15,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
20.0,1.15,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,1.2449999999999999,1.997727946482298,1.9977238865338112,1.9977320103808358,4.061923512321819e-06,8.123847024643638e-06,gamma_diag_plus,gamma_diag_minus
4.8,1.2449999999999999,11.555929252234797,11.55584707397583,11.556011557940481,8.224198232564817e-05,0.00016448396465129633,gamma_diag_plus,gamma_diag_minus
5.6,1.2449999999999999,52.96795789122029,52.96646362562061,52.969455247641946,0.0014958110106668698,0.0029916220213337397,gamma_diag_plus,gamma_diag_minus
6.4,1.2449999999999999,57.79832725800514,57.79444173438153,57.802222307601774,0.003890286610122473,0.007780573220244946,gamma_diag_plus,gamma_diag_minus
7.2,1.2449999999999999,3.484455398010483,3.4841132674183215,3.484798420350628,0.0003425764661533215,0.000685152932306643,gamma_diag_plus,gamma_diag_minus
8.0,1.2449999999999999,2.3187706907168164,2.3183265181080315,2.319216029790123,0.00044475584104586297,0.0008895116820917259,gamma_diag_plus,gamma_diag_minus
8.8,1.2449999999999999,1.5837709892587677,1.5837697144445189,1.5837722605698583,1.273062669726599e-06,2.546125339453198e-06,gamma_diag_minus,gamma_diag_plus
9.600000000000001,1.2449999999999999,0.9999999988537274,0.9999999988537271,0.9999999988537274,1.1102230246251565e-16,2.220446049250313e-16,kappa_diag_plus,center_nonzero
10.4,1.2449999999999999,0.4939377011438648,0.4938882635728146,0.4939872772894495,4.950685831744961e-05,9.901371663489922e-05,gamma_diag_plus,gamma_diag_minus
11.2,1.2449999999999999,0.15086342335416747,0.1508334072702854,0.15089352512642565,3.0058928070120228e-05,6.0117856140240455e-05,gamma_diag_plus,gamma_diag_minus
12.0,1.2449999999999999,0.037592426932468344,0.03758154719047152,0.037603338231722586,1.0895520625532618e-05,2.1791041251065235e-05,gamma_diag_plus,gamma_diag_minus
12.8,1.2449999999999999,0.002337930523845879,0.0023376481246768334,0.0023382121639254866,2.8201962432657275e-07,5.640392486531455e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,1.2449999999999999,0.00017664661651038073,0.0001766214997204041,0.00017667166605468164,2.5083167138771536e-08,5.016633427754307e-08,gamma_diag_minus,gamma_diag_plus
14.4,1.2449999999999999,4.3650654375608466e-05,4.364838086458952e-05,4.365292169771512e-05,2.270416562800249e-09,4.540833125600498e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,1.2449999999999999,1.205585956431833e-05,1.2055465367771271e-05,1.2056254853620462e-05,3.947429245955574e-10,7.894858491911148e-10,gamma_diag_plus,gamma_diag_minus
16.0,1.2449999999999999,1.7485390229441207e-06,1.748340220006441e-06,1.7487383850670224e-06,1.9908253029066134e-10,3.981650605813227e-10,gamma_diag_plus,gamma_diag_minus
16.8,1.2449999999999999,3.490151963017581e-07,3.4894835916477987e-07,3.4908222404735716e-07,6.693244128864235e-11,1.338648825772847e-10,gamma_diag_plus,gamma_diag_minus
17.6,1.2449999999999999,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,1.2449999999999999,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,1.2449999999999999,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
20.0,1.2449999999999999,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,1.34,2.0122203568089145,2.0122162481520545,2.0122244694632943,4.110655619893322e-06,8.221311239786644e-06,gamma_diag_plus,gamma_diag_minus
4.8,1.34,11.561080232777922,11.560997985973922,11.561162607135394,8.231058073615571e-05,0.00016462116147231143,gamma_diag_plus,gamma_diag_minus
5.6,1.34,52.969334897990834,52.967840549199984,52.97083233777828,0.0014958942891496463,0.0029917885782992926,gamma_diag_plus,gamma_diag_minus
6.4,1.34,57.79840170767141,57.7945161710967,57.802296770252,0.003890299577648193,0.007780599155296386,gamma_diag_plus,gamma_diag_minus
7.2,1.34,3.484455552125958,3.4841134214712164,3.484798574528856,0.0003425765288198601,0.0006851530576397202,gamma_diag_plus,gamma_diag_minus
8.0,1.34,2.3187706895663003,2.318326516953163,2.3192160286439725,0.0004447558454048206,0.0008895116908096412,gamma_diag_plus,gamma_diag_minus
8.8,1.34,1.5837709868798606,1.5837697120656136,1.5837722581909504,1.2730626683943314e-06,2.5461253367886627e-06,gamma_diag_minus,gamma_diag_plus
9.600000000000001,1.34,1.000000000107576,1.0000000001075755,1.000000000107576,2.220446049250313e-16,4.440892098500626e-16,mu_low_minus,center_nonzero
10.4,1.34,0.4939376986838198,0.49388826111303963,0.4939872748291335,4.950685804694377e-05,9.901371609388754e-05,gamma_diag_plus,gamma_diag_minus
11.2,1.34,0.15086345711473859,0.15083344102413251,0.15089355889374012,3.0058934803803283e-05,6.011786960760657e-05,gamma_diag_plus,gamma_diag_minus
12.0,1.34,0.03759246207171957,0.03758158231954787,0.037603373381178196,1.0895530815163007e-05,2.1791061630326014e-05,gamma_diag_plus,gamma_diag_minus
12.8,1.34,0.0023379164340339435,0.002337634036566887,0.002338198072416138,2.8201792462542903e-07,5.640358492508581e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,1.34,0.00017664491185920031,0.00017661979531165072,0.00017666996116172325,2.508292503626379e-08,5.016585007252758e-08,gamma_diag_minus,gamma_diag_plus
14.4,1.34,4.36492797676979e-05,4.364700632828006e-05,4.365154701839835e-05,2.270345059145201e-09,4.540690118290402e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,1.34,1.2054593642460315e-05,1.205419948730594e-05,1.2054988890255027e-05,3.947014745436163e-10,7.894029490872326e-10,gamma_diag_plus,gamma_diag_minus
16.0,1.34,1.7576778993359857e-06,1.757478057339155e-06,1.7578783034406643e-06,2.001230507546754e-10,4.002461015093508e-10,gamma_diag_plus,gamma_diag_minus
16.8,1.34,3.483153220548269e-07,3.4824861894522463e-07,3.4838221539082597e-07,6.67982228006662e-11,1.335964456013324e-10,gamma_diag_plus,gamma_diag_minus
17.6,1.34,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,1.34,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,1.34,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
20.0,1.34,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,1.435,2.026757961519922,2.026753803713082,2.026762123372183,4.159829550376415e-06,8.31965910075283e-06,gamma_diag_plus,gamma_diag_minus
4.8,1.435,11.566231663138172,11.566149347749713,11.566314106186919,8.237921860310138e-05,0.00016475843720620276,gamma_diag_plus,gamma_diag_minus
5.6,1.435,52.97071189095269,52.96921745896817,52.97220941410845,0.0014959775701406386,0.002991955140281277,gamma_diag_plus,gamma_diag_minus
6.4,1.435,57.798476157032894,57.79459060750705,57.80237123259743,0.0038903125451916765,0.007780625090383353,gamma_diag_plus,gamma_diag_minus
7.2,1.435,3.484455706224624,3.48411357550731,3.4847987286902704,0.0003425765914801815,0.000685153182960363,gamma_diag_plus,gamma_diag_minus
8.0,1.435,2.318770687945376,2.3183265153280255,2.3192160270272733,0.00044475584962389014,0.0008895116992477803,gamma_diag_plus,gamma_diag_minus
8.8,1.435,1.583770986267401,1.583769711453154,1.583772257578491,1.2730626685053537e-06,2.5461253370107073e-06,gamma_diag_minus,gamma_diag_plus
9.600000000000001,1.435,1.0000000013537356,1.0000000013537356,1.000000001353736,2.220446049250313e-16,4.440892098500626e-16,center_nonzero,gamma_diag_plus
10.4,1.435,0.4939377103067344,0.49388827273479197,0.493987286453214,4.950685921101261e-05,9.901371842202522e-05,gamma_diag_plus,gamma_diag_minus
11.2,1.435,0.15086343586220125,0.15083341977581596,0.15089353763696997,3.0058930577003817e-05,6.0117861154007635e-05,gamma_diag_plus,gamma_diag_minus
12.0,1.435,0.037592448822377,0.03758156907404498,0.037603360127984806,1.08955269699125e-05,2.1791053939825e-05,gamma_diag_plus,gamma_diag_minus
12.8,1.435,0.0023379202936768184,0.002337637895743357,0.0023382019325241614,2.820183904021518e-07,5.640367808043036e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,1.435,0.00017663743325279377,0.00017661231776861354,0.0001766624814947943,2.508186309037666e-08,5.016372618075332e-08,gamma_diag_minus,gamma_diag_plus
14.4,1.435,4.365041616564185e-05,4.364814266703481e-05,4.365268347537041e-05,2.2704041678012134e-09,4.540808335602427e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,1.435,1.2056905292798434e-05,1.2056511062058573e-05,1.2057300616388165e-05,3.9477716479622513e-10,7.895543295924503e-10,gamma_diag_plus,gamma_diag_minus
16.0,1.435,1.7502416460821083e-06,1.7500426495619712e-06,1.7504412023319687e-06,1.9927638499874484e-10,3.985527699974897e-10,gamma_diag_plus,gamma_diag_minus
16.8,1.435,3.477020174661417e-07,3.476354318056456e-07,3.47768793018089e-07,6.668060622169254e-11,1.333612124433851e-10,gamma_diag_plus,gamma_diag_minus
17.6,1.435,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,1.435,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,1.435,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
20.0,1.435,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,1.53,2.041340251178509,2.0413360437788026,2.04134446267197,4.209446583747223e-06,8.418893167494446e-06,gamma_diag_plus,gamma_diag_minus
4.8,1.53,11.571383541886448,11.57130115787411,11.571466053665961,8.244789592559698e-05,0.00016489579185119396,gamma_diag_plus,gamma_diag_minus
5.6,1.53,52.97208887009661,52.970594354915896,52.97358647662311,0.0014960608536078723,0.0029921217072157447,gamma_diag_plus,gamma_diag_minus
6.4,1.53,57.79855060614661,57.794665043669646,57.80244569469507,0.0038903255127138436,0.007780651025427687,gamma_diag_plus,gamma_diag_minus
7.2,1.53,3.484455860337414,3.484113729557522,3.484798882865808,0.00034257665414294536,0.0006851533082858907,gamma_diag_plus,gamma_diag_minus
8.0,1.53,2.3187706865269226,2.3183265139052938,2.3192160256131125,0.000444755853909351,0.000889511707818702,gamma_diag_plus,gamma_diag_minus
8.8,1.53,1.5837709841014043,1.5837697092871594,1.5837722554124936,1.2730626670620637e-06,2.5461253341241274e-06,gamma_diag_minus,gamma_diag_plus
9.600000000000001,1.53,0.9999999985785033,0.9999999985785031,0.9999999985785033,1.1102230246251565e-16,2.220446049250313e-16,kappa_diag_plus,center_nonzero
10.4,1.53,0.4939376964081436,0.49388825883758997,0.49398727255323027,4.950685782015296e-05,9.901371564030592e-05,gamma_diag_plus,gamma_diag_minus
11.2,1.53,0.15086343836943417,0.1508334222825544,0.1508935401446988,3.005893107220492e-05,6.011786214440984e-05,gamma_diag_plus,gamma_diag_minus
12.0,1.53,0.037592437048095825,0.037581557303175875,0.037603348350281667,1.089552355289583e-05,2.179104710579166e-05,gamma_diag_plus,gamma_diag_minus
12.8,1.53,0.0023379240008305456,0.002337641602449121,0.002338205640124649,2.8201883776391747e-07,5.640376755278349e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,1.53,0.00017664490743419584,0.00017661979088725086,0.0001766699567361158,2.50829244324716e-08,5.01658488649432e-08,gamma_diag_minus,gamma_diag_plus
14.4,1.53,4.365133717565522e-05,4.3649063629077384e-05,4.3653604533223926e-05,2.2704520732708166e-09,4.540904146541633e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,1.53,1.2056411541949786e-05,1.2056017327354525e-05,1.205680684935015e-05,3.947609978129389e-10,7.895219956258778e-10,gamma_diag_plus,gamma_diag_minus
16.0,1.53,1.746148642954363e-06,1.7459501117947558e-06,1.7463477325347468e-06,1.9881036999546566e-10,3.976207399909313e-10,gamma_diag_plus,gamma_diag_minus
16.8,1.53,3.471601565502429e-07,3.470936746572405e-07,3.472268280387683e-07,6.657669076388551e-11,1.3315338152777102e-10,gamma_diag_plus,gamma_diag_minus
17.6,1.53,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,1.53,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,1.53,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
20.0,1.53,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,1.625,2.0559667110850177,2.055962453648321,2.055970972664236,4.259507957460329e-06,8.519015914920658e-06,gamma_diag_plus,gamma_diag_minus
4.8,1.625,11.576535867593767,11.576453414918126,11.57661844814353,8.251661270186617e-05,0.00016503322540373233,gamma_diag_plus,gamma_diag_minus
5.6,1.625,52.9734658354336,52.97197123705424,52.974963525333386,0.0014961441395726638,0.0029922882791453276,gamma_diag_plus,gamma_diag_minus
6.4,1.625,57.798625054953575,57.79473947952551,57.80252015648599,0.0038903384802395635,0.007780676960479127,gamma_diag_plus,gamma_diag_minus
7.2,1.625,3.484456014440109,3.4841138835976397,3.4847990370312516,0.00034257671680593127,0.0006851534336118625,gamma_diag_plus,gamma_diag_minus
8.0,1.625,2.318770685342423,2.3183265127164576,2.3192160244329627,0.0004447558582525435,0.000889511716505087,gamma_diag_plus,gamma_diag_minus
8.8,1.625,1.5837709836339142,1.583769708819669,1.5837722549450028,1.2730626669510414e-06,2.546125333902083e-06,gamma_diag_minus,gamma_diag_plus
9.600000000000001,1.625,0.9999999990064565,0.9999999990064563,0.9999999990064568,2.220446049250313e-16,4.440892098500626e-16,legacy_zero_match,mu_low_minus
10.4,1.625,0.4939377068546786,0.4938882692830803,0.493987283000813,4.950685886637163e-05,9.901371773274326e-05,gamma_diag_plus,gamma_diag_minus
11.2,1.625,0.15086344092520637,0.15083342483782286,0.15089354270097619,3.0058931576662506e-05,6.011786315332501e-05,gamma_diag_plus,gamma_diag_minus
12.0,1.625,0.037592426811230456,0.037581547069277174,0.03760333811044103,1.0895520581928608e-05,2.1791041163857217e-05,gamma_diag_plus,gamma_diag_minus
12.8,1.625,0.002337924338362537,0.002337641939940686,0.002338205977696958,2.820188781359201e-07,5.640377562718402e-07,gamma_diag_minus,gamma_diag_plus
13.600000000000001,1.625,0.00017664363166294326,0.00017661851529743455,0.00017666868078391264,2.5082743239045993e-08,5.0165486478091987e-08,gamma_diag_minus,gamma_diag_plus
14.4,1.625,4.3651815463789226e-05,4.364954189229933e-05,4.3654082846202174e-05,2.2704769514213003e-09,4.5409539028426005e-09,gamma_diag_minus,gamma_diag_plus
15.200000000000001,1.625,1.2055335367489248e-05,1.2054941188082364e-05,1.205573063960369e-05,3.947257606629626e-10,7.894515213259252e-10,gamma_diag_plus,gamma_diag_minus
16.0,1.625,1.7538893949474696e-06,1.753689983690698e-06,1.7540893671005207e-06,1.9969170491135954e-10,3.993834098227191e-10,gamma_diag_plus,gamma_diag_minus
16.8,1.625,3.460373105239696e-07,3.459710436583198e-07,3.4610376637191947e-07,6.636135679982559e-11,1.3272271359965119e-10,gamma_diag_plus,gamma_diag_minus
17.6,1.625,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
18.4,1.625,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
19.200000000000003,1.625,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
20.0,1.625,5.455700779212423e-08,5.361672046099409e-08,5.5522248782164476e-08,9.527641605851941e-10,1.9055283211703883e-09,mu_low_minus,mu_low_plus
4.0,1.72,2.070636821351888,2.070632513432882,2.0706411334626216,4.310014869890466e-06,8.620029739780932e-06,gamma_diag_plus,gamma_diag_minus
4.8,1.72,11.581688638830405,11.581606117452038,11.581771288189888,8.25853689248035e-05,0.000165170737849607,gamma_diag_plus,gamma_diag_minus
5.6,1.72,52.97484278693615,52.973348105355605,52.97634056021168,0.0014962274280385657,0.0029924548560771314,gamma_diag_plus,gamma_diag_minus
6.4,1.72,57.79869950357439,57.7948139151952,57.80259461809079,0.003890351447793705,0.00778070289558741,gamma_diag_plus,gamma_diag_minus
7.2,1.72,3.484456168589236,3.484114037684183,3.4847991912431344,0.00034257677947580056,0.0006851535589516011,gamma_diag_plus,gamma_diag_minus
8.0,1.72,2.318770683880257,2.3183265112500275,2.3192160229750725,0.00044475586252246124,0.0008895117250449225,gamma_diag_plus,gamma_diag_minus
