D,eta,parent_affine_e_part,parent_affine_e_tree,parent_affine_log_sum,parent_affine_log_diff,parent_affine_log_canonical,parent_affine_c_parent,parent_affine_xi_target,eymh_parented_prefactor_diag
4.0,0.2,0.40035454230646916,0.8794894425499511,-1.0438184874886045,-0.7869910498899828,-0.5219092437443023,0.5933865462204695,0.13011768624754755,0.0433261161132477
4.8,0.2,0.3864469292404067,1.0296902220130235,-0.9215027298545764,-0.9800187332114347,-0.4607513649272882,0.6308094992672555,0.1214742069095597,0.0392190539319979
5.6,0.2,0.37400657779529056,1.11438058600157,-0.8751831717349443,-1.0917806163337036,-0.43759158586747215,0.6455893968552749,0.14021627303672501,0.0448967669998699
6.4,0.2,0.40875628729610836,1.0740913062068647,-0.823161167561507,-0.9661111826880782,-0.4115805837807535,0.6626021238587645,0.13485974049142668,0.0493701336927381
7.2,0.2,0.4653970357546311,0.5919366112864752,-1.2892201227372626,-0.24050867201580703,-0.6446100613686313,0.5248671681934076,0.08818995348264555,0.0543924299977552
8.0,0.2,0.4813765064519049,0.5580450552791809,-1.3144211330076825,-0.14778998174259642,-0.6572105665038412,0.5182950695820405,0.08445432232153849,0.057994994496971
8.8,0.2,0.48931679407292394,0.7386124276866068,-1.0177271093266567,-0.41176320792433896,-0.5088635546633283,0.6011783971318578,0.12831275159165703,0.0457081664589713
9.6,0.2,0.49638618047361405,0.8851615251699381,-0.8223862018479671,-0.5784159292247575,-0.41119310092398353,0.662858920571568,0.1474176741925567,0.0411393810783117
10.4,0.2,0.5001900984560719,0.9172112440472515,-0.779184524877066,-0.6063495869316015,-0.389592262438533,0.6773329923051223,0.14505261764845878,0.0443592616003478
11.2,0.2,0.501890377156128,0.9184677656480009,-0.7744220248373398,-0.6043250858347328,-0.3872110124186699,0.6789478133898226,0.14065752046392918,0.0459252714847219
12.0,0.2,0.5025679247249979,0.8771178989054504,-0.8191383359196193,-0.5569106132842735,-0.40956916795980963,0.663936233528539,0.13324070812303054,0.0457444364275039
12.8,0.2,0.5279606669354249,0.7916713924836571,-0.8723423742374892,-0.4051246107449257,-0.4361711871187446,0.6465070427840428,0.14352281009029708,0.0392926289711688
13.6,0.2,0.5316649359830974,0.6819962957925976,-1.0144728601833837,-0.24901075509822743,-0.5072364300916918,0.6021573855258117,0.13171705384368726,0.0396211797225291
14.4,0.2,0.5288677337858356,0.6958086696085117,-0.999697465464722,-0.27433635260989064,-0.499848732732361,0.6066224148878698,0.12723010234990387,0.0396849667542082
15.2,0.2,0.526691794633058,0.8180925978636038,-0.8419194799026013,-0.44035998297498324,-0.42095973995130065,0.6564165282385889,0.1355842383803304,0.0417258105506857
16.0,0.2,0.5223665031335394,0.7868027023414568,-0.889163582058524,-0.40960806630762686,-0.444581791029262,0.6410923305407153,0.1280352887012083,0.0435062525324147
16.8,0.2,0.5107813949965139,0.8324265017386816,-0.8552239259763319,-0.48840323152678006,-0.42761196298816595,0.6520643908312673,0.12761599202241608,0.0426372294501484
17.6,0.2,0.53334510636259,0.6787167217905434,-1.0161380228416401,-0.24103514763066877,-0.5080690114208201,0.6016562491767586,0.1212757159530251,0.0407600933091185
18.4,0.2,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,8.312701666037847e-61,0.0586804347402074
19.200000000000003,0.2,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.883250928569039e-61,0.0580670617382019
20.0,0.2,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.540603528909204e-61,0.0622911350603241
4.0,0.39,0.3997530765888655,0.8803624715424814,-1.0443297878524453,-0.7894866741782535,-0.5221648939262227,0.5932348662313136,0.1300483029570823,0.0433256378659887
4.8,0.39,0.3864643936808021,1.0296433488128858,-0.921503061225651,-0.9799280192058691,-0.4607515306128255,0.6308093947512533,0.12147504644064842,0.0392191959549454
5.6,0.39,0.37401168596625833,1.1143731758769109,-0.8751761634251131,-1.0917603088882102,-0.43758808171255653,0.645591659104497,0.14021721472029527,0.044896760436053
6.4,0.39,0.4087568675125235,1.0740904721175026,-0.8231605246484482,-0.9661089866674183,-0.4115802623242241,0.6626023368565779,0.1348598203258129,0.0493701324354692
7.2,0.39,0.4653970822022533,0.591936564194218,-1.2892201024913765,-0.24050849265741397,-0.6446100512456883,0.5248671735066082,0.08818995442108465,0.0543924297365417
8.0,0.39,0.4813765101636158,0.5580450533015735,-1.3144211288408765,-0.1477899704881641,-0.6572105644204382,0.5182950706618581,0.0844543225396209,0.0579949944510229
8.8,0.39,0.4893167943415895,0.7386124270377519,-1.0177271096560725,-0.41176320649679815,-0.5088635548280362,0.601178397032839,0.12831275157026362,0.0457081664626894
9.6,0.39,0.49638618012669444,0.885161526332956,-0.8223862012329529,-0.5784159312375526,-0.41119310061647646,0.6628589207754019,0.14741767423132074,0.0411393810710699
10.4,0.39,0.500190095454452,0.9172112450982504,-0.7791845297321607,-0.606349594078423,-0.38959226486608034,0.6773329906608644,0.1450526171621302,0.0443592616336688
11.2,0.39,0.5018904231040391,0.918467625615526,-0.7744220857507954,-0.6043248418218953,-0.3872110428753977,0.6789477927112942,0.14065751661931963,0.0459252722558148
12.0,0.39,0.5025679899633055,0.8771172910146923,-0.8191388991647233,-0.5569097904193242,-0.40956944958236163,0.663936046549149,0.1332406640766865,0.0457444417491334
12.8,0.39,0.5279656298691038,0.7916601549970119,-0.8723471688217879,-0.4051010158572575,-0.43617358441089393,0.6465054929196423,0.14352250199571986,0.0392926809931249
13.6,0.39,0.5316503535312396,0.6820295090330517,-1.0144515896131931,-0.24908688221756206,-0.5072257948065966,0.6021637896753339,0.13171867550818192,0.0396210022414701
14.4,0.39,0.5288230534254279,0.6958914603017465,-0.9996629743096548,-0.2745398170073253,-0.4998314871548274,0.6066328765319676,0.1272326411612439,0.0396846783076986
15.2,0.39,0.5262903497000526,0.818792226554341,-0.8418271418555703,-0.4419773039654219,-0.42091357092778514,0.6564468350483296,0.13558685239523743,0.0417242863639605
16.0,0.39,0.5223479269530871,0.7870578910225601,-0.8888748605560068,-0.40996791224346,-0.4444374302780034,0.6411848857916903,0.1280583253114329,0.0435038855570558
16.8,0.39,0.5202307488638929,0.7709150726278873,-0.9136598817380501,-0.3933057542988107,-0.45682994086902506,0.6332880273174822,0.12305643834295361,0.0431099782091254
17.6,0.39,0.53334510636259,0.6787167217905434,-1.0161380228416401,-0.24103514763066877,-0.5080690114208201,0.6016562491767586,0.1212757159530251,0.0407600933091185
18.4,0.39,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,8.312701666037847e-61,0.0586804347402074
19.200000000000003,0.39,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.883250928569039e-61,0.0580670617382019
20.0,0.39,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.540603528909204e-61,0.0622911350603241
4.0,0.5800000000000001,0.3991650182625559,0.8812104686253468,-1.044839152146643,-0.7919215838280409,-0.5224195760733215,0.5930837991397101,0.1299796954955477,0.0433252408187335
4.8,0.5800000000000001,0.38648193092656835,1.0295963875021603,-0.9215032939093172,-0.9798370312124954,-0.4607516469546586,0.6308093213617363,0.1214758961842552,0.0392193376908345
