D,eta,parent_affine_e_part,parent_affine_e_tree,parent_affine_log_sum,parent_affine_log_diff,parent_affine_log_canonical,parent_affine_c_parent,parent_affine_xi_target,eymh_parented_prefactor_diag
5.6,0.5800000000000001,0.37401679431504564,1.1143657655370727,-0.8751691550636973,-1.0917400009165072,-0.43758457753184865,0.6455939213782977,0.14021815641680668,0.0448967538721383
6.4,0.5800000000000001,0.40875744772434097,1.0740896380316574,-0.8231598817459811,-0.9661067906626924,-0.41157994087299055,0.6626025498509506,0.13485990015909327,0.0493701311782508
7.2,0.5800000000000001,0.4653971286434333,0.5919365171091071,-1.2892200822472764,-0.24050831332493977,-0.6446100411236382,0.52486717881934,0.08818995535945841,0.0543924294753566
8.0,0.5800000000000001,0.48137651382519264,0.5580450513598041,-1.3144211247139974,-0.1477899594020999,-0.6572105623569987,0.5182950717313286,0.08445432275577983,0.0579949944055722
8.8,0.5800000000000001,0.48931679457424093,0.738612426486779,-1.017727109926567,-0.4117632052753796,-0.5088635549632835,0.6011783969515313,0.12831275155289246,0.0457081664657773
9.6,0.5800000000000001,0.4963861819629267,0.8851615233941381,-0.8223862008538441,-0.5784159242182595,-0.41119310042692203,0.6628589209010497,0.14741767432381722,0.0411393810761781
10.4,0.5800000000000001,0.5001900944194106,0.9172112454606636,-0.7791845314063316,-0.606349596542844,-0.3895922657031658,0.6773329900938788,0.1450526169944307,0.0443592616451587
11.2,0.5800000000000001,0.5018904005970815,0.9184677042342904,-0.7744220449974134,-0.6043249722640106,-0.3872110224987067,0.6789478065460037,0.14065751939166984,0.0459252717726018
12.0,0.5800000000000001,0.5025678316156819,0.8771177803699077,-0.8191386563288597,-0.5569106634093233,-0.40956932816442987,0.6639361271628954,0.1332406808610286,0.0457444390761541
12.8,0.5800000000000001,0.5279633895732954,0.7916640565541826,-0.8723464837803564,-0.4051101874380951,-0.4361732418901782,0.6465057143612044,0.14352251695019655,0.0392926695816402
13.6,0.5800000000000001,0.5316419342261165,0.6820654711364538,-1.014414699222745,-0.24915544519783417,-0.5072073496113725,0.6021748968064276,0.13172162322192224,0.0396207147568535
14.4,0.5800000000000001,0.5288748624391366,0.6957040105816505,-0.9998344112972053,-0.27417244878847297,-0.49991720564860265,0.6065808791041192,0.12721912480271702,0.0396859720081252
15.2,0.5800000000000001,0.5261519456798223,0.8190331257612831,-0.8417959871976706,-0.4425344884935988,-0.4208979935988353,0.6564570608162621,0.1355876871728906,0.0417237648573981
16.0,0.5800000000000001,0.5223414824099712,0.7871454402130791,-0.8887759684389709,-0.4100914798020507,-0.44438798421948544,0.6412165906409075,0.12806621536388982,0.043503074629235
16.8,0.5800000000000001,0.5202307488638929,0.7709150726278873,-0.9136598817380501,-0.3933057542988107,-0.45682994086902506,0.6332880273174822,0.12305643834295361,0.0431099782091254
17.6,0.5800000000000001,0.5333451063625898,0.6787167217905432,-1.0161380228416408,-0.2410351476306689,-0.5080690114208204,0.6016562491767584,0.12127571595302501,0.0407600933091185
18.4,0.5800000000000001,0.5405182049703174,0.5139240325215799,-1.2809067818494702,0.05045286035172166,-0.6404533909247351,0.5270534086311096,0.10502599838694988,0.0395745521139277
19.200000000000003,0.5800000000000001,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.883250928569039e-61,0.0580670617382019
20.0,0.5800000000000001,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.540603528909204e-61,0.0622911350603241
4.0,0.77,0.39859043709138353,0.8820335834498794,-1.0453460099585716,-0.7942957155056712,-0.5226730049792858,0.5929335136055026,0.12991191646552555,0.0433249215823191
4.8,0.77,0.38649954090671046,1.0295493381885743,-0.9215034280219847,-0.9797457695331949,-0.46075171401099235,0.6308092790619773,0.12147675612764783,0.0392194791398549
5.6,0.77,0.37402190284154324,1.1143583549822198,-0.8751621466508608,-1.0917196924190444,-0.4375810733254304,0.6455961836766244,0.14021909812623726,0.0448967473081261
6.4,0.77,0.40875802793634297,1.0740888039440535,-0.8231592388473177,-0.9661045946572898,-0.41157961942365884,0.6626027628441317,0.13485997999203345,0.0493701299210554
7.2,0.77,0.4653971750866599,0.5919364700212615,-1.2892200620034149,-0.24050813398345175,-0.6446100310017074,0.5248671841320092,0.08818995629780121,0.0543924292141684
8.0,0.77,0.48137651752281707,0.5580450493789468,-1.314421120582278,-0.1477899481711069,-0.657210560291139,0.5182950728020534,0.08445432297182988,0.0579949943599438
8.8,0.77,0.4893167950828494,0.7386124253724622,-1.0177271103958039,-0.4117632027272914,-0.5088635551979019,0.6011783968104838,0.1283127515244652,0.045708166471438
9.6,0.77,0.4963861814197217,0.8851615244213833,-0.8223862007876462,-0.5784159264730961,-0.4111931003938231,0.6628589209229896,0.147417674311062,0.0411393810730366
10.4,0.77,0.5001900894292903,0.9172112499271792,-0.7791845365131098,-0.6063496113889613,-0.3895922682565549,0.6773329883643842,0.14505261642887188,0.044359261671947
11.2,0.77,0.5018903608200129,0.9184677639482619,-0.7744220592371347,-0.6043251165332786,-0.38721102961856735,0.67894780171199,0.1406575172648417,0.0459252717523741
12.0,0.77,0.5025680605446587,0.8771173544807802,-0.8191386863657496,-0.5569097223355131,-0.4095693431828748,0.6639361171916073,0.1332406823307609,0.0457444400154601
12.8,0.77,0.5279634654789576,0.7916646581924389,-0.8723455800433441,-0.405110803633743,-0.43617279002167203,0.6465060064968418,0.14352259422222072,0.0392926624040364
13.6,0.77,0.5316402241933349,0.6820652232564375,-1.0144182791657566,-0.24915829828962163,-0.5072091395828783,0.6021738189314855,0.1317213168960894,0.0396207396066896
14.4,0.77,0.5288504882871594,0.6957717563015633,-0.9997831266875165,-0.27431590912965875,-0.4998915633437582,0.6065964334353576,0.12722312156929425,0.0396855777556322
15.2,0.77,0.5260818499464686,0.8191550708751387,-0.8417803414109531,-0.44281659876282475,-0.4208901707054766,0.6564621962299303,0.13558809698666113,0.0417235015126084
16.0,0.77,0.5236314988785928,0.7829543145781934,-0.8916480198067435,-0.40228615713274996,-0.44582400990337173,0.6402964479801841,0.12784487986639478,0.0435279277811346
16.8,0.77,0.5194669644667653,0.786668036320409,-0.894900990028504,-0.4150031329348221,-0.447450495014252,0.6392558618193454,0.12453456658447938,0.0429632521227347
17.6,0.77,0.5333451063625898,0.6787167217905432,-1.0161380228416408,-0.2410351476306689,-0.5080690114208204,0.6016562491767584,0.12127571595302501,0.0407600933091185
18.4,0.77,0.5405182049703174,0.5139240325215799,-1.2809067818494702,0.05045286035172166,-0.6404533909247351,0.5270534086311096,0.10502599838694988,0.0395745521139277
19.200000000000003,0.77,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.883250928569039e-61,0.0580670617382019
20.0,0.77,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.540603528909204e-61,0.0622911350603241
4.0,0.96,0.39802939410856,0.8828319704467904,-1.0458498123118032,-0.7966090314495796,-0.5229249061559016,0.5927841717662526,0.12984501618781646,0.0433246768679975
4.8,0.96,0.3865172235501486,1.0295022009798478,-0.9215034636803621,-0.979654234470125,-0.46075173184018103,0.6308092678151597,0.12147762625806868,0.0392196203021978
5.6,0.96,0.3740270115457629,1.1143509442123047,-0.8751551381866334,-1.0916993833957576,-0.4375775690933167,0.6455984459994676,0.1402200398485852,0.0448967407440167
6.4,0.96,0.40875860814657883,1.0740879698570283,-0.8231585959550541,-0.9661023986581583,-0.41157929797752707,0.662602975835261,0.1348600598243335,0.0493701286638921
7.2,0.96,0.4653972215307436,0.5919364229323016,-1.2892200417596107,-0.2405079546382433,-0.6446100208798053,0.5248671894446635,0.08818995723613364,0.0543924289529786
8.0,0.96,0.481376521205199,0.5580450474201093,-1.3144211164427646,-0.1477899370112372,-0.6572105582213823,0.5182950738747982,0.08445432318854112,0.0579949943143163
8.8,0.96,0.48931679535663863,0.7386124246303036,-1.0177271108410713,-0.41176320116295667,-0.5088635554205356,0.6011783966766412,0.12831275149409527,0.0457081664762049
9.6,0.96,0.49638618055585026,0.8851615256495697,-0.8223862011404396,-0.5784159296009455,-0.4111931005702198,0.6628589208060636,0.14741767425325883,0.041139381072228
10.4,0.96,0.5001900856516157,0.9172112607191567,-0.7791845322995116,-0.6063496307075156,-0.3895922661497558,0.6773329897913887,0.14505261666283092,0.0443592616142651
11.2,0.96,0.5018903595490949,0.9184677840687441,-0.7744220398628231,-0.6043251409721149,-0.38721101993141155,0.6789478082890631,0.14065751881204097,0.0459252715600724
12.0,0.96,0.5025679509069885,0.8771176375719667,-0.8191385817689174,-0.5569102632421344,-0.4095692908844587,0.6639361519144156,0.13324068885851337,0.0457444387436584
12.8,0.96,0.5279625403338808,0.7916661241161203,-0.8723454806387789,-0.405114407621287,-0.43617274031938946,0.6465060386296668,0.14352258500110138,0.0392926591888531
13.6,0.96,0.5316525975284934,0.6820332379477911,-1.0144419014426944,-0.24908812877788175,-0.5072209507213472,0.60216670661513,0.13171948536529038,0.0396209321162301
14.4,0.96,0.5288357578038267,0.6958126886253155,-0.9997521524799016,-0.2744025916662344,-0.4998760762399508,0.606605827930038,0.1272255353275658,0.0396853396081698
15.2,0.96,0.5260395020795969,0.8192287236544276,-0.8417709323104432,-0.442987007796709,-0.4208854661552216,0.6564652845965876,0.1355883403526745,0.0417233426671605
16.0,0.96,0.5232066311445589,0.7863184118128737,-0.8881722692113162,-0.4073853402156917,-0.4440861346056581,0.6414101708357559,0.12812101266373432,0.0434992485240455
16.8,0.96,0.5196995369161035,0.7837300268086973,-0.8981951195235319,-0.4108137765327997,-0.44909755976176596,0.6382038326426169,0.12427508358902128,0.0429892169332644
17.6,0.96,0.53334510636259,0.6787167217905434,-1.0161380228416401,-0.24103514763066877,-0.5080690114208201,0.6016562491767586,0.1212757159530251,0.0407600933091185
18.4,0.96,0.5405182049703174,0.5139240325215799,-1.2809067818494702,0.05045286035172166,-0.6404533909247351,0.5270534086311096,0.10502599838694988,0.0395745521139277
19.200000000000003,0.96,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.883250928569039e-61,0.0580670617382019
20.0,0.96,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.540603528909204e-61,0.0622911350603241
4.0,1.15,0.39748194188746044,0.8836057886019615,-1.0463500314346699,-0.798861518832579,-0.5231750157173349,0.5926359293162274,0.12977904273177127,0.0433245034859134
4.8,1.15,0.38653497878574083,1.0294549759836706,-0.9215034010014217,-0.9795624263256377,-0.46075170050071085,0.6308092875843883,0.12147850656273808,0.0392197611780555
5.6,1.15,0.3740321204275301,1.1143435332275091,-0.8751481296713374,-1.091679073847286,-0.4375740648356687,0.6456007083467235,0.1402209815838118,0.044896734179811
6.4,1.15,0.4087591883550523,1.074087135770377,-0.8231579530693719,-0.9661002026650982,-0.41157897653468595,0.6626031888242783,0.13486013965598057,0.0493701274067632
7.2,1.15,0.4653972679744274,0.5919363758443121,-1.2892200215150424,-0.24050777529553713,-0.6446100107575212,0.5248671947575183,0.08818995817451752,0.0543924286917839
8.0,1.15,0.48137652491193617,0.5580450454295189,-1.3144211123095564,-0.14778992574387237,-0.6572105561547782,0.518295074945909,0.08445432340458026,0.0579949942686409
8.8,1.15,0.48931679575537546,0.7386124237174834,-1.0177271112620447,-0.4117631991122136,-0.5088635556310224,0.6011783965501012,0.12831275146765628,0.0457081664811168
9.6,1.15,0.49638618075900975,0.8851615257376086,-0.8223862006317015,-0.5784159292911292,-0.41119310031585077,0.6628589209746742,0.14741767430172542,0.0411393810685261
10.4,1.15,0.5001900867491937,0.9172112583210936,-0.7791845327197053,-0.6063496258986782,-0.38959226635985267,0.6773329896490832,0.14505261666074495,0.0443592616232658
11.2,1.15,0.5018903586981316,0.9184677975407192,-0.7744220268904597,-0.604325157335511,-0.38721101344522985,0.678947812692842,0.14065751984799163,0.0459252714313139
12.0,1.15,0.5025679687055786,0.8771174745944521,-0.8191387321639709,-0.5569100420165005,-0.40956936608198546,0.6639361019880609,0.13324067710388499,0.0457444401657166
12.8,1.15,0.5279643046823139,0.7916609183428123,-0.8723487145780506,-0.4051044900810009,-0.4361743572890253,0.6465049932498781,0.14352234713864304,0.0392926901636739
13.6,1.15,0.5316496906269814,0.6820383978019673,-1.0144398037574223,-0.2491011618351336,-0.5072199018787111,0.6021673381935772,0.13171963351055735,0.039620912840985
14.4,1.15,0.5288520798467347,0.6958003123615082,-0.9997390757834367,-0.27435394110318767,-0.49986953789171834,0.6066097941431471,0.1272266730678419,0.0396852575780094
15.2,1.15,0.5261512438684499,0.8191392184055506,-0.8416677954352265,-0.4426653479715047,-0.42083389771761326,0.6564991383585437,0.1355982239925959,0.0417227117093466
16.0,1.15,0.5230603641141189,0.7864859789681975,-0.888238786386373,-0.4078780188560651,-0.4441193931931865,0.6413888387941863,0.12811461052349415,0.043499608404553
16.8,1.15,0.5236154407926128,0.7774354200376461,-0.8987524551318644,-0.39524305628519313,-0.4493762275659322,0.6380260105597594,0.12424926174584477,0.0429967306925387
17.6,1.15,0.53334510636259,0.6787167217905434,-1.0161380228416401,-0.24103514763066877,-0.5080690114208201,0.6016562491767586,0.1212757159530251,0.0407600933091185
18.4,1.15,0.5405182049703174,0.5139240325215799,-1.2809067818494702,0.05045286035172166,-0.6404533909247351,0.5270534086311096,0.10502599838694988,0.0395745521139277
19.200000000000003,1.15,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.883250928569039e-61,0.0580670617382019
20.0,1.15,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.540603528909204e-61,0.0622911350603241
4.0,1.34,0.39694812480836283,0.8843552012381466,-1.0468461605154515,-0.8010531891280737,-0.5234230802577258,0.5924889355895219,0.12971404194699668,0.0433243983435429
4.8,1.34,0.3865528065422388,1.02940766330775,-0.9215032401024654,-0.9794703454024389,-0.4607516200512327,0.6308093383326683,0.12147939702884751,0.0392199017676219
5.6,1.34,0.3740372294868797,1.1143361220277943,-0.8751411211049333,-1.091658763773512,-0.4375705605524666,0.6456029707184049,0.1402219233319222,0.0448967276155091
6.4,1.34,0.40875976856184915,1.0740863016839628,-0.8231573101901883,-0.9660980066777727,-0.41157865509509417,0.662603401811211,0.13486021948698562,0.0493701261496686
7.2,1.34,0.4653973144194101,0.5919363287547266,-1.2892200012703958,-0.24050759594734714,-0.6446100006351979,0.5248672000703938,0.08818995911289632,0.0543924284305855
8.0,1.34,0.48137652860271873,0.5580450434646991,-1.314421108163312,-0.1477899145558312,-0.657210554081656,0.518295076020398,0.08445432362161631,0.0579949942229298
8.8,1.34,0.48931679619382806,0.7386124227298874,-1.0177271117030904,-0.4117631968790667,-0.5088635558515452,0.6011783964175276,0.12831275144029317,0.0457081664863228
9.6,1.34,0.4963861810803656,0.8851615249852636,-0.8223862008342632,-0.5784159277937861,-0.4111931004171316,0.6628589209075394,0.147417674295888,0.0411393810718783
10.4,1.34,0.5001900875355185,0.9172112566030781,-0.7791845330207394,-0.6063496224535404,-0.3895922665103697,0.677332989547133,0.14505261665925048,0.0443592616297141
11.2,1.34,0.501890341782051,0.9184678186239552,-0.7744220376404028,-0.6043252139950349,-0.3872110188202014,0.6789478090435168,0.14065751856115538,0.0459252714680822
12.0,1.34,0.5025679031811556,0.8771176603749924,-0.81913865073518,-0.5569103842037613,-0.40956932536759,0.6639361290198184,0.1332406825216043,0.0457444392332702
12.8,1.34,0.5279642185523155,0.7916617090311255,-0.8723478789431512,-0.4051056519879786,-0.4361739394715756,0.646505263371002,0.14352241562049825,0.0392926831207772
13.6,1.34,0.5316461404582207,0.6820527031709029,-1.0144255072129225,-0.2491288137174684,-0.5072127536064612,0.6021716426650353,0.13172077356944445,0.0396208010826581
14.4,1.34,0.5288412990484348,0.6958255889403409,-0.9997231345859269,-0.27441065327843217,-0.49986156729296344,0.6066146292056861,0.1272278984890664,0.0396851323821532
15.2,1.34,0.5261110682757784,0.8191942230531921,-0.8416770087757562,-0.4428088554581961,-0.4208385043878781,0.6564961140904501,0.13559696310673475,0.0417227099279373
16.0,1.34,0.5229558535349996,0.7866056950592109,-0.8882864074618887,-0.4082300496318445,-0.44414320373094435,0.6413735671628363,0.12811002637725433,0.0434998658975822
16.8,1.34,0.5199389608838885,0.779941435308551,-0.9025803022672964,-0.40550741215705716,-0.4512901511336482,0.6368060453737987,0.12392952595334769,0.0430236376222913
17.6,1.34,0.5333451063625898,0.6787167217905432,-1.0161380228416408,-0.2410351476306689,-0.5080690114208204,0.6016562491767584,0.12127571595302501,0.0407600933091185
18.4,1.34,0.5405182049703174,0.5139240325215799,-1.2809067818494702,0.05045286035172166,-0.6404533909247351,0.5270534086311096,0.10502599838694988,0.0395745521139277
19.200000000000003,1.34,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.883250928569039e-61,0.0580670617382019
20.0,1.34,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.540603528909204e-61,0.0622911350603241
4.0,1.53,0.3964279793209595,0.8850803758025219,-1.0473377134450783,-0.803184077480557,-0.5236688567225392,0.5923433336469899,0.12965005749631925,0.043324358444099
4.8,1.53,0.38657070674833216,1.0293602630597602,-0.9215029811010597,-0.9793779920034256,-0.46075149055052983,0.6308094200229263,0.12148029764356646,0.0392200420710923
5.6,1.53,0.3740423387236762,1.1143287106132855,-0.8751341124876892,-1.09163845317492,-0.4375670562438446,0.6456052331144256,0.14022286509288492,0.0448967210511118
6.4,1.53,0.4087603487671916,1.0740854675977174,-0.8231566673170237,-0.9660958106955739,-0.4115783336585119,0.6626036147962181,0.134860299317396,0.0493701248926051
7.2,1.53,0.4653973608633286,0.5919362816660239,-1.2892199810265608,-0.24050741660293892,-0.6446099905132804,0.5248672053830563,0.08818996005123121,0.0543924281693956
8.0,1.53,0.4813765323118677,0.5580450414711631,-1.314421104030372,-0.14778990327817773,-0.657210552015186,0.5182950770914392,0.08445432383761113,0.057994994177247
8.8,1.53,0.48931679661120775,0.7386124217557755,-1.0177271121689462,-0.4117631947072417,-0.5088635560844731,0.6011783962774964,0.12831275141064735,0.0457081664916892
9.6,1.53,0.4963861813219077,0.8851615244197759,-0.8223862009865144,-0.5784159266683324,-0.4111931004932572,0.6628589208570789,0.14741767429150054,0.0411393810743978
10.4,1.53,0.5001900881265466,0.91721125531176,-0.7791845332470066,-0.606349619864059,-0.3895922666235033,0.6773329894705038,0.14505261665812724,0.0443592616345609
11.2,1.53,0.5018903578871359,0.9184677763506894,-0.7744220515774066,-0.6043251358803284,-0.3872110257887033,0.6789478043122678,0.14065751781745225,0.0459252716667014
12.0,1.53,0.5025680095065861,0.8771174609399315,-0.8191386665464143,-0.5569099452639567,-0.40956933327320716,0.6639361237709936,0.1332406830550594,0.0457444396864816
12.8,1.53,0.5279635445555078,0.791662995063176,-0.8723475310691929,-0.40510855305480203,-0.43617376553459647,0.6465053758221844,0.1435224320158672,0.0392926785306383
13.6,1.53,0.5316447574422203,0.682054164082321,-1.0144259666697153,-0.24913355703633425,-0.5072129833348576,0.6021715043291254,0.1317207249225276,0.0396208028683327
14.4,1.53,0.5288331952029928,0.6958445880980939,-0.9997111543690907,-0.27445328128146795,-0.4998555771845454,0.6066182629039661,0.12722881938834613,0.0396850382876976
15.2,1.53,0.5260808707569395,0.8192355631069403,-0.8416839450194311,-0.4429167177326505,-0.42084197250971556,0.6564938372858887,0.13559601422866038,0.0417227086436403
16.0,1.53,0.5235368559178604,0.7845588602554319,-0.8897815288675648,-0.4045141676329684,-0.4448907644337824,0.640894280658385,0.12799410460881155,0.043512697004019
16.8,1.53,0.519993092774863,0.7788930551818254,-0.9038212779032869,-0.4040582233370108,-0.45191063895164346,0.6364110375416657,0.12383172253112328,0.0430333508371845
17.6,1.53,0.53334510636259,0.6787167217905434,-1.0161380228416401,-0.24103514763066877,-0.5080690114208201,0.6016562491767586,0.1212757159530251,0.0407600933091185
18.4,1.53,0.5405182049703174,0.5139240325215799,-1.2809067818494702,0.05045286035172166,-0.6404533909247351,0.5270534086311096,0.10502599838694988,0.0395745521139277
19.200000000000003,1.53,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.883250928569039e-61,0.0580670617382019
20.0,1.53,1e-30,1e-30,-138.15510557964274,0.0,-69.07755278982137,1e-30,7.540603528909204e-61,0.0622911350603241
4.0,1.72,0.39592153420257437,0.8857814836599387,-1.0478242245480844,-0.8052542420804245,-0.5239121122740422,0.5921992603667076,0.1295871308899104,0.0433243808849063
