beta_d60_d80,p95_abs_delta_mu_mumu,max_abs_delta_mu_mumu,mean_signed_delta_mu_mumu,min_signed_delta_mu_mumu,max_signed_delta_mu_mumu,delta_p95_vs_v22,delta_max_vs_v22
1.44,0.0293277490049082,0.02932777550917276,0.029327510206451444,0.02932724464747727,0.02932777550917276,-0.2012749061916152,-0.20127490149599084
1.46,0.013293708958769024,0.013293735810794072,0.013293467031331723,0.013293198002015227,0.013293735810794072,-0.21730894623775437,-0.21730894119436953
1.48,0.002630766914740512,0.0026307943121199884,-0.0026305218760443844,-0.0026307943121199884,-0.002630249683432062,-0.2279718882817829,-0.2279718826930436
1.5,0.018445459961091704,0.018445487684763062,-0.018445211904801993,-0.018445487684763062,-0.01844493636192146,-0.2121571952354317,-0.21215718932040054
1.52,0.034151604277132375,0.03415163232091123,-0.03415135325923579,-0.03415163232091123,-0.03415107442826626,-0.19645105091939102,-0.19645104468425237
