beta_peak,sigma_D,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
0.5,0.6,4.8,4.0,14.488773923815511,13.985185434428539,0.5035884893869724,0.035375551329896254,0.0
0.5,0.8,4.8,4.0,14.793306864042323,13.985185434428539,0.8081214296137844,0.05617625347417814,0.0
0.75,0.2,4.8,4.0,13.869166319764863,13.985185434428539,-0.11601911466367554,-0.008330460290785385,0.0
0.75,0.3,4.8,4.0,13.931819742850791,13.985185434428539,-0.0533656915777474,-0.0038231720230106556,0.0
0.75,0.4,4.8,4.0,14.171353693883956,13.985185434428539,0.18616825945541748,0.013223995434877997,0.0
0.75,0.6,4.8,4.0,14.809278702567473,13.985185434428539,0.8240932681389346,0.0572553375993834,0.0
0.75,0.8,4.8,4.0,15.278627813199424,13.985185434428539,1.2934423787708855,0.08845639081580438,0.0
1.0,0.2,4.8,4.0,13.86941393706997,13.985185434428539,-0.11577149735856906,-0.00831260665135458,0.0
1.0,0.3,4.8,4.0,13.953016160623898,13.985185434428539,-0.03216927380464085,-0.00230288896098966,0.0
1.0,0.4,4.8,4.0,14.273793787718258,13.985185434428539,0.28860835328971923,0.020426667649527826,0.0
1.0,0.6,4.8,4.0,15.136873336799422,13.985185434428539,1.1516879023708828,0.07913512386886695,0.0
1.0,0.8,4.8,4.0,15.779870586047155,13.985185434428539,1.7946851516186157,0.12073652815743023,0.0
0.0,0.2,5.6,0.2,35.49252324766416,57.97139610037368,-22.47887285270952,-0.4906276566570109,0.0
0.0,0.3,5.6,0.2,35.49252324766416,57.97139610037368,-22.47887285270952,-0.4906276566570109,0.0
0.0,0.4,5.6,0.2,35.49252324766416,57.97139610037368,-22.47887285270952,-0.4906276566570109,0.0
0.0,0.6,5.6,0.2,35.49252324766416,57.97139610037368,-22.47887285270952,-0.4906276566570109,0.0
0.0,0.8,5.6,0.2,35.49252324766416,57.97139610037368,-22.47887285270952,-0.4906276566570109,0.0
0.25,0.2,5.6,0.2,37.43263848493659,57.97139610037368,-20.538757615437092,-0.4374067076007487,0.0
0.25,0.3,5.6,0.2,37.43263848493659,57.97139610037368,-20.538757615437092,-0.4374067076007487,0.0
0.25,0.4,5.6,0.2,37.43263848493659,57.97139610037368,-20.538757615437092,-0.4374067076007487,0.0
0.25,0.6,5.6,0.2,37.43263848493659,57.97139610037368,-20.538757615437092,-0.4374067076007487,0.0
0.25,0.8,5.6,0.2,37.43263848493659,57.97139610037368,-20.538757615437092,-0.4374067076007487,0.0
0.5,0.2,5.6,0.2,39.47880555480569,57.97139610037368,-18.492590545567992,-0.38418575854448805,0.0
0.5,0.3,5.6,0.2,39.47880555480569,57.97139610037368,-18.492590545567992,-0.38418575854448805,0.0
0.5,0.4,5.6,0.2,39.47880555480569,57.97139610037368,-18.492590545567992,-0.38418575854448805,0.0
0.5,0.6,5.6,0.2,39.47880555480569,57.97139610037368,-18.492590545567992,-0.38418575854448805,0.0
0.5,0.8,5.6,0.2,39.47880555480569,57.97139610037368,-18.492590545567992,-0.38418575854448805,0.0
0.75,0.2,5.6,0.2,41.63682153106437,57.97139610037368,-16.33457456930931,-0.33096480948822715,0.0
0.75,0.3,5.6,0.2,41.63682153106437,57.97139610037368,-16.33457456930931,-0.33096480948822715,0.0
0.75,0.4,5.6,0.2,41.63682153106437,57.97139610037368,-16.33457456930931,-0.33096480948822715,0.0
0.75,0.6,5.6,0.2,41.63682153106437,57.97139610037368,-16.33457456930931,-0.33096480948822715,0.0
0.75,0.8,5.6,0.2,41.63682153106437,57.97139610037368,-16.33457456930931,-0.33096480948822715,0.0
1.0,0.2,5.6,0.2,43.912800370898616,57.97139610037368,-14.058595729475066,-0.2777438604319664,0.0
1.0,0.3,5.6,0.2,43.912800370898616,57.97139610037368,-14.058595729475066,-0.2777438604319664,0.0
1.0,0.4,5.6,0.2,43.912800370898616,57.97139610037368,-14.058595729475066,-0.2777438604319664,0.0
1.0,0.6,5.6,0.2,43.912800370898616,57.97139610037368,-14.058595729475066,-0.2777438604319664,0.0
1.0,0.8,5.6,0.2,43.912800370898616,57.97139610037368,-14.058595729475066,-0.2777438604319664,0.0
0.0,0.2,5.6,0.6,35.49643277828066,57.97770588386644,-22.481273105585778,-0.4906263490267911,0.0
0.0,0.3,5.6,0.6,35.49643277828066,57.97770588386644,-22.481273105585778,-0.4906263490267911,0.0
0.0,0.4,5.6,0.6,35.49643277828066,57.97770588386644,-22.481273105585778,-0.4906263490267911,0.0
0.0,0.6,5.6,0.6,35.49643277828066,57.97770588386644,-22.481273105585778,-0.4906263490267911,0.0
0.0,0.8,5.6,0.6,35.49643277828066,57.97770588386644,-22.481273105585778,-0.4906263490267911,0.0
0.25,0.2,5.6,0.6,37.43676172084158,57.97770588386644,-20.54094416302486,-0.43740539997052885,0.0
0.25,0.3,5.6,0.6,37.43676172084158,57.97770588386644,-20.54094416302486,-0.43740539997052885,0.0
0.25,0.4,5.6,0.6,37.43676172084158,57.97770588386644,-20.54094416302486,-0.43740539997052885,0.0
0.25,0.6,5.6,0.6,37.43676172084158,57.97770588386644,-20.54094416302486,-0.43740539997052885,0.0
0.25,0.8,5.6,0.6,37.43676172084158,57.97770588386644,-20.54094416302486,-0.43740539997052885,0.0
0.5,0.2,5.6,0.6,39.48315417769572,57.97770588386644,-18.494551706170725,-0.3841844509142681,0.0
0.5,0.3,5.6,0.6,39.48315417769572,57.97770588386644,-18.494551706170725,-0.3841844509142681,0.0
0.5,0.4,5.6,0.6,39.48315417769572,57.97770588386644,-18.494551706170725,-0.3841844509142681,0.0
0.5,0.6,5.6,0.6,39.48315417769572,57.97770588386644,-18.494551706170725,-0.3841844509142681,0.0
0.5,0.8,5.6,0.6,39.48315417769572,57.97770588386644,-18.494551706170725,-0.3841844509142681,0.0
0.75,0.2,5.6,0.6,41.64140786118843,57.97770588386644,-16.336298022678008,-0.3309635018580073,0.0
0.75,0.3,5.6,0.6,41.64140786118843,57.97770588386644,-16.336298022678008,-0.3309635018580073,0.0
0.75,0.4,5.6,0.6,41.64140786118843,57.97770588386644,-16.336298022678008,-0.3309635018580073,0.0
0.75,0.6,5.6,0.6,41.64140786118843,57.97770588386644,-16.336298022678008,-0.3309635018580073,0.0
0.75,0.8,5.6,0.6,41.64140786118843,57.97770588386644,-16.336298022678008,-0.3309635018580073,0.0
1.0,0.2,5.6,0.6,43.91763740196313,57.97770588386644,-14.060068481903315,-0.2777425528017464,0.0
1.0,0.3,5.6,0.6,43.91763740196313,57.97770588386644,-14.060068481903315,-0.2777425528017464,0.0
1.0,0.4,5.6,0.6,43.91763740196313,57.97770588386644,-14.060068481903315,-0.2777425528017464,0.0
1.0,0.6,5.6,0.6,43.91763740196313,57.97770588386644,-14.060068481903315,-0.2777425528017464,0.0
1.0,0.8,5.6,0.6,43.91763740196313,57.97770588386644,-14.060068481903315,-0.2777425528017464,0.0
0.0,0.2,5.6,1.0,35.50034215146722,57.984015390166256,-22.483673238699033,-0.49062504133696905,0.0
0.0,0.3,5.6,1.0,35.50034215146722,57.984015390166256,-22.483673238699033,-0.49062504133696905,0.0
0.0,0.4,5.6,1.0,35.50034215146722,57.984015390166256,-22.483673238699033,-0.49062504133696905,0.0
0.0,0.6,5.6,1.0,35.50034215146722,57.984015390166256,-22.483673238699033,-0.49062504133696905,0.0
0.0,0.8,5.6,1.0,35.50034215146722,57.984015390166256,-22.483673238699033,-0.49062504133696905,0.0
0.25,0.2,5.6,1.0,37.44088479071109,57.984015390166256,-20.543130599455168,-0.4374040922807068,0.0
0.25,0.3,5.6,1.0,37.44088479071109,57.984015390166256,-20.543130599455168,-0.4374040922807068,0.0
0.25,0.4,5.6,1.0,37.44088479071109,57.984015390166256,-20.543130599455168,-0.4374040922807068,0.0
0.25,0.6,5.6,1.0,37.44088479071109,57.984015390166256,-20.543130599455168,-0.4374040922807068,0.0
0.25,0.8,5.6,1.0,37.44088479071109,57.984015390166256,-20.543130599455168,-0.4374040922807068,0.0
0.5,0.2,5.6,1.0,39.48750262547432,57.984015390166256,-18.496512764691936,-0.384183143224446,0.0
0.5,0.3,5.6,1.0,39.48750262547432,57.984015390166256,-18.496512764691936,-0.384183143224446,0.0
0.5,0.4,5.6,1.0,39.48750262547432,57.984015390166256,-18.496512764691936,-0.384183143224446,0.0
0.5,0.6,5.6,1.0,39.48750262547432,57.984015390166256,-18.496512764691936,-0.384183143224446,0.0
0.5,0.8,5.6,1.0,39.48750262547432,57.984015390166256,-18.496512764691936,-0.384183143224446,0.0
0.75,0.2,5.6,1.0,41.64599400662902,57.984015390166256,-16.33802138353724,-0.33096219416818534,0.0
0.75,0.3,5.6,1.0,41.64599400662902,57.984015390166256,-16.33802138353724,-0.33096219416818534,0.0
0.75,0.4,5.6,1.0,41.64599400662902,57.984015390166256,-16.33802138353724,-0.33096219416818534,0.0
0.75,0.6,5.6,1.0,41.64599400662902,57.984015390166256,-16.33802138353724,-0.33096219416818534,0.0
0.75,0.8,5.6,1.0,41.64599400662902,57.984015390166256,-16.33802138353724,-0.33096219416818534,0.0
1.0,0.2,5.6,1.0,43.92247423824886,57.984015390166256,-14.061541151917396,-0.27774124511192455,0.0
1.0,0.3,5.6,1.0,43.92247423824886,57.984015390166256,-14.061541151917396,-0.27774124511192455,0.0
1.0,0.4,5.6,1.0,43.92247423824886,57.984015390166256,-14.061541151917396,-0.27774124511192455,0.0
1.0,0.6,5.6,1.0,43.92247423824886,57.984015390166256,-14.061541151917396,-0.27774124511192455,0.0
1.0,0.8,5.6,1.0,43.92247423824886,57.984015390166256,-14.061541151917396,-0.27774124511192455,0.0
0.0,0.2,5.6,2.0,35.51011489458962,57.999787941433695,-22.489673046844075,-0.4906217718519066,0.0
0.0,0.3,5.6,2.0,35.51011489458962,57.999787941433695,-22.489673046844075,-0.4906217718519066,0.0
0.0,0.4,5.6,2.0,35.51011489458962,57.999787941433695,-22.489673046844075,-0.4906217718519066,0.0
0.0,0.6,5.6,2.0,35.51011489458962,57.999787941433695,-22.489673046844075,-0.4906217718519066,0.0
0.0,0.8,5.6,2.0,35.51011489458962,57.999787941433695,-22.489673046844075,-0.4906217718519066,0.0
0.25,0.2,5.6,2.0,37.451191737832154,57.999787941433695,-20.54859620360154,-0.4374008227956443,0.0
0.25,0.3,5.6,2.0,37.451191737832154,57.999787941433695,-20.54859620360154,-0.4374008227956443,0.0
0.25,0.4,5.6,2.0,37.451191737832154,57.999787941433695,-20.54859620360154,-0.4374008227956443,0.0
0.25,0.6,5.6,2.0,37.451191737832154,57.999787941433695,-20.54859620360154,-0.4374008227956443,0.0
0.25,0.8,5.6,2.0,37.451191737832154,57.999787941433695,-20.54859620360154,-0.4374008227956443,0.0
0.5,0.2,5.6,2.0,39.49837297759818,57.999787941433695,-18.501414963835515,-0.3841798737393836,0.0
0.5,0.3,5.6,2.0,39.49837297759818,57.999787941433695,-18.501414963835515,-0.3841798737393836,0.0
0.5,0.4,5.6,2.0,39.49837297759818,57.999787941433695,-18.501414963835515,-0.3841798737393836,0.0
0.5,0.6,5.6,2.0,39.49837297759818,57.999787941433695,-18.501414963835515,-0.3841798737393836,0.0
0.5,0.8,5.6,2.0,39.49837297759818,57.999787941433695,-18.501414963835515,-0.3841798737393836,0.0
0.75,0.2,5.6,2.0,41.65745856096393,57.999787941433695,-16.342329380469764,-0.33095892468312305,0.0
0.75,0.3,5.6,2.0,41.65745856096393,57.999787941433695,-16.342329380469764,-0.33095892468312305,0.0
0.75,0.4,5.6,2.0,41.65745856096393,57.999787941433695,-16.342329380469764,-0.33095892468312305,0.0
0.75,0.6,5.6,2.0,41.65745856096393,57.999787941433695,-16.342329380469764,-0.33095892468312305,0.0
0.75,0.8,5.6,2.0,41.65745856096393,57.999787941433695,-16.342329380469764,-0.33095892468312305,0.0
1.0,0.2,5.6,2.0,43.934565475460026,57.999787941433695,-14.065222465973669,-0.27773797562686175,0.0
1.0,0.3,5.6,2.0,43.934565475460026,57.999787941433695,-14.065222465973669,-0.27773797562686175,0.0
1.0,0.4,5.6,2.0,43.934565475460026,57.999787941433695,-14.065222465973669,-0.27773797562686175,0.0
1.0,0.6,5.6,2.0,43.934565475460026,57.999787941433695,-14.065222465973669,-0.27773797562686175,0.0
1.0,0.8,5.6,2.0,43.934565475460026,57.999787941433695,-14.065222465973669,-0.27773797562686175,0.0
0.0,0.2,5.6,4.0,35.52965741704732,58.031327827197636,-22.501670410150318,-0.49061523176706134,0.0
0.0,0.3,5.6,4.0,35.52965741704732,58.031327827197636,-22.501670410150318,-0.49061523176706134,0.0
0.0,0.4,5.6,4.0,35.52965741704732,58.031327827197636,-22.501670410150318,-0.49061523176706134,0.0
0.0,0.6,5.6,4.0,35.52965741704732,58.031327827197636,-22.501670410150318,-0.49061523176706134,0.0
0.0,0.8,5.6,4.0,35.52965741704732,58.031327827197636,-22.501670410150318,-0.49061523176706134,0.0
0.25,0.2,5.6,4.0,37.471802506278735,58.031327827197636,-20.5595253209189,-0.43739428271079916,0.0
0.25,0.3,5.6,4.0,37.471802506278735,58.031327827197636,-20.5595253209189,-0.43739428271079916,0.0
0.25,0.4,5.6,4.0,37.471802506278735,58.031327827197636,-20.5595253209189,-0.43739428271079916,0.0
0.25,0.6,5.6,4.0,37.471802506278735,58.031327827197636,-20.5595253209189,-0.43739428271079916,0.0
0.25,0.8,5.6,4.0,37.471802506278735,58.031327827197636,-20.5595253209189,-0.43739428271079916,0.0
0.5,0.2,5.6,4.0,39.520110385186086,58.031327827197636,-18.51121744201155,-0.3841733336545384,0.0
0.5,0.3,5.6,4.0,39.520110385186086,58.031327827197636,-18.51121744201155,-0.3841733336545384,0.0
0.5,0.4,5.6,4.0,39.520110385186086,58.031327827197636,-18.51121744201155,-0.3841733336545384,0.0
0.5,0.6,5.6,4.0,39.520110385186086,58.031327827197636,-18.51121744201155,-0.3841733336545384,0.0
0.5,0.8,5.6,4.0,39.520110385186086,58.031327827197636,-18.51121744201155,-0.3841733336545384,0.0
0.75,0.2,5.6,4.0,41.68038419276982,58.031327827197636,-16.350943634427814,-0.33095238459827764,0.0
0.75,0.3,5.6,4.0,41.68038419276982,58.031327827197636,-16.350943634427814,-0.33095238459827764,0.0
0.75,0.4,5.6,4.0,41.68038419276982,58.031327827197636,-16.350943634427814,-0.33095238459827764,0.0
0.75,0.6,5.6,4.0,41.68038419276982,58.031327827197636,-16.350943634427814,-0.33095238459827764,0.0
0.75,0.8,5.6,4.0,41.68038419276982,58.031327827197636,-16.350943634427814,-0.33095238459827764,0.0
1.0,0.2,5.6,4.0,43.9587442829638,58.031327827197636,-14.072583544233837,-0.27773143554201657,0.0
1.0,0.3,5.6,4.0,43.9587442829638,58.031327827197636,-14.072583544233837,-0.27773143554201657,0.0
1.0,0.4,5.6,4.0,43.9587442829638,58.031327827197636,-14.072583544233837,-0.27773143554201657,0.0
1.0,0.6,5.6,4.0,43.9587442829638,58.031327827197636,-14.072583544233837,-0.27773143554201657,0.0
1.0,0.8,5.6,4.0,43.9587442829638,58.031327827197636,-14.072583544233837,-0.27773143554201657,0.0
0.0,0.2,6.4,0.2,60.29400915410132,59.87715710517649,0.41685204892483085,0.006937666228358276,0.0
0.0,0.3,6.4,0.2,60.29400915410132,59.87715710517649,0.41685204892483085,0.006937666228358276,0.0
0.0,0.4,6.4,0.2,60.29400915410132,59.87715710517649,0.41685204892483085,0.006937666228358276,0.0
0.0,0.6,6.4,0.2,60.29400915410132,59.87715710517649,0.41685204892483085,0.006937666228358276,0.0
0.0,0.8,6.4,0.2,60.29400915410132,59.87715710517649,0.41685204892483085,0.006937666228358276,0.0
0.25,0.2,6.4,0.2,60.2950856312102,59.87715710517649,0.41792852603371244,0.006955519867791056,0.0
0.25,0.3,6.4,0.2,60.385742827866615,59.87715710517649,0.5085857226901283,0.0084579492903813,0.0
0.25,0.4,6.4,0.2,60.72985488125012,59.87715710517649,0.852697776073633,0.014140338443009551,0.0
0.25,0.6,6.4,0.2,61.62776714947165,59.87715710517649,1.7506100442951649,0.028817452497843354,0.0
0.25,0.8,6.4,0.2,62.27206220336802,59.87715710517649,2.3949050981915363,0.0392178035699862,0.0
0.5,0.2,6.4,0.2,60.29616212753816,59.87715710517649,0.4190050223616737,0.006973373507221618,0.0
0.5,0.3,6.4,0.2,60.47761606884616,59.87715710517649,0.6004589636696736,0.009978232352402023,0.0
0.5,0.4,6.4,0.2,61.168851195008344,59.87715710517649,1.2916940898318572,0.02134301065765971,0.0
0.5,0.6,6.4,0.2,62.991029077573934,59.87715710517649,3.1138719723974475,0.05069723876733045,0.0
0.5,0.8,6.4,0.2,64.31500882864003,59.87715710517649,4.437851723463545,0.07149794091161246,0.0
0.75,0.2,6.4,0.2,60.297238643085464,59.87715710517649,0.4200815379089775,0.0069912271466489005,0.0
0.75,0.3,6.4,0.2,60.56962908938319,59.87715710517649,0.6924719842067049,0.011498515414423422,0.0
0.75,0.4,6.4,0.2,61.61102086993905,59.87715710517649,1.7338637647625603,0.028545682872309023,0.0
0.75,0.6,6.4,0.2,64.38444759207509,59.87715710517649,4.507290486898604,0.07257702503681752,0.0
0.75,0.8,6.4,0.2,66.42497798000214,59.87715710517649,6.5478208748256534,0.10377807825323841,0.0
1.0,0.2,6.4,0.2,60.29831517785289,59.87715710517649,0.4211580726764055,0.007009080786080003,0.0
1.0,0.3,6.4,0.2,60.66178210214375,59.87715710517649,0.784624996967267,0.01301879847644448,0.0
1.0,0.4,6.4,0.2,62.056386845235444,59.87715710517649,2.1792297400589575,0.035748355086962245,0.0
1.0,0.6,6.4,0.2,65.80868978393114,59.87715710517649,5.931532678754657,0.09445681130630106,0.0
1.0,0.8,6.4,0.2,68.60416845156281,59.87715710517649,8.727011346386327,0.13605821559486445,0.0
0.0,0.2,6.4,0.6,60.2943605022646,59.87747789531799,0.41688260694661494,0.006938136002900549,0.0
0.0,0.3,6.4,0.6,60.2943605022646,59.87747789531799,0.41688260694661494,0.006938136002900549,0.0
0.0,0.4,6.4,0.6,60.2943605022646,59.87747789531799,0.41688260694661494,0.006938136002900549,0.0
0.0,0.6,6.4,0.6,60.2943605022646,59.87747789531799,0.41688260694661494,0.006938136002900549,0.0
0.0,0.8,6.4,0.6,60.2943605022646,59.87747789531799,0.41688260694661494,0.006938136002900549,0.0
0.25,0.2,6.4,0.6,60.29543698564637,59.87747789531799,0.41795909032838097,0.006955989642333144,0.0
0.25,0.3,6.4,0.6,60.38609471058477,59.87747789531799,0.5086168152667838,0.008458419064923324,0.0
0.25,0.4,6.4,0.6,60.73020876919467,59.87747789531799,0.8527308738766806,0.014140808217551603,0.0
0.25,0.6,6.4,0.6,61.62812626977397,59.87747789531799,1.7506483744559844,0.028817922272385752,0.0
0.25,0.8,6.4,0.6,62.27242507813758,59.87747789531799,2.3949471828195925,0.03921827334452815,0.0
0.5,0.2,6.4,0.6,60.29651348824733,59.87747789531799,0.41903559292934034,0.006973843281763592,0.0
0.5,0.3,6.4,0.6,60.47796848693253,59.87747789531799,0.6004905916145447,0.009978702126944365,0.0
0.5,0.4,6.4,0.6,61.169207641093415,59.87747789531799,1.2917297457754273,0.021343480432201623,0.0
0.5,0.6,6.4,0.6,62.99139614194201,59.87747789531799,3.1139182466240243,0.050697708541872576,0.0
0.5,0.8,6.4,0.6,64.3153836081669,59.87747789531799,4.4379057128489094,0.07149841068615467,0.0
0.75,0.2,6.4,0.6,60.29759001006775,59.87747789531799,0.42011211474976307,0.006991696921190832,0.0
0.75,0.3,6.4,0.6,60.569982043652274,59.87747789531799,0.6925041483342866,0.011498985188965664,0.0
0.75,0.4,6.4,0.6,61.61137989265662,59.87747789531799,1.7339019973386343,0.028546152646851154,0.0
0.75,0.6,6.4,0.6,64.38482277623886,59.87747789531799,4.507344880920876,0.07257749481135971,0.0
0.75,0.8,6.4,0.6,66.42536505484318,59.87747789531799,6.547887159525196,0.10377854802778054,0.0
1.0,0.2,6.4,0.6,60.298666551108425,59.87747789531799,0.42118865579043785,0.007009550560622182,0.0
1.0,0.3,6.4,0.6,60.66213559341133,59.87747789531799,0.7846576980933406,0.013019268250986744,0.0
1.0,0.4,6.4,0.6,62.056748463211136,59.87747789531799,2.1792705678931483,0.03574882486150419,0.0
1.0,0.6,6.4,0.6,65.80907326750783,59.87747789531799,5.93159537218984,0.09445728108084325,0.0
1.0,0.8,6.4,0.6,68.60456822508783,59.87747789531799,8.727090329769844,0.13605868536940646,0.0
0.0,0.2,6.4,1.0,60.294711846078094,59.8777986807895,0.4169131652885909,0.006938605778038459,0.0
0.0,0.3,6.4,1.0,60.294711846078094,59.8777986807895,0.4169131652885909,0.006938605778038459,0.0
0.0,0.4,6.4,1.0,60.294711846078094,59.8777986807895,0.4169131652885909,0.006938605778038459,0.0
0.0,0.6,6.4,1.0,60.294711846078094,59.8777986807895,0.4169131652885909,0.006938605778038459,0.0
0.0,0.8,6.4,1.0,60.294711846078094,59.8777986807895,0.4169131652885909,0.006938605778038459,0.0
0.25,0.2,6.4,1.0,60.295788335732695,59.8777986807895,0.4179896549431916,0.006956459417471296,0.0
0.25,0.3,6.4,1.0,60.38644658894656,59.8777986807895,0.5086479081570587,0.008458888840061506,0.0
0.25,0.4,6.4,1.0,60.730562652758,59.8777986807895,0.8527639719684998,0.014141277992689563,0.0
0.25,0.6,6.4,1.0,61.628485385630285,59.8777986807895,1.7506867048407813,0.028818392047523816,0.0
0.25,0.8,6.4,1.0,62.272787948414695,59.8777986807895,2.394989267625192,0.039218743119666485,0.0
0.5,0.2,6.4,1.0,60.296864844606596,59.8777986807895,0.4190661638170923,0.006974313056901836,0.0
0.5,0.3,6.4,1.0,60.47832090065587,59.8777986807895,0.6005222198663702,0.009979171902082508,0.0
0.5,0.4,6.4,1.0,61.16956408276561,59.8777986807895,1.2917654019761073,0.021343950207339667,0.0
0.5,0.6,6.4,1.0,62.99176320176576,59.8777986807895,3.1139645209762534,0.05069817831701085,0.0
0.5,0.8,6.4,1.0,64.31575838305389,59.8777986807895,4.437959702264386,0.07149888046129275,0.0
0.75,0.2,6.4,1.0,60.297941372700066,59.8777986807895,0.42014269191056286,0.006992166696329018,0.0
0.75,0.3,6.4,1.0,60.5703349935517,59.8777986807895,0.6925363127621935,0.011499454964103562,0.0
0.75,0.4,6.4,1.0,61.611738910929425,59.8777986807895,1.7339402301399218,0.02854662242198938,0.0
0.75,0.6,6.4,1.0,64.38519795575777,59.8777986807895,4.507399274968272,0.07257796458649791,0.0
0.75,0.8,6.4,1.0,66.42575212489213,59.8777986807895,6.547953444102625,0.10377901780291841,0.0
1.0,0.2,6.4,1.0,60.299017920013895,59.8777986807895,0.4212192392243921,0.0070100203357601615,0.0
1.0,0.3,6.4,1.0,60.6624890803026,59.8777986807895,0.7846903995130958,0.013019738026124958,0.0
1.0,0.4,6.4,1.0,62.05711007670993,59.8777986807895,2.179311395920429,0.035749294636642365,0.0
1.0,0.6,6.4,1.0,65.80945674633689,59.8777986807895,5.9316580655473885,0.09445775085598115,0.0
1.0,0.8,6.4,1.0,68.6049679936636,59.8777986807895,8.727169312874103,0.13605915514454484,0.0
0.0,0.2,6.4,2.0,60.295590184261656,59.878600621788785,0.416989562472871,0.006939780217562948,0.0
0.0,0.3,6.4,2.0,60.295590184261656,59.878600621788785,0.416989562472871,0.006939780217562948,0.0
0.0,0.4,6.4,2.0,60.295590184261656,59.878600621788785,0.416989562472871,0.006939780217562948,0.0
0.0,0.6,6.4,2.0,60.295590184261656,59.878600621788785,0.416989562472871,0.006939780217562948,0.0
0.0,0.8,6.4,2.0,60.295590184261656,59.878600621788785,0.416989562472871,0.006939780217562948,0.0
0.25,0.2,6.4,2.0,60.29666668959792,59.878600621788785,0.4180660678091357,0.006957633856995571,0.0
0.25,0.3,6.4,2.0,60.387326263468324,59.878600621788785,0.5087256416795398,0.00846006327958574,0.0
0.25,0.4,6.4,2.0,60.731447340161814,59.878600621788785,0.8528467183730299,0.014142452432214021,0.0
0.25,0.6,6.4,2.0,61.62938315344858,59.878600621788785,1.7507825316597945,0.028819566487048174,0.0
0.25,0.8,6.4,2.0,62.273695102056806,59.878600621788785,2.395094480268021,0.03921991755919065,0.0
0.5,0.2,6.4,2.0,60.2977432141538,59.878600621788785,0.41914259236501294,0.006975487496426404,0.0
0.5,0.3,6.4,2.0,60.479201913549005,59.878600621788785,0.6006012917602206,0.00998034634160658,0.0
0.5,0.4,6.4,2.0,61.17045516528612,59.878600621788785,1.2918545434973367,0.02134512464686405,0.0
0.5,0.6,6.4,2.0,62.99268082901988,59.878600621788785,3.1140802072310976,0.05069935275653518,0.0
0.5,0.8,6.4,2.0,64.31669529749735,59.878600621788785,4.438094675708562,0.07150005490081726,0.0
0.75,0.2,6.4,2.0,60.2988197579295,59.878600621788785,0.42021913614071593,0.006993341135853725,0.0
0.75,0.3,6.4,2.0,60.571217346852464,59.878600621788785,0.6926167250636794,0.011500629403628053,0.0
0.75,0.4,6.4,2.0,61.612636434794844,59.878600621788785,1.7340358130060594,0.028547796861513472,0.0
0.75,0.6,6.4,2.0,64.3861358817564,59.878600621788785,4.507535259967618,0.07257913902602213,0.0
0.75,0.8,6.4,2.0,66.42671977649337,59.878600621788785,6.548119154704587,0.10378019224244314,0.0
1.0,0.2,6.4,2.0,60.29989632092582,59.878600621788785,0.42129569913703335,0.007011194775284413,0.0
1.0,0.3,6.4,2.0,60.66337277605032,59.878600621788785,0.7847721542615389,0.013020912465649183,0.0
1.0,0.4,6.4,2.0,62.05801408848265,59.878600621788785,2.179413466693866,0.035750469076166747,0.0
1.0,0.6,6.4,2.0,65.81041542010661,59.878600621788785,5.9318147983178235,0.0944589252955056,0.0
1.0,0.8,6.4,2.0,68.60596739081015,59.878600621788785,8.727366769021366,0.13606032958406908,0.0
0.0,0.2,6.4,4.0,60.29734677135279,59.88020440872969,0.4171423626231032,0.006942129104970887,0.0
0.0,0.3,6.4,4.0,60.29734677135279,59.88020440872969,0.4171423626231032,0.006942129104970887,0.0
0.0,0.4,6.4,4.0,60.29734677135279,59.88020440872969,0.4171423626231032,0.006942129104970887,0.0
0.0,0.6,6.4,4.0,60.29734677135279,59.88020440872969,0.4171423626231032,0.006942129104970887,0.0
0.0,0.8,6.4,4.0,60.29734677135279,59.88020440872969,0.4171423626231032,0.006942129104970887,0.0
0.25,0.2,6.4,4.0,60.29842330805079,59.88020440872969,0.41821889932110423,0.006959982744403078,0.0
0.25,0.3,6.4,4.0,60.38908552310005,59.88020440872969,0.5088811143703609,0.008462412166993562,0.0
0.25,0.4,6.4,4.0,60.73321662504811,59.88020440872969,0.8530122163184188,0.014144801319621753,0.0
0.25,0.6,6.4,4.0,61.631178597834314,59.88020440872969,1.7509741891046247,0.028821915374455706,0.0
0.25,0.8,6.4,4.0,62.2755093171362,59.88020440872969,2.3953049084065086,0.03922226644659853,0.0
0.5,0.2,6.4,4.0,60.299499863968975,59.88020440872969,0.41929545523928624,0.006977836383834054,0.0
0.5,0.3,6.4,4.0,60.480963849787436,59.88020440872969,0.6007594410577468,0.009982695229014434,0.0
0.5,0.4,6.4,4.0,61.172237239755795,59.88020440872969,1.2920328310261056,0.021347473534271487,0.0
0.5,0.6,6.4,4.0,62.99451599025873,59.88020440872969,3.1143115815290443,0.05070170164394299,0.0
0.5,0.8,6.4,4.0,64.31856903115445,59.88020440872969,4.438364622424764,0.07150240378822492,0.0
0.75,0.2,6.4,4.0,60.300576439107545,59.88020440872969,0.4203720303778553,0.00699569002326121,0.0
0.75,0.3,6.4,4.0,60.572981963769884,59.88020440872969,0.6927775550401947,0.011502978291035762,0.0
0.75,0.4,6.4,4.0,61.61443139129964,59.88020440872969,1.7342269825699503,0.028550145748921278,0.0
0.75,0.6,6.4,4.0,64.38801163842103,59.88020440872969,4.507807229691345,0.0725814879134296,0.0
