beta_peak,sigma_D,D,eta,mu,base_mu,delta_mu,delta_log_mu,acceptance_mismatch
0.75,0.8,6.4,4.0,66.42865498134181,59.88020440872969,6.5484505726121185,0.10378254112985062,0.0
1.0,0.2,6.4,4.0,60.30165303346732,59.88020440872969,0.42144862473762856,0.007013543662692307,0.0
1.0,0.3,6.4,4.0,60.66514007772524,59.88020440872969,0.7849356689955513,0.013023261353057099,0.0
1.0,0.4,6.4,4.0,62.05982202014259,59.88020440872969,2.179617611412901,0.03575281796357457,0.0
1.0,0.6,6.4,4.0,65.81233267020458,59.88020440872969,5.932128261474894,0.09446127418291317,0.0
1.0,0.8,6.4,4.0,68.60796608352258,59.88020440872969,8.727761674792895,0.1360626784714769,0.0
0.0,0.2,7.2,0.2,2.7743602714739968,3.531394482587155,-0.757034211113158,-0.24127264267904855,0.0
0.0,0.3,7.2,0.2,2.7743602714739968,3.531394482587155,-0.757034211113158,-0.24127264267904855,0.0
0.0,0.4,7.2,0.2,2.7743602714739968,3.531394482587155,-0.757034211113158,-0.24127264267904855,0.0
0.0,0.6,7.2,0.2,2.7743602714739968,3.531394482587155,-0.757034211113158,-0.24127264267904855,0.0
0.0,0.8,7.2,0.2,2.7743602714739968,3.531394482587155,-0.757034211113158,-0.24127264267904855,0.0
0.25,0.2,7.2,0.2,2.7743602714740003,3.531394482587155,-0.7570342111131545,-0.24127264267904727,0.0
0.25,0.3,7.2,0.2,2.7743603697874324,3.531394482587155,-0.7570341127997224,-0.24127260724261493,0.0
0.25,0.4,7.2,0.2,2.7744098043441086,3.531394482587155,-0.7569846782430463,-0.24125478903961625,0.0
0.25,0.6,7.2,0.2,2.7785812921628064,3.531394482587155,-0.7528131904243485,-0.2397523596170259,0.0
0.25,0.8,7.2,0.2,2.7944152170126726,3.531394482587155,-0.7369792655744822,-0.23406997046439382,0.0
0.5,0.2,7.2,0.2,2.77436027147401,3.531394482587155,-0.7570342111131447,-0.24127264267904375,0.0
0.5,0.3,7.2,0.2,2.7743604681008684,3.531394482587155,-0.7570340144862864,-0.24127257180618225,0.0
0.5,0.4,7.2,0.2,2.774459338098566,3.531394482587155,-0.756935144488589,-0.24123693540018565,0.0
0.5,0.6,7.2,0.2,2.7828087348782806,3.531394482587155,-0.7485857477088742,-0.23823207655500508,0.0
0.5,0.8,7.2,0.2,2.814615133211657,3.531394482587155,-0.7167793493754977,-0.22686729824974788,0.0
0.75,0.2,7.2,0.2,2.77436027147401,3.531394482587155,-0.7570342111131447,-0.24127264267904375,0.0
0.75,0.3,7.2,0.2,2.7743605664143076,3.531394482587155,-0.7570339161728472,-0.24127253636974974,0.0
0.75,0.4,7.2,0.2,2.7745088727373792,3.531394482587155,-0.7568856098497756,-0.24121908176075849,0.0
0.75,0.6,7.2,0.2,2.787042609391149,3.531394482587155,-0.7443518731960057,-0.23671179349298405,0.0
0.75,0.8,7.2,0.2,2.8349610680166166,3.531394482587155,-0.6964334145705382,-0.21966462603509462,0.0
1.0,0.2,7.2,0.2,2.77436027147401,3.531394482587155,-0.7570342111131447,-0.24127264267904375,0.0
1.0,0.3,7.2,0.2,2.77436066472774,3.531394482587155,-0.7570338178594147,-0.241272500933321,0.0
1.0,0.4,7.2,0.2,2.7745584082605848,3.531394482587155,-0.7568360743265701,-0.2412012281213274,0.0
1.0,0.6,7.2,0.2,2.791282925487011,3.531394482587155,-0.740111557100144,-0.2351915104309591,0.0
1.0,0.8,7.2,0.2,2.8554540769483885,3.531394482587155,-0.6759404056387663,-0.21246195382044872,0.0
0.0,0.2,7.2,0.6,2.7743608370923734,3.5313951278523286,-0.7570342907599552,-0.24127262152809573,0.0
0.0,0.3,7.2,0.6,2.7743608370923734,3.5313951278523286,-0.7570342907599552,-0.24127262152809573,0.0
0.0,0.4,7.2,0.6,2.7743608370923734,3.5313951278523286,-0.7570342907599552,-0.24127262152809573,0.0
0.0,0.6,7.2,0.6,2.7743608370923734,3.5313951278523286,-0.7570342907599552,-0.24127262152809573,0.0
0.0,0.8,7.2,0.6,2.7743608370923734,3.5313951278523286,-0.7570342907599552,-0.24127262152809573,0.0
0.25,0.2,7.2,0.6,2.774360837092377,3.5313951278523286,-0.7570342907599517,-0.24127262152809445,0.0
0.25,0.3,7.2,0.6,2.7743609354058303,3.5313951278523286,-0.7570341924464983,-0.24127258609166155,0.0
0.25,0.4,7.2,0.6,2.774410369972584,3.5313951278523286,-0.7569847578797444,-0.24125476788866315,0.0
0.25,0.6,7.2,0.6,2.7785818586417372,3.5313951278523286,-0.7528132692105913,-0.23975233846607288,0.0
0.25,0.8,7.2,0.6,2.79441578671972,3.5313951278523286,-0.7369793411326087,-0.2340699493134409,0.0
0.5,0.2,7.2,0.6,2.774360837092388,3.5313951278523286,-0.7570342907599406,-0.24127262152809034,0.0
0.5,0.3,7.2,0.6,2.7743610337192863,3.5313951278523286,-0.7570340941330422,-0.24127255065522896,0.0
0.5,0.4,7.2,0.6,2.7744599037371405,3.5313951278523286,-0.7569352241151881,-0.24123691424923246,0.0
0.5,0.6,7.2,0.6,2.782809302219075,3.5313951278523286,-0.7485858256332536,-0.23823205540405193,0.0
0.5,0.8,7.2,0.6,2.814615707036931,3.5313951278523286,-0.7167794208153975,-0.2268672770987949,0.0
0.75,0.2,7.2,0.6,2.774360837092388,3.5313951278523286,-0.7570342907599406,-0.24127262152809034,0.0
0.75,0.3,7.2,0.6,2.7743611320327446,3.5313951278523286,-0.757033995819584,-0.24127251521879672,0.0
0.75,0.4,7.2,0.6,2.774509438386053,3.5313951278523286,-0.7568856894662757,-0.24121906060980502,0.0
0.75,0.6,7.2,0.6,2.7870431775951188,3.5313951278523286,-0.7443519502572098,-0.23671177234203064,0.0
0.75,0.8,7.2,0.6,2.834961645989886,3.5313951278523286,-0.6964334818624427,-0.21966460488414186,0.0
1.0,0.2,7.2,0.6,2.774360837092388,3.5313951278523286,-0.7570342907599406,-0.24127262152809034,0.0
1.0,0.3,7.2,0.6,2.774361230346197,3.5313951278523286,-0.7570338975061315,-0.2412724797823679,0.0
1.0,0.4,7.2,0.6,2.774558973919357,3.5313951278523286,-0.7568361539329715,-0.24120120697037417,0.0
1.0,0.6,7.2,0.6,2.791283494555468,3.5313951278523286,-0.7401116332968605,-0.23519148928000588,0.0
1.0,0.8,7.2,0.6,2.8554546590996392,3.5313951278523286,-0.6759404687526893,-0.21246193266949545,0.0
0.0,0.2,7.2,1.0,2.7743614026222856,3.5313957730086396,-0.757034370386354,-0.24127260037821027,0.0
0.0,0.3,7.2,1.0,2.7743614026222856,3.5313957730086396,-0.757034370386354,-0.24127260037821027,0.0
0.0,0.4,7.2,1.0,2.7743614026222856,3.5313957730086396,-0.757034370386354,-0.24127260037821027,0.0
0.0,0.6,7.2,1.0,2.7743614026222856,3.5313957730086396,-0.757034370386354,-0.24127260037821027,0.0
0.0,0.8,7.2,1.0,2.7743614026222856,3.5313957730086396,-0.757034370386354,-0.24127260037821027,0.0
0.25,0.2,7.2,1.0,2.774361402622289,3.5313957730086396,-0.7570343703863505,-0.241272600378209,0.0
0.25,0.3,7.2,1.0,2.7743615009357616,3.5313957730086396,-0.757034272072878,-0.24127256494177643,0.0
0.25,0.4,7.2,1.0,2.7744109355125928,3.5313957730086396,-0.7569848374960468,-0.241254746738778,0.0
0.25,0.6,7.2,1.0,2.7785824250320683,3.5313957730086396,-0.7528133479765713,-0.2397523173161876,0.0
0.25,0.8,7.2,1.0,2.794416356337663,3.5313957730086396,-0.7369794166709767,-0.2340699281635556,0.0
0.5,0.2,7.2,1.0,2.7743614026222994,3.5313957730086396,-0.7570343703863402,-0.24127260037820533,0.0
0.5,0.3,7.2,1.0,2.774361599249238,3.5313957730086396,-0.7570341737594015,-0.24127252950534372,0.0
0.5,0.4,7.2,1.0,2.7744604692872463,3.5313957730086396,-0.7569353037213933,-0.24123689309934704,0.0
0.5,0.6,7.2,1.0,2.7828098694711345,3.5313957730086396,-0.7485859035375051,-0.23823203425416672,0.0
0.5,0.8,7.2,1.0,2.814616280772457,3.5313957730086396,-0.7167794922361828,-0.2268672559489095,0.0
0.75,0.2,7.2,1.0,2.7743614026222994,3.5313957730086396,-0.7570343703863402,-0.24127260037820533,0.0
0.75,0.3,7.2,1.0,2.7743616975627168,3.5313957730086396,-0.7570340754459228,-0.2412724940689114,0.0
0.75,0.4,7.2,1.0,2.7745100039462565,3.5313957730086396,-0.7568857690623831,-0.2412190394599195,0.0
0.75,0.6,7.2,1.0,2.7870437457102186,3.5313957730086396,-0.744352027298421,-0.23671175119214521,0.0
0.75,0.8,7.2,1.0,2.834962223872759,3.5313957730086396,-0.6964335491358806,-0.2196645837342564,0.0
1.0,0.2,7.2,1.0,2.7743614026222994,3.5313957730086396,-0.7570343703863402,-0.24127260037820533,0.0
1.0,0.3,7.2,1.0,2.7743617958761893,3.5313957730086396,-0.7570339771324504,-0.24127245863248262,0.0
1.0,0.4,7.2,1.0,2.7745595394896574,3.5313957730086396,-0.7568362335189822,-0.24120118582048877,0.0
1.0,0.6,7.2,1.0,2.7912840635349196,3.5313957730086396,-0.74011170947372,-0.23519146813012076,0.0
1.0,0.8,7.2,1.0,2.855455241159839,3.5313957730086396,-0.6759405318488008,-0.21246191151961,0.0
0.0,0.2,7.2,2.0,2.7743628164852576,3.5313973859490524,-0.7570345694637948,-0.24127254750382202,0.0
0.0,0.3,7.2,2.0,2.7743628164852576,3.5313973859490524,-0.7570345694637948,-0.24127254750382202,0.0
0.0,0.4,7.2,2.0,2.7743628164852576,3.5313973859490524,-0.7570345694637948,-0.24127254750382202,0.0
0.0,0.6,7.2,2.0,2.7743628164852576,3.5313973859490524,-0.7570345694637948,-0.24127254750382202,0.0
0.0,0.8,7.2,2.0,2.7743628164852576,3.5313973859490524,-0.7570345694637948,-0.24127254750382202,0.0
0.25,0.2,7.2,2.0,2.7743628164852616,3.5313973859490524,-0.7570345694637908,-0.24127254750382046,0.0
0.25,0.3,7.2,2.0,2.774362914798784,3.5313973859490524,-0.7570344711502686,-0.2412725120673881,0.0
0.25,0.4,7.2,2.0,2.7744123494008086,3.5313973859490524,-0.7569850365482438,-0.24125469386438933,0.0
0.25,0.6,7.2,2.0,2.7785838410461476,3.5313973859490524,-0.7528135449029048,-0.23975226444179912,0.0
0.25,0.8,7.2,2.0,2.7944177804209893,3.5313973859490524,-0.7369796055280631,-0.23406987528916734,0.0
0.5,0.2,7.2,2.0,2.774362816485272,3.5313973859490524,-0.7570345694637806,-0.2412725475038168,0.0
0.5,0.3,7.2,2.0,2.7743630131123105,3.5313973859490524,-0.7570343728367419,-0.24127247663095525,0.0
0.5,0.4,7.2,2.0,2.7744618832007046,3.5313973859490524,-0.7569355027483478,-0.24123684022495867,0.0
0.5,0.6,7.2,2.0,2.782811287639593,3.5313973859490524,-0.7485860983094592,-0.23823198137977833,0.0
0.5,0.8,7.2,2.0,2.814617715150017,3.5313973859490524,-0.7167796707990353,-0.2268672030745212,0.0
0.75,0.2,7.2,2.0,2.774362816485272,3.5313973859490524,-0.7570345694637806,-0.2412725475038168,0.0
0.75,0.3,7.2,2.0,2.7743631114258394,3.5313973859490524,-0.757034274523213,-0.24127244119452299,0.0
0.75,0.4,7.2,2.0,2.774511417884958,3.5313973859490524,-0.7568859680640942,-0.24121898658553131,0.0
0.75,0.6,7.2,2.0,2.787045166036334,3.5313973859490524,-0.7443522199127184,-0.2367116983177568,0.0
0.75,0.8,7.2,2.0,2.834963668618967,3.5313973859490524,-0.6964337173300854,-0.21966453085986798,0.0
1.0,0.2,7.2,2.0,2.774362816485272,3.5313973859490524,-0.7570345694637806,-0.2412725475038168,0.0
1.0,0.3,7.2,2.0,2.7743632097393616,3.5313973859490524,-0.7570341762096908,-0.24127240575809436,0.0
1.0,0.4,7.2,2.0,2.774560953453603,3.5313973859490524,-0.7568364324954495,-0.24120113294610068,0.0
1.0,0.6,7.2,2.0,2.791285486021976,3.5313973859490524,-0.7401118999270766,-0.23519141525573214,0.0
1.0,0.8,7.2,2.0,2.8554566963496457,3.5313973859490524,-0.6759406895994067,-0.2124618586452217,0.0
0.0,0.2,7.2,4.0,2.7743656441614086,3.5314006117660255,-0.7570349676046169,-0.2412724417550649,0.0
0.0,0.3,7.2,4.0,2.7743656441614086,3.5314006117660255,-0.7570349676046169,-0.2412724417550649,0.0
0.0,0.4,7.2,4.0,2.7743656441614086,3.5314006117660255,-0.7570349676046169,-0.2412724417550649,0.0
0.0,0.6,7.2,4.0,2.7743656441614086,3.5314006117660255,-0.7570349676046169,-0.2412724417550649,0.0
0.0,0.8,7.2,4.0,2.7743656441614086,3.5314006117660255,-0.7570349676046169,-0.2412724417550649,0.0
0.25,0.2,7.2,4.0,2.774365644161412,3.5314006117660255,-0.7570349676046133,-0.24127244175506363,0.0
0.25,0.3,7.2,4.0,2.774365742475035,3.5314006117660255,-0.7570348692909903,-0.2412724063186309,0.0
0.25,0.4,7.2,4.0,2.7744151771274437,3.5314006117660255,-0.7569854346385818,-0.24125458811563238,0.0
0.25,0.6,7.2,4.0,2.7785866730244355,3.5314006117660255,-0.75281393874159,-0.23975215869304226,0.0
0.25,0.8,7.2,4.0,2.7944206285374893,3.5314006117660255,-0.7369799832285362,-0.2340697695404101,0.0
0.5,0.2,7.2,4.0,2.774365644161422,3.5314006117660255,-0.7570349676046035,-0.2412724417550601,0.0
0.5,0.3,7.2,4.0,2.7743658407886613,3.5314006117660255,-0.7570347709773642,-0.24127237088219844,0.0
0.5,0.4,7.2,4.0,2.774464710977826,3.5314006117660255,-0.7569359007881995,-0.24123673447620164,0.0
0.5,0.6,7.2,4.0,2.7828141239265647,3.5314006117660255,-0.7485864878394608,-0.23823187563102116,0.0
0.5,0.8,7.2,4.0,2.814620583854622,3.5314006117660255,-0.7167800279114034,-0.226867097325764,0.0
0.75,0.2,7.2,4.0,2.774365644161422,3.5314006117660255,-0.7570349676046035,-0.2412724417550601,0.0
0.75,0.3,7.2,4.0,2.7743659391022906,3.5314006117660255,-0.7570346726637349,-0.2412723354457661,0.0
0.75,0.4,7.2,4.0,2.7745142457125658,3.5314006117660255,-0.7568863660534597,-0.2412188808367744,0.0
0.75,0.6,7.2,4.0,2.7870480066385435,3.5314006117660255,-0.744352605127482,-0.23671159256899987,0.0
0.75,0.8,7.2,4.0,2.834966558060502,3.5314006117660255,-0.6964340537055236,-0.2196644251111109,0.0
1.0,0.2,7.2,4.0,2.774365644161422,3.5314006117660255,-0.7570349676046035,-0.2412724417550601,0.0
1.0,0.3,7.2,4.0,2.7743660374159136,3.5314006117660255,-0.7570345743501119,-0.24127230000933714,0.0
1.0,0.4,7.2,4.0,2.7745637813316986,3.5314006117660255,-0.7568368304343269,-0.2412010271973436,0.0
1.0,0.6,7.2,4.0,2.7912883309459886,3.5314006117660255,-0.7401122808200369,-0.23519130950697537,0.0
1.0,0.8,7.2,4.0,2.855459606678011,3.5314006117660255,-0.6759410050880144,-0.21246175289646466,0.0
0.0,0.2,8.0,0.2,2.0018841703617953,2.3245432700992796,-0.3226590997374843,-0.14943475451671062,1.0
0.0,0.3,8.0,0.2,2.0018841703617953,2.3245432700992796,-0.3226590997374843,-0.14943475451671062,1.0
0.0,0.4,8.0,0.2,2.0018841703617953,2.3245432700992796,-0.3226590997374843,-0.14943475451671062,1.0
0.0,0.6,8.0,0.2,2.0018841703617953,2.3245432700992796,-0.3226590997374843,-0.14943475451671062,1.0
0.0,0.8,8.0,0.2,2.0018841703617953,2.3245432700992796,-0.3226590997374843,-0.14943475451671062,1.0
0.25,0.2,8.0,0.2,2.0018841703617984,2.3245432700992796,-0.3226590997374812,-0.1494347545167091,1.0
0.25,0.3,8.0,0.2,2.0018841703617984,2.3245432700992796,-0.3226590997374812,-0.1494347545167091,1.0
0.25,0.4,8.0,0.2,2.0018841719844356,2.3245432700992796,-0.32265909811484406,-0.1494347537061542,1.0
0.25,0.6,8.0,0.2,2.001919911599013,2.3245432700992796,-0.32262335850026647,-0.14941690087727819,1.0
0.25,0.8,8.0,0.2,2.0030680969727888,2.3245432700992796,-0.3214751731264909,-0.14884352317788202,1.0
0.5,0.2,8.0,0.2,2.0018841703617984,2.3245432700992796,-0.3226590997374812,-0.1494347545167091,1.0
0.5,0.3,8.0,0.2,2.001884170361805,2.3245432700992796,-0.32265909973747453,-0.14943475451670585,1.0
0.5,0.4,8.0,0.2,2.001884173607073,2.3245432700992796,-0.3226590964922065,-0.14943475289559904,1.0
0.5,0.6,8.0,0.2,2.0019556534743446,2.3245432700992796,-0.32258761662493507,-0.14939904723784744,1.0
0.5,0.8,8.0,0.2,2.0042527237652656,2.3245432700992796,-0.320290546334014,-0.14825229183905134,1.0
0.75,0.2,8.0,0.2,2.0018841703617984,2.3245432700992796,-0.3226590997374812,-0.1494347545167091,1.0
0.75,0.3,8.0,0.2,2.001884170361805,2.3245432700992796,-0.32265909973747453,-0.14943475451670585,1.0
0.75,0.4,8.0,0.2,2.0018841752296974,2.3245432700992796,-0.3226590948695822,-0.1494347520850505,1.0
0.75,0.6,8.0,0.2,2.0019913959877966,2.3245432700992796,-0.322551874111483,-0.1493811935984204,1.0
0.75,0.8,8.0,0.2,2.005438051153307,2.3245432700992796,-0.31910521894597244,-0.14766106050022382,1.0
1.0,0.2,8.0,0.2,2.0018841703617984,2.3245432700992796,-0.3226590997374812,-0.1494347545167091,1.0
1.0,0.3,8.0,0.2,2.001884170361805,2.3245432700992796,-0.32265909973747453,-0.14943475451670585,1.0
1.0,0.4,8.0,0.2,2.001884176852341,2.3245432700992796,-0.3226590932469384,-0.14943475127449227,1.0
1.0,0.6,8.0,0.2,2.0020271391393964,2.3245432700992796,-0.3225161309598832,-0.14936333995898932,1.0
1.0,0.8,8.0,0.2,2.0066240795512558,2.3245432700992796,-0.31791919054802387,-0.14706982916139671,1.0
0.0,0.2,8.0,0.6,2.001884165198795,2.3245432642222132,-0.32265909902341816,-0.14943475456751396,1.0
0.0,0.3,8.0,0.6,2.001884165198795,2.3245432642222132,-0.32265909902341816,-0.14943475456751396,1.0
0.0,0.4,8.0,0.6,2.001884165198795,2.3245432642222132,-0.32265909902341816,-0.14943475456751396,1.0
0.0,0.6,8.0,0.6,2.001884165198795,2.3245432642222132,-0.32265909902341816,-0.14943475456751396,1.0
0.0,0.8,8.0,0.6,2.001884165198795,2.3245432642222132,-0.32265909902341816,-0.14943475456751396,1.0
0.25,0.2,8.0,0.6,2.0018841651987977,2.3245432642222132,-0.3226590990234155,-0.14943475456751268,1.0
0.25,0.3,8.0,0.6,2.0018841651987977,2.3245432642222132,-0.3226590990234155,-0.14943475456751268,1.0
0.25,0.4,8.0,0.6,2.0018841668214353,2.3245432642222132,-0.3226590974007779,-0.1494347537569574,1.0
0.25,0.6,8.0,0.6,2.0019199064359205,2.3245432642222132,-0.3226233577862927,-0.14941690092808163,1.0
0.25,0.8,8.0,0.6,2.003068091806735,2.3245432642222132,-0.3214751724154783,-0.14884352322868535,1.0
0.5,0.2,8.0,0.6,2.0018841651987977,2.3245432642222132,-0.3226590990234155,-0.14943475456751268,1.0
0.5,0.3,8.0,0.6,2.001884165198805,2.3245432642222132,-0.3226590990234084,-0.14943475456750907,1.0
0.5,0.4,8.0,0.6,2.001884168444073,2.3245432642222132,-0.32265909577814034,-0.14943475294640227,1.0
0.5,0.6,8.0,0.6,2.0019556483111596,2.3245432642222132,-0.32258761591105367,-0.14939904728865092,1.0
0.5,0.8,8.0,0.6,2.004252718596157,2.3245432642222132,-0.3202905456260563,-0.1482522918898545,1.0
0.75,0.2,8.0,0.6,2.0018841651987977,2.3245432642222132,-0.3226590990234155,-0.14943475456751268,1.0
0.75,0.3,8.0,0.6,2.001884165198805,2.3245432642222132,-0.3226590990234084,-0.14943475456750907,1.0
0.75,0.4,8.0,0.6,2.0018841700666963,2.3245432642222132,-0.32265909415551697,-0.14943475213585422,1.0
0.75,0.6,8.0,0.6,2.00199139082452,2.3245432642222132,-0.3225518733976931,-0.14938119364922348,1.0
0.75,0.8,8.0,0.6,2.005438045981141,2.3245432642222132,-0.3191052182410723,-0.1476610605510272,1.0
1.0,0.2,8.0,0.6,2.0018841651987977,2.3245432642222132,-0.3226590990234155,-0.14943475456751268,1.0
1.0,0.3,8.0,0.6,2.001884165198805,2.3245432642222132,-0.3226590990234084,-0.14943475456750907,1.0
1.0,0.4,8.0,0.6,2.001884171689341,2.3245432642222132,-0.3226590925328723,-0.14943475132529546,1.0
1.0,0.6,8.0,0.6,2.002027133976027,2.3245432642222132,-0.3225161302461861,-0.14936334000979276,1.0
1.0,0.8,8.0,0.6,2.00662407437603,2.3245432642222132,-0.31791918984618306,-0.1470698292122003,1.0
0.0,0.2,8.0,1.0,2.001884160014327,2.324543258320207,-0.3226590983058797,-0.14943475461831202,1.0
0.0,0.3,8.0,1.0,2.001884160014327,2.324543258320207,-0.3226590983058797,-0.14943475461831202,1.0
0.0,0.4,8.0,1.0,2.001884160014327,2.324543258320207,-0.3226590983058797,-0.14943475461831202,1.0
0.0,0.6,8.0,1.0,2.001884160014327,2.324543258320207,-0.3226590983058797,-0.14943475461831202,1.0
0.0,0.8,8.0,1.0,2.001884160014327,2.324543258320207,-0.3226590983058797,-0.14943475461831202,1.0
0.25,0.2,8.0,1.0,2.00188416001433,2.324543258320207,-0.322659098305877,-0.1494347546183106,1.0
0.25,0.3,8.0,1.0,2.00188416001433,2.324543258320207,-0.322659098305877,-0.1494347546183106,1.0
0.25,0.4,8.0,1.0,2.0018841616369674,2.324543258320207,-0.32265909668323944,-0.14943475380775545,1.0
0.25,0.6,8.0,1.0,2.00191990125136,2.324543258320207,-0.3226233570688466,-0.14941690097887955,1.0
0.25,0.8,8.0,1.0,2.0030680866192014,2.324543258320207,-0.32147517170100537,-0.148843523279483,1.0
0.5,0.2,8.0,1.0,2.00188416001433,2.324543258320207,-0.322659098305877,-0.1494347546183106,1.0
0.5,0.3,8.0,1.0,2.0018841600143373,2.324543258320207,-0.3226590983058695,-0.14943475461830685,1.0
0.5,0.4,8.0,1.0,2.001884163259605,2.324543258320207,-0.32265909506060186,-0.1494347529972003,1.0
0.5,0.6,8.0,1.0,2.0019556431265064,2.324543258320207,-0.3225876151937004,-0.14939904733944895,1.0
0.5,0.8,8.0,1.0,2.004252713405555,2.324543258320207,-0.3202905449146516,-0.14825229194065226,1.0
0.75,0.2,8.0,1.0,2.00188416001433,2.324543258320207,-0.322659098305877,-0.1494347546183106,1.0
0.75,0.3,8.0,1.0,2.0018841600143373,2.324543258320207,-0.3226590983058695,-0.14943475461830685,1.0
0.75,0.4,8.0,1.0,2.0018841648822288,2.324543258320207,-0.32265909343797805,-0.149434752186652,1.0
0.75,0.6,8.0,1.0,2.0019913856397746,2.324543258320207,-0.3225518726804322,-0.14938119370002137,1.0
0.75,0.8,8.0,1.0,2.0054380407874692,2.324543258320207,-0.3191052175327376,-0.14766106060182518,1.0
1.0,0.2,8.0,1.0,2.00188416001433,2.324543258320207,-0.322659098305877,-0.1494347546183106,1.0
1.0,0.3,8.0,1.0,2.0018841600143373,2.324543258320207,-0.3226590983058695,-0.14943475461830685,1.0
1.0,0.4,8.0,1.0,2.0018841665048734,2.324543258320207,-0.32265909181533337,-0.14943475137609324,1.0
1.0,0.6,8.0,1.0,2.0020271287911897,2.324543258320207,-0.3225161295290171,-0.1493633400605903,1.0
1.0,0.8,8.0,1.0,2.006624069179287,2.324543258320207,-0.31791918914091966,-0.14706982926299822,1.0
0.0,0.2,8.0,2.0,2.001884146575483,2.3245432430099426,-0.3226590964344598,-0.14943475474505613,1.0
0.0,0.3,8.0,2.0,2.001884146575483,2.3245432430099426,-0.3226590964344598,-0.14943475474505613,1.0
0.0,0.4,8.0,2.0,2.001884146575483,2.3245432430099426,-0.3226590964344598,-0.14943475474505613,1.0
0.0,0.6,8.0,2.0,2.001884146575483,2.3245432430099426,-0.3226590964344598,-0.14943475474505613,1.0
0.0,0.8,8.0,2.0,2.001884146575483,2.3245432430099426,-0.3226590964344598,-0.14943475474505613,1.0
0.25,0.2,8.0,2.0,2.001884146575486,2.3245432430099426,-0.32265909643445667,-0.14943475474505458,1.0
0.25,0.3,8.0,2.0,2.001884146575486,2.3245432430099426,-0.32265909643445667,-0.14943475474505458,1.0
0.25,0.4,8.0,2.0,2.001884148198123,2.3245432430099426,-0.32265909481181954,-0.14943475393449956,1.0
0.25,0.6,8.0,2.0,2.001919887812276,2.3245432430099426,-0.3226233551976665,-0.1494169011056236,1.0
0.25,0.8,8.0,2.0,2.003068073172409,2.3245432430099426,-0.32147516983753377,-0.14884352340622745,1.0
0.5,0.2,8.0,2.0,2.001884146575486,2.3245432430099426,-0.32265909643445667,-0.14943475474505458,1.0
0.5,0.3,8.0,2.0,2.001884146575493,2.3245432430099426,-0.32265909643444957,-0.14943475474505097,1.0
0.5,0.4,8.0,2.0,2.001884149820761,2.3245432430099426,-0.3226590931891815,-0.14943475312394416,1.0
0.5,0.6,8.0,2.0,2.0019556296871825,2.3245432430099426,-0.3225876133227601,-0.14939904746619292,1.0
0.5,0.8,8.0,2.0,2.0042526999508103,2.3245432430099426,-0.3202905430591323,-0.14825229206739662,1.0
0.75,0.2,8.0,2.0,2.001884146575486,2.3245432430099426,-0.32265909643445667,-0.14943475474505458,1.0
0.75,0.3,8.0,2.0,2.001884146575493,2.3245432430099426,-0.32265909643444957,-0.14943475474505097,1.0
0.75,0.4,8.0,2.0,2.001884151443385,2.3245432430099426,-0.3226590915665577,-0.14943475231339587,1.0
0.75,0.6,8.0,2.0,2.0019913722002105,2.3245432430099426,-0.32255187080973213,-0.14938119382676554,1.0
0.75,0.8,8.0,2.0,2.0054380273247676,2.3245432430099426,-0.319105215685175,-0.14766106072856924,1.0
1.0,0.2,8.0,2.0,2.001884146575486,2.3245432430099426,-0.32265909643445667,-0.14943475474505458,1.0
1.0,0.3,8.0,2.0,2.001884146575493,2.3245432430099426,-0.32265909643444957,-0.14943475474505097,1.0
1.0,0.4,8.0,2.0,2.0018841530660287,2.3245432430099426,-0.3226590899439139,-0.14943475150283764,1.0
1.0,0.6,8.0,2.0,2.0020271153513853,2.3245432430099426,-0.3225161276585573,-0.14936334018733463,1.0
1.0,0.8,8.0,2.0,2.0066240557086235,2.3245432430099426,-0.3179191873013192,-0.14706982938974236,1.0
0.0,0.2,8.0,4.0,2.001884119449682,2.324543212101218,-0.32265909265153603,-0.14943475499850403,1.0
0.0,0.3,8.0,4.0,2.001884119449682,2.324543212101218,-0.32265909265153603,-0.14943475499850403,1.0
0.0,0.4,8.0,4.0,2.001884119449682,2.324543212101218,-0.32265909265153603,-0.14943475499850403,1.0
0.0,0.6,8.0,4.0,2.001884119449682,2.324543212101218,-0.32265909265153603,-0.14943475499850403,1.0
0.0,0.8,8.0,4.0,2.001884119449682,2.324543212101218,-0.32265909265153603,-0.14943475499850403,1.0
0.25,0.2,8.0,4.0,2.0018841194496844,2.324543212101218,-0.3226590926515338,-0.14943475499850287,1.0
0.25,0.3,8.0,4.0,2.0018841194496844,2.324543212101218,-0.3226590926515338,-0.14943475499850287,1.0
0.25,0.4,8.0,4.0,2.001884121072322,2.324543212101218,-0.3226590910288962,-0.14943475418794772,1.0
0.25,0.6,8.0,4.0,2.0019198606859905,2.324543212101218,-0.3226233514152277,-0.14941690135907174,1.0
0.25,0.8,8.0,4.0,2.0030680460305654,2.324543212101218,-0.32147516607065274,-0.14884352365967551,1.0
0.5,0.2,8.0,4.0,2.0018841194496844,2.324543212101218,-0.3226590926515338,-0.14943475499850287,1.0
0.5,0.3,8.0,4.0,2.0018841194496915,2.324543212101218,-0.3226590926515267,-0.14943475499849937,1.0
0.5,0.4,8.0,4.0,2.00188412269496,2.324543212101218,-0.3226590894062582,-0.14943475337739232,1.0
