focus_D,tail_beta,baseline_p95_abs_delta_mu_mumu,baseline_max_abs_delta_mu_mumu,baseline_acceptance_mismatch,candidate_p95_abs_delta_mu_mumu,candidate_max_abs_delta_mu_mumu,candidate_acceptance_mismatch,candidate_mu_min,candidate_mu_max,candidate_chi2_min,candidate_chi2_max
7.2,0.35,1.4086274638246463,1.4086288805670142,0.0,0.06770591096698997,0.06770706988021713,0.0,3.552143761557296,3.552160772434371,28.94826731506242,28.948724940033177
