D,eta,C_uv_ee,C_uv_mumu,C_uv_tautau,C_match_ee,C_match_mumu,C_match_tautau,C_ir_ee,C_ir_mumu,C_ir_tautau,delta_C_match_mumu,abs_delta_C_match_mumu,delta_C_rge_mumu,abs_delta_C_rge_mumu,delta_C_mumu,abs_delta_C_mumu,rel_delta_C_mumu,mu_match,mu_low,log_ratio,finite_fac_diag,finite_fac_offdiag,kappa_diag,kappa_offdiag,finite_match_mode,kappa_diag_eff,kappa_offdiag_eff,shell_spread,coeff_cv,offdiag_mix,gap_cv,gap_asym,g_col_norm_cv,c_tree_diag_cv,pkin_entropy,action_norm_diag,action_norm_offdiag,coeff_l1,coeff_l2,coeff_align,action_abs_diag,action_abs_offdiag,mu_mumu_uv_tree,mu_mumu_uv_rge,delta_mu_mumu,abs_delta_mu_mumu,chi2_uv_tree,chi2_uv_rge
12.0,0.2,2.510492526187209e-06,8.248761138314983e-06,4.859955493187072e-07,2.5136380075484185e-06,8.259096291334955e-06,4.866044696505014e-07,2.526075177274787e-06,8.299961277483831e-06,4.89012128335037e-07,1.0335153019972685e-08,1.0335153019972685e-08,4.086498614887593e-08,4.086498614887593e-08,5.1200139168848616e-08,5.1200139168848616e-08,0.00620700955092846,1.4779687035454037,1.0,0.3906686474340275,1.001252933967498,1.0,0.0,0.0,action_absolute,0.1978554015982775,7.455239115771762e-30,0.14464355018632655,0.5733932596472961,3.6558276713953666e-28,0.324701506182844,0.9616532811955605,0.21985478162960875,0.8771178989054502,0.9093093189472398,1.4365939232251868,1.407463712250409,0.522145874622551,0.347502343175677,0.665527317297833,0.6051701916328761,0.10017044021173578,0.03820536915314077,0.03818562849912015,-1.974065402061964e-05,1.974065402061964e-05,11.590528853770833,11.5908648901646
12.8,0.2,6.987777679838202e-07,2.0494321184607085e-06,2.0546569946694125e-07,6.993053554363751e-07,2.050979469736183e-06,2.0562082908029737e-07,7.033461484559206e-07,2.0628306352679693e-06,2.068089670008233e-07,1.5473512754744208e-09,1.5473512754744208e-09,1.1851165531786377e-08,1.1851165531786377e-08,1.3398516807260797e-08,1.3398516807260797e-08,0.006537672893174028,1.5781226258875372,1.0,0.4562359290923607,1.0007550146509057,1.0,0.0,0.0,action_absolute,0.11922713474345478,4.075093577932988e-30,0.10063809092004923,0.5338366691941206,6.464039578999375e-28,0.11428700520012199,0.2580678072267517,0.17569428045847932,0.7916713924836573,0.9085350079277832,1.2989849208355952,1.1597086448540501,0.4340755361717523,0.28408816114511765,0.654467108767704,0.5946062798527393,0.054015984358867696,0.002360365373917612,0.0023606952651459836,3.298912283717856e-07,3.298912283717856e-07,12.208728426735803,12.208722663373283
13.600000000000001,0.2,2.2327272996020326e-07,5.624265717181725e-07,8.965344399731104e-08,2.2343144558513408e-07,5.628263782006921e-07,8.971717503331248e-08,2.2473215033759066e-07,5.661028684145757e-07,9.023946300239042e-08,3.9980648251958566e-10,3.9980648251958566e-10,3.2764902138836407e-09,3.2764902138836407e-09,3.6762966964032264e-09,3.6762966964032264e-09,0.006536491839587888,1.5835144599575646,1.0,0.4596467185984162,1.0007108598750913,1.0,0.0,0.0,action_absolute,0.11225449202815749,7.260761194181897e-30,0.09808481357269962,0.5279902974964306,1.1763507368333603e-27,0.11527755794505871,0.2605959846057573,0.14219344601157302,0.6819962957925976,0.9078328296404699,1.263686214423572,1.1610009932696252,0.42870868022461606,0.2798971695134157,0.6528843068135859,0.5927098076824344,0.05420145711560788,0.00017779019525587393,0.00017781463009437968,2.4434838505750338e-08,2.4434838505750338e-08,12.24688886914148,12.246888441586114
14.4,0.2,1.1131066673668665e-07,2.793823306840649e-07,4.0799391706625195e-08,1.1140072975507686e-07,2.7960838283813043e-07,4.0832403065494113e-08,1.1202896861091576e-07,2.8118522035888454e-07,4.106267536478172e-08,2.2605215406552067e-10,2.2605215406552067e-10,1.5768375207541147e-09,1.5768375207541147e-09,1.8028896748196354e-09,1.8028896748196354e-09,0.006453127047817511,1.5609164733916419,1.0,0.4452731317042589,1.0008091139962647,1.0,0.0,0.0,action_absolute,0.12777016093626226,1.809251872743637e-29,0.10740742647090296,0.5324070810699959,1.706879698711195e-27,0.19599958236239193,0.48756089689181237,0.14358465010708318,0.6958086696085115,0.907472730085574,1.3078481211100947,1.2618790978739667,0.4446044252009733,0.2908063368569028,0.6540788178737772,0.5935586905470616,0.07820671792185009,4.387184755862388e-05,4.3870609432861433e-05,-1.238125762444218e-09,1.238125762444218e-09,12.249232254697342,12.249232276363864
15.200000000000001,0.2,4.9719954079899026e-08,1.4657335329968847e-07,1.1801348079610915e-08,4.97663123746177e-08,1.4671001655362576e-07,1.1812351516409612e-08,5.003843701747479e-08,1.4751223413723308e-07,1.187694203526318e-08,1.3666325393729289e-10,1.3666325393729289e-10,8.022175836073178e-10,8.022175836073178e-10,9.388808375446107e-10,9.388808375446107e-10,0.006405535633922119,1.5399344597018174,1.0,0.4317398568847099,1.000932388124176,1.0,0.0,0.0,action_absolute,0.14723683094226014,3.5539996302879725e-29,0.11619019864791928,0.5358343387962237,2.4991003148885037e-27,0.26351295792832896,0.7155942817054621,0.20614409899481195,0.8180925978636038,0.9076578822018635,1.3878156531787684,1.3403122806873127,0.4600093586360452,0.301311214387321,0.6550110529940661,0.5945259451794067,0.09131837990484613,1.2075383966998948e-05,1.2073901240492414e-05,-1.4827265065343046e-09,1.4827265065343046e-09,12.24978868169192,12.249788707639405
16.0,0.2,2.0165371176482903e-08,5.612530329078049e-08,5.197701772296492e-09,2.0185862230622652e-08,5.6182335051727313e-08,5.202983420101845e-09,2.0292929406361842e-08,5.648032994893294e-08,5.230580395343409e-09,5.7031760946823335e-11,5.7031760946823335e-11,2.979948972056255e-10,2.979948972056255e-10,3.5502665815244885e-10,3.5502665815244885e-10,0.006325607833477273,1.520124718640573,1.0,0.4187923832293445,1.001016150605928,1.0,0.0,0.0,action_absolute,0.1604640718789814,6.990955368028353e-29,0.12459912372608362,0.5426257045971616,4.0660163687710654e-27,0.3217878591111364,0.9489298103375201,0.18083051406094844,0.786802702341457,0.9059933867437956,1.4028022336561696,1.4043428740235022,0.4760391641578648,0.31269681983807257,0.6568720462133565,0.5951217298061658,0.09826056655764188,1.7705507419393659e-06,1.770052161758172e-06,-4.985801811938687e-10,4.985801811938687e-10,12.249969015381605,12.249969024106749
16.8,0.2,8.364325250162602e-09,2.705844584190968e-08,2.415816165380267e-09,8.373911499437755e-09,2.7089457190593632e-08,2.418584902280333e-09,8.417008652836737e-09,2.722887572781086e-08,2.4310323856994062e-09,3.1011348683950574e-11,3.1011348683950574e-11,1.3941853721722962e-10,1.3941853721722962e-10,1.704298859011802e-10,1.704298859011802e-10,0.006298583699038936,1.5013415333766713,1.0,0.40635906399495303,1.0011460875789073,1.0,0.0,0.0,action_absolute,0.18098289620509633,1.2247552734324294e-28,0.13268580337603814,0.5606880526041327,6.119560513184084e-27,0.3729068193667717,1.1893186878231288,0.1777839621892827,0.8324265017386813,0.9175631953686375,1.439006025665377,1.4580718575681215,0.4926256975220699,0.3260734472595267,0.6619091308059877,0.6073434571060196,0.10344885745154807,4.115254256548783e-07,4.1138744579559833e-07,-1.379798592799593e-10,1.379798592799593e-10,12.249992798306106,12.24999280072075
17.6,0.2,3.484410888318046e-09,7.139226485334225e-09,8.222198924376402e-10,3.4872487590033526e-09,7.145041012440204e-09,8.228895475972678e-10,3.506883785009399e-09,7.185271313112423e-09,8.275228441538902e-10,5.814527105978884e-12,5.814527105978884e-12,4.023030067221956e-11,4.023030067221956e-11,4.6044827778198445e-11,4.6044827778198445e-11,0.006449554146066966,1.559816346703205,1.0,0.44456808785883606,1.0008144477721674,1.0,0.0,0.0,action_absolute,0.12861243706624276,1.372085350547977e-28,0.10702376707827714,0.5253311760113416,1.0452097502090277e-26,0.2679119024066777,0.7319116463917812,0.1320001313909301,0.6787167217905434,0.9037860142270192,1.3366351644987071,1.345257621215382,0.4410367983505292,0.28763048613156583,0.6521689056498219,0.5894211358400495,0.09117840286518317,5.6207073804593766e-08,5.548704728925223e-08,-7.200265153415329e-10,7.200265153415329e-10,12.249999016376224,12.249999028976692
18.4,0.2,0.0,0.0,0.0,1e-30,1e-30,1e-30,1.0058704800739689e-30,1.0058704800739689e-30,1.0058704800739689e-30,1e-30,1e-30,5.870480073968777e-33,5.870480073968777e-33,1.0058704800739689e-30,1.0058704800739689e-30,1.0058704800739688,1.5896510516836373,1.0,0.463514527796402,1.0,1.0,0.0,0.0,action_absolute,0.0,0.0,0.09421603304878111,0.0,0.0,0.20297833384972,0.5093420730458487,0.0,0.0,-0.0,1.10148916692486,1.2702190003210754,0.0,0.0,0.0,-0.0,-0.0,5.6207073804593766e-08,5.548704728925223e-08,-7.200265153415329e-10,7.200265153415329e-10,12.249999016376224,12.249999028976692
19.200000000000003,0.2,0.0,0.0,0.0,1e-30,1e-30,1e-30,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535278e-30,1e-30,1e-30,5.716173653527695e-33,5.716173653527695e-33,1.0057161736535278e-30,1.0057161736535278e-30,1.0057161736535276,1.5704009692603986,1.0,0.4513309811859851,1.0,1.0,0.0,0.0,action_absolute,0.0,0.0,0.10217329191624851,0.0,0.0,0.26851220272081255,0.7341536078101636,0.0,0.0,-0.0,1.1342561013604062,1.3459310085035026,0.0,0.0,0.0,-0.0,-0.0,5.6207073804593766e-08,5.548704728925223e-08,-7.200265153415329e-10,7.200265153415329e-10,12.249999016376224,12.249999028976692
20.0,0.2,0.0,0.0,0.0,1e-30,1e-30,1e-30,1.0055641423643005e-30,1.0055641423643005e-30,1.0055641423643005e-30,1e-30,1e-30,5.564142364300414e-33,5.564142364300414e-33,1.0055641423643005e-30,1.0055641423643005e-30,1.0055641423643005,1.5516627094173834,1.0,0.43932707173589636,1.0,1.0,0.0,0.0,action_absolute,0.0,0.0,0.11002090405486509,0.0,0.0,0.3261537967964966,0.9680363122799913,0.0,0.0,-0.0,1.1630768983982482,1.409016545507328,0.0,0.0,0.0,-0.0,-0.0,5.6207073804593766e-08,5.548704728925223e-08,-7.200265153415329e-10,7.200265153415329e-10,12.249999016376224,12.249999028976692
4.0,0.39,0.00016435372048146063,0.0014798793343970764,0.0003418631110110614,0.00016444926267609184,0.001480739618660697,0.0003420618430616275,0.00016496490820092042,0.001485382611553299,0.0003431344088835659,8.602842636205518e-07,8.602842636205518e-07,4.642992892602135e-06,4.642992892602135e-06,5.503277156222687e-06,5.503277156222687e-06,0.0037187337023425623,1.280917082806759,1.0,0.24757629233153006,1.0005813205466316,1.0,0.0,0.0,action_absolute,0.09179846120766129,6.171743881091103e-32,0.07718149434815945,0.7288019674564653,2.8776779761078553e-29,0.052928468881864164,0.11177290657100736,0.09029178776792637,0.8803624715424814,0.7587925249630175,1.269127799268534,1.0767321020559757,0.5348201512826798,0.3820817830141957,0.7144117178416599,0.5420902712442399,0.025807435927905065,2.4448817340068487,2.444855102837373,-2.663116947587696e-05,2.663116947587696e-05,6.823611487882244,6.823263662033106
4.8,0.39,0.00019574823662416805,0.0015684082500680974,0.0001519655378412984,0.00019588475373529213,0.0015695020763372637,0.0001520715203858888,0.00019664810790154724,0.0015756183560684425,0.00015266413633195771,1.0938262691663394e-06,1.0938262691663394e-06,6.1162797311787795e-06,6.1162797311787795e-06,7.210106000345119e-06,7.210106000345119e-06,0.004597084974547965,1.3602809677586774,1.0,0.30769127235057525,1.0006974117033105,1.0,0.0,0.0,action_absolute,0.11013084186182487,3.0210796910562005e-31,0.07111786048012514,0.7487615630647682,2.993885844525977e-29,0.3330127461264275,0.9985580509745398,0.1957340473559828,1.029643348812886,0.8335845678317346,1.472850722105431,1.4163259993902102,0.5496382522016724,0.3964315670180943,0.7212590561703414,0.6012304186324788,0.10018092427483562,13.751970835344054,13.751461099857845,-0.0005097354862080294,0.0005097354862080294,953.5698969824377,953.4911956331348
5.6,0.39,0.0001571487821813237,0.0013021843961999173,5.952962446598845e-05,0.0001573175348359384,0.0013035827339446097,5.9593549760333154e-05,0.0001580309472755928,0.0013094942945311942,5.9863797954639795e-05,1.3983377446923507e-06,1.3983377446923507e-06,5.911560586584468e-06,5.911560586584468e-06,7.309898331276819e-06,7.309898331276819e-06,0.005613566214284885,1.4305484675437201,1.0,0.35805791447458585,1.0010738400404529,1.0,0.0,0.0,action_absolute,0.16957402222909593,1.1189149773846842e-31,0.1092096338293002,0.7675026961661312,3.3680490616590615e-29,0.04896323098045846,0.10296811348511037,0.28060102967778355,1.114373175876911,0.8789961199519978,1.3732251668789028,1.0711593535980681,0.5468221053448145,0.3979748578049887,0.7277958478910325,0.6397297264133919,0.028399038899203186,57.98141445255387,57.97542320702033,-0.005991245533543577,0.005991245533543577,20009.102884072952,20004.865694084085
6.4,0.39,0.00010403240172801354,0.0006722762677837851,2.7226661152841032e-05,0.00010417104792812772,0.00067317222470112,2.7262946704726176e-05,0.00010468610210435124,0.0006765005982996001,2.73977432229115e-05,8.95956917334865e-07,8.95956917334865e-07,3.3283735984800935e-06,3.3283735984800935e-06,4.2243305158149586e-06,4.2243305158149586e-06,0.0062836228471084025,1.4775528482269376,1.0,0.3903872383399466,1.0013327213234648,1.0,0.0,0.0,action_absolute,0.2104549158319142,7.238243428592044e-31,0.1316552460415761,0.7152920655698475,4.490444037240646e-29,0.23684225745303278,0.6206901777936342,0.28047183716500834,1.0740904721175029,0.9010334801607153,1.4570617060471442,1.309910589913548,0.5249812867988601,0.37265570724480834,0.7098456966287764,0.6395947384105337,0.09346824197235398,59.89388950310497,59.888733485750656,-0.005156017354316589,0.005156017354316589,21384.594432509086,21380.82465479481
7.2,0.39,7.600594590530699e-05,0.00012096549319106766,1.75679713156894e-05,7.61041514528411e-05,0.00012112178994325021,1.7590670490360155e-05,7.648990340773772e-05,0.00012173572448373502,1.767983297887175e-05,1.5629675218254975e-07,1.5629675218254975e-07,6.139345404848092e-07,6.139345404848092e-07,7.702312926673589e-07,7.702312926673589e-07,0.006367363719592013,1.4921401916441892,1.0,0.40021145959540433,1.0012920771706,1.0,0.0,0.0,action_absolute,0.20403664847201045,1.896707542489553e-30,0.14069871838435052,0.6301156162653222,8.300514929464497e-29,0.5397550802947837,2.3455123877977533,0.05673892634684577,0.5919365641942181,0.9103279149959648,1.4320464127826578,1.6204236024415644,0.508580892319907,0.34706012349607845,0.6824088925420562,0.6212158643225154,0.10022513141806455,3.532800267571452,3.5324988059026436,-0.0003014616688084004,0.0003014616688084004,28.430231133455354,28.42219473235125
8.0,0.39,6.31393068273821e-05,8.591083025389693e-05,1.3492972088047451e-05,6.322631208281702e-05,8.602921441277441e-05,1.3511565251990578e-05,6.353254268794031e-05,8.644588869789479e-05,1.3577007228075791e-05,1.1838415887748031e-07,1.1838415887748031e-07,4.1667428512037817e-07,4.1667428512037817e-07,5.350584439978585e-07,5.350584439978585e-07,0.006228067432436298,1.4658274448318904,1.0,0.38241989178356733,1.001377988764951,1.0,0.0,0.0,action_absolute,0.21760326366738325,2.3146619114785803e-30,0.1520636193182569,0.605861966287592,9.73259792018171e-29,0.5891268740470006,2.8676826827286432,0.04473497088292337,0.5580450533015735,0.9133806526848448,1.4452584430696245,1.665287061215118,0.5340456087317134,0.36050632980046976,0.6750478309457949,0.6165756284227589,0.09391703052795398,2.326336305231986,2.3257160067437472,-0.0006202984882386353,0.0006202984882386353,5.363118439942793,5.355938282134935
8.8,0.39,2.2146857620247044e-05,5.848230796281681e-05,7.04775033011198e-06,2.2167119266545312e-05,5.8535812069763594e-05,7.054198153403022e-06,2.2289841527535603e-05,5.88598797629864e-05,7.0932518137568815e-06,5.350410694678618e-08,5.350410694678618e-08,3.2406769322280483e-07,3.2406769322280483e-07,3.77571800169591e-07,3.77571800169591e-07,0.006456171333211611,1.5482467554553723,1.0,0.43712316521321565,1.0009148768030975,1.0,0.0,0.0,action_absolute,0.14447155395689346,1.1961527376925695e-30,0.11517223325097901,0.5937428251074812,1.2483365522047047e-28,0.1526414316992487,0.36027589124483117,0.08885835383790645,0.738612427037752,0.9135092969048915,1.283188411068539,1.2087482232265034,0.4659139786252545,0.31283738986588816,0.6714488172021784,0.613374736909983,0.06882897698378625,1.5836854161367002,1.5836564887553,-2.8927381400256635e-05,2.8927381400256635e-05,0.21087707563320476,0.21081066163703535
9.600000000000001,0.39,1.0975147121485077e-05,4.357983841062823e-05,3.956029580418546e-06,1.0985331361861028e-05,4.36202777364073e-05,3.959700524938505e-06,1.1046127011140169e-05,4.386168357291472e-05,3.9816145261128685e-06,4.04393257790703e-08,4.04393257790703e-08,2.414058365074256e-07,2.414058365074256e-07,2.818451622864959e-07,2.818451622864959e-07,0.00646732921840664,1.5480056645464257,1.0,0.4369674344285572,1.0009279365700725,1.0,0.0,0.0,action_absolute,0.14653386969470314,1.0543896952465879e-30,0.11485685465158924,0.5829075347227113,1.5205403538262763e-28,0.1066533286499557,0.23877254389671365,0.18728807642891,0.8851615263329561,0.9126874956526076,1.3214390650154444,1.1497013156171452,0.46541039182923705,0.311022915080539,0.6682766877166246,0.6099277765151059,0.05251232594869824,1.000000004530878,1.0000000045325586,1.680655614677562e-12,1.680655614677562e-12,0.9999999773456102,0.9999999773372069
10.4,0.39,7.422066720531848e-06,2.9967975391542694e-05,2.1099882180731836e-06,7.4298571462957695e-06,2.999943068511167e-05,2.112202925538717e-06,7.469441097483302e-06,3.0159258253328814e-05,2.1234560809973483e-06,3.145529356897656e-08,3.145529356897656e-08,1.5982756821714345e-07,1.5982756821714345e-07,1.9128286178612e-07,1.9128286178612e-07,0.006382909064991498,1.5229622419775668,1.0,0.42065728173279693,1.0010496302522276,1.0,0.0,0.0,action_absolute,0.16575096571044368,2.3359448578422246e-30,0.12533762689732517,0.5770575795275351,1.8818072713823108e-28,0.19108966093919896,0.472461907610346,0.220824975839357,0.9172112450982502,0.911543291725536,1.3800538857040012,1.2559774722814012,0.4844721632973193,0.3229405158487987,0.666582190503711,0.6076185241373712,0.0788540723245063,0.49525459895960533,0.4951730890010959,-8.150995850941811e-05,8.150995850941811e-05,5.116026504398401,5.116948367923865
